200kb name,genes,overlap_pct,gene,chrom_id,200kb bin
chr9-g213,"['Grik4', 'Grik4', 'Grik4', 'Grik4', 'Grik4', 'Grik4', 'Grik4', 'Grik4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Grik4,9,213
chr9-g214,"['Grik4', 'Grik4', 'Grik4', 'Grik4', 'Grik4', 'Grik4']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.77484]",Grik4,9,214
chr9-g227,"['Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1']","[0.78592, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dscaml1,9,227
chr9-g228,"['Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1', 'Dscaml1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.14852]",Dscaml1,9,228
chr9-g230,"['Sik3', 'Sik3', 'Sik3', 'Sik3', 'Sik3', 'Sik3', 'Sik3', 'Sik3']","[0.48724, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Sik3,9,230
chr9-g231,['Sik3'],[0.96776],Sik3,9,231
chr9-g237,"['Cadm1', 'Cadm1', 'Cadm1']","[0.78596, 1.0, 1.0]",Cadm1,9,237
chr9-g238,"['Cadm1', 'Cadm1', 'Cadm1', 'Cadm1', 'Cadm1', 'Cadm1', 'Cadm1', 'Cadm1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cadm1,9,238
chr9-g239,"['Cadm1', 'Cadm1', 'Cadm1']","[1.0, 1.0, 0.1354]",Cadm1,9,239
chr9-g247,"['Ncam1', 'Ncam1', 'Ncam1', 'Ncam1']","[0.91488, 1.0, 1.0, 1.0]",Ncam1,9,247
chr9-g248,"['Ncam1', 'Ncam1', 'Ncam1', 'Ncam1', 'Ncam1', 'Ncam1', 'Ncam1', 'Ncam1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.97572]",Ncam1,9,248
chr9-g277,"['Scaper', 'Scaper', 'Scaper']","[0.00488, 1.0, 1.0]",Scaper,9,277
chr9-g278,"['Scaper', 'Scaper', 'Scaper', 'Scaper', 'Scaper', 'Scaper', 'Scaper', 'Scaper']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Scaper,9,278
chr9-g279,"['Scaper', 'Scaper', 'Scaper', 'Scaper', 'Scaper', 'Scaper']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.52476]",Scaper,9,279
chr9-g281,"['Peak1', 'Peak1', 'Peak1', 'Peak1', 'Peak1', 'Peak1', 'Peak1', 'Peak1']","[0.95488, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Peak1,9,281
chr9-g282,['Peak1'],[0.722],Peak1,9,282
chr9-g299,"['Thsd4', 'Thsd4']","[0.3228, 1.0]",Thsd4,9,299
chr9-g300,"['Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thsd4,9,300
chr9-g301,"['Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Thsd4,9,301
chr9-g302,"['Thsd4', 'Thsd4', 'Thsd4', 'Thsd4', 'Thsd4']","[1.0, 1.0, 1.0, 1.0, 0.4414]",Thsd4,9,302
chr9-g315,"['Map2k5', 'Map2k5']","[0.44932, 1.0]",Map2k5,9,315
chr9-g316,"['Map2k5', 'Map2k5', 'Map2k5', 'Map2k5', 'Map2k5', 'Map2k5', 'Map2k5', 'Map2k5']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.11608]",Map2k5,9,316
chr9-g321,['Megf11'],[0.575],Megf11,9,321
chr9-g322,"['Megf11', 'Megf11', 'Megf11', 'Megf11', 'Megf11', 'Megf11', 'Megf11', 'Megf11']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Megf11,9,322
chr9-g323,"['Megf11', 'Megf11', 'Megf11', 'Megf11', 'Megf11']","[1.0, 1.0, 1.0, 1.0, 0.3682]",Megf11,9,323
chr9-g336,"['Tln2', 'Tln2', 'Tln2', 'Tln2', 'Tln2', 'Tln2', 'Tln2', 'Tln2']","[0.31664, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Tln2,9,336
chr9-g337,"['Tln2', 'Tln2', 'Tln2', 'Tln2', 'Tln2', 'Tln2', 'Tln2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.38812]",Tln2,9,337
chr9-g343,"['Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora']","[0.8486, 1.0, 1.0, 1.0, 1.0, 1.0]",Rora,9,343
chr9-g344,"['Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rora,9,344
chr9-g345,"['Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rora,9,345
chr9-g346,"['Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora', 'Rora']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.52984]",Rora,9,346
chr9-g359,"['Tcf12', 'Tcf12', 'Tcf12', 'Tcf12', 'Tcf12', 'Tcf12', 'Tcf12']","[0.22996, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Tcf12,9,359
chr9-g360,"['Tcf12', 'Tcf12', 'Tcf12', 'Tcf12', 'Tcf12']","[1.0, 1.0, 1.0, 1.0, 0.47276]",Tcf12,9,360
chr9-g367,"['Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c']","[0.82308, 1.0, 1.0, 1.0, 1.0]",Unc13c,9,367
chr9-g368,"['Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Unc13c,9,368
chr9-g369,"['Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c', 'Unc13c']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.76148]",Unc13c,9,369
chr9-g385,"['Mlip', 'Mlip', 'Mlip', 'Mlip']","[0.91668, 1.0, 1.0, 1.0]",Mlip,9,385
chr9-g386,"['Mlip', 'Mlip', 'Mlip', 'Mlip', 'Mlip', 'Mlip']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9148]",Mlip,9,386
chr9-g473,"['Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9']","[0.20436, 1.0, 1.0, 1.0, 1.0, 1.0]",Slc9a9,9,473
chr9-g474,"['Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Slc9a9,9,474
chr9-g475,"['Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9', 'Slc9a9']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Slc9a9,9,475
chr9-g476,"['Slc9a9', 'Slc9a9']","[1.0, 0.21808]",Slc9a9,9,476
chr9-g487,"['Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2']","[0.22424, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Clstn2,9,487
chr9-g488,"['Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Clstn2,9,488
chr9-g489,"['Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2', 'Clstn2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Clstn2,9,489
chr9-g490,"['Clstn2', 'Clstn2']","[1.0, 0.32668]",Clstn2,9,490
chr9-g503,"['Stag1', 'Stag1', 'Stag1', 'Stag1', 'Stag1', 'Stag1', 'Stag1']","[0.26212, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Stag1,9,503
chr9-g504,"['Stag1', 'Stag1', 'Stag1', 'Stag1', 'Stag1', 'Stag1', 'Stag1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.34176]",Stag1,9,504
chr9-g509,"['Ephb1', 'Ephb1', 'Ephb1', 'Ephb1']","[0.11492, 1.0, 1.0, 1.0]",Ephb1,9,509
chr9-g510,"['Ephb1', 'Ephb1', 'Ephb1', 'Ephb1', 'Ephb1', 'Ephb1', 'Ephb1', 'Ephb1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Ephb1,9,510
chr9-g511,"['Ephb1', 'Ephb1', 'Ephb1', 'Ephb1', 'Ephb1', 'Ephb1', 'Ephb1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.18772]",Ephb1,9,511
chr9-g517,"['Tmem108', 'Tmem108', 'Tmem108', 'Tmem108', 'Tmem108']","[0.6826, 1.0, 1.0, 1.0, 1.0]",Tmem108,9,517
chr9-g518,"['Tmem108', 'Tmem108', 'Tmem108', 'Tmem108', 'Tmem108', 'Tmem108', 'Tmem108']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.47348]",Tmem108,9,518
chr9-g522,"['Cpne4', 'Cpne4']","[0.333, 1.0]",Cpne4,9,522
chr9-g523,"['Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cpne4,9,523
chr9-g524,"['Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4', 'Cpne4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cpne4,9,524
chr9-g525,"['Cpne4', 'Cpne4', 'Nek11', 'Nek11']","[1.0, 0.38176, 0.50136, 1.0]","Cpne4,Nek11",9,525
chr9-g526,"['Nek11', 'Nek11', 'Nek11', 'Nek11', 'Nek11', 'Nek11', 'Nek11', 'Nek11']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.81148]",Nek11,9,526
chr9-g534,"['Dock3', 'Dock3', 'Dock3', 'Dock3', 'Dock3']","[0.28704, 1.0, 1.0, 1.0, 1.0]",Dock3,9,534
chr9-g535,"['Dock3', 'Dock3', 'Dock3', 'Dock3', 'Dock3', 'Dock3', 'Dock3', 'Dock3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Dock3,9,535
chr9-g536,"['Dock3', 'Dock3']","[1.0, 0.27636]",Dock3,9,536
chr9-g574,['Osbpl10'],[0.86064],Osbpl10,9,574
chr9-g575,"['Osbpl10', 'Osbpl10', 'Osbpl10', 'Osbpl10', 'Osbpl10', 'Osbpl10', 'Osbpl10', 'Osbpl10']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Osbpl10,9,575
chr9-g576,"['Osbpl10', 'Osbpl10']","[1.0, 0.33092]",Osbpl10,9,576
chr9-g582,"['Rbms3', 'Rbms3']","[0.09016, 1.0]",Rbms3,9,582
chr9-g583,"['Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rbms3,9,583
chr9-g584,"['Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rbms3,9,584
chr9-g585,"['Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rbms3,9,585
chr9-g586,"['Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rbms3,9,586
chr9-g587,"['Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3', 'Rbms3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Rbms3,9,587
chr9-g588,"['Rbms3', 'Rbms3']","[1.0, 0.19652]",Rbms3,9,588
chr9-g593,"['Itga9', 'Itga9', 'Itga9', 'Itga9', 'Itga9', 'Itga9', 'Itga9', 'Itga9']","[0.73168, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Itga9,9,593
chr9-g594,"['Itga9', 'Itga9', 'Itga9', 'Itga9', 'Itga9']","[1.0, 1.0, 1.0, 1.0, 0.04012]",Itga9,9,594
chr9-g604,"['Ulk4', 'Ulk4']","[0.42188, 1.0]",Ulk4,9,604
chr9-g605,"['Ulk4', 'Ulk4', 'Ulk4', 'Ulk4', 'Ulk4', 'Ulk4', 'Ulk4', 'Ulk4']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Ulk4,9,605
chr9-g606,"['Ulk4', 'Ulk4', 'Ulk4', 'Ulk4']","[1.0, 1.0, 1.0, 0.08688]",Ulk4,9,606
chr10-g18,"['Plekhg1', 'Plekhg1', 'Plekhg1']","[0.38496, 1.0, 1.0]",Plekhg1,10,18
chr10-g19,"['Plekhg1', 'Plekhg1', 'Plekhg1', 'Plekhg1', 'Plekhg1', 'Plekhg1', 'Plekhg1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.69208]",Plekhg1,10,19
chr10-g23,"['Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1']","[0.52048, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Esr1,10,23
chr10-g24,"['Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1', 'Esr1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Esr1,10,24
chr10-g25,['Esr1'],[0.22532],Esr1,10,25
chr10-g26,"['Syne1', 'Syne1', 'Syne1']","[0.52208, 1.0, 1.0]",Syne1,10,26
chr10-g27,"['Syne1', 'Syne1', 'Syne1', 'Syne1', 'Syne1', 'Syne1', 'Syne1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.02768]",Syne1,10,27
chr10-g33,"['Oprm1', 'Oprm1']","[0.65632, 1.0]",Oprm1,10,33
chr10-g34,"['Oprm1', 'Oprm1', 'Oprm1', 'Oprm1', 'Oprm1', 'Oprm1', 'Oprm1', 'Oprm1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Oprm1,10,34
chr10-g35,"['Oprm1', 'Oprm1']","[1.0, 0.52836]",Oprm1,10,35
chr10-g41,"['Ust', 'Ust', 'Ust', 'Ust', 'Ust', 'Ust', 'Ust', 'Ust']","[0.80992, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Ust,10,41
chr10-g42,"['Ust', 'Ust', 'Ust', 'Ust', 'Ust']","[1.0, 1.0, 1.0, 1.0, 0.753]",Ust,10,42
chr10-g53,"['Grm1', 'Grm1', 'Grm1', 'Grm1', 'Grm1']","[0.55768, 1.0, 1.0, 1.0, 1.0]",Grm1,10,53
chr10-g54,"['Grm1', 'Grm1', 'Grm1', 'Grm1', 'Grm1', 'Grm1', 'Grm1', 'Grm1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Grm1,10,54
chr10-g55,"['Grm1', 'Grm1', 'Grm1', 'Grm1']","[1.0, 1.0, 1.0, 0.29324]",Grm1,10,55
chr10-g61,['Utrn'],[0.71252],Utrn,10,61
chr10-g62,"['Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Utrn,10,62
chr10-g63,"['Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn', 'Utrn']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Utrn,10,63
chr10-g64,"['Utrn', 'Utrn', 'Utrn']","[1.0, 1.0, 0.4694]",Utrn,10,64
chr10-g66,"['Phactr2', 'Phactr2', 'Phactr2', 'Phactr2', 'Phactr2', 'Phactr2', 'Phactr2', 'Phactr2']","[0.69136, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Phactr2,10,66
chr10-g67,"['Phactr2', 'Phactr2', 'Phactr2']","[1.0, 1.0, 0.97584]",Phactr2,10,67
chr10-g68,"['Aig1', 'Aig1', 'Aig1', 'Aig1', 'Aig1', 'Aig1', 'Aig1']","[0.11784, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Aig1,10,68
chr10-g69,"['Aig1', 'Aig1', 'Aig1']","[1.0, 1.0, 0.75828]",Aig1,10,69
chr10-g99,"['Map3k5', 'Map3k5', 'Map3k5']","[0.619, 1.0, 1.0]",Map3k5,10,99
chr10-g100,"['Map3k5', 'Map3k5', 'Map3k5', 'Map3k5', 'Map3k5', 'Map3k5']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.71]",Map3k5,10,100
chr10-g101,['Pde7b'],[0.11796],Pde7b,10,101
chr10-g102,"['Pde7b', 'Pde7b', 'Pde7b', 'Pde7b', 'Pde7b', 'Pde7b', 'Pde7b', 'Pde7b']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Pde7b,10,102
chr10-g103,"['Pde7b', 'Pde7b', 'Pde7b', 'Pde7b', 'Pde7b', 'Pde7b']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.00312]",Pde7b,10,103
chr10-g110,"['Raet1b', 'Raet1a', 'Raet1c', 'Raet1b', 'Raet1a', 'Raet1c']","[0.04504, 0.65568, 0.04396, 1.0, 1.0, 1.0]","Raet1a,Raet1b,Raet1c",10,110
chr10-g111,"['Raet1b', 'Raet1a', 'Raet1c', 'Raet1b', 'Raet1a', 'Raet1c', 'Raet1b', 'Raet1a', 'Raet1c', 'Raet1b', 'Raet1a', 'Raet1c', 'Raet1b', 'Raet1a', 'Raet1c', 'Raet1b', 'Raet1a', 'Raet1c', 'Raet1b', 'Raet1a', 'Raet1c']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96452, 0.96556, 0.96556]","Raet1a,Raet1b,Raet1c",10,111
chr10-g115,"['Eya4', 'Eya4', 'Eya4', 'Eya4']","[0.88156, 1.0, 1.0, 1.0]",Eya4,10,115
chr10-g116,"['Eya4', 'Eya4', 'Eya4', 'Eya4', 'Eya4', 'Eya4']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99772]",Eya4,10,116
chr10-g121,"['Gm15270', 'Gm15270', 'Gm15270']","[0.73252, 1.0, 1.0]",Gm15270,10,121
chr10-g122,"['Gm15270', 'Gm15270', 'Gm15270', 'Gm15270', 'Gm15270', 'Gm15270', 'Gm15270', 'Gm15270']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.83212]",Gm15270,10,122
chr10-g134,['Lama2'],[0.74864],Lama2,10,134
chr10-g135,"['Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Lama2,10,135
chr10-g136,"['Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Lama2,10,136
chr10-g137,"['Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2', 'Lama2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Lama2,10,137
chr10-g138,['Lama2'],[0.67768],Lama2,10,138
chr10-g140,"['Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk']","[0.00724, 1.0, 1.0, 1.0, 1.0, 1.0]",Ptprk,10,140
chr10-g141,"['Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Ptprk,10,141
chr10-g142,"['Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk', 'Ptprk']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.89588]",Ptprk,10,142
chr10-g159,"['Nkain2', 'Nkain2']","[0.97688, 1.0]",Nkain2,10,159
chr10-g160,"['Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Nkain2,10,160
chr10-g161,"['Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Nkain2,10,161
chr10-g162,"['Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Nkain2,10,162
chr10-g163,"['Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2', 'Nkain2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Nkain2,10,163
chr10-g164,"['Nkain2', 'Nkain2', 'Nkain2', 'Nkain2']","[1.0, 1.0, 1.0, 0.5966]",Nkain2,10,164
chr10-g165,"['Trdn', 'Trdn', 'Trdn', 'Trdn', 'Trdn']","[0.66072, 1.0, 1.0, 1.0, 1.0]",Trdn,10,165
chr10-g166,"['Trdn', 'Trdn', 'Trdn', 'Trdn', 'Trdn', 'Trdn', 'Trdn', 'Trdn']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Trdn,10,166
chr10-g167,"['Trdn', 'Trdn', 'Trdn', 'Trdn']","[1.0, 1.0, 1.0, 0.06836]",Trdn,10,167
chr10-g182,"['Hs3st5', 'Hs3st5', 'Hs3st5', 'Hs3st5']","[0.72776, 1.0, 1.0, 1.0]",Hs3st5,10,182
chr10-g183,"['Hs3st5', 'Hs3st5', 'Hs3st5', 'Hs3st5', 'Hs3st5', 'Hs3st5', 'Hs3st5', 'Hs3st5']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Hs3st5,10,183
chr10-g184,"['Hs3st5', 'Hs3st5']","[1.0, 0.37576]",Hs3st5,10,184
chr10-g216,"['Pdss2', 'Pdss2', 'Pdss2', 'Pdss2', 'Pdss2', 'Pdss2', 'Pdss2', 'Pdss2']","[0.1406, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Pdss2,10,216
chr10-g217,"['Pdss2', 'Pdss2']","[1.0, 0.60992]",Pdss2,10,217
chr10-g245,"['Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2']","[0.2528, 1.0, 1.0, 1.0, 1.0]",Grik2,10,245
chr10-g246,"['Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Grik2,10,246
chr10-g247,"['Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Grik2,10,247
chr10-g248,"['Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2', 'Grik2']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55064]",Grik2,10,248
chr10-g252,['Ascc3'],[0.29328],Ascc3,10,252
chr10-g253,"['Ascc3', 'Ascc3', 'Ascc3', 'Ascc3', 'Ascc3', 'Ascc3', 'Ascc3', 'Ascc3']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Ascc3,10,253
chr10-g254,"['Ascc3', 'Ascc3', 'Ascc3']","[1.0, 1.0, 0.04808]",Ascc3,10,254
chr10-g263,"['Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1']","[0.38, 1.0, 1.0, 1.0, 1.0]",Slc35f1,10,263
chr10-g264,"['Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Slc35f1,10,264
chr10-g265,"['Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1', 'Slc35f1']","[1.0, 1.0, 1.0, 1.0, 0.46488]",Slc35f1,10,265
chr10-g280,"['Tbc1d32', 'Tbc1d32', 'Tbc1d32', 'Tbc1d32', 'Tbc1d32', 'Tbc1d32', 'Tbc1d32', 'Tbc1d32']","[0.42828, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Tbc1d32,10,280
chr10-g281,"['Tbc1d32', 'Tbc1d32']","[1.0, 0.14756]",Tbc1d32,10,281
chr10-g294,"['Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3']","[0.46568, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Sh3rf3,10,294
chr10-g295,"['Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3', 'Sh3rf3']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.55664]",Sh3rf3,10,295
chr10-g301,"['Cdh23', 'Cdh23', 'Cdh23', 'Cdh23']","[0.89004, 1.0, 1.0, 1.0]",Cdh23,10,301
chr10-g302,"['Cdh23', 'Cdh23', 'Cdh23', 'Cdh23', 'Cdh23', 'Cdh23', 'Cdh23', 'Cdh23']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Cdh23,10,302
chr10-g303,"['Cdh23', 'Cdh23', 'Cdh23', 'Cdh23']","[1.0, 1.0, 1.0, 0.8596]",Cdh23,10,303
