100kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id
chr8-g1067,chr8,106700000,106800000,0.44552,Tango6,1.0,168372,168372.0,168372.0,168372.0,168372.0,8
chr8-g1068,chr8,106800000,106900000,0.46951,"Tango6, Has3, Utp4, Chtf8",4.0,"168372, 12661, 29455, 9731",168372.0,9731.0,55054.75,21058.0,8
chr8-g1069,chr8,106900000,107000000,0.43814,"Utp4, Sntb2",2.0,"29455, 78493",78493.0,29455.0,53974.0,53974.0,8
chr8-g1070,chr8,107000000,107100000,0.46957,"Sntb2, Vps4a, Pdf, Cog8, Nip7, Tmed6, Terf2, Mir7075",8.0,"78493, 14492, 2325, 8029, 4052, 4161, 27149, 82",78493.0,82.0,17347.875,6095.0,8
chr8-g1071,chr8,107100000,107200000,0.43838,Cyb5b,1.0,36810,36810.0,36810.0,36810.0,36810.0,8
chr8-g1072,chr8,107200000,107300000,0.44956,Nfat5,1.0,86048,86048.0,86048.0,86048.0,86048.0,8
chr8-g1073,chr8,107300000,107400000,0.3942799999999999,"Nfat5, Nqo1",2.0,"86048, 14981",86048.0,14981.0,50514.5,50514.5,8
chr8-g1074,chr8,107400000,107500000,0.4685,"Nqo1, Nob1, Wwp2",3.0,"14981, 12550, 122921",122921.0,12550.0,50150.66666666666,14981.0,8
chr8-g1075,chr8,107500000,107600000,0.4662,"Wwp2, Mir140, Psmd7",3.0,"122921, 70, 8103",122921.0,70.0,43698.0,8103.0,8
chr8-g1076,chr8,107600000,107700000,0.43858,,,,,,,,8
chr8-g1077,chr8,107700000,107800000,0.43354,,,,,,,,8
chr8-g1078,chr8,107800000,107900000,0.4363499999999999,,,,,,,,8
chr8-g1079,chr8,107900000,108000000,0.43013,,,,,,,,8
chr8-g1080,chr8,108000000,108100000,0.43296,,,,,,,,8
chr8-g1081,chr8,108100000,108200000,0.42411,,,,,,,,8
chr8-g1082,chr8,108200000,108300000,0.42496,,,,,,,,8
chr8-g1083,chr8,108300000,108400000,0.4366,,,,,,,,8
chr8-g1084,chr8,108400000,108500000,0.44854,,,,,,,,8
chr8-g1085,chr8,108500000,108600000,0.4376300000000001,Lncbate1,1.0,31426,31426.0,31426.0,31426.0,31426.0,8
chr8-g1086,chr8,108600000,108700000,0.45025,,,,,,,,8
chr8-g1087,chr8,108700000,108800000,0.48494,Zfhx3,1.0,246993,246993.0,246993.0,246993.0,246993.0,8
chr8-g1088,chr8,108800000,108900000,0.49312,Zfhx3,1.0,246993,246993.0,246993.0,246993.0,246993.0,8
chr8-g1089,chr8,108900000,109000000,0.46379,"Zfhx3, Mir3108",2.0,"246993, 79",246993.0,79.0,123536.0,123536.0,8
chr8-g1090,chr8,109000000,109100000,0.40819,D030068K23Rik,1.0,178418,178418.0,178418.0,178418.0,178418.0,8
chr8-g1091,chr8,109100000,109200000,0.40092,"D030068K23Rik, 4922502B01Rik",2.0,"178418, 104505",178418.0,104505.0,141461.5,141461.5,8
chr8-g1092,chr8,109200000,109300000,0.40866,"D030068K23Rik, 4922502B01Rik",2.0,"178418, 104505",178418.0,104505.0,141461.5,141461.5,8
chr8-g1093,chr8,109300000,109400000,0.42795,Gm1943,1.0,1109,1109.0,1109.0,1109.0,1109.0,8
chr8-g1094,chr8,109400000,109500000,0.4426199999999999,Pmfbp1,1.0,48616,48616.0,48616.0,48616.0,48616.0,8
chr8-g1095,chr8,109500000,109600000,0.4785999999999999,"Pmfbp1, Dhx38, Txnl4b, Hp, Dhodh",5.0,"48616, 17863, 8160, 4045, 15426",48616.0,4045.0,18822.0,15426.0,8
chr8-g1096,chr8,109600000,109700000,0.46004,"Dhodh, Pkd1l3, Ist1, Zfp821",4.0,"15426, 56488, 21974, 29681",56488.0,15426.0,30892.25,25827.5,8
chr8-g1097,chr8,109700000,109800000,0.44407,"Zfp821, Atxn1l, Ap1g1",3.0,"29681, 11330, 85627",85627.0,11330.0,42212.66666666666,29681.0,8
chr8-g1098,chr8,109800000,109900000,0.40905,"Ap1g1, Snord71, Phlpp2",3.0,"85627, 64, 76069",85627.0,64.0,53920.0,76069.0,8
chr8-g1099,chr8,109900000,110000000,0.44622,"Phlpp2, Marveld3, Tat",3.0,"76069, 9297, 9369",76069.0,9297.0,31578.33333333333,9369.0,8
chr8-g1100,chr8,110000000,110100000,0.46144,"8030455M16Rik, Chst4, Zfp612",3.0,"9745, 10260, 13019",13019.0,9745.0,11008.0,10260.0,8
chr8-g1101,chr8,110100000,110200000,0.4842,"Tle7, Calb2",2.0,"10683, 25687",25687.0,10683.0,18185.0,18185.0,8
chr8-g1102,chr8,110200000,110300000,0.44144,"Cmtr2, Hydin",2.0,"6530, 343277",343277.0,6530.0,174903.5,174903.5,8
chr8-g1103,chr8,110300000,110400000,0.44528,Hydin,1.0,343277,343277.0,343277.0,343277.0,343277.0,8
chr8-g1104,chr8,110400000,110500000,0.4497,"Hydin, Gm21283",2.0,"343277, 6991",343277.0,6991.0,175134.0,175134.0,8
chr8-g1105,chr8,110500000,110600000,0.44946,"Hydin, Gm21283",2.0,"343277, 6991",343277.0,6991.0,175134.0,175134.0,8
chr8-g1106,chr8,110600000,110700000,0.4835599999999999,"Hydin, Vac14",2.0,"343277, 101832",343277.0,101832.0,222554.5,222554.5,8
chr8-g1107,chr8,110700000,110800000,0.5071800000000001,"Vac14, Mtss2, Il34",3.0,"101832, 19926, 64096",101832.0,19926.0,61951.333333333336,64096.0,8
chr8-g1108,chr8,110800000,110900000,0.45125,"Il34, Sf3b3, Cog4, Snord111, Fcsk",5.0,"64096, 36312, 35635, 64, 20033",64096.0,64.0,31228.0,35635.0,8
chr8-g1109,chr8,110900000,111000000,0.46945,"Fcsk, St3gal2, Ddx19a",3.0,"20033, 52633, 22833",52633.0,20033.0,31833.0,22833.0,8
chr8-g1110,chr8,111000000,111100000,0.46624,"Mir3473d, Ddx19b, Aars, Exosc6, Clec18a, Pdpr",6.0,"81, 28566, 21728, 1326, 12212, 40400",40400.0,81.0,17385.5,16970.0,8
chr8-g1111,chr8,111100000,111200000,0.43435,"Pdpr, 9430091E24Rik, Glg1",3.0,"40400, 18055, 105927",105927.0,18055.0,54794.0,40400.0,8
chr8-g1112,chr8,111200000,111300000,0.4202499999999999,"Glg1, Rfwd3",2.0,"105927, 29279",105927.0,29279.0,67603.0,67603.0,8
chr8-g1113,chr8,111300000,111400000,0.46082,"Rfwd3, Mlkl, Fa2h",3.0,"29279, 26408, 48684",48684.0,26408.0,34790.333333333336,29279.0,8
chr8-g1114,chr8,111400000,111500000,0.4560099999999999,Wdr59,1.0,73324,73324.0,73324.0,73324.0,73324.0,8
chr8-g1115,chr8,111500000,111600000,0.45017,"Wdr59, Znrf1",2.0,"73324, 89080",89080.0,73324.0,81202.0,81202.0,8
chr8-g1116,chr8,111600000,111700000,0.46753,"Znrf1, Zfp1, Ldhd, Ctrb1, Mir7076",5.0,"89080, 27569, 4726, 4501, 74",89080.0,74.0,25190.0,4726.0,8
chr8-g1117,chr8,111700000,111800000,0.4924099999999999,"Bcar1, Cfdp1",2.0,"33375, 87656",87656.0,33375.0,60515.5,60515.5,8
chr8-g1118,chr8,111800000,111900000,0.4475,"Cfdp1, Tmem170, Chst5",3.0,"87656, 11778, 21065",87656.0,11778.0,40166.333333333336,21065.0,8
chr8-g1119,chr8,111900000,112000000,0.4656,"Chst5, Tmem231, Gabarapl2, Adat1, Kars",5.0,"21065, 21807, 12213, 21438, 17916",21807.0,12213.0,18887.8,21065.0,8
chr8-g1120,chr8,112000000,112100000,0.4456,"Kars, Terf2ip, Gm9564",3.0,"17916, 9170, 7488",17916.0,7488.0,11524.666666666666,9170.0,8
chr8-g1121,chr8,112100000,112200000,0.43213,,,,,,,,8
chr8-g1122,chr8,112200000,112300000,0.4268599999999999,,,,,,,,8
chr8-g1123,chr8,112300000,112400000,0.41096,,,,,,,,8
chr8-g1124,chr8,112400000,112500000,0.41413,,,,,,,,8
chr8-g1125,chr8,112500000,112600000,0.40969,"Cntnap4, Gm26994",2.0,"312665, 14959",312665.0,14959.0,163812.0,163812.0,8
chr8-g1126,chr8,112600000,112700000,0.40805,Cntnap4,1.0,312665,312665.0,312665.0,312665.0,312665.0,8
chr8-g1127,chr8,112700000,112800000,0.40296,Cntnap4,1.0,312665,312665.0,312665.0,312665.0,312665.0,8
chr8-g1128,chr8,112800000,112900000,0.38927,Cntnap4,1.0,312665,312665.0,312665.0,312665.0,312665.0,8
chr8-g1129,chr8,112900000,113000000,0.38826,,,,,,,,8
chr8-g1130,chr8,113000000,113100000,0.3900599999999999,Gm10280,1.0,26072,26072.0,26072.0,26072.0,26072.0,8
chr8-g1131,chr8,113100000,113200000,0.3971699999999999,,,,,,,,8
chr8-g1132,chr8,113200000,113300000,0.4038,,,,,,,,8
chr8-g1133,chr8,113300000,113400000,0.40553,,,,,,,,8
chr8-g1134,chr8,113400000,113500000,0.4145,,,,,,,,8
chr8-g1135,chr8,113500000,113600000,0.44443,4930571O06Rik,1.0,33527,33527.0,33527.0,33527.0,33527.0,8
chr8-g1136,chr8,113600000,113700000,0.44314,"Mon1b, Syce1l, Gm30052, Adamts18",4.0,"9394, 12321, 8533, 151716",151716.0,8533.0,45491.0,10857.5,8
chr8-g1137,chr8,113700000,113800000,0.42879,Adamts18,1.0,151716,151716.0,151716.0,151716.0,151716.0,8
chr8-g1138,chr8,113800000,113900000,0.43606,Adamts18,1.0,151716,151716.0,151716.0,151716.0,151716.0,8
chr8-g1139,chr8,113900000,114000000,0.4356399999999999,,,,,,,,8
chr8-g1140,chr8,114000000,114100000,0.42123,,,,,,,,8
chr8-g1141,chr8,114100000,114200000,0.43616,Nudt7,1.0,18739,18739.0,18739.0,18739.0,18739.0,8
chr8-g1142,chr8,114200000,114300000,0.4362,Vat1l,1.0,168431,168431.0,168431.0,168431.0,168431.0,8
chr8-g1143,chr8,114300000,114400000,0.44093,"Vat1l, 4933408N05Rik",2.0,"168431, 10318",168431.0,10318.0,89374.5,89374.5,8
chr8-g1144,chr8,114400000,114500000,0.4574,"Clec3a, Wwox",2.0,"10100, 913061",913061.0,10100.0,461580.5,461580.5,8
chr8-g1145,chr8,114500000,114600000,0.4607099999999999,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1146,chr8,114600000,114700000,0.45431,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1147,chr8,114700000,114800000,0.45026,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1148,chr8,114800000,114900000,0.46433,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1149,chr8,114900000,115000000,0.46251,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1150,chr8,115000000,115100000,0.45192,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1151,chr8,115100000,115200000,0.46188,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1152,chr8,115200000,115300000,0.45602,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1153,chr8,115300000,115400000,0.45014,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8
chr8-g1154,chr8,115400000,115500000,0.45434,,,,,,,,8
chr8-g1155,chr8,115500000,115600000,0.44691,,,,,,,,8
chr8-g1156,chr8,115600000,115700000,0.43865,,,,,,,,8
chr8-g1157,chr8,115700000,115800000,0.44434,Maf,1.0,3642,3642.0,3642.0,3642.0,3642.0,8
chr8-g1158,chr8,115800000,115900000,0.4268099999999999,,,,,,,,8
chr8-g1159,chr8,115900000,116000000,0.43775,,,,,,,,8
chr8-g1160,chr8,116000000,116100000,0.42791,,,,,,,,8
chr8-g1161,chr8,116100000,116200000,0.43631,,,,,,,,8
chr8-g1162,chr8,116200000,116300000,0.43672,,,,,,,,8
chr8-g1163,chr8,116300000,116400000,0.44877,,,,,,,,8
chr8-g1164,chr8,116400000,116500000,0.4367799999999999,,,,,,,,8
chr8-g1165,chr8,116500000,116600000,0.4631,"Dynlrb2, Cdyl2",2.0,"10901, 164268",164268.0,10901.0,87584.5,87584.5,8
chr8-g1166,chr8,116600000,116700000,0.4573899999999999,Cdyl2,1.0,164268,164268.0,164268.0,164268.0,164268.0,8
chr8-g1167,chr8,116700000,116800000,0.4367,"Cdyl2, 4930563M20Rik",2.0,"164268, 19701",164268.0,19701.0,91984.5,91984.5,8
chr8-g1168,chr8,116800000,116900000,0.45963,"4930563M20Rik, Cmc2",2.0,"19701, 32752",32752.0,19701.0,26226.5,26226.5,8
chr8-g1169,chr8,116900000,117000000,0.4734699999999999,"Cmc2, Cenpn, Atmin, 1700030J22Rik, Gcsh, Pkd1l2",6.0,"32752, 19764, 17053, 9365, 11532, 86771",86771.0,9365.0,29539.5,18408.5,8
chr8-g1170,chr8,117000000,117100000,0.4907,"Pkd1l2, Bco1",2.0,"86771, 37856",86771.0,37856.0,62313.5,62313.5,8
chr8-g1171,chr8,117100000,117200000,0.48197,"Bco1, Gan",2.0,"37856, 47854",47854.0,37856.0,42855.0,42855.0,8
chr8-g1172,chr8,117200000,117300000,0.4964699999999999,"Gan, Cmip",2.0,"47854, 204487",204487.0,47854.0,126170.5,126170.5,8
chr8-g1173,chr8,117300000,117400000,0.5109699999999999,Cmip,1.0,204487,204487.0,204487.0,204487.0,204487.0,8
chr8-g1174,chr8,117400000,117500000,0.5015,"Cmip, Mir7077, Mir7078, Plcg2",4.0,"204487, 57, 64, 136868",204487.0,57.0,85369.0,68466.0,8
chr8-g1175,chr8,117500000,117600000,0.4886999999999999,Plcg2,1.0,136868,136868.0,136868.0,136868.0,136868.0,8
chr8-g1176,chr8,117600000,117700000,0.4688799999999999,"Plcg2, Sdr42e1, Gm38416",3.0,"136868, 12291, 11577",136868.0,11577.0,53578.66666666666,12291.0,8
chr8-g1177,chr8,117700000,117800000,0.46513,"Hsd17b2, Mphosph6",2.0,"57084, 10338",57084.0,10338.0,33711.0,33711.0,8
chr8-g1178,chr8,117800000,117900000,0.45563,Mphosph6,1.0,10338,10338.0,10338.0,10338.0,10338.0,8
chr8-g1179,chr8,117900000,118000000,0.45783,,,,,,,,8
chr8-g1180,chr8,118000000,118100000,0.45828,,,,,,,,8
chr8-g1181,chr8,118100000,118200000,0.46181,,,,,,,,8
chr8-g1182,chr8,118200000,118300000,0.4565099999999999,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1183,chr8,118300000,118400000,0.45848,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1184,chr8,118400000,118500000,0.4477099999999999,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1185,chr8,118500000,118600000,0.44394,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1186,chr8,118600000,118700000,0.45321,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1187,chr8,118700000,118800000,0.4434099999999999,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1188,chr8,118800000,118900000,0.46134,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1189,chr8,118900000,119000000,0.46051,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1190,chr8,119000000,119100000,0.47287,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1191,chr8,119100000,119200000,0.46873,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1192,chr8,119200000,119300000,0.4664,Cdh13,1.0,1041317,1041317.0,1041317.0,1041317.0,1041317.0,8
chr8-g1193,chr8,119300000,119400000,0.47888,"Cdh13, Hsbp1, Mlycd",3.0,"1041317, 4392, 16209",1041317.0,4392.0,353972.6666666667,16209.0,8
chr8-g1194,chr8,119400000,119500000,0.53213,"Mlycd, Osgin1, Necab2, Slc38a8",4.0,"16209, 9110, 25917, 22096",25917.0,9110.0,18333.0,19152.5,8
chr8-g1195,chr8,119500000,119600000,0.49933,"Slc38a8, Mbtps1, Hsdl1, Dnaaf1, Taf1c",5.0,"22096, 50610, 13223, 23220, 7267",50610.0,7267.0,23283.2,22096.0,8
chr8-g1196,chr8,119600000,119700000,0.5153000000000001,"Taf1c, Adad2, Kcng4, Wfdc1",4.0,"7267, 4214, 11827, 21656",21656.0,4214.0,11241.0,9547.0,8
chr8-g1197,chr8,119700000,119800000,0.5172300000000001,"Atp2c2, Meak7",2.0,"57710, 17830",57710.0,17830.0,37770.0,37770.0,8
chr8-g1198,chr8,119800000,119900000,0.5031800000000001,"Cotl1, Klhl36",2.0,"31366, 14685",31366.0,14685.0,23025.5,23025.5,8
chr8-g1199,chr8,119900000,120000000,0.49133,"Usp10, Crispld2",2.0,"47200, 60357",60357.0,47200.0,53778.5,53778.5,8
chr8-g1200,chr8,120000000,120100000,0.51683,"Crispld2, Zdhhc7",2.0,"60357, 20378",60357.0,20378.0,40367.5,40367.5,8
chr8-g1201,chr8,120100000,120200000,0.51301,"Zdhhc7, 6430548M08Rik, Fam92b",3.0,"20378, 51156, 11073",51156.0,11073.0,27535.666666666668,20378.0,8
chr8-g1202,chr8,120200000,120300000,0.5376299999999999,A330074K22Rik,1.0,23797,23797.0,23797.0,23797.0,23797.0,8
chr8-g1203,chr8,120300000,120400000,0.5380800000000001,,,,,,,,8
chr8-g1204,chr8,120400000,120500000,0.5401100000000001,Gse1,1.0,92518,92518.0,92518.0,92518.0,92518.0,8
chr8-g1205,chr8,120500000,120600000,0.5512400000000001,"Gse1, Mir7687, 1700016A09Rik, Gins2",4.0,"92518, 59, 835, 7810",92518.0,59.0,25305.5,4322.5,8
chr8-g1206,chr8,120600000,120700000,0.5127999999999999,"1190005I06Rik, Gm27021, Cox4i1, Emc8",4.0,"25789, 59543, 5890, 14174",59543.0,5890.0,26349.0,19981.5,8
chr8-g1207,chr8,120700000,120800000,0.5045200000000001,Irf8,1.0,18054,18054.0,18054.0,18054.0,18054.0,8
chr8-g1208,chr8,120800000,120900000,0.51375,,,,,,,,8
chr8-g1209,chr8,120900000,121000000,0.51308,,,,,,,,8
chr8-g1210,chr8,121000000,121100000,0.5194500000000001,"Fendrr, Foxf1, Mthfsd",3.0,"24309, 3769, 11733",24309.0,3769.0,13270.333333333334,11733.0,8
chr8-g1211,chr8,121100000,121200000,0.5132,"Mthfsd, Foxc2, Foxl1",3.0,"11733, 2724, 2960",11733.0,2724.0,5805.666666666667,2960.0,8
chr8-g1212,chr8,121200000,121300000,0.51251,,,,,,,,8
chr8-g1213,chr8,121300000,121400000,0.5177,,,,,,,,8
chr8-g1214,chr8,121400000,121500000,0.4954199999999999,,,,,,,,8
chr8-g1215,chr8,121500000,121600000,0.51482,"1700030M09Rik, 1700018B08Rik, Fbxo31, Map1lc3b, Zcchc14",5.0,"3265, 11178, 29364, 8323, 53231",53231.0,3265.0,21072.2,11178.0,8
chr8-g1216,chr8,121600000,121700000,0.51181,Zcchc14,1.0,53231,53231.0,53231.0,53231.0,53231.0,8
chr8-g1217,chr8,121700000,121800000,0.52894,"Jph3, Klhdc4",2.0,"60525, 33262",60525.0,33262.0,46893.5,46893.5,8
chr8-g1218,chr8,121800000,121900000,0.50916,"Klhdc4, Slc7a5",2.0,"33262, 26541",33262.0,26541.0,29901.5,29901.5,8
chr8-g1219,chr8,121900000,122000000,0.50615,"Slc7a5, BC048644, Car5a, Banp, Mir7237",5.0,"26541, 10596, 28775, 78769, 63",78769.0,63.0,28948.8,26541.0,8
chr8-g1220,chr8,122000000,122100000,0.51481,Banp,1.0,78769,78769.0,78769.0,78769.0,78769.0,8
chr8-g1221,chr8,122100000,122200000,0.5264800000000001,,,,,,,,8
chr8-g1222,chr8,122200000,122300000,0.5468900000000001,"Zfp469, Zfpm1",2.0,"42377, 55722",55722.0,42377.0,49049.5,49049.5,8
chr8-g1223,chr8,122300000,122400000,0.5222100000000001,"Zfpm1, Trhr2, Zc3h18",3.0,"55722, 5862, 40757",55722.0,5862.0,34113.666666666664,40757.0,8
chr8-g1224,chr8,122400000,122500000,0.53803,"Zc3h18, Il17c, Cyba, 9330133O14Rik, Mvd, Gm20735, Snai3, Rnf166, Ctu2, Piezo1",10.0,"40757, 1620, 8170, 2821, 9827, 6055, 6485, 9930, 6950, 69632",69632.0,1620.0,16224.7,7560.0,8
chr8-g1225,chr8,122500000,122600000,0.52463,"Piezo1, Cdt1, Aprt, Galns",4.0,"69632, 5116, 2271, 33251",69632.0,2271.0,27567.5,19183.5,8
chr8-g1226,chr8,122600000,122700000,0.5336000000000001,"Galns, Trappc2l, Mir6396, Pabpn1l, Cbfa2t3",5.0,"33251, 3966, 111, 3265, 73974",73974.0,111.0,22913.4,3966.0,8
chr8-g1227,chr8,122700000,122800000,0.52025,"A530010L16Rik, Acsf3",2.0,"1752, 42402",42402.0,1752.0,22077.0,22077.0,8
chr8-g1228,chr8,122800000,122900000,0.5191399999999999,"Acsf3, Cdh15, Ankrd11",3.0,"42402, 19024, 158463",158463.0,19024.0,73296.33333333333,42402.0,8
chr8-g1229,chr8,122900000,123000000,0.43936,Ankrd11,1.0,158463,158463.0,158463.0,158463.0,158463.0,8
chr8-g1230,chr8,123000000,123100000,0.46322,"Ankrd11, 2810013P06Rik, Spg7",3.0,"158463, 2028, 32253",158463.0,2028.0,64248.0,32253.0,8
chr8-g1231,chr8,123100000,123200000,0.5029600000000001,"Snord68, Rpl13, Mir7079, Cpne7, Mir7080, Sult5a1, Dpep1",7.0,"48, 2893, 69, 17812, 67, 15434, 15579",17812.0,48.0,7414.571428571428,2893.0,8
chr8-g1232,chr8,123200000,123300000,0.51132,"Dpep1, Cdk10, Spata33, Chmp1a, 4933417D19Rik, Spata2l, Vps9d1, Zfp276, Fanca",9.0,"15579, 7416, 9188, 8528, 7269, 4004, 11867, 16357, 50333",50333.0,4004.0,14504.555555555557,9188.0,8
chr8-g1233,chr8,123300000,123400000,0.48927,"Fanca, Spire2, Tcf25",3.0,"50333, 36806, 30464",50333.0,30464.0,39201.0,36806.0,8
chr8-g1234,chr8,123400000,123500000,0.4895,"Tcf25, Mc1r, Tubb3, Def8, Afg3l1",5.0,"30464, 3663, 10463, 20641, 26055",30464.0,3663.0,18257.2,20641.0,8
chr8-g1235,chr8,123500000,123600000,0.58869,"Afg3l1, Gas8, Dbndd1, Gm22109, Gm25018, Gm25212, Gm22291, Gm26391, Gm23284",9.0,"26055, 17816, 9769, 121, 121, 121, 121, 121, 121",26055.0,121.0,6040.666666666667,121.0,8
chr8-g1236,chr8,123600000,123700000,0.5160499999999999,Rhou,1.0,9952,9952.0,9952.0,9952.0,9952.0,8
chr8-g1237,chr8,123700000,123800000,0.4903,6030466F02Rik,1.0,5984,5984.0,5984.0,5984.0,5984.0,8
chr8-g1238,chr8,123800000,123900000,0.48268,"Rab4a, Ccsap, Acta1, Nup133",4.0,"29296, 19366, 3018, 52143",52143.0,3018.0,25955.75,24331.0,8
chr8-g1239,chr8,123900000,124000000,0.47049,"Nup133, Abcb10, Taf5l",3.0,"52143, 30664, 25082",52143.0,25082.0,35963.0,30664.0,8
chr8-g1240,chr8,124000000,124100000,0.46567,"Taf5l, Mir1967, Urb2",3.0,"25082, 82, 27009",27009.0,82.0,17391.0,25082.0,8
chr8-g1241,chr8,124100000,124200000,0.4727,,,,,,,,8
chr8-g1242,chr8,124200000,124300000,0.49515,Galnt2,1.0,114330,114330.0,114330.0,114330.0,114330.0,8
chr8-g1243,chr8,124300000,124400000,0.50831,"Galnt2, Pgbd5",2.0,"114330, 64888",114330.0,64888.0,89609.0,89609.0,8
chr8-g1244,chr8,124400000,124500000,0.48346,Pgbd5,1.0,64888,64888.0,64888.0,64888.0,64888.0,8
chr8-g1245,chr8,124500000,124600000,0.48545,"Cog2, Agt, Capn9",3.0,"31241, 13120, 42621",42621.0,13120.0,28994.0,31241.0,8
chr8-g1246,chr8,124600000,124700000,0.49608,"Capn9, 2310022B05Rik, Ttc13",3.0,"42621, 27614, 50646",50646.0,27614.0,40293.66666666666,42621.0,8
chr8-g1247,chr8,124700000,124800000,0.49076,"Ttc13, Arv1, Fam89a, Trim67",4.0,"50646, 15959, 11610, 41686",50646.0,11610.0,29975.25,28822.5,8
chr8-g1248,chr8,124800000,124900000,0.48597,"Trim67, 2810004N23Rik, Gnpat, Sprtn, Exoc8",5.0,"41686, 23675, 27025, 8267, 7407",41686.0,7407.0,21612.0,23675.0,8
chr8-g1249,chr8,124900000,125000000,0.47974,"Sprtn, Egln1",2.0,"8267, 40668",40668.0,8267.0,24467.5,24467.5,8
chr8-g1250,chr8,125000000,125100000,0.47199,"Tsnax, Disc1",2.0,"21168, 206957",206957.0,21168.0,114062.5,114062.5,8
chr8-g1251,chr8,125100000,125200000,0.4857599999999999,Disc1,1.0,206957,206957.0,206957.0,206957.0,206957.0,8
chr8-g1252,chr8,125200000,125300000,0.47535,Disc1,1.0,206957,206957.0,206957.0,206957.0,206957.0,8
chr8-g1253,chr8,125300000,125400000,0.48304,,,,,,,,8
chr8-g1254,chr8,125400000,125500000,0.49575,Sipa1l2,1.0,151796,151796.0,151796.0,151796.0,151796.0,8
chr8-g1255,chr8,125500000,125600000,0.48569,"Sipa1l2, 4930567H12Rik",2.0,"151796, 32033",151796.0,32033.0,91914.5,91914.5,8
chr8-g1256,chr8,125600000,125700000,0.47272,"4930567H12Rik, Map10",2.0,"32033, 3548",32033.0,3548.0,17790.5,17790.5,8
chr8-g1257,chr8,125700000,125800000,0.4873699999999999,"Ntpcr, Pcnx2",2.0,"14033, 146810",146810.0,14033.0,80421.5,80421.5,8
chr8-g1258,chr8,125800000,125900000,0.4755,"Pcnx2, A730098A19Rik",2.0,"146810, 10231",146810.0,10231.0,78520.5,78520.5,8
chr8-g1259,chr8,125900000,126000000,0.47138,"A730098A19Rik, Map3k21, Kcnk1",3.0,"10231, 36990, 35587",36990.0,10231.0,27602.666666666668,35587.0,8
chr8-g1260,chr8,126000000,126100000,0.45297,Kcnk1,1.0,35587,35587.0,35587.0,35587.0,35587.0,8
chr8-g1261,chr8,126100000,126200000,0.46321,Slc35f3,1.0,256833,256833.0,256833.0,256833.0,256833.0,8
chr8-g1262,chr8,126200000,126300000,0.46486,Slc35f3,1.0,256833,256833.0,256833.0,256833.0,256833.0,8
chr8-g1263,chr8,126300000,126400000,0.47476,Slc35f3,1.0,256833,256833.0,256833.0,256833.0,256833.0,8
chr8-g1264,chr8,126400000,126500000,0.4630999999999999,"Coa6, Tarbp1",2.0,"2935, 48414",48414.0,2935.0,25674.5,25674.5,8
chr8-g1265,chr8,126500000,126600000,0.47943,Irf2bp2,1.0,5691,5691.0,5691.0,5691.0,5691.0,8
chr8-g1266,chr8,126600000,126700000,0.4719099999999999,,,,,,,,8
chr8-g1267,chr8,126700000,126800000,0.47513,,,,,,,,8
chr8-g1268,chr8,126800000,126900000,0.47229,A630001O12Rik,1.0,2818,2818.0,2818.0,2818.0,2818.0,8
chr8-g1269,chr8,126900000,127000000,0.45491,"Tomm20, Rbm34, Gm29688",3.0,"15258, 23877, 1398",23877.0,1398.0,13511.0,15258.0,8
chr8-g1270,chr8,127000000,127100000,0.43417,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8
chr8-g1271,chr8,127100000,127200000,0.44062,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8
chr8-g1272,chr8,127200000,127300000,0.41821,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8
chr8-g1273,chr8,127300000,127400000,0.4144899999999999,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8
