gene,gene_ID,chrom,strand,gene_start,gene_end,name
Ccr5,NM_009917,chr9,+,124121542,124127183,chr9-4840
2010315B03Rik,NM_001243119,chr9,-,124291803,124312694,chr9-4846
B020014A21Rik,NR_045946,chr10,-,3125090,3133193,chr10-2
H60c,NM_001204916,chr10,-,3256207,3267771,chr10-7
Ppp1r14c,NM_133485,chr10,+,3366149,3464975,chr10-11
Iyd,NM_027391,chr10,+,3540273,3554879,chr10-18
Plekhg1,NM_001159942,chr10,+,3740376,3967302,chr10-26
Mthfd1l,NM_001170785,chr10,+,3973074,4167081,chr10-35
Akap12,NM_031185,chr10,+,4266328,4359471,chr10-47
Zbtb2,NM_001033466,chr10,-,4367073,4388108,chr10-52
Armt1,NM_024261,chr10,+,4432604,4455140,chr10-54
Rmnd1,NM_001358796,chr10,-,4403168,4432388,chr10-54
Ccdc170,NM_001370992,chr10,+,4482514,4564498,chr10-56
Esr1,NM_001302532,chr10,+,4611988,5005633,chr10-61
Syne1,NM_153399,chr10,-,5336948,5550692,chr10-99
Myct1,NM_026793,chr10,+,5593727,5606791,chr10-100
Vip,NM_001313969,chr10,+,5639217,5647616,chr10-102
Fbxo5,NM_025995,chr10,-,5799157,5805465,chr10-109
Mtrf1l,NM_175374,chr10,-,5811886,5823943,chr10-109
Rgs17,NM_001161822,chr10,-,5825663,5922400,chr10-113
Oprm1,NM_001302796,chr10,+,6758592,7038209,chr10-147
Cnksr3,NM_172546,chr10,-,7119061,7212237,chr10-165
Ulbp1,NM_029975,chr10,-,7444872,7473477,chr10-175
Lrp11,NM_001359742,chr10,+,7589799,7625477,chr10-178
Lats1,NM_010690,chr10,+,7681208,7716461,chr10-182
Pcmt1,NM_001358649,chr10,-,7627844,7681158,chr10-182
Katna1,NM_011835,chr10,+,7725999,7763150,chr10-184
Ppil4,NM_026141,chr10,+,7792893,7822563,chr10-186
Ginm1,NM_145418,chr10,-,7767946,7780917,chr10-186
Zc3h12d,NM_172785,chr10,+,7832469,7870397,chr10-188
Tab2,NM_138667,chr10,-,7905647,7956123,chr10-193
Ust,NM_177387,chr10,-,8204752,8518825,chr10-215
Sash1,NM_175155,chr10,-,8722218,8886070,chr10-230
Gm6150,NR_038036,chr10,+,9684721,9691909,chr10-262
Samd5,NM_177271,chr10,-,9627258,9675208,chr10-262
Stxbp5,NM_001081344,chr10,-,9755546,9901040,chr10-271
Adgb,NM_001127353,chr10,-,10335702,10472399,chr10-293
Rab32,NM_026405,chr10,-,10545038,10558207,chr10-297
Gm5177,NR_033630,chr10,+,10605944,10616313,chr10-299
Grm1,NM_001114333,chr10,-,10686058,11082331,chr10-318
Shprh,NM_172937,chr10,+,11149429,11209615,chr10-320
Fbxo30,NM_027968,chr10,+,11281329,11297969,chr10-326
Epm2a,NM_010146,chr10,+,11343444,11457477,chr10-328
Utrn,NM_011682,chr10,-,12382187,12861735,chr10-389
B230208H11Rik,NR_038028,chr10,-,12916645,12923127,chr10-391
Stx11,NM_029075,chr10,-,12939982,12964259,chr10-393
Plagl1,NM_001364645,chr10,+,13090831,13131694,chr10-398
Zc2hc1b,NM_029172,chr10,-,13149643,13178023,chr10-402
Ltv1,NM_181470,chr10,-,13178637,13193137,chr10-402
Phactr2,NM_001195065,chr10,-,13207716,13474396,chr10-413
Fuca2,NM_001330198,chr10,+,13501027,13515628,chr10-415
Adat2,NM_025748,chr10,+,13552906,13563376,chr10-417
Pex3,NM_001164195,chr10,-,13523841,13553142,chr10-417
Aig1,NM_001347362,chr10,-,13647054,13868957,chr10-429
Hivep2,NM_010437,chr10,+,13966378,14151378,chr10-433
Adgrg6,NM_001002268,chr10,-,14402584,14545036,chr10-456
Vta1,NM_025418,chr10,-,14655332,14705489,chr10-463
Nmbr,NM_008703,chr10,+,14759946,14771458,chr10-465
C330004P14Rik,NR_131087,chr10,+,15791776,15807065,chr10-506
Gm20125,NR_038020,chr10,-,16951093,17095782,chr10-558
Txlnb,NM_138628,chr10,+,17796218,17845663,chr10-586
Heca,NM_001033432,chr10,-,17900465,17948067,chr10-592
Abracl,NM_028440,chr10,-,18011259,18023252,chr10-595
Reps1,NM_001111065,chr10,+,18055939,18125155,chr10-597
Ect2l,NM_001195036,chr10,-,18128374,18210827,chr10-603
Ccdc28a,NM_001346751,chr10,-,18216926,18234981,chr10-604
Nhsl1,NM_173390,chr10,+,18407674,18533891,chr10-611
Hebp2,NM_019487,chr10,-,18540122,18546076,chr10-616
Arfgef3,NM_001033258,chr10,-,18588010,18743758,chr10-624
Gm4922,NM_177706,chr10,-,18779726,18786793,chr10-626
Perp,NM_022032,chr10,+,18845070,18857072,chr10-628
4930444F02Rik,NR_038035,chr10,-,18797298,18831930,chr10-628
Tnfaip3,NM_009397,chr10,-,19000909,19015410,chr10-635
Gm20139,NR_038021,chr10,+,19141748,19207947,chr10-640
Ifngr1,NM_010511,chr10,+,19591948,19610227,chr10-658
Il22ra2,NM_178258,chr10,+,19622027,19634681,chr10-659
Il20ra,NM_172786,chr10,+,19712586,19760053,chr10-663
Pex7,NM_008822,chr10,-,19860089,19907674,chr10-671
Map3k5,NM_008580,chr10,+,19934525,20142750,chr10-672
Map7,NM_001198635,chr10,+,20148919,20281590,chr10-680
Bclaf1,NM_001025393,chr10,+,20312468,20342501,chr10-687
Mtfr2,NM_027930,chr10,+,20347818,20361669,chr10-688
Pde7b,NM_013875,chr10,-,20397051,20725078,chr10-704
Ahi1,NM_026203,chr10,+,20952546,21080429,chr10-713
Myb,NM_010848,chr10,-,21124929,21160984,chr10-721
Hbs1l,NM_001145209,chr10,+,21295978,21313545,chr10-726
Aldh8a1,NM_178713,chr10,+,21377299,21396578,chr10-730
1700020N01Rik,NR_027968,chr10,+,21593144,21622375,chr10-738
Gm5420,NR_045843,chr10,+,21690844,21693978,chr10-742
Sgk1,NM_001161845,chr10,+,21882183,21999902,chr10-750
Slc2a12,NM_178934,chr10,+,22645010,22703880,chr10-780
Tbpl1,NM_011603,chr10,-,22703876,22731447,chr10-784
Eya4,NM_010167,chr10,-,23102961,23349943,chr10-808
Slc18b1,NM_001358813,chr10,+,23796985,23827968,chr10-826
Vnn3,NM_011979,chr10,+,23851461,23869843,chr10-829
Vnn1,NM_011704,chr10,+,23894687,23905343,chr10-830
Taar2,NM_001007266,chr10,+,23938571,23941583,chr10-832
Stx7,NM_001358563,chr10,+,24149288,24188961,chr10-840
Moxd1,NM_021509,chr10,+,24223516,24302783,chr10-843
Enpp1,NM_001308327,chr10,-,24637913,24712159,chr10-863
Enpp3,NM_134005,chr10,-,24773813,24836195,chr10-868
Med23,NM_027347,chr10,+,24869985,24913529,chr10-869
Arg1,NM_007482,chr10,-,24915206,24927470,chr10-872
Akap7,NM_018747,chr10,-,25169089,25299163,chr10-886
Epb41l2,NM_001358755,chr10,+,25359797,25523518,chr10-889
Gm29571,NR_136909,chr10,+,25536385,25673343,chr10-896
Smlr1,NM_001195596,chr10,-,25527942,25536272,chr10-896
4930401C15Rik,NR_045349,chr10,-,25779313,25837437,chr10-908
Tmem200a,NM_029881,chr10,-,25991182,26079052,chr10-918
Samd3,NM_001115154,chr10,+,26229706,26272172,chr10-924
L3mbtl3,NM_172787,chr10,-,26274467,26375219,chr10-930
Arhgap18,NM_176837,chr10,+,26772511,26918648,chr10-945
Lama2,NM_008481,chr10,-,26981284,27616942,chr10-979
Ptprk,NM_008983,chr10,+,28074819,28597397,chr10-997
Themis,NR_131208,chr10,+,28668359,28739306,chr10-1021
2310057J18Rik,NM_026336,chr10,-,28972287,28986306,chr10-1034
Soga3,NM_026138,chr10,+,29143995,29199628,chr10-1040
9330159F19Rik,NM_001162537,chr10,+,29211642,29230779,chr10-1043
Echdc1,NM_025855,chr10,+,29313499,29346661,chr10-1047
Rnf146,NM_026518,chr10,-,29344175,29362442,chr10-1049
Rspo3,NM_028351,chr10,-,29453106,29535867,chr10-1056
Cenpw,NM_001109747,chr10,-,30196008,30200540,chr10-1083
Hint3,NM_025798,chr10,-,30608206,30618366,chr10-1099
Trmt11,NM_001358806,chr10,-,30534224,30600700,chr10-1099
Ncoa7,NM_001358841,chr10,-,30645581,30803326,chr10-1107
Hey2,NM_013904,chr10,-,30832358,30842783,chr10-1108
Hddc2,NM_027168,chr10,+,31313404,31328086,chr10-1127
Tpd52l1,NM_009413,chr10,-,31332372,31445958,chr10-1132
Rnf217,NM_001146349,chr10,-,31501886,31609725,chr10-1139
Nkain2,NM_001025286,chr10,-,31950578,32889915,chr10-1190
Trdn,NM_029726,chr10,+,33083482,33476709,chr10-1198
Clvs2,NM_001359139,chr10,-,33512285,33624684,chr10-1219
Sult3a2,NM_001101452,chr10,-,33766423,33782115,chr10-1226
Sult3a1,NM_020565,chr10,+,33857721,33879475,chr10-1229
Rsph4a,NM_001162957,chr10,+,33905110,33916021,chr10-1231
Zup1,NR_153113,chr10,-,33919141,33951259,chr10-1233
Rwdd1,NM_025614,chr10,-,33996554,34019616,chr10-1235
Trappc3l,NM_001162937,chr10,+,34037596,34109815,chr10-1236
Dse,NM_172508,chr10,-,34151388,34207235,chr10-1243
Nt5dc1,NM_001347463,chr10,-,34303608,34418551,chr10-1251
Frk,NM_001159544,chr10,+,34483399,34611230,chr10-1254
Hs3st5,NM_001253356,chr10,+,36506806,36834394,chr10-1335
Hdac2,NM_008229,chr10,+,36974543,37001888,chr10-1353
Marcks,NM_008538,chr10,-,37133242,37138926,chr10-1360
4930591E09Rik,NR_131035,chr10,+,38175773,38181903,chr10-1402
Lama4,NM_010681,chr10,+,38965514,39110188,chr10-1433
Tube1,NM_028006,chr10,+,39134022,39151058,chr10-1440
Fam229b,NM_001359443,chr10,-,39118803,39133914,chr10-1440
Fyn,NM_001122893,chr10,+,39369798,39565374,chr10-1449
Traf3ip2,NM_134000,chr10,+,39612933,39655307,chr10-1459
Rev3l,NM_011264,chr10,+,39732159,39875205,chr10-1464
E130307A14Rik,NR_038037,chr10,-,39621410,39732007,chr10-1464
Mfsd4b4,NR_033628,chr10,-,39892759,39899238,chr10-1470
Mfsd4b2,NR_160807,chr10,-,39920381,39926936,chr10-1472
Mfsd4b3-ps,NR_160808,chr10,-,39946907,39960153,chr10-1473
Mfsd4b5,NM_001113385,chr10,-,39968152,39986646,chr10-1474
Mfsd4b1,NM_144821,chr10,-,40001572,40025268,chr10-1476
Slc16a10,NM_001114332,chr10,-,40033534,40142254,chr10-1480
Rpf2,NM_023323,chr10,-,40223245,40247039,chr10-1484
Gtf3c6,NM_026113,chr10,-,40247700,40257712,chr10-1485
Amd1,NM_009665,chr10,-,40287457,40302188,chr10-1487
Cdk19,NM_198164,chr10,+,40349307,40483818,chr10-1488
Slc22a16,NM_027572,chr10,+,40570361,40604132,chr10-1497
Ddo,NM_001316719,chr10,+,40630010,40641568,chr10-1500
Mettl24,NM_177793,chr10,+,40683281,40811083,chr10-1502
Wasf1,NM_031877,chr10,+,40883533,40938569,chr10-1510
Cdc40,NM_027879,chr10,-,40831621,40883143,chr10-1510
Gpr6,NM_199058,chr10,-,41069976,41072290,chr10-1517
Ak9,NM_001370813,chr10,+,41303933,41433568,chr10-1527
Fig4,NM_133999,chr10,-,41188171,41303241,chr10-1527
Zbtb24,NM_001277230,chr10,+,41450357,41453468,chr10-1533
Mical1,NM_001358839,chr10,+,41478009,41487030,chr10-1534
Ppil6,NM_028430,chr10,+,41490438,41514288,chr10-1534
Cd164,NM_016898,chr10,+,41519499,41531042,chr10-1535
Ccdc162,NM_001358562,chr10,-,41538843,41716463,chr10-1543
Sesn1,NM_001162908,chr10,+,41810573,41908436,chr10-1547
Cep57l1,NM_026643,chr10,-,41718839,41809868,chr10-1547
Armc2,NM_001034858,chr10,-,41914989,42018382,chr10-1555
Foxo3,NM_019740,chr10,-,42185785,42276742,chr10-1566
Afg1l,NM_145743,chr10,-,42312584,42478565,chr10-1574
Snx3,NM_017472,chr10,+,42502053,42535369,chr10-1575
Nr2e1,NM_152229,chr10,-,42561963,42583590,chr10-1578
Ostm1,NM_172416,chr10,+,42678915,42702462,chr10-1582
Sec63,NM_001359284,chr10,+,42761495,42832514,chr10-1585
Scml4,NM_001359265,chr10,+,42860511,42960782,chr10-1589
Sobp,NM_175407,chr10,-,43002499,43174530,chr10-1601
Pdss2,NM_027772,chr10,+,43221485,43440248,chr10-1603
Bend3,NM_001359600,chr10,+,43493164,43515417,chr10-1614
Mtres1,NM_026411,chr10,-,43525118,43541018,chr10-1616
Cd24a,NM_009846,chr10,+,43579168,43584265,chr10-1618
F930017D23Rik,NR_033558,chr10,+,43593426,43630913,chr10-1618
1700027J07Rik,NR_040581,chr10,+,43746157,43765836,chr10-1624
4933404K13Rik,NR_131055,chr10,+,43825906,43833301,chr10-1628
Rtn4ip1,NM_130892,chr10,+,43901806,43947863,chr10-1631
Qrsl1,NM_001081054,chr10,-,43874189,43901736,chr10-1631
Crybg1,NM_001368305,chr10,-,43950630,44148828,chr10-1640
Atg5,NM_001314013,chr10,+,44268338,44364299,chr10-1645
Prdm1,NM_007548,chr10,-,44437173,44458748,chr10-1653
Prep,NM_011156,chr10,+,45067215,45162751,chr10-1677
Popdc3,NM_024286,chr10,+,45289304,45318450,chr10-1686
Bves,NM_024285,chr10,+,45335734,45372481,chr10-1688
Lin28b,NM_001031772,chr10,-,45376618,45470201,chr10-1693
Hace1,NM_172473,chr10,+,45577828,45712345,chr10-1698
D030045P18Rik,NR_040624,chr10,+,45807703,45852018,chr10-1707
Grik2,NM_001111268,chr10,-,49093680,49788766,chr10-1866
Ascc3,NM_198007,chr10,+,50592668,50851202,chr10-1898
Sim1,NM_011376,chr10,+,50895650,50989152,chr10-1910
Fam162b,NM_029894,chr10,-,51585449,51590460,chr10-1938
Gprc6a,NM_153071,chr10,-,51614822,51631458,chr10-1940
Rfx6,NM_177306,chr10,+,51685517,51730429,chr10-1942
Vgll2,NM_153786,chr10,+,52022501,52028471,chr10-1955
Ros1,NM_011282,chr10,-,52045925,52195244,chr10-1962
Dcbld1,NM_001347444,chr10,+,52233618,52321378,chr10-1964
Nepn,NM_025684,chr10,+,52391607,52404604,chr10-1970
Gopc,NM_053187,chr10,-,52337023,52382124,chr10-1970
Nus1,NM_030250,chr10,+,52417546,52440192,chr10-1971
Slc35f1,NM_178675,chr10,+,52690500,53111622,chr10-1982
Cep85l,NM_001204983,chr10,-,53273442,53379883,chr10-2010
Gm20597,NR_037973,chr10,-,53498442,53518989,chr10-2015
Mcm9,NM_027830,chr10,-,53536315,53629957,chr10-2020
Fam184a,NM_001081428,chr10,-,53633144,53750909,chr10-2025
Gm16998,NR_038016,chr10,+,54075921,54081081,chr10-2038
Man1a,NM_008548,chr10,-,53904784,54075737,chr10-2038
Tbc1d32,NM_001033385,chr10,-,56014293,56228689,chr10-2124
Gja1,NM_010288,chr10,+,56377299,56390419,chr10-2130
Hsf2,NM_008297,chr10,+,57486384,57513143,chr10-2174
4930467K11Rik,NR_045353,chr10,-,57478382,57486353,chr10-2174
Serinc1,NM_019760,chr10,-,57515774,57532529,chr10-2176
Pkib,NM_008863,chr10,+,57631980,57741112,chr10-2180
Fabp7,NM_021272,chr10,+,57784922,57788450,chr10-2186
Smpdl3a,NM_020561,chr10,+,57794543,57811830,chr10-2186
Gcc2,NM_027375,chr10,+,58255525,58305592,chr10-2192
Lims1,NM_026148,chr10,+,58323546,58424691,chr10-2194
Ranbp2,NM_011240,chr10,+,58446851,58494154,chr10-2199
Ccdc138,NM_001162956,chr10,+,58497936,58576244,chr10-2201
BB019430,NR_033565,chr10,+,58696744,58704277,chr10-2209
Edar,NM_010100,chr10,-,58600787,58675696,chr10-2209
Sh3rf3,NM_172788,chr10,+,58813358,59138916,chr10-2214
Septin10,NM_001024910,chr10,-,59141626,59221847,chr10-2230
P4ha1,NM_001316371,chr10,+,59323295,59373304,chr10-2234
Pla2g12b,NM_023530,chr10,+,59403684,59421976,chr10-2238
Oit3,NM_010959,chr10,-,59422959,59441779,chr10-2239
Mcu,NM_001033259,chr10,-,59446983,59616692,chr10-2246
Micu1,NM_001291443,chr10,+,59702562,59864134,chr10-2250
Dnajb12,NM_019965,chr10,+,59879590,59898016,chr10-2257
Ascc1,NM_026937,chr10,+,60002804,60099990,chr10-2262
Anapc16,NM_025514,chr10,-,59987408,60003135,chr10-2262
Spock2,NM_052994,chr10,+,60106256,60133913,chr10-2266
Chst3,NM_016803,chr10,-,60181527,60219260,chr10-2270
Psap,NM_011179,chr10,+,60277627,60302600,chr10-2273
Cdh23,NM_001252635,chr10,-,60302749,60696490,chr10-2289
Slc29a3,NM_023596,chr10,-,60712071,60752782,chr10-2292
Unc5b,NM_001359273,chr10,-,60762593,60831581,chr10-2295
Pldi,NR_033616,chr10,-,60928225,60938132,chr10-2299
Gm20611,NR_040638,chr10,+,61031302,61038080,chr10-2303
Pcbd1,NM_025273,chr10,+,61089330,61094329,chr10-2305
Sgpl1,NM_009163,chr10,-,61098641,61147684,chr10-2307
Tbata,NM_001017433,chr10,+,61171963,61188841,chr10-2308
Adamts14,NM_001081127,chr10,-,61197111,61273419,chr10-2312
Prf1,NM_011073,chr10,+,61297835,61304263,chr10-2313
Pald1,NM_013753,chr10,-,61319656,61383523,chr10-2317
Nodal,NM_013611,chr10,+,61417971,61425338,chr10-2318
Eif4ebp2,NM_010124,chr10,-,61432496,61452669,chr10-2320
Lrrc20,NM_153542,chr10,+,61475832,61582228,chr10-2321
Npffr1,NM_001177511,chr10,+,61595294,61629464,chr10-2325
Ppa1,NM_026438,chr10,+,61648620,61674165,chr10-2327
Sar1a,NM_001358488,chr10,+,61680284,61693297,chr10-2329
Tysnd1,NM_001272092,chr10,+,61695513,61702773,chr10-2329
1700022H01Rik,NR_126477,chr10,-,61674526,61680290,chr10-2329
Aifm2,NM_001284300,chr10,+,61715262,61738652,chr10-2330
Macroh2a2,NM_207000,chr10,-,61738646,61783864,chr10-2333
Col13a1,NM_001304757,chr10,-,61838233,61979108,chr10-2341
Fam241b,NM_027251,chr10,-,62107655,62111050,chr10-2346
Tspan15,NM_197996,chr10,-,62185395,62231218,chr10-2351
Tacr2,NM_009314,chr10,+,62252437,62265990,chr10-2352
Hk1,NM_010438,chr10,-,62268854,62379908,chr10-2357
Hkdc1,NM_145419,chr10,-,62383136,62422457,chr10-2358
Supv3l1,NM_181423,chr10,-,62429220,62449738,chr10-2359
Vps26a,NM_001358543,chr10,-,62454842,62486805,chr10-2361
Srgn,NM_001358965,chr10,-,62493832,62527445,chr10-2363
Kifbp,NM_028197,chr10,-,62558469,62578457,chr10-2365
Ddx21,NM_019553,chr10,-,62580246,62602298,chr10-2366
Ddx50,NM_053183,chr10,-,62615791,62651218,chr10-2368
Stox1,NM_001364705,chr10,-,62659043,62726094,chr10-2371
Ccar1,NM_026201,chr10,-,62743927,62792368,chr10-2373
Tet1,NM_001253857,chr10,-,62804569,62887324,chr10-2377
Slc25a16,NM_175194,chr10,+,62920632,62946494,chr10-2378
Dna2,NM_177372,chr10,+,62947028,62974188,chr10-2379
Rufy2,NM_027425,chr10,+,62980251,63017209,chr10-2381
Pbld2,NM_026085,chr10,+,63024511,63058812,chr10-2382
Hnrnph3,NM_001079824,chr10,-,63014663,63023849,chr10-2382
Pbld1,NM_026701,chr10,+,63061588,63077960,chr10-2384
Mypn,NM_182992,chr10,-,63115794,63203952,chr10-2390
Herc4,NM_030114,chr10,+,63243796,63317881,chr10-2391
Sirt1,NM_019812,chr10,-,63319004,63339035,chr10-2395
Dnajc12,NM_013888,chr10,+,63386562,63408840,chr10-2397
Ctnna3,NM_177612,chr10,+,63430097,65003667,chr10-2399
1700023F02Rik,NR_038039,chr10,-,66120608,66124064,chr10-2506
4930407I19Rik,NR_131070,chr10,+,66145295,66179514,chr10-2507
1110002J07Rik,NR_138560,chr10,-,66912189,66920384,chr10-2538
Gm31763,NR_110511,chr10,+,67005074,67041326,chr10-2542
Reep3,NM_001204915,chr10,-,67009188,67096988,chr10-2545
Jmjd1c,NM_207221,chr10,+,67127087,67256326,chr10-2547
Nrbf2,NM_001036293,chr10,-,67266688,67285281,chr10-2553
Egr2,NM_001347458,chr10,+,67537929,67542188,chr10-2563
Zfp365,NM_178679,chr10,-,67886104,67912662,chr10-2578
Rtkn2,NM_001359319,chr10,+,67979569,68043864,chr10-2581
Arid5b,NM_023598,chr10,-,68095592,68278726,chr10-2593
4930545H06Rik,NR_045357,chr10,-,68319064,68321142,chr10-2594
Cabcoco1,NM_028491,chr10,-,68430955,68541875,chr10-2603
Tmem26,NM_177794,chr10,+,68723745,68782654,chr10-2610
Rhobtb1,NM_001252638,chr10,+,69213193,69291784,chr10-2630
Cdk1,NM_007659,chr10,-,69335145,69352912,chr10-2636
Ank3,NM_170729,chr10,+,69533707,70027436,chr10-2643
Ccdc6,NM_001111121,chr10,+,70097120,70193200,chr10-2665
Mrln,NM_001304739,chr10,+,70204663,70219711,chr10-2670
Slc16a9,NM_025807,chr10,+,70245275,70285951,chr10-2671
Fam13c,NM_001143777,chr10,+,70440667,70558732,chr10-2679
Phyhipl,NM_178621,chr10,-,70557685,70599291,chr10-2685
Bicc1,NM_001347189,chr10,-,70922829,71159690,chr10-2708
C730027H18Rik,NR_038040,chr10,-,71168736,71182040,chr10-2709
1700113B09Rik,NR_131003,chr10,+,71201744,71204488,chr10-2710
Tfam,NM_009360,chr10,-,71225476,71238044,chr10-2711
Ube2d1,NM_145420,chr10,-,71254979,71285262,chr10-2713
Ipmk,NM_027184,chr10,+,71347762,71385885,chr10-2715
Cisd1,NM_134007,chr10,-,71330493,71344849,chr10-2715
Zwint,NM_001293684,chr10,+,72654845,72669792,chr10-2768
A330049N07Rik,NR_040646,chr10,-,72973302,73086705,chr10-2785
Pcdh15,NM_001142737,chr10,+,73821866,74634765,chr10-2814
Rab36,NM_001359270,chr10,+,75037057,75054748,chr10-2863
Rsph14,NM_001163533,chr10,-,74957476,75032586,chr10-2863
Bcr,NM_001081412,chr10,+,75060895,75184923,chr10-2864
Specc1l,NM_001145826,chr10,+,75212389,75312400,chr10-2870
Adora2a,NM_009630,chr10,+,75316876,75334792,chr10-2874
Snrpd3,NM_026095,chr10,+,75518041,75535440,chr10-2882
Gucd1,NM_001347201,chr10,-,75506813,75517972,chr10-2882
Ggt1,NM_008116,chr10,+,75573494,75586191,chr10-2884
Lrrc75b,NM_198860,chr10,-,75550124,75560330,chr10-2884
Ggt5,NR_153110,chr10,+,75589380,75617200,chr10-2885
Susd2,NM_001162913,chr10,-,75636618,75644008,chr10-2887
Cabin1,NM_172549,chr10,-,75646109,75764357,chr10-2892
Gstt1,NM_008185,chr10,-,75783812,75798584,chr10-2893
Gstt4,NM_029472,chr10,-,75814943,75822543,chr10-2894
Gstt2,NM_010361,chr10,-,75831844,75834881,chr10-2895
Derl3,NM_001358984,chr10,+,75893397,75895941,chr10-2897
Smarcb1,NM_001161853,chr10,-,75896768,75921614,chr10-2898
Vpreb3,NM_001358532,chr10,+,75948299,75949657,chr10-2899
Chchd10,NM_175329,chr10,+,75933129,75937750,chr10-2899
Mmp11,NM_008606,chr10,-,75923221,75932502,chr10-2899
Gm867,NR_153332,chr10,-,75937722,75940672,chr10-2899
Gm5134,NM_198635,chr10,+,75954513,76009589,chr10-2900
Zfp280b,NM_177475,chr10,+,76032611,76042969,chr10-2903
Slc5a4b,NM_023219,chr10,-,76058620,76111018,chr10-2906
Slc5a4a,NM_133184,chr10,+,76147450,76189265,chr10-2907
Prmt2,NR_126571,chr10,-,76207225,76237865,chr10-2911
S100b,NM_009115,chr10,+,76253835,76261319,chr10-2912
Dip2a,NM_001081419,chr10,-,76263048,76345291,chr10-2915
2610028H24Rik,NM_029816,chr10,+,76449080,76461218,chr10-2919
Pcnt,NM_001282992,chr10,-,76351253,76442912,chr10-2919
Mcm3ap,NM_019434,chr10,+,76468901,76515859,chr10-2920
Ybey,NM_172550,chr10,-,76459566,76469114,chr10-2920
Lss,NM_146006,chr10,+,76531604,76557139,chr10-2923
Spatc1l,NM_001359186,chr10,+,76562271,76570201,chr10-2924
4930483K19Rik,NR_045354,chr10,-,76545870,76562226,chr10-2924
Ftcd,NM_080845,chr10,+,76575647,76590338,chr10-2925
Col6a2,NM_001347207,chr10,-,76597834,76623630,chr10-2926
Col6a1,NM_009933,chr10,-,76708791,76726044,chr10-2931
Pcbp3,NM_021568,chr10,-,76761853,76961947,chr10-2940
Gm10787,NR_045882,chr10,+,77011994,77022214,chr10-2942
Slc19a1,NM_031196,chr10,+,77033211,77050432,chr10-2943
Col18a1,NM_009929,chr10,-,77052178,77166530,chr10-2948
Pofut2,NM_030262,chr10,+,77259299,77269586,chr10-2952
Adarb1,NM_001024838,chr10,-,77290726,77418273,chr10-2958
Fam207a,NM_133998,chr10,-,77486654,77515813,chr10-2962
Itgb2,NR_157229,chr10,+,77530369,77565708,chr10-2963
Pttg1ip,NM_145925,chr10,+,77581654,77598732,chr10-2965
Ube2g2,NM_019803,chr10,+,77622320,77645990,chr10-2966
1700009J07Rik,NR_015547,chr10,+,77893419,77896111,chr10-2977
Lrrc3,NM_145152,chr10,-,77897575,77902536,chr10-2978
Trpm2,NM_138301,chr10,-,77907721,77969872,chr10-2980
Pfkl,NM_001358793,chr10,-,77986948,78009807,chr10-2982
Dnmt3l,NM_001284197,chr10,+,78049958,78063622,chr10-2983
Aire,NM_001271551,chr10,-,78030021,78043610,chr10-2983
Icosl,NM_015790,chr10,+,78069367,78079525,chr10-2984
Pwp2,NM_029546,chr10,-,78170909,78185149,chr10-2989
Trappc10,NM_001081055,chr10,-,78185422,78244645,chr10-2991
Agpat3,NM_053014,chr10,-,78271562,78351700,chr10-2996
Rrp1,NM_010925,chr10,-,78400361,78413043,chr10-2998
Cstb,NM_007793,chr10,+,78425669,78427622,chr10-2999
Pdxk,NM_172134,chr10,-,78436746,78464948,chr10-3000
Olfr1358,NM_001370810,chr10,+,78517427,78521283,chr10-3002
Ilvbl,NM_001359302,chr10,+,78574990,78584502,chr10-3004
Syde1,NM_027875,chr10,-,78584502,78591964,chr10-3005
Olfr1357,NM_001011737,chr10,-,78611668,78618074,chr10-3006
Casp14,NM_009809,chr10,-,78711994,78718293,chr10-3010
Ccdc105,NM_027630,chr10,-,78746923,78753067,chr10-3012
Slc1a6,NM_009200,chr10,+,78780495,78814825,chr10-3013
Olfr1355,NM_207571,chr10,+,78875548,78880106,chr10-3017
Olfr1353,NM_147042,chr10,+,78963308,78970612,chr10-3020
Olfr1352,NM_147071,chr10,+,78981049,78984721,chr10-3021
2610008E11Rik,NM_001359715,chr10,-,79064373,79097600,chr10-3025
Vmn2r80,NM_001103368,chr10,+,79148815,79194933,chr10-3027
Vmn2r81,NM_175936,chr10,+,79247776,79294535,chr10-3031
Vmn2r82,NM_001101572,chr10,+,79356590,79396766,chr10-3036
Vmn2r83,NM_001104537,chr10,+,79468957,79492154,chr10-3040
Plpp2,NM_001302442,chr10,-,79526423,79533787,chr10-3043
Mier2,NM_027422,chr10,-,79540244,79555128,chr10-3044
Theg,NM_011583,chr10,-,79576476,79587136,chr10-3045
Odf3l2,NM_001033473,chr10,-,79639525,79645738,chr10-3047
Shc2,NM_001024539,chr10,-,79617937,79637918,chr10-3047
Madcam1,NM_013591,chr10,+,79664558,79668542,chr10-3048
Tpgs1,NM_148934,chr10,+,79669438,79676127,chr10-3048
Gzmm,NM_001302499,chr10,+,79693825,79695261,chr10-3049
Cdc34,NM_001359818,chr10,+,79682194,79688398,chr10-3049
Bsg,NM_009768,chr10,+,79704357,79711979,chr10-3050
Hcn2,NM_008226,chr10,+,79716633,79736108,chr10-3050
Polrmt,NM_172551,chr10,-,79736124,79746581,chr10-3051
Fgf22,NM_001368662,chr10,+,79755108,79757522,chr10-3052
Rnf126,NR_027505,chr10,-,79758514,79766952,chr10-3052
