,paint,chrom,prefix,gene,Atp,BC,Ccdc,Cd,Cyp,Eif,Fam,Gm,Gpr,Il,Krt,Krtap,Lrrc,Mir,Olfr,Ppp,Rab,Rnf,Rpl,Slc,Snord,Tmem,Trim,Usp,Vmn,Wdr,Zfp,Rhox,Skint,Dnah
951,983,chr10,",Gm,Itga,Mettl,Neurod,Olfr,Tespa,Vmn","9030616G12Rik,Gm10310,Itga7,Mettl7b,Neurod4,Olfr247,Olfr763,Olfr765,Olfr767,Olfr768,Olfr769,Olfr770,Olfr771,Olfr772,Olfr773,Olfr774,Olfr775,Olfr776,Olfr777,Olfr780,Olfr781,Olfr782,Olfr784,Olfr785,Olfr786,Olfr787,Olfr788,Olfr789,Olfr790,Olfr791,Olfr792,Olfr794,Olfr796,Olfr798,Olfr799,Olfr800,Olfr801,Olfr802,Olfr803,Olfr804,Olfr805,Olfr806,Olfr807,Olfr808,Olfr809,Olfr810,Olfr811,Olfr812,Olfr813,Olfr814,Olfr815,Olfr816,Olfr818,Olfr819,Olfr820,Olfr821,Olfr822,Olfr823,Olfr824,Olfr825,Olfr826,Olfr827,Olfr9,Tespa1,Vmn2r84,Vmn2r85",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
952,984,chr11,",Castor,Ccdc,Drg,Dusp,Eif,Gal,Gm,Hormad,Inpp,Lif,Limk,Mir,Morc,Mtfp,Mtmr,Osbp,Osm,Patz,Pes,Pik,Pisd-ps,Pla,Rnf,Sec,Selenom,Sf,Sfi,Slc,Smtn,Tbc,Tcn,Tug","4921536K21Rik,8430429K09Rik,Castor1,Ccdc157,Drg1,Dusp18,Eif4enif1,Gal3st1,Gm11944,Hormad2,Inpp5j,Lif,Limk2,Mir3060,Mir3470a,Morc2a,Mtfp1,Mtmr3,Osbp2,Osm,Patz1,Pes1,Pik3ip1,Pisd-ps1,Pla2g3,Rnf185,Rnf215,Sec14l2,Sec14l3,Sec14l4,Selenom,Sf3a1,Sfi1,Slc35e4,Smtn,Tbc1d10a,Tcn2,Tug1",0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
953,985,chr11,"AA,Aebp,Ankrd,Ap,Ascc,Cabp,Camk,Ccdc,Dbnl,Emid,Ewsr,Gas,Gck,Gm,Kremen,Mir,Mrps,Myl,Nefh,Nf,Nipsnap,Pgam,Pold,Polm,Rasl,Rhbdd,Thoc,Ube,Uqcr,Urgcp,Xbp,Ykt,Zmat,Znrf","AA413626,Aebp1,Ankrd36,Ap1b1,Ascc2,Cabp7,Camk2b,Ccdc117,Dbnl,Emid1,Ewsr1,Gas2l1,Gck,Gm11961,Kremen1,Mir6918,Mrps24,Myl7,Nefh,Nf2,Nipsnap1,Pgam2,Pold2,Polm,Rasl10a,Rhbdd3,Thoc5,Ube2d-ps,Uqcr10,Urgcp,Xbp1,Ykt6,Zmat5,Znrf3",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,986,chr11,"Adcy,Ccdc,Ccm,Ddx,Gm,H,Igfbp,Mir,Myo,Nacad,Npc,Nudcd,Ogdh,Purb,Ramp,Rps,Snhg,Snora,Tbrg,Tmed,Wap,Zmiz","Adcy1,Ccdc201,Ccm2,Ddx56,Gm11978,Gm11981,H2az2,Igfbp1,Igfbp3,Mir7651,Myo1g,Nacad,Npc1l1,Nudcd3,Ogdh,Purb,Ramp3,Rps15a-ps6,Snhg15,Snora5c,Tbrg4,Tmed4,Wap,Zmiz2",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,987,chr11,"Gm,Hus,Sun,Tns","Gm11992,Hus1,Sun3,Tns3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,988,chr11,"Abca,Upp","Abca13,Upp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,989,chr11,",Ddc,Fignl,Grb,Ikzf,Spata,Vwc,Zpbp","1700042O10Rik,4930512M02Rik,Ddc,Fignl1,Grb10,Ikzf1,Spata48,Vwc2,Zpbp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,990,chr11,Cobl,Cobl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,991,chr11,",Pom","1700046C09Rik,4930554G24Rik,Pom121l12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,992,chr11,"Sec,Vstm","Sec61g,Vstm2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,993,chr11,"C,Cnrip,Egfr,Eldr,Etaa,Fbxo,Gm,Plek,Pno,Ppp,Wdr","C1d,Cnrip1,Egfr,Eldr,Etaa1,Etaa1os,Fbxo48,Gm12018,Plek,Pno1,Ppp3r1,Wdr92",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
962,994,chr11,",Meis","4933406G16Rik,Meis1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,995,chr11,",Actr,Aftph,Cep,Lgalsl,Peli,Rab,Sertad,Slc,Spred","2610024D14Rik,Actr2,Aftph,Cep68,Lgalsl,Peli1,Rab1a,Sertad2,Slc1a4,Spred2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
964,996,chr11,",Ehbp,Mdh,Mir,Otx,Peli,Tmem,Ugp,Vps,Wdpcp","4932414J04Rik,Ehbp1,Mdh1,Mir1933,Otx1,Peli1,Tmem17,Ugp2,Vps54,Wdpcp",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
965,997,chr11,",Ahsa,B,Bcl,Cct,Commd,Fam,Papolg,Pex,Pus,Rel,Selenok-ps,Usp,Xpo,Zrsr","0610010F05Rik,1700061J23Rik,1700093K21Rik,Ahsa2,B3gnt2,Bcl11a,Cct4,Commd1,Fam161a,Papolg,Pex13,Pus10,Rel,Selenok-ps1,Usp34,Xpo1,Zrsr1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
966,998,chr11,",Bcl,Gm","4933427E13Rik,4933430M04Rik,5730522E02Rik,Bcl11a,Gm10466",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,999,chr11,",Fancl,Gm,Mir,Vrk","5730522E02Rik,Fancl,Gm12070,Mir6372,Vrk2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,1000,chr11,Ccdc,Ccdc85a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,1001,chr11,",Ccdc,Cfap,Clhc,Efemp,Eml,Mir,Mtif,Pnpt,Ppp,Prorsd,Rps,Rtn,Sptbn","2810471M01Rik,4931440F15Rik,Ccdc88a,Cfap36,Clhc1,Efemp1,Eml6,Mir216a,Mir216b,Mir216c,Mir217,Mtif2,Pnpt1,Ppp4r3b,Prorsd1,Rps27a,Rtn4,Sptbn1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,1002,chr11,",Acyp,Asb,Chac,Erlec,Gpr,Psme,Sptbn,Stc","4930505A04Rik,Acyp2,Asb3,Chac2,Erlec1,Gpr75,Psme4,Sptbn1,Stc2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,1003,chr11,",Bod,Cpeb,D,Efcab,Fbxw,Fgf,Gm,Hba-a,Hba-x,Hbq,Il,Mpg,Nprl,Nsg,Rhbdf,Sh,Smim,Snrnp,Stk,Ubtd","4930524B15Rik,Bod1,Cpeb4,D630024D03Rik,Efcab9,Fbxw11,Fgf18,Gm12108,Hba-a1,Hba-a2,Hba-x,Hbq1a,Hbq1b,Il9r,Mpg,Nprl3,Nsg2,Rhbdf1,Sh3pxd2b,Smim23,Snrnp25,Stk10,Ubtd2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,1004,chr11,",Dock,Fgf,Foxi,Gabrp,Insyn,Kcnip,Kcnmb,Lcp,Npm,Ranbp,Tlx","4930469K13Rik,Dock2,Fgf18,Foxi1,Gabrp,Insyn2b,Kcnip1,Kcnmb1,Lcp2,Npm1,Ranbp17,Tlx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,1005,chr11,"Dock,Fbll,Mir,Pank,Rars,Slit,Spdl,Tenm,Wwc","Dock2,Fbll1,Mir103-1,Mir218-2,Pank3,Rars,Slit3,Spdl1,Tenm2,Wwc1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,1006,chr11,"Gm,Tenm","Gm12128,Tenm2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,1007,chr11,Gm,Gm12130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,1008,chr11,",Ccng,Hmmr,Mat,Nudcd","4930553C11Rik,Ccng1,Hmmr,Mat2b,Nudcd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1009,chr11,"Ccng,Gabra,Gabrg","Ccng1,Gabra1,Gabrg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1010,chr11,"Atp,C,Ccnjl,Fabp,Gabra,Gabrb,Mir,Pttg,Pwwp,Slu,Ttc","Atp10b,C1qtnf2,Ccnjl,Fabp6,Gabra6,Gabrb2,Mir146,Pttg1,Pwwp2a,Slu7,Ttc1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,1011,chr11,",Adra,Ebf,Gm,Il,Rnf,Ublcp","4930597A21Rik,Adra1b,Ebf1,Gm12159,Il12b,Rnf145,Ublcp1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
980,1012,chr11,"Adam,BC,Clint,Cyfip,Dppa,F,Fam,Fndc,Gm,Havcr,Itk,Lsm,Med,Mir,Nipal,Sox,Thg,Timd","Adam19,BC053393,Clint1,Cyfip2,Dppa1,F630206G17Rik,Fam71b,Fndc9,Gm12167,Gm12169,Gm12171,Gm4926,Havcr1,Havcr2,Itk,Lsm11,Med7,Mir7239,Mir8100,Nipal4,Sox30,Thg1l,Timd2",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,1013,chr11,"Havcr,Sgcd,Timd","Havcr1,Sgcd,Timd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1014,chr11,",Btnl,Cnot,Flt,Gm,Ifi,Irgm,Mgat,Olfr,Psme,Rack,Scgb,Snord,Tgtp,Trim,Zfp","9930111J21Rik1,9930111J21Rik2,Btnl9,Cnot6,Flt4,Gm12185,Gm5431,Ifi47,Irgm1,Mgat1,Olfr10,Olfr1380,Olfr1381,Olfr1382,Olfr1383,Olfr1384,Olfr1385,Olfr1386,Olfr1387,Olfr1388,Olfr1389,Olfr1390,Olfr1391,Olfr1392,Olfr1393,Olfr1394,Olfr1395,Olfr1396,Olfr56,Psme2b,Rack1,Scgb3a1,Snord95,Snord96a,Tgtp1,Tgtp2,Trim41,Trim7,Zfp62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
983,1015,chr11,",Adamts,Canx,Gfpt,Grm,Hnrnph,Ltc,Maml,Mapk,Mgat,Mir,Mrnip,Olfr,Platr,Prop,Rasgef,Rnf,Rufy,Sqstm,Tbc,Zfp","9230009I02Rik,Adamts2,Canx,Gfpt2,Grm6,Hnrnph1,Ltc4s,Maml1,Mapk9,Mgat4b,Mir340,Mir6919,Mir804,Mrnip,Olfr1375,Olfr1377,Olfr1378,Olfr51,Olfr54,Platr20,Prop1,Rasgef1c,Rnf130,Rufy1,Sqstm1,Tbc1d9b,Zfp2,Zfp354a,Zfp354b,Zfp354c,Zfp454,Zfp879",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
984,1016,chr11,",BC,Cdkl,Cdkn,Clk,Col,D,Hnrnpab,Jade,Mir,N,Nhp,Olfr,Phykpl,Ppp,Rmnd,Sar,Sec,Skp,Tcf,Ube,Vdac","0610009B22Rik,9530068E07Rik,BC049762,Cdkl3,Cdkn2aipnl,Clk4,Col23a1,D930048N14Rik,Hnrnpab,Jade2,Mir3061,N4bp3,Nhp2,Olfr1371,Olfr1372-ps1,Olfr1373,Phykpl,Ppp2ca,Rmnd5b,Sar1b,Sec24a,Skp1a,Tcf7,Ube2b,Vdac1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,1017,chr11,",Aff,Csf,Fstl,Gdf,Gm,Hspa,Il,Irf,Kif,Leap,Mir,P,Pdlim,Rad,Sept,Shroom,Slc,Sowaha,Uqcrq,Zcchc","4933405E24Rik,Aff4,Csf2,Fstl4,Gdf9,Gm11186,Gm12216,Hspa4,Il13,Il4,Il5,Irf1,Kif3a,Leap2,Mir6920,Mir7671,P4ha2,Pdlim4,Rad50,Sept8,Shroom1,Slc22a21,Slc22a4,Slc22a5,Sowaha,Uqcrq,Zcchc10",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
986,1018,chr11,"Acsl,Anxa,Atox,Ccdc,Cdc,Fat,Fnip,G,Glra,Gm,Gpx,Hint,Il,Lyrm,Meikin,Mir,Rapgef,Slc,Sparc,Tnip","Acsl6,Anxa6,Atox1,Ccdc69,Cdc42se2,Fat2,Fnip1,G3bp1,Glra1,Gm12238,Gm2a,Gpx3,Hint1,Il3,Lyrm7,Lyrm7os,Meikin,Mir7652,Rapgef6,Slc36a1,Slc36a1os,Slc36a2,Slc36a3,Sparc,Tnip1",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
987,1019,chr11,"Gria,Nmur","Gria1,Nmur2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,1020,chr11,",Cnot,Fam,Galnt,Gemin,Gm,Gria,Hand,Igtp,Irgm,Larp,Lypd,Mfap,Mrpl,Olfr,Sap,Sh,Trim,Zfp","1810065E05Rik,2010001A14Rik,2210407C18Rik,4933424L21Rik,Cnot8,Fam114a2,Galnt10,Gemin5,Gm12250,Gm12253,Gria1,Hand1,Igtp,Irgm2,Larp1,Lypd8,Lypd9,Mfap3,Mrpl22,Olfr224,Olfr30,Olfr317,Olfr318,Olfr319,Olfr320,Olfr322,Olfr323,Olfr324,Olfr325,Olfr328,Olfr329,Olfr330,Olfr331,Olfr332,Sap30l,Sh3bp5l,Trim58,Zfp672,Zfp692",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
989,1021,chr11,",Arf,Btnl,Cops,Fam,Flcn,Gjc,Gm,Guk,H,Iba,Jmjd,Med,Mir,Mprip,Mrpl,Nlrp,Nt,Obscn,Olfr,Pemt,Pld,Prss,Rai,Rasd,Rnf,Snap,Srebf,Tom,Trim,Wnt,Zfp,Zkscan","1700007J10Rik,1810063I02Rik,2310033P09Rik,2610507I01Rik,2810021J22Rik,4930412M03Rik,4933439C10Rik,Arf1,Btnl10,Cops3,Fam183b,Flcn,Gjc2,Gm12258,Gm16062,Guk1,H2aw,H2bu1-ps,H2bu2,H3f4,Iba57,Jmjd4,Med9,Med9os,Mir6921,Mir6922,Mprip,Mrpl55,Nlrp3,Nt5m,Obscn,Olfr222,Olfr223,Olfr225,Olfr311,Olfr312,Olfr313,Olfr314,Olfr315,Olfr316,Pemt,Pld6,Prss38,Rai1,Rasd1,Rnf187,Snap47,Srebf1,Tom1l2,Trim11,Trim17,Wnt3a,Wnt9a,Zfp39,Zfp867,Zkscan17",0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
990,1022,chr11,"Aldh,Alkbh,Atpaf,B,Dhrs,Drc,Drg,Epn,Fam,Flii,Gid,Grap,Kcnj,Llgl,Map,Mapk,Mfap,Mief,Mir,Myo,Natd,Prpsap,Rnf,Shmt,Slc,Smcr,Tmem,Tnfrsf,Tom,Top,Ulk,Usp","Aldh3a1,Aldh3a2,Alkbh5,Atpaf2,B9d1,Dhrs7b,Drc3,Drg2,Epn2,Fam83g,Flii,Gid4,Grap,Kcnj12,Llgl1,Map2k3,Map2k3os,Mapk7,Mfap4,Mief2,Mir5100,Myo15,Natd1,Prpsap2,Rnf112,Shmt1,Slc47a1,Slc47a2,Slc5a10,Smcr8,Tmem11,Tnfrsf13b,Tom1l2,Top3a,Ulk2,Usp22",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
991,1023,chr11,",Adora,Akap,Cdrt,Cenpv,Fbxw,Lrrc,Mmgt,Ncor,Pigl,Pmp,Snord,Specc,Tekt,Trim,Trpv,Ttc,Tvp,Ubb,Ulk,Zfp,Zswim","2410006H16Rik,Adora2b,Akap10,Cdrt4,Cdrt4os1,Cenpv,Fbxw10,Lrrc75a,Mmgt2,Ncor1,Pigl,Pmp22,Snord49a,Snord49b,Snord65,Specc1,Tekt3,Trim16,Trpv2,Ttc19,Tvp23b,Ubb,Ulk2,Zfp286,Zfp287,Zswim7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
992,1024,chr11,",Cox,F,Hs","2810001G20Rik,9630013K17Rik,Cox10,F930015N05Rik,Hs3st3a1,Hs3st3b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,1025,chr11,"Arhgap,Dnah,Elac,Gm,Map,Mir,Myocd,Shisa,Zkscan","Arhgap44,Dnah9,Elac2,Gm12295,Gm12296,Map2k4,Mir744,Myocd,Shisa6,Zkscan6",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
994,1026,chr11,",Adprm,Dhrs,Gas,Glp,Gm,Gsg,Mir,Myh,Myhas,Pirt,Rcvrn,Sco,Shisa,Tmem","2310065F04Rik,Adprm,Dhrs7c,Gas7,Glp2r,Gm12298,Gsg1l2,Mir6923,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Myhas,Pirt,Rcvrn,Sco1,Shisa6,Tmem220,Tmem238l",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
995,1027,chr11,"Alox,Aloxe,Arhgef,Aurkb,Borcs,Ccdc,Cfap,Cntrob,Ctc,Gm,Gucy,Hes,Mfsd,Mir,Myh,Ndel,Ntn,Odf,Per,Pfas,Pik,Rangrf,Rnf,Rpl,Slc,Snord,Stx,Tmem,Trappc,Usp,Vamp","Alox12b,Alox8,Aloxe3,Arhgef15,Aurkb,Borcs6,Ccdc42,Ccdc42os,Cfap52,Cntrob,Ctc1,Gm15772,Gucy2e,Hes7,Mfsd6l,Mir3062,Mir6406,Myh10,Ndel1,Ntn1,Odf4,Per1,Pfas,Pik3r5,Pik3r6,Rangrf,Rnf222,Rpl26,Slc25a35,Snord118,Stx8,Tmem107,Trappc1,Usp43,Vamp2",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
996,1028,chr11,",Acadvl,Acap,Alox,Arrb,Asgr,Atp,Bcl,Camta,Cd,Chd,Chrnb,Chrne,Cldn,Clec,Ctdnep,Cxcl,Cyb,Dlg,Dnah,Dvl,Efnb,Eif,Elp,Eno,Fgf,Fxr,G,Gabarap,Gltpd,Gp,Gps,Inca,Kcnab,Kctd,Kdm,Kif,Med,Mgl,Mink,Mir,Mpdu,Naa,Neurl,Nlgn,Pelp,Pfn,Phf,Pld,Plscr,Polr,Psmb,Rnasek,Rnf,Sat,Scimp,Senp,Shbg,Slc,Sox,Spag,Spem,Tm,Tmem,Tnfsf,Tnfsfm,Tnk,Trappc,Trp,Vmo,Wrap,Ybx,Zbtb,Zfp,Zmynd","0610010K14Rik,2810408A11Rik,4930544D05Rik,Acadvl,Acap1,Alox12,Alox12e,Alox15,Arrb2,Asgr1,Asgr2,Atp1b2,Bcl6b,Camta2,Cd68,Chd3,Chrnb1,Chrne,Cldn7,Clec10a,Ctdnep1,Cxcl16,Cyb5d1,Dlg4,Dnah2,Dvl2,Efnb3,Eif4a1,Eif5a,Elp5,Eno3,Fgf11,Fxr2,G630025P09Rik,Gabarap,Gltpd2,Gp1ba,Gps2,Inca1,Kcnab3,Kctd11,Kdm6b,Kif1c,Med11,Mgl2,Mink1,Mir1934,Mir195a,Mir324,Mir467f,Mir497,Mir497b,Mir6924,Mir6925,Mir7115,Mpdu1,Naa38,Neurl4,Nlgn2,Pelp1,Pfn1,Phf23,Pld2,Plscr3,Polr2a,Psmb6,Rnasek,Rnf167,Rnf227,Sat2,Scimp,Senp3,Shbg,Slc16a11,Slc16a13,Slc25a11,Slc2a4,Slc35g3,Sox15,Spag7,Spem1,Spem2,Tm4sf5,Tmem102,Tmem256,Tmem88,Tmem95,Tnfsf12,Tnfsf13,Tnfsfm13,Tnk1,Trappc1,Trp53,Vmo1,Wrap53,Ybx2,Zbtb4,Zfp3,Zmynd15",1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
997,1029,chr11,",Aipl,C,Derl,Dhx,Fbxo,Med,Mis,Nlrp,Nup,Pimreg,Pitpnm,Rabep,Rpain,Slc,Txndc,Wscd,Xaf","1700051A21Rik,4930401O10Rik,4930563E22Rik,4933427D14Rik,6330403K07Rik,9230020A06Rik,Aipl1,C1qbp,Derl2,Dhx33,Fbxo39,Med31,Mis12,Nlrp1a,Nlrp1b,Nlrp1c-ps,Nup88,Pimreg,Pitpnm3,Rabep1,Rpain,Slc13a5,Txndc17,Wscd1,Xaf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
998,1030,chr11,",Ankfy,Aspa,Atp,Camkk,Ctns,Cyb,Emc,Ggt,Haspin,Itgae,Mir,Mybbp,Ncbp,Olfr,P,Shpk,Smtnl,Spata,Spns,Tax,Tekt,Trpv,Ube,Zfp,Zzef","4732414G09Rik,Ankfy1,Aspa,Atp2a3,Camkk1,Ctns,Cyb5d2,Emc6,Ggt6,Haspin,Itgae,Mir6338,Mybbp1a,Ncbp3,Olfr1,Olfr20,Olfr376,Olfr378,Olfr380,Olfr381,Olfr382,Olfr384,Olfr385,Olfr389,Olfr390,Olfr391,Olfr392,Olfr75-ps1,P2rx1,P2rx5,Shpk,Smtnl2,Spata22,Spns2,Spns3,Tax1bp3,Tekt1,Trpv1,Trpv3,Ube2g1,Zfp735,Zzef1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
999,1031,chr11,"Ccdc,Cluh,Dph,Hic,Mettl,Mir,Mnt,Olfr,Ovca,Pafah,Rap,Rpa,Rtn,Sgsm,Smg,Snord,Srr,Tsr,Zfp","Ccdc92b,Cluh,Dph1,Hic1,Mettl16,Mir132,Mir212,Mir6926,Mnt,Olfr139,Olfr23,Olfr393,Olfr394,Olfr395,Olfr397,Olfr398,Olfr399,Olfr401,Olfr402,Olfr403,Olfr406,Olfr410,Olfr411,Olfr412,Olfr43,Olfr59,Ovca2,Pafah1b1,Rap1gap2,Rpa1,Rtn4rl1,Sgsm2,Smg6,Snord91a,Srr,Tsr1,Zfp616",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1000,1032,chr11,",Abr,Bhlha,Cpd,Crk,Dbil,Doc,Fam,Gemin,Glod,Gm,Gosr,Inpp,Mir,Mrm,Myo,Nxn,Pitpna,Prpf,Rflnb,Rilp,Rpa,Rph,Scarf,Serpinf,Slc,Smyd,Timm,Tlcd,Trarg,Vps,Wdr,Ywhae","1700016K19Rik,Abr,Bhlha9,Cpd,Crk,Dbil5,Doc2b,Fam57a,Gemin4,Glod4,Gm12338,Gm12339,Gosr1,Inpp5k,Mir22,Mir22hg,Mir3971,Mrm3,Myo1c,Nxn,Pitpna,Prpf8,Rflnb,Rilp,Rpa1,Rph3al,Scarf1,Serpinf1,Serpinf2,Slc43a2,Smyd4,Timm22,Tlcd2,Trarg1,Vps53,Wdr81,Ywhae",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1001,1033,chr11,",Abhd,Aldoc,Ankrd,Blmh,Coro,Cpd,Cryba,Dhrs,Efcab,Eral,Fam,Flot,Git,Gm,Mir,Myo,Nek,Nsrp,Nufip,Phf,Pipox,Proca,Rab,Rpl,Rskr,Sdf,Sez,Slc,Snord,Spag,Ssh,Supt,Taok,Tlcd,Tmigd,Traf,Trp","2610507B11Rik,Abhd15,Aldoc,Ankrd13b,Blmh,Coro6,Cpd,Cryba1,Dhrs13,Dhrs13os,Efcab5,Eral1,Fam222b,Flot2,Git1,Gm11190,Mir12181,Mir144,Mir423,Mir451a,Mir451b,Mir7653,Myo18a,Nek8,Nsrp1,Nufip2,Phf12,Pipox,Proca1,Rab34,Rpl23a,Rskr,Sdf2,Sez6,Slc6a4,Snord42a,Snord42b,Snord4a,Spag5,Ssh2,Supt6,Taok1,Tlcd1,Tmigd1,Traf4,Trp53i13",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
