200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,MLI1_pol_ass,MLI1_spk_ass,Bergmann_pol_ass,Bergmann_spk_ass
chr11-g251,chr11,50200000,50400000,0.46036,"Mrnip, Sqstm1, Mir6919, Mgat4b, Ltc4s, Maml1, Canx, Mir804, Hnrnph1, Rufy1",10.0,"25265, 10669, 62, 9769, 2072, 36702, 31717, 95, 8851, 41840",41840.0,62.0,16704.2,10219.0,11,0,0,0,0
chr11-g252,chr11,50400000,50600000,0.46822,Rufy1,1.0,41840,41840.0,41840.0,41840.0,41840.0,11,0,0,0,0
chr11-g253,chr11,50600000,50800000,0.4879699999999999,Adamts2,1.0,205489,205489.0,205489.0,205489.0,205489.0,11,0,0,0,0
chr11-g254,chr11,50800000,51000000,0.44776,"Adamts2, Zfp354c, Zfp879, Grm6, Zfp454, Zfp2, Zfp354b, Olfr1378, Prop1, Olfr1377",10.0,"205489, 16647, 9522, 15524, 14779, 17465, 9850, 948, 2952, 924",205489.0,924.0,29410.0,12314.5,11,0,0,0,0
chr11-g255,chr11,51000000,51200000,0.43335,"Olfr51, Olfr1375, Olfr54, Zfp354a, 9230009I02Rik, Platr20",6.0,"924, 942, 942, 13543, 6749, 30586",30586.0,924.0,8947.666666666666,3845.5,11,0,0,0,0
chr11-g256,chr11,51200000,51400000,0.44798,"Platr20, Clk4, BC049762, Col23a1",4.0,"30586, 18657, 10018, 294006",294006.0,10018.0,88316.75,24621.5,11,0,0,0,0
chr11-g257,chr11,51400000,51600000,0.4896299999999999,"Col23a1, Phykpl",2.0,"294006, 18513",294006.0,18513.0,156259.5,156259.5,11,0,0,0,0
chr11-g258,chr11,51600000,51800000,0.454795,"Phykpl, Nhp2, Hnrnpab, Rmnd5b, N4bp3, D930048N14Rik, 0610009B22Rik, Sec24a, Sar1b",9.0,"18513, 3946, 6782, 12224, 7985, 6728, 3250, 64572, 28291",64572.0,3250.0,16921.222222222223,7985.0,11,0,0,0,0
chr11-g259,chr11,51800000,52000000,0.481045,"Jade2, Cdkn2aipnl, Ube2b",3.0,"44221, 9706, 15649",44221.0,9706.0,23192.0,15649.0,11,0,0,0,0
chr11-g260,chr11,52000000,52200000,0.4388149999999999,"Ube2b, Cdkl3, Ppp2ca, Mir3061, Olfr1373, Olfr1372-ps1",6.0,"15649, 23339, 23926, 91, 936, 3032",23926.0,91.0,11162.166666666666,9340.5,11,0,0,0,0
chr11-g261,chr11,52200000,52400000,0.47414,"Olfr1371, Skp1a, Tcf7, Vdac1, 9530068E07Rik",5.0,"936, 14864, 30732, 28547, 12296",30732.0,936.0,17475.0,14864.0,11,0,0,0,0
chr11-g262,chr11,52400000,52600000,0.47167,9530068E07Rik,1.0,12296,12296.0,12296.0,12296.0,12296.0,11,0,0,0,0
chr11-g263,chr11,52600000,52800000,0.4638,Fstl4,1.0,422642,422642.0,422642.0,422642.0,422642.0,11,0,0,0,0
chr11-g264,chr11,52800000,53000000,0.4551449999999999,Fstl4,1.0,422642,422642.0,422642.0,422642.0,422642.0,11,0,0,0,0
chr11-g265,chr11,53000000,53200000,0.48221,"Fstl4, Gm11186",2.0,"422642, 8606",422642.0,8606.0,215624.0,215624.0,11,0,0,0,0
chr11-g266,chr11,53200000,53400000,0.4301,"Hspa4, Zcchc10, Aff4",3.0,"40666, 8613, 71064",71064.0,8613.0,40114.333333333336,40666.0,11,0,0,0,0
chr11-g267,chr11,53400000,53600000,0.467935,"Aff4, Mir6920, Leap2, Gdf9, Uqcrq, Shroom1, Sowaha, Sept8, Kif3a",9.0,"71064, 71, 956, 4617, 2910, 10562, 3618, 29870, 36878",71064.0,71.0,17838.444444444445,4617.0,11,0,0,0,0
chr11-g268,chr11,53600000,53800000,0.45942,"Kif3a, Il4, Il13, Rad50, Il5, Irf1, Mir7671, Gm12216",8.0,"36878, 6205, 3380, 57801, 4310, 8361, 58, 73768",73768.0,58.0,23845.125,7283.0,11,0,0,0,0
chr11-g269,chr11,53800000,54000000,0.455445,"Gm12216, Slc22a5, Slc22a21, Slc22a4",4.0,"73768, 27162, 30380, 44990",73768.0,27162.0,44075.0,37685.0,11,0,0,0,0
chr11-g270,chr11,54000000,54200000,0.46785,"Slc22a4, Pdlim4, P4ha2, 4933405E24Rik",4.0,"44990, 14090, 30744, 35517",44990.0,14090.0,31335.25,33130.5,11,0,0,0,0
chr11-g271,chr11,54200000,54400000,0.4590749999999999,"4933405E24Rik, Csf2, Il3, Acsl6, Meikin",5.0,"35517, 2630, 2195, 57336, 56139",57336.0,2195.0,30763.4,35517.0,11,0,0,0,0
chr11-g272,chr11,54400000,54600000,0.384345,"Meikin, Fnip1, Rapgef6",3.0,"56139, 80063, 176442",176442.0,56139.0,104214.66666666669,80063.0,11,0,0,0,0
chr11-g273,chr11,54600000,54800000,0.4090249999999999,"Rapgef6, Cdc42se2",2.0,"176442, 70289",176442.0,70289.0,123365.5,123365.5,11,0,0,0,0
chr11-g274,chr11,54800000,55000000,0.4781149999999999,"Lyrm7os, Lyrm7, Hint1, Gpx3, Tnip1, Anxa6",6.0,"5049, 22248, 4124, 7534, 52154, 54519",54519.0,4124.0,24271.33333333333,14891.0,11,0,0,0,0
chr11-g275,chr11,55000000,55200000,0.471985,"Anxa6, Ccdc69, Gm2a, Slc36a3, Slc36a2, Slc36a1os",6.0,"54519, 28394, 15044, 26894, 26610, 5964",54519.0,5964.0,26237.5,26752.0,11,0,0,0,0
chr11-g276,chr11,55200000,55400000,0.4808199999999999,"Slc36a1, Fat2, Sparc",3.0,"31991, 61648, 25922",61648.0,25922.0,39853.66666666666,31991.0,11,0,0,0,0
chr11-g277,chr11,55400000,55600000,0.4637949999999999,"Sparc, Atox1, G3bp1, Gm12238, Mir7652, Glra1",6.0,"25922, 14572, 31136, 124, 56, 93960",93960.0,56.0,27628.33333333333,20247.0,11,0,0,0,0
chr11-g278,chr11,55600000,55800000,0.43526,Glra1,1.0,93960,93960.0,93960.0,93960.0,93960.0,11,0,0,0,0
chr11-g279,chr11,55800000,56000000,0.43026,,,,,,,,11,0,0,0,0
chr11-g280,chr11,56000000,56200000,0.433595,Nmur2,1.0,15998,15998.0,15998.0,15998.0,15998.0,11,0,0,0,0
chr11-g281,chr11,56200000,56400000,0.419755,,,,,,,,11,0,0,0,0
chr11-g282,chr11,56400000,56600000,0.4034999999999999,,,,,,,,11,0,0,0,0
chr11-g283,chr11,56600000,56800000,0.410935,,,,,,,,11,0,0,0,0
chr11-g284,chr11,56800000,57000000,0.420755,,,,,,,,11,0,0,1,0
chr11-g285,chr11,57000000,57200000,0.44615,Gria1,1.0,318627,318627.0,318627.0,318627.0,318627.0,11,0,0,0,0
chr11-g286,chr11,57200000,57400000,0.44105,Gria1,1.0,318627,318627.0,318627.0,318627.0,318627.0,11,0,0,0,0
chr11-g287,chr11,57400000,57600000,0.45697,"Fam114a2, Mfap3",2.0,"35655, 15153",35655.0,15153.0,25404.0,25404.0,11,0,0,0,0
chr11-g288,chr11,57600000,57800000,0.492845,"4933424L21Rik, Galnt10, 2010001A14Rik",3.0,"25797, 142059, 5969",142059.0,5969.0,57941.66666666666,25797.0,11,0,0,1,0
chr11-g289,chr11,57800000,58000000,0.47635,"2010001A14Rik, Sap30l, Hand1",3.0,"5969, 8979, 3435",8979.0,3435.0,6127.666666666667,5969.0,11,0,0,0,0
chr11-g290,chr11,58000000,58200000,0.4629549999999999,"Larp1, Cnot8, Gemin5, Mrpl22, Gm12250, Igtp",6.0,"52969, 25392, 48539, 7927, 6356, 8037",52969.0,6356.0,24870.0,16714.5,11,0,0,0,0
chr11-g291,chr11,58200000,58400000,0.462205,"Igtp, Irgm2, Zfp692, Zfp672, Sh3bp5l, Lypd8",6.0,"8037, 7807, 7545, 15226, 17022, 9896",17022.0,7545.0,10922.166666666666,8966.5,11,0,0,1,0
chr11-g292,chr11,58400000,58600000,0.42974,"1810065E05Rik, Gm12253, Lypd9, Olfr30, Olfr332, Olfr331, Olfr330, Olfr329, Olfr328, Olfr224, Olfr325, Olfr324",12.0,"4913, 9064, 6824, 1066, 2781, 975, 5897, 1037, 933, 4713, 1041, 1122",9064.0,933.0,3363.833333333333,1951.5,11,0,0,0,0
chr11-g293,chr11,58600000,58800000,0.4386949999999999,"2210407C18Rik, Trim58, Olfr323, Olfr322, Olfr320, Olfr319, Olfr318, Olfr317, Olfr316, Olfr315, Olfr314, Fam183b",12.0,"5287, 11940, 972, 984, 921, 921, 1026, 1128, 921, 998, 1131, 9159",11940.0,921.0,2949.0,1012.0,11,0,0,0,0
chr11-g294,chr11,58800000,59000000,0.459655,"Fam183b, Olfr313, Olfr311, Olfr312, Gm12258, 2810021J22Rik, Zfp39, Btnl10, H2bu2, Rnf187, Trim17, H2aw, H3f4, H2bu1-ps, Trim11, Obscn",16.0,"9159, 1074, 927, 927, 14796, 17099, 16073, 8909, 462, 6619, 9295, 508, 563, 465, 13370, 142120",142120.0,462.0,15147.875,7764.0,11,0,0,0,0
chr11-g295,chr11,59000000,59200000,0.51186,"Obscn, Iba57, Guk1, Gjc2, 2610507I01Rik",5.0,"142120, 8377, 8098, 7650, 4639",142120.0,4639.0,34176.8,8098.0,11,0,0,0,0
chr11-g296,chr11,59200000,59400000,0.4979999999999999,"2610507I01Rik, Mrpl55, 2310033P09Rik, Arf1, Wnt3a, Wnt9a, Prss38",7.0,"4639, 3653, 2374, 16856, 42710, 26623, 2985",42710.0,2374.0,14262.857142857143,4639.0,11,0,0,0,0
chr11-g297,chr11,59400000,59600000,0.464415,"Snap47, Jmjd4, Zfp867, Zkscan17, 4933439C10Rik, Nlrp3, Olfr222, Olfr223",8.0,"42894, 8523, 11278, 21120, 5733, 25385, 957, 960",42894.0,957.0,14606.25,9900.5,11,0,0,0,0
chr11-g298,chr11,59600000,59800000,0.4583399999999999,"Olfr225, Mprip, 1700007J10Rik, Pld6, Flcn",5.0,"1260, 118366, 14238, 3765, 18632",118366.0,1260.0,31252.2,14238.0,11,0,0,0,0
chr11-g299,chr11,59800000,60000000,0.48036,"Flcn, Gm16062, Cops3, Nt5m, 1810063I02Rik, Med9, Med9os, Rasd1, Pemt",9.0,"18632, 8283, 21964, 28461, 391, 15093, 1256, 1764, 75876",75876.0,391.0,19080.0,15093.0,11,0,0,0,0
chr11-g300,chr11,60000000,60200000,0.498505,"Pemt, Rai1, 4930412M03Rik, Srebf1",4.0,"75876, 94183, 3016, 23498",94183.0,3016.0,49143.25,49687.0,11,0,0,1,0
chr11-g301,chr11,60200000,60400000,0.47827,"Srebf1, Mir6922, Mir6921, Tom1l2, Drc3",5.0,"23498, 66, 80, 126192, 40954",126192.0,66.0,38158.0,23498.0,11,0,0,0,0
chr11-g302,chr11,60400000,60600000,0.476625,"Gid4, Atpaf2, Myo15, Drg2, Alkbh5",5.0,"28133, 16411, 59030, 14164, 20830",59030.0,14164.0,27713.6,20830.0,11,0,0,0,0
chr11-g303,chr11,60600000,60800000,0.47075,"Llgl1, Flii, Mir5100, Mief2, Top3a, Smcr8, Shmt1",7.0,"14499, 13118, 64, 4554, 39157, 3543, 22369",39157.0,64.0,13900.57142857143,13118.0,11,0,0,0,0
chr11-g304,chr11,60800000,61000000,0.47487,"Shmt1, Dhrs7b, Tmem11, Natd1, Map2k3os, Map2k3",6.0,"22369, 27793, 14587, 11547, 10927, 20758",27793.0,10927.0,17996.833333333332,17672.5,11,0,0,0,0
chr11-g305,chr11,61000000,61200000,0.479685,"Kcnj12, Tnfrsf13b, Usp22",3.0,"50704, 22855, 23279",50704.0,22855.0,32279.33333333333,23279.0,11,0,0,0,0
chr11-g306,chr11,61200000,61400000,0.46343,"Aldh3a1, Aldh3a2, Slc47a2, Slc47a1",4.0,"9675, 44112, 41230, 34676",44112.0,9675.0,32423.25,37953.0,11,0,0,0,0
chr11-g307,chr11,61400000,61600000,0.468895,"Rnf112, Mfap4, Mapk7, B9d1, Epn2",5.0,"5564, 3275, 5455, 7788, 63805",63805.0,3275.0,17177.4,5564.0,11,0,0,0,0
chr11-g308,chr11,61600000,61800000,0.47312,"Grap, Slc5a10, Fam83g, Prpsap2, Ulk2",5.0,"19457, 48018, 25541, 32439, 79495",79495.0,19457.0,40990.0,32439.0,11,0,0,0,0
chr11-g309,chr11,61800000,62000000,0.41794,"Ulk2, Akap10, Specc1",3.0,"79495, 58951, 266251",266251.0,58951.0,134899.0,79495.0,11,0,0,0,0
chr11-g310,chr11,62000000,62200000,0.42822,Specc1,1.0,266251,266251.0,266251.0,266251.0,266251.0,11,0,0,0,0
chr11-g311,chr11,62200000,62400000,0.4305049999999999,"Specc1, Adora2b, Zswim7, Ttc19",4.0,"266251, 17469, 14172, 34952",266251.0,14172.0,83211.0,26210.5,11,0,0,0,0
chr11-g312,chr11,62400000,62600000,0.43682,"Ncor1, Pigl, Cenpv, Ubb, Trpv2",5.0,"55956, 1007, 14318, 2043, 25820",55956.0,1007.0,19828.8,14318.0,11,0,0,0,0
chr11-g313,chr11,62600000,62800000,0.45122,"Trpv2, Snord49a, Snord49b, 2410006H16Rik, Snord65, Lrrc75a, Mmgt2, Zfp287, Zfp286",9.0,"25820, 62, 63, 1930, 57, 43640, 17696, 17608, 11082",43640.0,57.0,13106.444444444443,11082.0,11,0,0,0,0
chr11-g314,chr11,62800000,63000000,0.44838,"Trim16, Fbxw10, Tvp23b, Cdrt4, Cdrt4os1",5.0,"22696, 30340, 15732, 41903, 13682",41903.0,13682.0,24870.6,22696.0,11,0,0,0,0
chr11-g315,chr11,63000000,63200000,0.4442099999999999,"Cdrt4os1, Tekt3, Pmp22",3.0,"13682, 33302, 26979",33302.0,13682.0,24654.33333333333,26979.0,11,0,0,0,0
chr11-g316,chr11,63200000,63400000,0.4387149999999999,,,,,,,,11,0,0,0,0
chr11-g317,chr11,63400000,63600000,0.43446,,,,,,,,11,0,0,0,0
chr11-g318,chr11,63600000,63800000,0.432495,,,,,,,,11,0,0,0,0
chr11-g319,chr11,63800000,64000000,0.460805,"Hs3st3b1, 9630013K17Rik, Cox10",3.0,"37592, 3815, 116846",116846.0,3815.0,52751.0,37592.0,11,0,0,0,0
chr11-g320,chr11,64000000,64200000,0.43498,"Cox10, 2810001G20Rik",2.0,"116846, 3776",116846.0,3776.0,60311.0,60311.0,11,0,0,0,0
chr11-g321,chr11,64200000,64400000,0.431385,,,,,,,,11,0,0,0,0
chr11-g322,chr11,64400000,64600000,0.4272999999999999,"Hs3st3a1, F930015N05Rik",2.0,"87504, 3540",87504.0,3540.0,45522.0,45522.0,11,0,0,0,0
chr11-g323,chr11,64600000,64800000,0.4138499999999999,,,,,,,,11,0,0,0,0
chr11-g324,chr11,64800000,65000000,0.4321899999999999,Elac2,1.0,23040,23040.0,23040.0,23040.0,23040.0,11,0,0,0,0
chr11-g325,chr11,65000000,65200000,0.45333,"Elac2, Arhgap44, Myocd",3.0,"23040, 160923, 93419",160923.0,23040.0,92460.66666666669,93419.0,11,0,0,0,0
chr11-g326,chr11,65200000,65400000,0.432215,"Myocd, Gm12295",2.0,"93419, 10180",93419.0,10180.0,51799.5,51799.5,11,0,0,0,0
chr11-g327,chr11,65400000,65600000,0.419905,,,,,,,,11,0,0,0,0
chr11-g328,chr11,65600000,65800000,0.41714,"Map2k4, Mir744",2.0,"100116, 100",100116.0,100.0,50108.0,50108.0,11,0,0,0,0
chr11-g329,chr11,65800000,66000000,0.4208599999999999,"Zkscan6, Dnah9",2.0,"22065, 337228",337228.0,22065.0,179646.5,179646.5,11,0,0,0,0
chr11-g330,chr11,66000000,66200000,0.42184,"Dnah9, Gm12296",2.0,"337228, 133203",337228.0,133203.0,235215.5,235215.5,11,0,0,0,0
chr11-g331,chr11,66200000,66400000,0.42313,"Gm12296, Shisa6",2.0,"133203, 314402",314402.0,133203.0,223802.5,223802.5,11,0,0,0,0
chr11-g332,chr11,66400000,66600000,0.42916,Shisa6,1.0,314402,314402.0,314402.0,314402.0,314402.0,11,0,0,0,0
chr11-g333,chr11,66600000,66800000,0.413665,,,,,,,,11,0,0,0,0
chr11-g334,chr11,66800000,67000000,0.4430199999999999,"Pirt, Gm12298, Tmem238l",3.0,"16710, 41455, 8377",41455.0,8377.0,22180.666666666668,16710.0,11,0,0,0,0
chr11-g335,chr11,67000000,67200000,0.449295,"Tmem220, Adprm, Sco1, Mir6923, Myh3, 2310065F04Rik, Myh2",7.0,"10159, 14739, 14771, 72, 23992, 7620, 26491",26491.0,72.0,13977.714285714286,14739.0,11,0,0,0,0
chr11-g336,chr11,67200000,67400000,0.434775,"Myh1, Myhas, Myh4, Myh8, Myh13",5.0,"24474, 13086, 22636, 31510, 44485",44485.0,13086.0,27238.2,24474.0,11,0,0,0,0
chr11-g337,chr11,67400000,67600000,0.4624049999999999,Gas7,1.0,155995,155995.0,155995.0,155995.0,155995.0,11,0,0,0,0
chr11-g338,chr11,67600000,67800000,0.46515,"Gas7, Rcvrn, Glp2r, Gsg1l2, Dhrs7c",5.0,"155995, 8030, 64724, 15291, 17732",155995.0,8030.0,52354.4,17732.0,11,0,0,0,0
chr11-g339,chr11,67800000,68000000,0.448005,"Dhrs7c, Usp43, Cfap52, Stx8",4.0,"17732, 67631, 40837, 240691",240691.0,17732.0,91722.75,54234.0,11,0,0,0,0
chr11-g340,chr11,68000000,68200000,0.446665,Stx8,1.0,240691,240691.0,240691.0,240691.0,240691.0,11,0,0,0,0
chr11-g341,chr11,68200000,68400000,0.48789,"Stx8, Mir6406, Ntn1",3.0,"240691, 120, 177463",240691.0,120.0,139424.66666666666,177463.0,11,0,0,1,0
chr11-g342,chr11,68400000,68600000,0.47049,"Pik3r5, Pik3r6, Mfsd6l, Ccdc42, Ccdc42os",5.0,"65722, 49677, 2060, 10915, 3694",65722.0,2060.0,26413.6,10915.0,11,0,0,0,0
chr11-g343,chr11,68600000,68800000,0.4482349999999999,Myh10,1.0,124710,124710.0,124710.0,124710.0,124710.0,11,0,0,0,0
chr11-g344,chr11,68800000,69000000,0.46552,"Myh10, Ndel1, Rnf222, Gm15772, Rpl26, Odf4, Arhgef15, Slc25a35, Rangrf, Mir3062, Pfas",11.0,"124710, 31690, 6463, 2946, 2969, 5247, 13734, 4385, 2702, 105, 22760",124710.0,105.0,19791.90909090909,5247.0,11,0,0,0,0
chr11-g345,chr11,69000000,69200000,0.4837649999999999,"Pfas, Ctc1, Aurkb, Borcs6, Tmem107, Snord118, Per1, Vamp2, Hes7, Aloxe3, Alox12b, Alox8",12.0,"22760, 20563, 6028, 1802, 2485, 137, 11009, 3854, 2807, 22739, 12720, 13959",22760.0,137.0,10071.916666666666,8518.5,11,0,0,0,0
chr11-g346,chr11,69200000,69400000,0.4801549999999999,"Gucy2e, Cntrob, Trappc1, Rnf227, Kcnab3, Chd3, Naa38, Tmem88, Cyb5d1, Kdm6b",10.0,"18906, 24378, 1808, 1879, 6784, 26154, 881, 1719, 4170, 17677",26154.0,881.0,10435.6,5477.0,11,0,0,0,0
chr11-g347,chr11,69400000,69600000,0.497545,"Kdm6b, Dnah2, Efnb3, Wrap53, Trp53, Atp1b2",6.0,"17677, 128300, 6146, 18497, 11515, 6233",128300.0,6146.0,31394.666666666668,14596.0,11,0,0,0,0
chr11-g348,chr11,69600000,69800000,0.4791499999999999,"Atp1b2, Sat2, Shbg, Fxr2, Mir467f, Sox15, Mir1934, Cd68, Mpdu1, Eif4a1, Senp3, Tnfsf13, Tnfsfm13, Tnfsf12, Polr2a, Zbtb4, Slc35g3, Chrnb1, Fgf11",19.0,"6233, 1827, 3090, 20327, 120, 1691, 83, 1958, 5951, 5488, 8975, 2978, 13522, 9859, 24635, 18115, 1959, 11902, 6213",24635.0,83.0,7627.684210526316,5951.0,11,0,0,0,0
chr11-g349,chr11,69800000,70000000,0.5069250000000001,"Fgf11, G630025P09Rik, Spem1, Spem2, Tmem102, Nlgn2, Plscr3, Tmem256, Tnk1, Acap1, Mir6924, Kctd11, Tmem95, 2810408A11Rik, Gps2, Neurl4, Eif5a, Ybx2, Slc2a4, Cldn7, Elp5, Phf23, Gabarap, Ctdnep1",24.0,"6213, 2370, 1295, 1898, 2030, 14662, 5442, 1034, 8168, 13973, 63, 2722, 2002, 3636, 2575, 12009, 5247, 5276, 5912, 2466, 13010, 4246, 3580, 9433",14662.0,63.0,5385.916666666667,3941.0,11,0,0,0,0
chr11-g350,chr11,70000000,70200000,0.47395,"Phf23, Dvl2, Dlg4, Mir324, Acadvl, Asgr1, Asgr2, Mgl2, Clec10a",9.0,"4246, 9518, 26927, 89, 5246, 3541, 13543, 7186, 4214",26927.0,89.0,8278.888888888889,5246.0,11,0,0,0,0
chr11-g351,chr11,70200000,70400000,0.4670399999999999,"Slc16a11, Slc16a13, Bcl6b, Mir195a, Mir497, Mir497b, Rnasek, 0610010K14Rik, Alox12, Alox12e, Alox15, Pelp1",12.0,"2505, 4203, 5672, 94, 84, 125, 1730, 2711, 13914, 6920, 7885, 17151",17151.0,84.0,5249.5,3457.0,11,0,0,0,0
chr11-g352,chr11,70400000,70600000,0.468995,"Pelp1, Arrb2, Mir7115, Med11, Zmynd15, Cxcl16, Tm4sf5, Gltpd2, Vmo1, Pld2, Psmb6, Mink1",12.0,"17151, 8249, 64, 1815, 6769, 5596, 5910, 1528, 1101, 17839, 2502, 51602",51602.0,64.0,10010.5,5753.0,11,0,0,0,0
chr11-g353,chr11,70600000,70800000,0.489145,"Mink1, 4930544D05Rik, Chrne, Gp1ba, Rnf167, Slc25a11, Eno3, Spag7, Pfn1, Camta2, Inca1, Mir6925, Kif1c, Zfp3, Scimp",15.0,"51602, 997, 4312, 4865, 4180, 3013, 5338, 5648, 2804, 18643, 11795, 70, 31423, 8482, 21630",51602.0,70.0,11653.466666666667,5338.0,11,0,0,0,0
chr11-g354,chr11,70800000,71000000,0.425035,"Scimp, Rabep1, Nup88, Rpain, C1qbp, Dhx33",6.0,"21630, 98345, 26916, 7735, 5181, 20342",98345.0,5181.0,30024.83333333333,20986.0,11,0,0,0,0
chr11-g355,chr11,71000000,71200000,0.4245799999999999,"Dhx33, Mis12, Derl2, 6330403K07Rik, Nlrp1a, Nlrp1b",6.0,"20342, 7750, 12402, 1677, 53508, 77632",77632.0,1677.0,28885.166666666668,16372.0,11,0,0,0,0
chr11-g356,chr11,71200000,71400000,0.4261699999999999,"Nlrp1b, Nlrp1c-ps",2.0,"77632, 42803",77632.0,42803.0,60217.5,60217.5,11,0,0,0,0
chr11-g357,chr11,71400000,71600000,0.445375,9230020A06Rik,1.0,56648,56648.0,56648.0,56648.0,56648.0,11,0,0,0,0
chr11-g358,chr11,71600000,71800000,0.457635,Wscd1,1.0,38965,38965.0,38965.0,38965.0,38965.0,11,0,0,0,0
chr11-g359,chr11,71800000,72000000,0.45628,4930401O10Rik,1.0,11652,11652.0,11652.0,11652.0,11652.0,11,0,0,0,0
chr11-g360,chr11,72000000,72200000,0.48055,"Pimreg, Aipl1, Pitpnm3, 4933427D14Rik",4.0,"4869, 8788, 88362, 53554",88362.0,4869.0,38893.25,31171.0,11,0,0,0,0
chr11-g361,chr11,72200000,72400000,0.4633049999999999,"4933427D14Rik, 4930563E22Rik, Txndc17, Med31, Slc13a5, 1700051A21Rik, Xaf1, Fbxo39, Tekt1, Mir6338, Smtnl2",11.0,"53554, 3313, 2934, 3869, 25168, 1713, 12105, 4976, 17726, 109, 21600",53554.0,109.0,13369.727272727272,4976.0,11,0,0,0,0
chr11-g362,chr11,72400000,72600000,0.48971,"Smtnl2, Ggt6, Mybbp1a, Spns2, Spns3",5.0,"21600, 2879, 10444, 38283, 52091",52091.0,2879.0,25059.4,21600.0,11,0,0,0,0
chr11-g363,chr11,72600000,72800000,0.41114,"Ube2g1, Ankfy1, Zzef1, Cyb5d2",4.0,"79221, 82145, 130895, 18608",130895.0,18608.0,77717.25,80683.0,11,0,0,0,0
chr11-g364,chr11,72800000,73000000,0.455665,"Zzef1, Atp2a3, P2rx1",3.0,"130895, 31875, 16053",130895.0,16053.0,59607.66666666666,31875.0,11,0,0,0,0
chr11-g365,chr11,73000000,73200000,0.4836399999999999,"P2rx1, Camkk1, 4732414G09Rik, Ncbp3, Itgae, Haspin, P2rx5, Tax1bp3, Shpk, Emc6, Ctns",11.0,"16053, 23078, 2986, 35713, 56867, 2811, 12158, 4964, 25025, 1540, 15447",56867.0,1540.0,17876.545454545456,15447.0,11,0,0,0,0
chr11-g366,chr11,73200000,73400000,0.43603,"Shpk, Trpv1, Trpv3, Aspa, Spata22, Olfr20, Olfr376, Olfr1",8.0,"25025, 27174, 32849, 19650, 16304, 3841, 4459, 4420",32849.0,3841.0,16715.25,17977.0,11,0,0,0,0
chr11-g367,chr11,73400000,73600000,0.3916099999999999,"Olfr75-ps1, Olfr378, Olfr380, Olfr381, Olfr382, Olfr385",6.0,"4409, 3441, 936, 936, 939, 939",4409.0,936.0,1933.3333333333333,939.0,11,0,0,0,0
chr11-g368,chr11,73600000,73800000,0.382355,"Olfr384, Zfp735, Olfr390, Olfr389, Olfr391",5.0,"939, 25031, 936, 4203, 4232",25031.0,936.0,7068.2,4203.0,11,0,0,0,0
chr11-g369,chr11,73800000,74000000,0.38781,"Olfr391, Olfr392, Olfr393, Olfr394, Olfr395, Olfr23, Olfr397, Olfr398",8.0,"4232, 2736, 939, 933, 939, 978, 948, 945",4232.0,933.0,1581.25,946.5,11,0,0,0,0
chr11-g370,chr11,74000000,74200000,0.4026949999999999,"Olfr139, Zfp616, Olfr399, Olfr401, Olfr402, Olfr403",6.0,"948, 17132, 1003, 948, 948, 942",17132.0,942.0,3653.5,948.0,11,0,0,0,0
chr11-g371,chr11,74200000,74400000,0.42339,"Olfr43, Olfr406, Olfr59, Olfr411, Olfr410, Olfr412, Rap1gap2",7.0,"1092, 972, 5911, 1049, 948, 939, 227559",227559.0,939.0,34067.142857142855,1049.0,11,0,0,0,0
chr11-g372,chr11,74400000,74600000,0.480255,Rap1gap2,1.0,227559,227559.0,227559.0,227559.0,227559.0,11,0,0,0,0
chr11-g373,chr11,74600000,74800000,0.44099,"Rap1gap2, Ccdc92b, Cluh, Pafah1b1, Mettl16",5.0,"227559, 21912, 21351, 50436, 47830",227559.0,21351.0,73817.6,47830.0,11,0,0,0,0
chr11-g374,chr11,74800000,75000000,0.4556999999999999,"Mettl16, Mnt, Sgsm2, Mir6926, Tsr1, Snord91a, Srr, Smg6",8.0,"47830, 14802, 47817, 68, 11261, 60, 21922, 238595",238595.0,60.0,47794.375,18362.0,11,0,0,0,0
chr11-g375,chr11,75000000,75200000,0.44982,"Smg6, Mir132, Mir212, Hic1, Rtn4rl1, Dph1, Ovca2",7.0,"238595, 66, 91, 5691, 73770, 12841, 2866",238595.0,66.0,47702.857142857145,5691.0,11,0,0,0,0
chr11-g376,chr11,75200000,75400000,0.46841,"Rtn4rl1, Rpa1, Smyd4",3.0,"73770, 48125, 57273",73770.0,48125.0,59722.66666666666,57273.0,11,0,0,0,0
chr11-g377,chr11,75400000,75600000,0.4937549999999999,"Smyd4, Serpinf1, Serpinf2, Wdr81, Tlcd2, Mir22hg, Mir22, Prpf8, Scarf1, Rilp, Slc43a2, Mir3971, Pitpna, Gm12338",14.0,"57273, 12595, 7766, 13775, 2850, 5152, 95, 22671, 13040, 3073, 45461, 83, 40726, 586",57273.0,83.0,16081.857142857143,10180.5,11,0,0,0,0
chr11-g378,chr11,75600000,75800000,0.4693199999999999,"Pitpna, Gm12338, Inpp5k, Myo1c, Crk, Ywhae, Doc2b, Gm12339",8.0,"40726, 586, 17846, 23126, 29170, 32955, 27790, 58104",58104.0,586.0,28787.875,28480.0,11,0,0,0,0
