200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,MLI1_pol_ass,MLI1_spk_ass,Granule_pol_ass,Granule_spk_ass,log2FC_G2M
chr9-g346,chr9,69200000,69400000,0.4436049999999999,"Rora, Gm15511, Ice2",3.0,"734461, 15359, 35077",734461.0,15359.0,261632.3333333333,35077.0,9,0,0,0,0,-2.7046406950340613
chr9-g358,chr9,71600000,71800000,0.466945,Cgnl1,1.0,145096,145096.0,145096.0,145096.0,145096.0,9,0,0,0,0,5.235890002521496
chr9-g364,chr9,72800000,73000000,0.442275,"Prtg, Pygo1, Dnaaf4, Ccpg1, Ccpg1os",5.0,"110034, 26941, 14283, 28435, 5652",110034.0,5652.0,37069.0,26941.0,9,0,0,0,0,-3.4673654510867817
chr9-g389,chr9,77800000,78000000,0.4391249999999999,Elovl5,1.0,67155,67155.0,67155.0,67155.0,67155.0,9,0,0,0,1,-2.1079702798841886
chr9-g399,chr9,79800000,80000000,0.4269699999999999,"4930429F24Rik, Filip1",2.0,"9595, 197801",197801.0,9595.0,103698.0,103698.0,9,0,0,0,0,-2.892793545775212
chr9-g400,chr9,80000000,80200000,0.411235,"Filip1, Senp6, Myo6",3.0,"197801, 77879, 146696",197801.0,77879.0,140792.0,146696.0,9,0,0,0,0,-2.892793545775212
chr9-g409,chr9,81800000,82000000,0.37681,Mei4,1.0,165514,165514.0,165514.0,165514.0,165514.0,9,0,0,0,0,-2.5046328048288053
chr9-g410,chr9,82000000,82200000,0.377415,Mei4,1.0,165514,165514.0,165514.0,165514.0,165514.0,9,0,0,0,0,-2.5046328048288053
chr9-g411,chr9,82200000,82400000,0.3818699999999999,,,,,,,,9,0,0,0,0,-2.5046328048288053
chr9-g432,chr9,86400000,86600000,0.41166,"Ube2cbp, Dop1a, Rwdd2a, Pgm3, Me1",5.0,"157683, 88653, 2912, 19367, 114552",157683.0,2912.0,76633.4,88653.0,9,0,0,0,0,-3.33270563611313
chr9-g433,chr9,86600000,86800000,0.415825,"Me1, A330041J22Rik, Prss35, Snap91",4.0,"114552, 5812, 13874, 114782",114782.0,5812.0,62255.0,64213.0,9,0,0,0,0,-3.33270563611313
chr9-g441,chr9,88200000,88400000,0.424925,"Nt5e, Mir12205, Snx14",3.0,"44481, 60, 62175",62175.0,60.0,35572.0,44481.0,9,0,0,0,0,-2.563466407453306
chr9-g449,chr9,89800000,90000000,0.453495,"Mir184, 4930524O08Rik, Rasgrf1",3.0,"69, 37510, 117205",117205.0,69.0,51594.66666666666,37510.0,9,0,0,0,0,-3.133401851598525
chr9-g450,chr9,90000000,90200000,0.4606,"Rasgrf1, Ctsh, Morf4l1, Adamts7",4.0,"117205, 21829, 23152, 37125",117205.0,21829.0,49827.75,30138.5,9,0,0,0,0,-3.133401851598525
chr9-g477,chr9,95400000,95600000,0.427615,"Chst2, U2surp, Paqr9, C730029A08Rik",4.0,"6345, 55103, 2305, 965",55103.0,965.0,16179.5,4325.0,9,0,0,0,0,-2.310217992457768
chr9-g478,chr9,95600000,95800000,0.42152,"Pcolce2, Trpc1, Pls1",3.0,"57924, 45267, 92638",92638.0,45267.0,65276.333333333336,57924.0,9,0,0,0,0,-2.8081170893236886
chr9-g484,chr9,96800000,97000000,0.4779899999999999,"Pxylp1, Ppia, Spsb4",3.0,"66132, 740, 74874",74874.0,740.0,47248.66666666666,66132.0,9,0,0,0,0,2.30319068812007
chr9-g485,chr9,97000000,97200000,0.4350599999999999,"Spsb4, Slc25a36",2.0,"74874, 34031",74874.0,34031.0,54452.5,54452.5,9,0,0,0,0,-3.675475102510604
chr9-g487,chr9,97400000,97600000,0.43968,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,5.692573949407022
chr9-g488,chr9,97600000,97800000,0.43213,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,5.692573949407022
chr9-g489,chr9,97800000,98000000,0.42904,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,5.692573949407022
chr9-g490,chr9,98000000,98200000,0.4352149999999999,"Clstn2, 4921534H16Rik",2.0,"588773, 8756",588773.0,8756.0,298764.5,298764.5,9,0,0,0,0,5.692573949407022
chr9-g509,chr9,101800000,102000000,0.435425,Ephb1,1.0,432566,432566.0,432566.0,432566.0,432566.0,9,0,0,0,0,3.387998720987866
chr9-g510,chr9,102000000,102200000,0.45649,Ephb1,1.0,432566,432566.0,432566.0,432566.0,432566.0,9,0,0,0,0,3.387998720987866
chr9-g511,chr9,102200000,102400000,0.46151,"Ephb1, Mir7243",2.0,"432566, 52",432566.0,52.0,216309.0,216309.0,9,0,0,0,0,3.387998720987866
chr9-g517,chr9,103400000,103600000,0.4621599999999999,"5830418P13Rik, Bfsp2, Tmem108, 4932413F04Rik",4.0,"37683, 55325, 278902, 8802",278902.0,8802.0,95178.0,46504.0,9,0,0,0,0,3.20540137383442
chr9-g518,chr9,103600000,103800000,0.4397299999999999,Tmem108,1.0,278902,278902.0,278902.0,278902.0,278902.0,9,0,0,0,0,3.20540137383442
chr9-g531,chr9,106200000,106400000,0.509425,"Tlr9, Twf2, Alas1, Poc1a, Dusp7",5.0,"4279, 12280, 14500, 68831, 7092",68831.0,4279.0,21396.4,12280.0,9,0,0,0,0,1.9409531634827613
chr9-g540,chr9,108000000,108200000,0.497935,"Ip6k1, Gmppb, Amigo3, Rnf123, Mir7088, Mst1, Apeh, Bsn, 4930447F24Rik",9.0,"46135, 2657, 2543, 27704, 86, 4592, 9067, 94362, 4850",94362.0,86.0,21332.88888888889,4850.0,9,0,0,0,0,2.087754844750165
chr9-g560,chr9,112000000,112200000,0.421575,"Arpp21, Mir128-2",2.0,"170895, 76",170895.0,76.0,85485.5,85485.5,9,0,0,0,0,7.086917098718371
chr9-g561,chr9,112200000,112400000,0.406895,"Arpp21, 2310075C17Rik, 2900079G21Rik",3.0,"170895, 787, 46057",170895.0,787.0,72579.66666666667,46057.0,9,0,0,0,0,7.086917098718371
chr9-g573,chr9,114600000,114800000,0.464055,"Cnot10, Dync1li1, Cmtm6, Cmtm7, Cmtm8",5.0,"54327, 34947, 18141, 25158, 54808",54808.0,18141.0,37476.2,34947.0,9,0,0,0,0,-2.118151311791556
chr9-g574,chr9,114800000,115000000,0.4757,"Cmtm8, Gpd1l, Osbpl10",3.0,"54808, 34649, 254789",254789.0,34649.0,114748.66666666669,54808.0,9,0,0,0,0,-3.0542607126394428
chr9-g575,chr9,115000000,115200000,0.475315,Osbpl10,1.0,254789,254789.0,254789.0,254789.0,254789.0,9,0,0,0,0,-3.0542607126394428
chr9-g576,chr9,115200000,115400000,0.45093,"Osbpl10, Stt3b, Stmn1-rs1, 4930428G15Rik, Mir467h",5.0,"254789, 67999, 979, 5764, 121",254789.0,121.0,65930.4,5764.0,9,0,0,0,0,-3.0542607126394428
chr9-g601,chr9,120200000,120400000,0.4686349999999999,Myrip,1.0,170762,170762.0,170762.0,170762.0,170762.0,9,0,0,0,0,-2.6344343502768788
chr9-g602,chr9,120400000,120600000,0.47521,"Myrip, Eif1b, Entpd3, Rpl14, 5830454E08Rik",5.0,"170762, 2722, 28509, 3137, 743",170762.0,743.0,41174.6,3137.0,9,0,0,0,0,-2.6344343502768788
chr9-g610,chr9,122000000,122200000,0.4628899999999999,"Snrk, Ano10",2.0,"52244, 118550",118550.0,52244.0,85397.0,85397.0,9,0,0,0,0,2.6023041464026937
chr10-g33,chr10,6600000,6800000,0.392715,Oprm1,1.0,279617,279617.0,279617.0,279617.0,279617.0,10,0,0,0,0,2.4012332749021184
chr10-g34,chr10,6800000,7000000,0.4071,"Oprm1, Ipcef1",2.0,"279617, 111643",279617.0,111643.0,195630.0,195630.0,10,0,0,0,0,2.646848380360781
chr10-g35,chr10,7000000,7200000,0.4385,"Oprm1, Ipcef1, Cnksr3",3.0,"279617, 111643, 93176",279617.0,93176.0,161478.66666666666,111643.0,10,0,0,0,0,3.5281549582873075
chr10-g36,chr10,7200000,7400000,0.4324249999999999,Cnksr3,1.0,93176,93176.0,93176.0,93176.0,93176.0,10,0,0,0,0,6.2935231449142455
chr10-g48,chr10,9600000,9800000,0.408215,"Samd5, Gm6150, Stxbp5",3.0,"47950, 7188, 145494",145494.0,7188.0,66877.33333333333,47950.0,10,0,0,0,0,-6.443047032800469
chr10-g66,chr10,13200000,13400000,0.416865,Phactr2,1.0,266680,266680.0,266680.0,266680.0,266680.0,10,0,0,0,0,-6.416570404591405
chr10-g67,chr10,13400000,13600000,0.42769,"Phactr2, Fuca2, Pex3, Adat2",4.0,"266680, 14601, 29301, 10470",266680.0,10470.0,80263.0,21951.0,10,0,0,0,0,-5.34494137851039
chr10-g90,chr10,18000000,18200000,0.42358,"Abracl, Reps1, Ect2l",3.0,"11993, 69216, 82453",82453.0,11993.0,54554.0,69216.0,10,0,0,0,0,-3.2114179579902307
chr10-g131,chr10,26200000,26400000,0.41241,"Samd3, L3mbtl3",2.0,"42466, 100752",100752.0,42466.0,71609.0,71609.0,10,0,0,0,0,-2.1002450118050726
chr10-g140,chr10,28000000,28200000,0.401205,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,-6.179161174741055
chr10-g141,chr10,28200000,28400000,0.3833499999999999,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,-6.179161174741055
chr10-g142,chr10,28400000,28600000,0.37914,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,-6.179161174741055
chr10-g154,chr10,30800000,31000000,0.3989249999999999,"Ncoa7, Hey2",2.0,"157745, 10425",157745.0,10425.0,84085.0,84085.0,10,0,0,0,0,-6.036084342347775
chr10-g158,chr10,31600000,31800000,0.396865,Rnf217,1.0,107839,107839.0,107839.0,107839.0,107839.0,10,0,0,0,0,-2.51026598497288
chr10-g159,chr10,31800000,32000000,0.380135,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,-2.51026598497288
chr10-g160,chr10,32000000,32200000,0.3725749999999999,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,-2.51026598497288
chr10-g161,chr10,32200000,32400000,0.36772,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,-2.51026598497288
chr10-g162,chr10,32400000,32600000,0.3690049999999999,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,-2.51026598497288
chr10-g163,chr10,32600000,32800000,0.373375,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,-2.51026598497288
chr10-g164,chr10,32800000,33000000,0.38189,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,-2.51026598497288
chr10-g165,chr10,33000000,33200000,0.3669749999999999,Trdn,1.0,393227,393227.0,393227.0,393227.0,393227.0,10,0,0,0,0,2.541423395294128
chr10-g166,chr10,33200000,33400000,0.364635,"Trdn, D830005E20Rik",2.0,"393227, 34013",393227.0,34013.0,213620.0,213620.0,10,0,0,0,0,2.541423395294128
chr10-g167,chr10,33400000,33600000,0.370505,"Trdn, Clvs2",2.0,"393227, 112399",393227.0,112399.0,252813.0,252813.0,10,0,0,0,0,2.541423395294128
chr10-g171,chr10,34200000,34400000,0.40678,"Dse, Tspyl1, Tspyl4, Nt5dc1, Col10a1",5.0,"55847, 2696, 3900, 114943, 7105",114943.0,2696.0,36898.2,7105.0,10,0,0,0,0,-2.022902114533658
chr10-g182,chr10,36400000,36600000,0.38114,Hs3st5,1.0,327588,327588.0,327588.0,327588.0,327588.0,10,0,0,0,0,2.930076930507828
chr10-g183,chr10,36600000,36800000,0.393795,Hs3st5,1.0,327588,327588.0,327588.0,327588.0,327588.0,10,0,0,0,0,2.930076930507828
chr10-g184,chr10,36800000,37000000,0.4083799999999999,"Hs3st5, Hdac2",2.0,"327588, 27345",327588.0,27345.0,177466.5,177466.5,10,0,0,0,0,2.930076930507828
chr10-g185,chr10,37000000,37200000,0.40717,"Hdac2, Marcks",2.0,"27345, 5684",27345.0,5684.0,16514.5,16514.5,10,0,0,0,0,2.8194970612490966
chr10-g203,chr10,40600000,40800000,0.433395,"Slc22a16, Ddo, Mettl24",3.0,"33771, 11558, 127802",127802.0,11558.0,57710.333333333336,33771.0,10,0,0,0,0,-3.7112084881577823
chr10-g204,chr10,40800000,41000000,0.41998,"Mettl24, Cdc40, Wasf1",3.0,"127802, 51522, 55036",127802.0,51522.0,78120.0,55036.0,10,0,0,0,0,-4.504590383991151
chr10-g245,chr10,49000000,49200000,0.35975,Grik2,1.0,695086,695086.0,695086.0,695086.0,695086.0,10,0,0,0,0,6.423296008371801
chr10-g246,chr10,49200000,49400000,0.3563999999999999,Grik2,1.0,695086,695086.0,695086.0,695086.0,695086.0,10,0,0,0,0,6.423296008371801
chr10-g247,chr10,49400000,49600000,0.355065,Grik2,1.0,695086,695086.0,695086.0,695086.0,695086.0,10,0,0,0,0,6.423296008371801
chr10-g248,chr10,49600000,49800000,0.36225,Grik2,1.0,695086,695086.0,695086.0,695086.0,695086.0,10,0,0,0,0,6.423296008371801
chr10-g269,chr10,53800000,54000000,0.40018,Man1a,1.0,170953,170953.0,170953.0,170953.0,170953.0,10,0,0,0,0,-4.794831420187943
chr10-g270,chr10,54000000,54200000,0.3995600000000001,"Man1a, Gm16998",2.0,"170953, 5160",170953.0,5160.0,88056.5,88056.5,10,0,0,0,0,-4.794831420187943
chr10-g288,chr10,57600000,57800000,0.39244,"Pkib, Fabp7, Smpdl3a",3.0,"109132, 3528, 17287",109132.0,3528.0,43315.66666666666,17287.0,10,0,0,0,0,4.6515417718161
chr10-g294,chr10,58800000,59000000,0.4438699999999999,Sh3rf3,1.0,325558,325558.0,325558.0,325558.0,325558.0,10,0,0,0,0,-3.437836603214353
chr10-g295,chr10,59000000,59200000,0.441145,"Sh3rf3, Sept10",2.0,"325558, 80221",325558.0,80221.0,202889.5,202889.5,10,0,0,0,0,-3.437836603214353
chr10-g317,chr10,63400000,63600000,0.426985,"Dnajc12, Ctnna3",2.0,"22278, 1573570",1573570.0,22278.0,797924.0,797924.0,10,0,0,0,0,5.611323819568949
chr10-g318,chr10,63600000,63800000,0.4108149999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.611323819568949
chr10-g319,chr10,63800000,64000000,0.4013099999999999,"Ctnna3, Lrrtm3",2.0,"1573570, 161759",1573570.0,161759.0,867664.5,867664.5,10,0,0,0,0,6.073755457093862
chr10-g320,chr10,64000000,64200000,0.401505,"Ctnna3, Lrrtm3",2.0,"1573570, 161759",1573570.0,161759.0,867664.5,867664.5,10,0,0,0,0,6.073755457093862
chr10-g321,chr10,64200000,64400000,0.3886,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.611323819568949
chr10-g322,chr10,64400000,64600000,0.372825,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.611323819568949
chr10-g323,chr10,64600000,64800000,0.3824199999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.611323819568949
chr10-g324,chr10,64800000,65000000,0.3737199999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.611323819568949
chr10-g325,chr10,65000000,65200000,0.36984,"Ctnna3, Gm28881",2.0,"1573570, 842",1573570.0,842.0,787206.0,787206.0,10,0,0,0,0,5.611323819568949
chr10-g339,chr10,67800000,68000000,0.434105,"Zfp365, 4930521O17Rik, Rtkn2",3.0,"26558, 11231, 64295",64295.0,11231.0,34028.0,26558.0,10,1,0,0,0,-3.479117449747716
chr10-g389,chr10,77800000,78000000,0.50283,"Tspear, Gm2696, Gm9507, Gm36176, Krtap10-10, Krtap10-4, Gm10318, Gm3285, 1700009J07Rik, Lrrc3, Trpm2, Cfap410, Pfkl",13.0,"200201, 783, 1143, 574, 1305, 902, 930, 664, 2692, 4961, 62151, 6789, 22859",200201.0,574.0,23534.92307692308,1305.0,10,0,0,0,0,-2.8172716316748465
chr10-g390,chr10,78000000,78200000,0.49811,"Pfkl, Dnmt3l, Aire, Icosl, Gatd3a, Pwp2, Trappc10",7.0,"22859, 13664, 13589, 10158, 7690, 14240, 59223",59223.0,7690.0,20203.28571428572,13664.0,10,0,0,0,0,-2.359550064982289
chr10-g399,chr10,79800000,80000000,0.538655,"Palm, Misp, Mir6910, Ptbp1, Plppr3, E130317F20Rik, Elane, Cfd, Prtn3, Med16, Kiss1r, R3hdm4, Arid3a, Wdr18, Grin3b, Cnn2, Abca7, Tmem259",18.0,"27325, 9432, 66, 10004, 9854, 3595, 1905, 1803, 3506, 14233, 5302, 6878, 27976, 9095, 6467, 6801, 19079, 7141",27976.0,66.0,9470.111111111111,7009.5,10,0,0,0,0,-3.045311848255796
chr10-g401,chr10,80200000,80400000,0.53834,"Pwwp3a, Ndufs7, Dazap1, Gamt, Rps15, Mir6911, Apc2, 2310011J03Rik, Pcsk4, Reep6, Adamtsl5, Plk5, Mex3d, Mbd3",14.0,"18547, 7346, 23423, 2862, 1684, 69, 22302, 2294, 8191, 6297, 8656, 9031, 7297, 6993",23423.0,69.0,8928.0,7321.5,10,0,0,0,0,4.300947044438696
chr10-g407,chr10,81400000,81600000,0.5395099999999999,"Nfic, Gm16104, Mir1191b, Celf5, Ncln, S1pr4, Gna15, Gna11, Tle5, Tle2, Tle6",11.0,"30983, 2005, 58, 23483, 9905, 2393, 21912, 16439, 6928, 15559, 9996",30983.0,58.0,12696.454545454546,9996.0,10,0,0,0,0,5.798277285178177
chr10-g408,chr10,81600000,81800000,0.4403249999999999,"Tle6, BC025920, Sirt6, Gm10778, Ankrd24, Zfp433, Gm32687",7.0,"9996, 3529, 5823, 18293, 19073, 17152, 17195",19073.0,3529.0,13008.714285714286,17152.0,10,0,0,0,0,-2.297922482869319
chr10-g417,chr10,83400000,83600000,0.435125,"Aldh1l2, Washc4",2.0,"46694, 52533",52533.0,46694.0,49613.5,49613.5,10,0,0,0,0,-2.184705921263124
chr10-g418,chr10,83600000,83800000,0.462815,"Appl2, 1500009L16Rik",2.0,"48631, 39898",48631.0,39898.0,44264.5,44264.5,10,0,0,0,0,2.587868096645873
chr10-g422,chr10,84400000,84600000,0.469345,"Nuak1, 4930463O16Rik, Ckap4, Platr7, Tcp11l2",5.0,"69769, 9384, 7584, 5922, 37409",69769.0,5922.0,26013.6,9384.0,10,0,0,0,0,-2.306977917030429
chr10-g426,chr10,85200000,85400000,0.44264,Btbd11,1.0,273479,273479.0,273479.0,273479.0,273479.0,10,0,0,0,0,-3.696337941969922
chr10-g427,chr10,85400000,85600000,0.465335,Btbd11,1.0,273479,273479.0,273479.0,273479.0,273479.0,10,0,0,0,0,-3.696337941969922
chr10-g428,chr10,85600000,85800000,0.455725,Btbd11,1.0,273479,273479.0,273479.0,273479.0,273479.0,10,0,0,0,0,-3.696337941969922
chr10-g431,chr10,86200000,86400000,0.452155,"Syn3, Timp3",2.0,"207304, 49094",207304.0,49094.0,128199.0,128199.0,10,0,0,0,0,-2.306604942558803
chr10-g444,chr10,88800000,89000000,0.414655,"Utp20, Slc5a8, Ano4",3.0,"80208, 43524, 308797",308797.0,43524.0,144176.33333333334,80208.0,10,0,0,0,0,-2.944024482418381
chr10-g445,chr10,89000000,89200000,0.39816,Ano4,1.0,308797,308797.0,308797.0,308797.0,308797.0,10,0,0,0,0,-2.944024482418381
chr10-g446,chr10,89200000,89400000,0.416605,Ano4,1.0,308797,308797.0,308797.0,308797.0,308797.0,10,0,0,0,0,-2.944024482418381
chr10-g460,chr10,92000000,92200000,0.3946,"Mir135a-2, Rmst, Mir1251, Gm20757",4.0,"100, 83433, 84, 204073",204073.0,84.0,71922.5,41766.5,10,0,0,0,0,-7.074604192309137
chr10-g470,chr10,94000000,94200000,0.432945,"Vezt, Fgd6, Nr2c1, Ndufa12",4.0,"74278, 109339, 49284, 22404",109339.0,22404.0,63826.25,61781.0,10,0,0,0,0,2.8479178952845507
chr10-g472,chr10,94400000,94600000,0.456585,"Tmcc3, Mir7211",2.0,"279006, 63",279006.0,63.0,139534.5,139534.5,10,0,0,0,0,-4.2311115082928215
chr10-g473,chr10,94600000,94800000,0.4086149999999999,"Cep83os, Cep83, Plxnc1",3.0,"15121, 101547, 153980",153980.0,15121.0,90216.0,101547.0,10,0,0,0,0,-4.2311115082928215
chr10-g476,chr10,95200000,95400000,0.45024,"Cradd, 2310039L15Rik",2.0,"149398, 26941",149398.0,26941.0,88169.5,88169.5,10,0,0,0,0,-8.641760471482751
chr10-g477,chr10,95400000,95600000,0.4410700000000001,"5730420D15Rik, Socs2, Mrpl42, Ube2n, Nudt4, Mir3058",6.0,"11266, 5368, 21145, 30497, 17140, 91",30497.0,91.0,14251.166666666666,14203.0,10,0,0,0,0,-8.641760471482751
chr10-g483,chr10,96600000,96800000,0.422215,Btg1,1.0,5811,5811.0,5811.0,5811.0,5811.0,10,0,0,0,0,3.382020579944242
chr10-g508,chr10,101600000,101800000,0.36732,"Mgat4c, Mir3059",2.0,"709982, 81",709982.0,81.0,355031.5,355031.5,10,0,0,0,0,-5.261331058694666
chr10-g509,chr10,101800000,102000000,0.35274,Mgat4c,1.0,709982,709982.0,709982.0,709982.0,709982.0,10,0,0,0,0,-5.261331058694666
chr10-g510,chr10,102000000,102200000,0.3602599999999999,Mgat4c,1.0,709982,709982.0,709982.0,709982.0,709982.0,10,0,0,0,0,-5.261331058694666
chr10-g511,chr10,102200000,102400000,0.361585,Mgat4c,1.0,709982,709982.0,709982.0,709982.0,709982.0,10,0,0,0,0,-5.261331058694666
chr10-g542,chr10,108400000,108600000,0.42439,"Pawr, Gm36283, Syt1",3.0,"82203, 34366, 513326",513326.0,34366.0,209965.0,82203.0,10,0,0,0,0,5.093200725418066
chr10-g543,chr10,108600000,108800000,0.3863999999999999,"Syt1, Gm5136",2.0,"513326, 1117",513326.0,1117.0,257221.5,257221.5,10,0,0,0,0,5.093200725418066
chr10-g544,chr10,108800000,109000000,0.375205,Syt1,1.0,513326,513326.0,513326.0,513326.0,513326.0,10,0,0,0,0,5.093200725418066
chr10-g545,chr10,109000000,109200000,0.3750099999999999,Syt1,1.0,513326,513326.0,513326.0,513326.0,513326.0,10,0,0,0,0,5.093200725418066
chr10-g548,chr10,109600000,109800000,0.38412,Nav3,1.0,319131,319131.0,319131.0,319131.0,319131.0,10,0,0,0,0,4.031413730249505
chr10-g549,chr10,109800000,110000000,0.3765899999999999,Nav3,1.0,319131,319131.0,319131.0,319131.0,319131.0,10,0,0,0,0,4.031413730249505
chr10-g550,chr10,110000000,110200000,0.386385,Nav3,1.0,319131,319131.0,319131.0,319131.0,319131.0,10,0,0,0,0,4.031413730249505
chr10-g551,chr10,110200000,110400000,0.390505,,,,,,,,10,0,0,0,0,4.031413730249505
chr10-g552,chr10,110400000,110600000,0.4054649999999999,,,,,,,,10,0,0,0,0,4.031413730249505
chr10-g571,chr10,114200000,114400000,0.370045,Trhde,1.0,403483,403483.0,403483.0,403483.0,403483.0,10,0,0,0,0,3.8012769645108193
chr10-g572,chr10,114400000,114600000,0.36844,Trhde,1.0,403483,403483.0,403483.0,403483.0,403483.0,10,0,0,0,0,3.8012769645108193
chr10-g573,chr10,114600000,114800000,0.383585,Trhde,1.0,403483,403483.0,403483.0,403483.0,403483.0,10,0,0,0,0,3.8012769645108193
chr10-g574,chr10,114800000,115000000,0.395995,"Trhde, Gm15723",2.0,"403483, 15106",403483.0,15106.0,209294.5,209294.5,10,0,0,0,0,3.8012769645108193
chr10-g580,chr10,116000000,116200000,0.4071,"Ptprr, Taf7l2",2.0,"256567, 2254",256567.0,2254.0,129410.5,129410.5,10,0,0,0,0,2.674392227041512
chr10-g581,chr10,116200000,116400000,0.42858,"Ptprr, Ptprb",2.0,"256567, 88165",256567.0,88165.0,172366.0,172366.0,10,0,0,0,0,2.674392227041512
chr10-g582,chr10,116400000,116600000,0.4149,"Kcnmb4os1, Kcnmb4, Kcnmb4os2, Cnot2",4.0,"3115, 55656, 1824, 96352",96352.0,1824.0,39236.75,29385.5,10,0,0,0,0,7.655736170943816
chr10-g591,chr10,118200000,118400000,0.4369950000000001,"Il22, Iltifb",2.0,"5083, 5409",5409.0,5083.0,5246.0,5246.0,10,0,0,0,0,-2.7598140463891485
chr10-g606,chr10,121200000,121400000,0.45979,"4930432O09Rik, Tbc1d30, Gns",3.0,"3509, 87825, 32165",87825.0,3509.0,41166.333333333336,32165.0,10,0,0,0,0,-2.303486418850631
chr10-g636,chr10,127200000,127400000,0.492525,"F420014N23Rik, Pip4k2c, Kif5a, Dctn2, Ddit3, Mbd6, Mars, Arhgap9, Gli1, Inhbe, Inhbc, R3hdm2",12.0,"7395, 14556, 37669, 15698, 5496, 7063, 15566, 7984, 11698, 2447, 14227, 109074",109074.0,2447.0,20739.416666666668,12962.5,10,0,0,0,0,-2.1477310132663483
chr11-g16,chr11,3200000,3400000,0.46265,"Sfi1, Eif4enif1, Drg1, Mir3470a, Patz1, Gm11944, Pik3ip1, Limk2",8.0,"68803, 42006, 16557, 223089, 19953, 11723, 12241, 65942",223089.0,11723.0,57539.25,30979.5,11,0,1,0,0,2.216081388588453
chr11-g18,chr11,3600000,3800000,0.45659,"Morc2a, Tug1, Osbp2",3.0,"41041, 9030, 160173",160173.0,9030.0,70081.33333333333,41041.0,11,0,1,0,0,2.015437170103392
chr11-g19,chr11,3800000,4000000,0.47603,"Osbp2, Dusp18, 4921536K21Rik, Slc35e4, Tcn2, Pes1, Gal3st1",7.0,"160173, 6057, 9039, 7643, 14999, 16030, 15693",160173.0,6057.0,32804.857142857145,14999.0,11,0,1,0,0,2.015437170103392
chr11-g29,chr11,5800000,6000000,0.497015,"Dbnl, Pgam2, Polm, Aebp1, Pold2, Myl7, Gck, Ykt6, Camk2b",9.0,"12498, 2160, 10157, 10383, 6077, 2146, 49259, 12024, 96083",96083.0,2146.0,22309.666666666668,10383.0,11,0,0,0,0,3.477023745470755
chr11-g30,chr11,6000000,6200000,0.4721049999999999,"Camk2b, Nudcd3, Rps15a-ps6",3.0,"96083, 94760, 824",96083.0,824.0,63889.0,94760.0,11,0,0,0,0,3.477023745470755
chr11-g81,chr11,16200000,16400000,0.389575,Vstm2a,1.0,26810,26810.0,26810.0,26810.0,26810.0,11,0,0,0,0,-2.435233768713856
chr11-g82,chr11,16400000,16600000,0.401295,Sec61g,1.0,6847,6847.0,6847.0,6847.0,6847.0,11,0,0,0,0,-2.435233768713856
chr11-g94,chr11,18800000,19000000,0.4105,Meis1,1.0,138542,138542.0,138542.0,138542.0,138542.0,11,0,0,0,0,2.200358245929811
chr11-g95,chr11,19000000,19200000,0.416745,"Meis1, 4933406G16Rik",2.0,"138542, 10466",138542.0,10466.0,74504.0,74504.0,11,0,0,0,0,2.1989894346170424
chr11-g99,chr11,19800000,20000000,0.46505,Spred2,1.0,98156,98156.0,98156.0,98156.0,98156.0,11,0,0,0,0,2.4123717529818625
chr11-g100,chr11,20000000,20200000,0.4434699999999999,"Spred2, Actr2",2.0,"98156, 50648",98156.0,50648.0,74402.0,74402.0,11,0,0,0,0,2.4123717529818625
chr11-g101,chr11,20200000,20400000,0.44921,"Rab1a, Cep68, Slc1a4",3.0,"25445, 22388, 30534",30534.0,22388.0,26122.33333333333,25445.0,11,0,0,0,0,-3.435573113100183
chr11-g141,chr11,28200000,28400000,0.384755,Ccdc85a,1.0,198641,198641.0,198641.0,198641.0,198641.0,11,0,0,0,0,-2.480398708517679
