200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,MLI1_pol_ass,MLI1_spk_ass,log2FC_M2P
chr8-g546,chr8,109200000,109400000,0.418305,"D030068K23Rik, 4922502B01Rik, Gm1943",3.0,"178418, 104505, 1109",178418.0,1109.0,94677.33333333331,104505.0,8,0,0,0,0,3.9372112056813537
chr8-g550,chr8,110000000,110200000,0.47282,"8030455M16Rik, Chst4, Zfp612, Tle7, Calb2",5.0,"9745, 10260, 13019, 10683, 25687",25687.0,9745.0,13878.8,10683.0,8,0,0,0,0,2.392702237447057
chr8-g555,chr8,111000000,111200000,0.4502949999999999,"Mir3473d, Ddx19b, Aars, Exosc6, Clec18a, Pdpr, 9430091E24Rik, Glg1",8.0,"81, 28566, 21728, 1326, 12212, 40400, 18055, 105927",105927.0,81.0,28536.875,19891.5,8,0,0,0,0,2.2679759039613065
chr8-g558,chr8,111600000,111800000,0.47997,"Znrf1, Zfp1, Ldhd, Ctrb1, Mir7076, Bcar1, Cfdp1",7.0,"89080, 27569, 4726, 4501, 74, 33375, 87656",89080.0,74.0,35283.0,27569.0,8,0,0,0,0,-2.6321263273430078
chr8-g560,chr8,112000000,112200000,0.438865,"Kars, Terf2ip, Gm9564",3.0,"17916, 9170, 7488",17916.0,7488.0,11524.666666666666,9170.0,8,0,0,0,0,2.441841793426501
chr8-g562,chr8,112400000,112600000,0.41191,"Cntnap4, Gm26994",2.0,"312665, 14959",312665.0,14959.0,163812.0,163812.0,8,0,0,0,0,4.220679110346247
chr8-g563,chr8,112600000,112800000,0.405505,Cntnap4,1.0,312665,312665.0,312665.0,312665.0,312665.0,8,0,0,0,0,4.220679110346247
chr8-g564,chr8,112800000,113000000,0.388765,Cntnap4,1.0,312665,312665.0,312665.0,312665.0,312665.0,8,0,0,0,0,4.220679110346247
chr8-g568,chr8,113600000,113800000,0.435965,"Mon1b, Syce1l, Gm30052, Adamts18",4.0,"9394, 12321, 8533, 151716",151716.0,8533.0,45491.0,10857.5,8,0,0,0,0,5.939485965610132
chr8-g569,chr8,113800000,114000000,0.43585,Adamts18,1.0,151716,151716.0,151716.0,151716.0,151716.0,8,0,0,0,0,5.939485965610132
chr8-g571,chr8,114200000,114400000,0.438565,"Vat1l, 4933408N05Rik",2.0,"168431, 10318",168431.0,10318.0,89374.5,89374.5,8,0,0,0,0,3.569599485422467
chr8-g572,chr8,114400000,114600000,0.459055,"Clec3a, Wwox",2.0,"10100, 913061",913061.0,10100.0,461580.5,461580.5,8,0,0,0,0,2.0655607360947417
chr8-g573,chr8,114600000,114800000,0.452285,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8,0,0,0,0,2.0655607360947417
chr8-g574,chr8,114800000,115000000,0.46342,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8,0,0,0,0,2.0655607360947417
chr8-g575,chr8,115000000,115200000,0.4569,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8,0,0,0,0,2.0655607360947417
chr8-g576,chr8,115200000,115400000,0.45308,Wwox,1.0,913061,913061.0,913061.0,913061.0,913061.0,8,0,0,0,0,2.0655607360947417
chr8-g582,chr8,116400000,116600000,0.4499399999999999,"Dynlrb2, Cdyl2",2.0,"10901, 164268",164268.0,10901.0,87584.5,87584.5,8,1,0,0,0,2.2051492339960777
chr8-g583,chr8,116600000,116800000,0.447045,"Cdyl2, 4930563M20Rik",2.0,"164268, 19701",164268.0,19701.0,91984.5,91984.5,8,0,0,0,0,2.2051492339960777
chr8-g584,chr8,116800000,117000000,0.4665499999999999,"4930563M20Rik, Cmc2, Cenpn, Atmin, 1700030J22Rik, Gcsh, Pkd1l2",7.0,"19701, 32752, 19764, 17053, 9365, 11532, 86771",86771.0,9365.0,28134.0,19701.0,8,0,0,0,0,2.4068227858760727
chr8-g597,chr8,119400000,119600000,0.51573,"Mlycd, Osgin1, Necab2, Slc38a8, Mbtps1, Hsdl1, Dnaaf1, Taf1c",8.0,"16209, 9110, 25917, 22096, 50610, 13223, 23220, 7267",50610.0,7267.0,20956.5,19152.5,8,0,1,0,0,2.5681697392372294
chr8-g599,chr8,119800000,120000000,0.497255,"Cotl1, Klhl36, Usp10, Crispld2",4.0,"31366, 14685, 47200, 60357",60357.0,14685.0,38402.0,39283.0,8,0,0,0,0,6.036785367182285
chr8-g609,chr8,121800000,122000000,0.507655,"Klhdc4, Slc7a5, BC048644, Car5a, Banp, Mir7237",6.0,"33262, 26541, 10596, 28775, 78769, 63",78769.0,63.0,29667.666666666668,27658.0,8,0,0,0,0,8.31154285423709
chr8-g619,chr8,123800000,124000000,0.4765849999999999,"Rab4a, Ccsap, Acta1, Nup133, Abcb10, Taf5l",6.0,"29296, 19366, 3018, 52143, 30664, 25082",52143.0,3018.0,26594.83333333333,27189.0,8,0,0,0,0,2.134048534531237
chr8-g623,chr8,124600000,124800000,0.4934199999999999,"Capn9, 2310022B05Rik, Ttc13, Arv1, Fam89a, Trim67",6.0,"42621, 27614, 50646, 15959, 11610, 41686",50646.0,11610.0,31689.33333333333,34650.0,8,0,0,0,0,4.144345210377273
chr8-g624,chr8,124800000,125000000,0.4828549999999999,"Trim67, 2810004N23Rik, Gnpat, Sprtn, Exoc8, Egln1",6.0,"41686, 23675, 27025, 8267, 7407, 40668",41686.0,7407.0,24788.0,25350.0,8,0,0,0,0,4.144345210377273
chr8-g629,chr8,125800000,126000000,0.4734399999999999,"Pcnx2, A730098A19Rik, Map3k21, Kcnk1",4.0,"146810, 10231, 36990, 35587",146810.0,10231.0,57404.5,36288.5,8,0,0,0,0,3.046089581937802
chr8-g630,chr8,126000000,126200000,0.45809,"Kcnk1, Slc35f3",2.0,"35587, 256833",256833.0,35587.0,146210.0,146210.0,8,0,0,0,0,3.474025466739628
chr8-g631,chr8,126200000,126400000,0.46981,Slc35f3,1.0,256833,256833.0,256833.0,256833.0,256833.0,8,0,0,0,0,4.635860994708557
chr8-g634,chr8,126800000,127000000,0.4636,"A630001O12Rik, Tomm20, Rbm34, Gm29688",4.0,"2818, 15258, 23877, 1398",23877.0,1398.0,10837.75,9038.0,8,0,0,0,0,2.0344103565834453
chr9-g21,chr9,4200000,4400000,0.39653,"Aasdhppt, Kbtbd3, Msantd4",3.0,"14702, 21917, 10339",21917.0,10339.0,15652.666666666666,14702.0,9,0,0,0,0,3.050821963342573
chr9-g22,chr9,4400000,4600000,0.36813,Gria4,1.0,378342,378342.0,378342.0,378342.0,378342.0,9,0,0,0,0,6.426464164419608
chr9-g23,chr9,4600000,4800000,0.36777,Gria4,1.0,378342,378342.0,378342.0,378342.0,378342.0,9,0,0,0,0,6.426464164419608
chr9-g38,chr9,7600000,7800000,0.424735,"Mmp20, AV064505, Mmp7, Tmem123, Mir5618",5.0,"46738, 26203, 7496, 30168, 51",46738.0,51.0,22131.2,26203.0,9,0,0,0,0,-3.7252894185490897
chr9-g42,chr9,8400000,8600000,0.402045,Trpc6,1.0,136600,136600.0,136600.0,136600.0,136600.0,9,0,0,0,0,3.850668483668757
chr9-g43,chr9,8600000,8800000,0.3976349999999999,"Trpc6, Gm32014",2.0,"136600, 96911",136600.0,96911.0,116755.5,116755.5,9,0,0,0,0,3.850668483668757
chr9-g44,chr9,8800000,9000000,0.390475,"Pgr, Arhgap42",2.0,"68779, 246521",246521.0,68779.0,157650.0,157650.0,9,0,0,0,0,-3.1203781601196403
chr9-g45,chr9,9000000,9200000,0.405865,Arhgap42,1.0,246521,246521.0,246521.0,246521.0,246521.0,9,0,0,0,0,-3.1203781601196403
chr9-g46,chr9,9200000,9400000,0.411165,"Arhgap42, Gm16833",2.0,"246521, 24598",246521.0,24598.0,135559.5,135559.5,9,0,0,0,0,-3.1203781601196403
chr9-g66,chr9,13200000,13325000,0.39444,"Ccdc82, Jrkl",2.0,"45398, 2952",45398.0,2952.0,24175.0,24175.0,9,0,1,0,0,3.116180455923406
chr9-g69,chr9,13800000,14000000,0.4221849999999999,"Mtmr2, Cep57, Fam76b",3.0,"59718, 19325, 18826",59718.0,18826.0,32623.0,19325.0,9,0,1,0,0,2.4312734752416607
chr9-g71,chr9,14200000,14400000,0.434375,"Sesn3, Endod1",2.0,"49834, 27253",49834.0,27253.0,38543.5,38543.5,9,0,0,0,0,4.9790890487986985
chr9-g72,chr9,14400000,14600000,0.440895,"Kdm4d, Cwc15, Amotl1",3.0,"37902, 10002, 73034",73034.0,10002.0,40312.66666666666,37902.0,9,0,0,0,0,5.42211395044792
chr9-g73,chr9,14600000,14800000,0.453285,"Amotl1, Gm7607, Piwil4, Fut4, 1700012B09Rik, Mre11a, Ankrd49",7.0,"73034, 2079, 38897, 3664, 12837, 52473, 4954",73034.0,2079.0,26848.28571428572,12837.0,9,0,0,0,0,2.189020052711081
chr9-g74,chr9,14800000,15000000,0.447855,"Mre11a, Gpr83, Izumo1r",3.0,"52473, 10580, 3929",52473.0,3929.0,22327.33333333333,10580.0,9,0,0,0,0,1.935849872977902
chr9-g78,chr9,15600000,15800000,0.43148,"Deup1, 4930540M03Rik, Slc36a4",3.0,"46740, 21364, 32650",46740.0,21364.0,33584.666666666664,32650.0,9,0,0,0,0,3.9359615037769062
chr9-g79,chr9,15800000,16000000,0.4242599999999999,"Mtnr1b, Fat3",2.0,"11943, 591865",591865.0,11943.0,301904.0,301904.0,9,0,0,0,1,4.490854513292971
chr9-g80,chr9,16000000,16200000,0.40465,Fat3,1.0,591865,591865.0,591865.0,591865.0,591865.0,9,0,0,0,0,4.490854513292971
chr9-g81,chr9,16200000,16400000,0.407335,Fat3,1.0,591865,591865.0,591865.0,591865.0,591865.0,9,0,0,0,0,4.490854513292971
chr9-g82,chr9,16400000,16600000,0.405865,Fat3,1.0,591865,591865.0,591865.0,591865.0,591865.0,9,0,0,0,0,4.490854513292971
chr9-g103,chr9,20600000,20800000,0.481075,"Fbxl12os, Ubl5, Fbxl12, Pin1, Olfm2, Col5a3",6.0,"9797, 3457, 7019, 11595, 78607, 45011",78607.0,3457.0,25914.33333333333,10696.0,9,0,0,0,0,2.374057748945028
chr9-g104,chr9,20800000,21000000,0.4993700000000001,"Col5a3, Rdh8, Shfl, Angptl6, Ppan, Eif3g, Mir7081, Dnmt1, S1pr2",9.0,"45011, 9564, 5666, 5902, 4005, 4242, 75, 52683, 10842",52683.0,75.0,15332.222222222224,5902.0,9,0,0,0,0,2.7696314834141726
chr9-g105,chr9,21000000,21200000,0.500175,"Mrpl4, Icam1, Icam5, Icam4, Mir1900, Fdx2, Zglp1, Gm38431, Raver1, Mir7082, Tyk2, Cdc37, Pde4a",13.0,"6101, 12875, 6999, 1165, 78, 6020, 4701, 24495, 17834, 92, 27208, 11366, 47535",47535.0,78.0,12805.307692307691,6999.0,9,0,0,0,0,4.368016548331231
chr9-g106,chr9,21200000,21400000,0.48893,"Pde4a, Keap1, S1pr5, Atg4d, Kri1, Cdkn2d, Ap1m2, Slc44a2, Ilf3",9.0,"47535, 9603, 5527, 9553, 14513, 2746, 16877, 34310, 37493",47535.0,2746.0,19795.222222222223,14513.0,9,0,0,0,1,2.728953140498832
chr9-g107,chr9,21400000,21600000,0.493315,"Ilf3, Dnm2, Qtrt1, Gm16853, Mir199a-1, Tmed1, Carm1, AB124611, Timm29, Yipf2",10.0,"37493, 82239, 8443, 6479, 70, 2855, 42572, 19155, 3249, 4150",82239.0,70.0,20670.5,7461.0,9,0,0,0,0,2.5621043099095147
chr9-g108,chr9,21600000,21800000,0.48557,"Smarca4, Mir1946b, Gm7904, Ldlr, Spc24, Kank2",6.0,"88062, 133, 1246, 26343, 4864, 31774",88062.0,133.0,25403.666666666668,15603.5,9,0,0,0,0,2.650852615794145
chr9-g109,chr9,21800000,22000000,0.50325,"Mir7083, Dock6, Angptl8, Rab3d, Tmem205, Plppr2, Ccdc159, Swsap1, Epor, Gm45914, Rgl3, Ccdc151",12.0,"60, 52456, 1838, 10692, 6527, 11898, 8402, 2518, 4678, 723, 17927, 12764",52456.0,60.0,10873.583333333334,7464.5,9,0,0,0,0,5.289241868683048
chr9-g110,chr9,22000000,22200000,0.49039,"Ccdc151, Prkcsh, Elavl3, Gm16845, Zfp653, Ecsit, Cnn1, Elof1, Mir7084, Acp5, Pigyl, Zfp872",12.0,"12764, 11258, 37019, 15130, 15966, 13182, 9969, 4210, 70, 9020, 1509, 13958",37019.0,70.0,12004.583333333334,12011.0,9,0,0,0,0,2.5951243533120074
chr9-g122,chr9,24400000,24600000,0.4108949999999999,"Dpy19l1, Dpy19l2",2.0,"91360, 139246",139246.0,91360.0,115303.0,115303.0,9,0,0,0,0,4.680461724453702
chr9-g152,chr9,30400000,30600000,0.432295,Snx19,1.0,39398,39398.0,39398.0,39398.0,39398.0,9,0,0,0,0,2.7092197786524754
chr9-g155,chr9,31000000,31200000,0.44275,"Zbtb44, St14, Aplp2",3.0,"45242, 43210, 62292",62292.0,43210.0,50248.0,45242.0,9,0,0,0,0,2.6611246098585646
chr9-g156,chr9,31200000,31400000,0.440575,"Aplp2, Gm7244, Prdm10, Nfrkb",4.0,"62292, 3985, 50070, 35145",62292.0,3985.0,37873.0,42607.5,9,0,0,0,0,2.5363495197211288
chr9-g172,chr9,34400000,34600000,0.43671,Kirrel3,1.0,547577,547577.0,547577.0,547577.0,547577.0,9,0,0,0,0,5.2296522505113465
chr9-g173,chr9,34600000,34800000,0.443865,Kirrel3,1.0,547577,547577.0,547577.0,547577.0,547577.0,9,0,0,0,0,5.2296522505113465
chr9-g174,chr9,34800000,35000000,0.4666049999999999,Kirrel3,1.0,547577,547577.0,547577.0,547577.0,547577.0,9,0,0,0,0,5.2296522505113465
chr9-g175,chr9,35000000,35200000,0.45708,"Kirrel3, St3gal4, 4930581F22Rik, Dcps, Tirap",5.0,"547577, 70289, 14195, 51574, 15901",547577.0,14195.0,139907.2,51574.0,9,0,0,0,0,5.247407406693568
chr9-g176,chr9,35200000,35400000,0.44731,"Tirap, Srpr, Foxred1, Fam118b, Rpusd4, 4933422A05Rik",6.0,"15901, 5801, 6835, 50841, 8077, 4319",50841.0,4319.0,15295.666666666666,7456.0,9,0,0,0,0,2.0719226533924684
chr9-g177,chr9,35400000,35600000,0.433565,"Cdon, Ddx25, Pus3, Hyls1",4.0,"55577, 16623, 8842, 9249",55577.0,8842.0,22572.75,12936.0,9,0,0,0,0,-0.4559392739906635
chr9-g180,chr9,36000000,36200000,0.39137,"Gm5916, Gm3434",2.0,"8846, 1344",8846.0,1344.0,5095.0,5095.0,9,0,0,0,0,4.418968166803945
chr9-g184,chr9,36800000,37000000,0.449395,"Fez1, Pknox2",2.0,"57034, 256344",256344.0,57034.0,156689.0,156689.0,9,0,0,0,0,3.7824897534533313
chr9-g185,chr9,37000000,37200000,0.45572,Pknox2,1.0,256344,256344.0,256344.0,256344.0,256344.0,9,0,0,0,0,5.322089700920495
chr9-g203,chr9,40600000,40800000,0.45467,Clmp,1.0,99301,99301.0,99301.0,99301.0,99301.0,9,0,0,0,0,8.217960341201982
chr9-g204,chr9,40800000,41000000,0.442045,"Hspa8, Snord14c, Bsx, Jhy, Crtam",5.0,"3927, 87, 3846, 69703, 31831",69703.0,87.0,21878.8,3927.0,9,0,0,0,0,2.116276155955501
chr9-g205,chr9,41000000,41200000,0.465865,"Crtam, Ubash3b",2.0,"31831, 144437",144437.0,31831.0,88134.0,88134.0,9,0,0,0,0,3.0653104234770057
chr9-g211,chr9,42200000,42400000,0.446385,"4930546K05Rik, Sc5d, Tecta",3.0,"26994, 10124, 70311",70311.0,10124.0,35809.666666666664,26994.0,9,0,0,0,0,2.1916292929220424
chr9-g212,chr9,42400000,42600000,0.456865,"Tbcel, Grik4",2.0,"59943, 423960",423960.0,59943.0,241951.5,241951.5,9,0,0,0,0,-6.986996259086358
chr9-g213,chr9,42600000,42800000,0.4785,Grik4,1.0,423960,423960.0,423960.0,423960.0,423960.0,9,0,0,0,0,-6.986996259086358
chr9-g214,chr9,42800000,43000000,0.47722,"Grik4, Arhgef12",2.0,"423960, 141877",423960.0,141877.0,282918.5,282918.5,9,0,0,0,0,-6.986996259086358
chr9-g221,chr9,44200000,44400000,0.480275,"Cbl, Ccdc153, Pdzd3, Nlrx1, Abcg4, Hinfp, C2cd2l, H2ax, Dpagt1, Hmbs, Vps11, Slc37a4, Hyou1",13.0,"84785, 6630, 4153, 15887, 15055, 9999, 11046, 1359, 7081, 7881, 13922, 4790, 12880",84785.0,1359.0,15036.0,9999.0,9,0,0,0,0,2.165340790714025
chr9-g222,chr9,44400000,44600000,0.483745,"Slc37a4, Mir7085, Rps25, Trappc4, Ccdc84, Foxr1, Upk2, Bcl9l, Cxcr5",9.0,"4790, 66, 2693, 3790, 7906, 6635, 2053, 12771, 14658",14658.0,66.0,6151.333333333333,4790.0,9,0,0,0,0,2.557106463306156
chr9-g223,chr9,44600000,44800000,0.468825,"Ddx6, Treh, Phldb1, Arcn1, Ift46, Tmem25, Ttc36",7.0,"35840, 13073, 48891, 25665, 19706, 5475, 3552",48891.0,3552.0,21743.14285714286,19706.0,9,0,0,0,0,2.7306676821929483
chr9-g227,chr9,45400000,45600000,0.49025,"Fxyd2, 4833428L15Rik, Dscaml1",3.0,"10570, 14607, 323361",323361.0,10570.0,116179.33333333331,14607.0,9,0,0,0,0,6.6727573971762695
chr9-g228,chr9,45600000,45800000,0.497115,"Dscaml1, Cep164",2.0,"323361, 61718",323361.0,61718.0,192539.5,192539.5,9,0,0,0,0,6.6727573971762695
chr9-g237,chr9,47400000,47600000,0.44135,Cadm1,1.0,323034,323034.0,323034.0,323034.0,323034.0,9,0,0,0,0,3.5521584077129065
chr9-g238,chr9,47600000,47800000,0.4271299999999999,"Cadm1, Gm10677",2.0,"323034, 19049",323034.0,19049.0,171041.5,171041.5,9,0,0,0,0,3.5521584077129065
chr9-g239,chr9,47800000,48000000,0.457995,"Cadm1, Gm10677",2.0,"323034, 19049",323034.0,19049.0,171041.5,171041.5,9,0,0,0,0,3.5521584077129065
chr9-g253,chr9,50600000,50800000,0.44703,"Sdhd, Timm8b, Pih1d2, Nkapd1, Dlat, Dixdc1, 2310030G06Rik, Cryab, Fdxacb1, Hspb2, 1110032A03Rik, Alg9",12.0,"7510, 1420, 7680, 12225, 25148, 74983, 6837, 3665, 4433, 1283, 6811, 68415",74983.0,1283.0,18367.5,7173.5,9,0,0,0,0,1.978293242673595
chr9-g258,chr9,51600000,51800000,0.40995,Arhgap20,1.0,87709,87709.0,87709.0,87709.0,87709.0,9,0,0,0,0,-2.190238760363528
chr9-g259,chr9,51800000,52000000,0.424985,"Arhgap20, Arhgap20os, 4933407I05Rik, Fdx1",4.0,"87709, 36393, 12575, 20578",87709.0,12575.0,39313.75,28485.5,9,0,0,0,0,-2.211710282370574
chr9-g260,chr9,52000000,52200000,0.4112149999999999,"Gm6981, Rdx, Mir6244, Zc3h12c",4.0,"46645, 40798, 117, 58836",58836.0,117.0,36599.0,43721.5,9,0,0,0,0,3.1222101863743816
chr9-g272,chr9,54400000,54600000,0.429045,"Dmxl2, Sh2d7, Cib2, Idh3a",4.0,"136469, 10897, 15397, 18152",136469.0,10897.0,45228.75,16774.5,9,0,0,0,0,2.354731785034918
chr9-g273,chr9,54600000,54800000,0.469545,"Idh3a, Acsbg1, Dnaja4, Mir5710, Wdr61, Crabp1",6.0,"18152, 56889, 17035, 69, 17397, 8363",56889.0,69.0,19650.83333333333,17216.0,9,0,0,0,0,2.354731785034918
chr9-g276,chr9,55200000,55400000,0.43492,"Ube2q2, Fbxo22, Nrg4, Tmem266",4.0,"58161, 15499, 63404, 111432",111432.0,15499.0,62124.0,60782.5,9,0,0,0,0,3.950828810932867
chr9-g277,chr9,55400000,55600000,0.4398,"Tmem266, Etfa, Isl2, Scaper",4.0,"111432, 57808, 5030, 388241",388241.0,5030.0,140627.75,84620.0,9,0,0,0,0,3.950828810932867
chr9-g280,chr9,56000000,56200000,0.4505699999999999,"Gm7444, Rcn2, Pstpip1, Tspan3",4.0,"3938, 1401, 38915, 25187",38915.0,1401.0,17360.25,14562.5,9,0,0,0,0,3.075124333021628
chr9-g282,chr9,56400000,56600000,0.451495,"Peak1, Hmg20a",2.0,"216922, 78318",216922.0,78318.0,147620.0,147620.0,9,0,0,0,0,2.642149443473076
chr9-g283,chr9,56600000,56800000,0.5168699999999999,Lingo1,1.0,177847,177847.0,177847.0,177847.0,177847.0,9,0,0,0,0,4.953733330586264
chr9-g287,chr9,57400000,57600000,0.47653,"4930430J02Rik, Ppcdc, Scamp5, Rpp25, Cox5a, Fam219b, Mpi, Scamp2, Ulk3, Cplx3",10.0,"9295, 26154, 26734, 1346, 11195, 5660, 8485, 27855, 6782, 6290",27855.0,1346.0,12979.6,8890.0,9,0,0,0,0,2.1684735890479674
chr9-g288,chr9,57600000,57800000,0.4861149999999999,"Cplx3, Lman1l, Csk, Cyp1a1, Cyp1a2, Edc3, Clk3, Arid3b",8.0,"6290, 13742, 26986, 6212, 6719, 41594, 15150, 43730",43730.0,6212.0,20052.875,14446.0,9,0,0,0,0,4.617825075405248
chr9-g291,chr9,58200000,58400000,0.484595,"Islr2, 1600029O15Rik, Mir6385, Pml, Stoml1, Loxl1, 1700072B07Rik, Tbc1d21",8.0,"8023, 5912, 105, 32607, 9361, 25490, 3680, 10740",32607.0,105.0,11989.75,8692.0,9,0,0,0,0,-4.272020757743232
chr9-g294,chr9,58800000,59000000,0.4320949999999999,"Hcn4, Neo1",2.0,"40226, 161762",161762.0,40226.0,100994.0,100994.0,9,0,0,0,0,3.936624599997141
chr9-g295,chr9,59000000,59200000,0.4280149999999999,Neo1,1.0,161762,161762.0,161762.0,161762.0,161762.0,9,0,0,0,0,3.936624599997141
chr9-g296,chr9,59200000,59400000,0.43327,"Adpgk, Bbs4, Arih1",3.0,"24629, 31543, 97821",97821.0,24629.0,51331.0,31543.0,9,0,0,0,0,2.919190549966512
chr9-g303,chr9,60600000,60800000,0.445075,"Lrrc49, Larp6, Uaca",3.0,"100900, 25681, 85990",100900.0,25681.0,70857.0,85990.0,9,0,0,0,0,2.4063915847846307
chr9-g309,chr9,61800000,62000000,0.47581,"Rplp1, Kif23, Paqr5",3.0,"1228, 29522, 73053",73053.0,1228.0,34601.0,29522.0,9,0,0,0,0,2.0730704384728624
chr9-g310,chr9,62000000,62200000,0.448395,"Paqr5, Glce, Mir5133",3.0,"73053, 65366, 77",73053.0,77.0,46165.333333333336,65366.0,9,0,0,0,0,3.4048646313735107
chr9-g312,chr9,62400000,62600000,0.4888049999999999,Coro2b,1.0,117553,117553.0,117553.0,117553.0,117553.0,9,0,0,0,0,-3.6848408031035
chr9-g313,chr9,62600000,62800000,0.48383,"Itga11, Fem1b",2.0,"106125, 19819",106125.0,19819.0,62972.0,62972.0,9,0,0,0,0,2.0294800093609138
chr9-g314,chr9,62800000,63000000,0.43825,"Fem1b, Cln6, Gm10653, Calml4, Pias1",5.0,"19819, 13222, 20548, 17814, 100803",100803.0,13222.0,34441.2,19819.0,9,0,0,0,0,2.1790806082169025
chr9-g318,chr9,63600000,63800000,0.4903749999999999,"Iqch, Aagab, Smad3",3.0,"181045, 41945, 111228",181045.0,41945.0,111406.0,111228.0,9,0,0,0,0,5.053982289782288
chr9-g320,chr9,64000000,64200000,0.475115,"Smad6, 1110036E04Rik, 1700055C04Rik, Scarletltr, Lctl, Zwilch, Rpl4, Snord16a, Snapc5, Map2k1",10.0,"68984, 4272, 3001, 7285, 20972, 35788, 5176, 91, 3392, 67837",68984.0,91.0,21679.8,6230.5,9,0,0,0,0,2.2047792920455698
chr9-g321,chr9,64200000,64400000,0.450765,"Map2k1, Uchl4, Tipin, Dis3l, Megf11",5.0,"67837, 1162, 23838, 34502, 323580",323580.0,1162.0,90183.8,34502.0,9,0,0,0,0,8.061102601552209
chr9-g322,chr9,64400000,64600000,0.48785,Megf11,1.0,323580,323580.0,323580.0,323580.0,323580.0,9,0,0,0,0,8.061102601552209
chr9-g323,chr9,64600000,64800000,0.458545,"Megf11, Rab11a",2.0,"323580, 22457",323580.0,22457.0,173018.5,173018.5,9,0,0,0,0,8.061102601552209
chr9-g324,chr9,64800000,65000000,0.4243149999999999,"Dennd4a, Slc24a1, Ints14, Hacd3",4.0,"108657, 28760, 26052, 34735",108657.0,26052.0,49551.0,31747.5,9,0,0,0,0,4.242054163768732
chr9-g326,chr9,65200000,65400000,0.46104,"Parp16, Cilp, Clpx, Pdcd7, Ubap1l, Rasl12, Kbtbd13",7.0,"24530, 15435, 36399, 13576, 19185, 16366, 2969",36399.0,2969.0,18351.42857142857,16366.0,9,0,0,0,0,2.919649999113921
chr9-g330,chr9,66000000,66200000,0.450485,"Csnk1g1, Ppib, Snx22, Snx1, Ciao2a, Dapk2",6.0,"136005, 6461, 4556, 36760, 12358, 114017",136005.0,4556.0,51692.833333333336,24559.0,9,0,0,0,0,2.102182362434297
chr9-g343,chr9,68600000,68800000,0.4434199999999999,"Rora, 9530091C08Rik",2.0,"734461, 7977",734461.0,7977.0,371219.0,371219.0,9,0,0,0,0,3.658476801942893
chr9-g344,chr9,68800000,69000000,0.449395,Rora,1.0,734461,734461.0,734461.0,734461.0,734461.0,9,0,0,0,0,3.658476801942893
chr9-g345,chr9,69000000,69200000,0.446755,Rora,1.0,734461,734461.0,734461.0,734461.0,734461.0,9,0,0,0,0,3.658476801942893
chr9-g346,chr9,69200000,69400000,0.4436049999999999,"Rora, Gm15511, Ice2",3.0,"734461, 15359, 35077",734461.0,15359.0,261632.3333333333,35077.0,9,0,0,0,0,3.652817870644691
chr9-g347,chr9,69400000,69600000,0.439625,"Ice2, Mir3109, Anxa2",3.0,"35077, 88, 38103",38103.0,88.0,24422.666666666668,35077.0,9,0,0,0,0,1.909183550077696
chr9-g351,chr9,70200000,70400000,0.457295,Myo1e,1.0,192718,192718.0,192718.0,192718.0,192718.0,9,0,0,0,0,-2.7171368524037893
chr9-g352,chr9,70400000,70600000,0.411835,"Myo1e, Ccnb2, Mir5626, Rnf111, Sltm, Mindy2",6.0,"192718, 13866, 60, 78352, 49523, 58161",192718.0,60.0,65446.66666666666,53842.0,9,0,0,0,0,-2.7171368524037893
chr9-g357,chr9,71400000,71600000,0.449345,"Polr2m, Myzap",2.0,"7547, 88014",88014.0,7547.0,47780.5,47780.5,9,0,0,0,0,2.784904474965842
chr9-g359,chr9,71800000,72000000,0.4025499999999999,Tcf12,1.0,267568,267568.0,267568.0,267568.0,267568.0,9,0,0,0,0,2.43421060868402
chr9-g360,chr9,72000000,72200000,0.397325,Tcf12,1.0,267568,267568.0,267568.0,267568.0,267568.0,9,0,0,0,0,2.43421060868402
chr9-g361,chr9,72200000,72400000,0.3946049999999999,Zfp280d,1.0,88884,88884.0,88884.0,88884.0,88884.0,9,0,0,0,0,2.1292362903117668
chr9-g364,chr9,72800000,73000000,0.442275,"Prtg, Pygo1, Dnaaf4, Ccpg1, Ccpg1os",5.0,"110034, 26941, 14283, 28435, 5652",110034.0,5652.0,37069.0,26941.0,9,0,0,0,0,2.669622019685676
chr9-g365,chr9,73000000,73200000,0.45622,"Ccpg1, Pigb, Rab27a, 2310009A05Rik, Khdc3, Rsl24d1",6.0,"28435, 24004, 52805, 3065, 2046, 9865",52805.0,2046.0,20036.666666666668,16934.5,9,0,0,0,0,3.2039744677661344
chr9-g367,chr9,73400000,73600000,0.4085149999999999,Unc13c,1.0,489614,489614.0,489614.0,489614.0,489614.0,9,0,0,0,0,5.229935065698017
chr9-g368,chr9,73600000,73800000,0.4005399999999999,Unc13c,1.0,489614,489614.0,489614.0,489614.0,489614.0,9,0,0,0,0,5.229935065698017
