200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,Granule_pol_ass,Granule_spk_ass,log2FC_G2P
chr10-g403,chr10,80600000,80800000,0.5294399999999999,"Mir6912, Csnk1g2, Scamp4, Adat3, Btbd2, Mknk2, Mob3a, Izumo4, Ap3d1, Dot1l, Sf3a2, Plekhj1",12.0,"70, 17992, 12902, 4775, 14455, 10976, 16568, 2690, 35320, 40259, 6188, 2528",40259.0,70.0,13726.916666666666,11939.0,10,0,0,0,0,2.512170549576076
chr10-g404,chr10,80800000,81000000,0.5311750000000001,"Sf3a2, Amh, Jsrp1, Oaz1, Oaz1-ps, Mir1982, Lingo3, Sppl2b, Lsm7, Tmprss9, Timm13, Lmnb2, Gadd45b, Gng7",14.0,"6188, 2440, 5003, 2635, 2522, 74, 11239, 5754, 2385, 19679, 1520, 16883, 2114, 66302",66302.0,74.0,10338.42857142857,3819.0,10,0,0,0,0,4.281979578011719
chr10-g405,chr10,81000000,81200000,0.5346799999999999,"Gng7, Diras1, Slc39a3, Sgta, Thop1, Creb3l3, Map2k2, Mir5615-2, Mir5615-1, Zbtb7a, Pias4, Dapk3, Snord37, Atcayos, Eef2, Nmrk2",16.0,"66302, 5788, 8776, 16201, 12278, 14540, 18783, 60, 60, 15387, 13755, 10191, 53, 13680, 5879, 3868",66302.0,53.0,12850.0625,11234.5,10,0,0,0,0,2.252843717398665
chr10-g406,chr10,81200000,81400000,0.548395,"Atcayos, Nmrk2, Atcay, Zfr2, Matk, Mir3057, Apba3, Mrpl54, Tjp3, Pip5k1c, Cactin, Tbxa2r, Gipc3, Hmg20b, Mfsd12, 4930404N11Rik, Fzr1, Mir6913, Smim24, Dohh, Nfic",21.0,"13680, 3868, 26283, 18961, 5683, 91, 5076, 2205, 18394, 27012, 5149, 6472, 8098, 4412, 8735, 1797, 11492, 66, 2016, 3925, 30983",30983.0,66.0,9733.238095238095,5683.0,10,0,0,0,0,2.305868659606756
chr10-g407,chr10,81400000,81600000,0.5395099999999999,"Nfic, Gm16104, Mir1191b, Celf5, Ncln, S1pr4, Gna15, Gna11, Tle5, Tle2, Tle6",11.0,"30983, 2005, 58, 23483, 9905, 2393, 21912, 16439, 6928, 15559, 9996",30983.0,58.0,12696.454545454546,9996.0,10,0,0,0,0,3.10530302312829
chr10-g408,chr10,81600000,81800000,0.4403249999999999,"Tle6, BC025920, Sirt6, Gm10778, Ankrd24, Zfp433, Gm32687",7.0,"9996, 3529, 5823, 18293, 19073, 17152, 17195",19073.0,3529.0,13008.714285714286,17152.0,10,0,0,0,0,2.5382646751952778
chr10-g413,chr10,82600000,82800000,0.4366049999999999,"1190007I07Rik, Tdg, Gm9855, Glt8d2, Hcfc2, Nfyb",6.0,"3378, 20962, 20436, 40218, 42386, 15442",42386.0,3378.0,23803.666666666668,20699.0,10,0,0,0,0,2.2883722850685686
chr10-g416,chr10,83200000,83400000,0.451675,"Slc41a2, D10Wsu102e",2.0,"106679, 8615",106679.0,8615.0,57647.0,57647.0,10,0,0,0,0,3.401859602235866
chr10-g417,chr10,83400000,83600000,0.435125,"Aldh1l2, Washc4",2.0,"46694, 52533",52533.0,46694.0,49613.5,49613.5,10,0,0,0,0,3.35143765261537
chr10-g418,chr10,83600000,83800000,0.462815,"Appl2, 1500009L16Rik",2.0,"48631, 39898",48631.0,39898.0,44264.5,44264.5,10,0,0,0,0,3.832548454484425
chr10-g421,chr10,84200000,84400000,0.44084,Nuak1,1.0,69769,69769.0,69769.0,69769.0,69769.0,10,0,0,0,0,4.943950916725747
chr10-g422,chr10,84400000,84600000,0.469345,"Nuak1, 4930463O16Rik, Ckap4, Platr7, Tcp11l2",5.0,"69769, 9384, 7584, 5922, 37409",69769.0,5922.0,26013.6,9384.0,10,0,0,0,0,3.3597019279155607
chr10-g423,chr10,84600000,84800000,0.45287,"Tcp11l2, Polr3b, Rfx4",3.0,"37409, 104881, 150489",150489.0,37409.0,97593.0,104881.0,10,0,0,0,0,2.1892618382571936
chr10-g424,chr10,84800000,85000000,0.44766,"Rfx4, Ric8b",2.0,"150489, 100725",150489.0,100725.0,125607.0,125607.0,10,0,0,0,0,2.563654536562204
chr10-g425,chr10,85000000,85200000,0.421045,"Ric8b, Fhl4, Tmem263, Mterf2, Cry1",5.0,"100725, 5477, 15121, 8595, 53355",100725.0,5477.0,36654.6,15121.0,10,0,0,0,0,2.4999920063921803
chr10-g426,chr10,85200000,85400000,0.44264,Btbd11,1.0,273479,273479.0,273479.0,273479.0,273479.0,10,0,0,0,0,5.807224683710974
chr10-g427,chr10,85400000,85600000,0.465335,Btbd11,1.0,273479,273479.0,273479.0,273479.0,273479.0,10,0,0,0,0,5.807224683710974
chr10-g428,chr10,85600000,85800000,0.455725,Btbd11,1.0,273479,273479.0,273479.0,273479.0,273479.0,10,0,0,0,0,5.807224683710974
chr10-g431,chr10,86200000,86400000,0.452155,"Syn3, Timp3",2.0,"207304, 49094",207304.0,49094.0,128199.0,128199.0,10,0,0,0,0,2.4489860805112813
chr10-g432,chr10,86400000,86600000,0.44036,Syn3,1.0,207304,207304.0,207304.0,207304.0,207304.0,10,0,0,0,0,2.403598295942393
chr10-g444,chr10,88800000,89000000,0.414655,"Utp20, Slc5a8, Ano4",3.0,"80208, 43524, 308797",308797.0,43524.0,144176.33333333334,80208.0,10,0,0,0,0,-3.499512268839555
chr10-g445,chr10,89000000,89200000,0.39816,Ano4,1.0,308797,308797.0,308797.0,308797.0,308797.0,10,0,0,0,0,-3.499512268839555
chr10-g446,chr10,89200000,89400000,0.416605,Ano4,1.0,308797,308797.0,308797.0,308797.0,308797.0,10,0,0,0,0,-3.499512268839555
chr10-g455,chr10,91000000,91200000,0.4292299999999999,"Apaf1, Ikbip, Slc25a3, Tmpo",4.0,"93433, 15620, 7394, 24049",93433.0,7394.0,35124.0,19834.5,10,0,0,0,0,3.341805638619068
chr10-g465,chr10,93000000,93200000,0.43024,"Cfap54, Mir1931, Cdk17",3.0,"306014, 119, 80467",306014.0,119.0,128866.66666666669,80467.0,10,0,0,0,0,3.937546142900832
chr10-g466,chr10,93200000,93400000,0.447805,"Cdk17, Elk3, Gm32688, Gm17745",4.0,"80467, 63744, 5321, 12669",80467.0,5321.0,40550.25,38206.5,10,0,0,0,0,3.8299233394098806
chr10-g468,chr10,93600000,93800000,0.4349349999999999,"4933408J17Rik, Ntn4, Gm8580, Gm15915",4.0,"15833, 104924, 611, 9105",104924.0,611.0,32618.25,12469.0,10,0,0,0,0,7.109904847629305
chr10-g470,chr10,94000000,94200000,0.432945,"Vezt, Fgd6, Nr2c1, Ndufa12",4.0,"74278, 109339, 49284, 22404",109339.0,22404.0,63826.25,61781.0,10,0,0,0,0,2.509658247526516
chr10-g471,chr10,94200000,94400000,0.44851,"Ndufa12, Gm4792, Tmcc3",3.0,"22404, 5041, 279006",279006.0,5041.0,102150.33333333331,22404.0,10,0,0,0,0,-3.436943379883287
chr10-g472,chr10,94400000,94600000,0.456585,"Tmcc3, Mir7211",2.0,"279006, 63",279006.0,63.0,139534.5,139534.5,10,0,0,0,0,-3.436943379883287
chr10-g477,chr10,95400000,95600000,0.4410700000000001,"5730420D15Rik, Socs2, Mrpl42, Ube2n, Nudt4, Mir3058",6.0,"11266, 5368, 21145, 30497, 17140, 91",30497.0,91.0,14251.166666666666,14203.0,10,0,0,0,0,-2.460732916393065
chr10-g479,chr10,95800000,96000000,0.4164550000000001,Eea1,1.0,104856,104856.0,104856.0,104856.0,104856.0,10,0,0,0,0,2.375711528227049
chr10-g480,chr10,96000000,96200000,0.4149799999999999,Eea1,1.0,104856,104856.0,104856.0,104856.0,104856.0,10,0,0,0,0,2.375711528227049
chr10-g483,chr10,96600000,96800000,0.422215,Btg1,1.0,5811,5811.0,5811.0,5811.0,5811.0,10,0,0,0,0,5.876033714377501
chr10-g494,chr10,98800000,99000000,0.4086749999999999,Atp2b1,1.0,111502,111502.0,111502.0,111502.0,111502.0,10,0,0,0,0,3.942539978673333
chr10-g495,chr10,99000000,99200000,0.43449,"Atp2b1, Poc1b, Galnt4",3.0,"111502, 90993, 5113",111502.0,5113.0,69202.66666666667,90993.0,10,0,0,0,0,3.749112381723015
chr10-g500,chr10,100000000,100200000,0.4004049999999999,Kitl,1.0,84595,84595.0,84595.0,84595.0,84595.0,10,0,0,0,0,-5.643816972364596
chr10-g516,chr10,103200000,103400000,0.3817949999999999,"Lrriq1, Slc6a15",2.0,"173021, 51572",173021.0,51572.0,112296.5,112296.5,10,0,0,0,0,3.2118615451695747
chr10-g517,chr10,103400000,103600000,0.373745,Slc6a15,1.0,51572,51572.0,51572.0,51572.0,51572.0,10,0,0,0,0,3.2118615451695747
chr10-g525,chr10,105000000,105200000,0.38293,Tmtc2,1.0,386816,386816.0,386816.0,386816.0,386816.0,10,0,0,0,0,2.669059970991444
chr10-g526,chr10,105200000,105400000,0.3861249999999999,Tmtc2,1.0,386816,386816.0,386816.0,386816.0,386816.0,10,0,0,0,0,2.669059970991444
chr10-g527,chr10,105400000,105600000,0.40835,"Tmtc2, Gm15663",2.0,"386816, 9320",386816.0,9320.0,198068.0,198068.0,10,0,0,0,0,2.669059970991444
chr10-g528,chr10,105600000,105800000,0.399315,Mettl25,1.0,78190,78190.0,78190.0,78190.0,78190.0,10,0,0,0,0,3.089772827145625
chr10-g529,chr10,105800000,106000000,0.38945,"Mettl25, Ccdc59",2.0,"78190, 6032",78190.0,6032.0,42111.0,42111.0,10,0,0,0,0,3.089772827145625
chr10-g536,chr10,107200000,107400000,0.38938,Lin7a,1.0,152750,152750.0,152750.0,152750.0,152750.0,10,0,0,0,0,8.48117973068524
chr10-g537,chr10,107400000,107600000,0.386955,"Lin7a, Myf6, Myf5, Ptprq",4.0,"152750, 1875, 3227, 205578",205578.0,1875.0,90857.5,77988.5,10,0,0,0,0,8.48117973068524
chr10-g542,chr10,108400000,108600000,0.42439,"Pawr, Gm36283, Syt1",3.0,"82203, 34366, 513326",513326.0,34366.0,209965.0,82203.0,10,0,0,0,0,7.901352329941958
chr10-g543,chr10,108600000,108800000,0.3863999999999999,"Syt1, Gm5136",2.0,"513326, 1117",513326.0,1117.0,257221.5,257221.5,10,0,0,0,0,7.901352329941958
chr10-g544,chr10,108800000,109000000,0.375205,Syt1,1.0,513326,513326.0,513326.0,513326.0,513326.0,10,0,0,0,0,7.901352329941958
chr10-g545,chr10,109000000,109200000,0.3750099999999999,Syt1,1.0,513326,513326.0,513326.0,513326.0,513326.0,10,0,0,0,0,7.901352329941958
chr10-g554,chr10,110800000,111000000,0.41983,"1700020G17Rik, Csrp2, Zdhhc17",3.0,"95334, 19339, 68287",95334.0,19339.0,60986.66666666666,68287.0,10,0,0,0,0,2.0044642307767906
chr10-g555,chr10,111000000,111200000,0.435185,"Zdhhc17, Osbpl8, Mir12180",3.0,"68287, 132446, 69",132446.0,69.0,66934.0,68287.0,10,0,0,0,0,2.0817950698511933
chr10-g556,chr10,111200000,111400000,0.4251149999999999,"Osbpl8, Bbs10",2.0,"132446, 3058",132446.0,3058.0,67752.0,67752.0,10,0,0,0,0,2.1612050934073315
chr10-g557,chr10,111400000,111600000,0.44083,"Nap1l1, Gm5176, Phlda1, 4933440J02Rik",4.0,"24924, 558, 2364, 7555",24924.0,558.0,8850.25,4959.5,10,0,0,0,0,2.5033358401467365
chr10-g559,chr10,111800000,112000000,0.4234449999999999,"Gm20758, Krr1, Glipr1",3.0,"19856, 15736, 11817",19856.0,11817.0,15803.0,15736.0,10,0,0,0,0,2.3664485085779643
chr10-g561,chr10,112200000,112400000,0.38834,"Caps2, Kcnc2",2.0,"52935, 195184",195184.0,52935.0,124059.5,124059.5,10,0,0,0,0,3.585014727086953
chr10-g562,chr10,112400000,112600000,0.38394,Kcnc2,1.0,195184,195184.0,195184.0,195184.0,195184.0,10,0,0,0,0,3.585014727086953
chr10-g564,chr10,112800000,113000000,0.38417,"Gm3942, Atxn7l3b",2.0,"8056, 3599",8056.0,3599.0,5827.5,5827.5,10,0,0,0,0,2.2705374619795675
chr10-g571,chr10,114200000,114400000,0.370045,Trhde,1.0,403483,403483.0,403483.0,403483.0,403483.0,10,0,0,0,0,8.42164176759003
chr10-g572,chr10,114400000,114600000,0.36844,Trhde,1.0,403483,403483.0,403483.0,403483.0,403483.0,10,0,0,0,0,8.42164176759003
chr10-g573,chr10,114600000,114800000,0.383585,Trhde,1.0,403483,403483.0,403483.0,403483.0,403483.0,10,0,0,0,0,8.42164176759003
chr10-g574,chr10,114800000,115000000,0.395995,"Trhde, Gm15723",2.0,"403483, 15106",403483.0,15106.0,209294.5,209294.5,10,0,0,0,0,8.42164176759003
chr10-g575,chr10,115000000,115200000,0.425085,"Tph2, Tbc1d15",2.0,"106382, 53623",106382.0,53623.0,80002.5,80002.5,10,0,0,0,0,2.419303856817409
chr10-g576,chr10,115200000,115400000,0.425265,"Tbc1d15, Rab21, Tmem19, Thap2, Zfc3h1",5.0,"53623, 25730, 21762, 16038, 47813",53623.0,16038.0,32993.2,25730.0,10,0,0,0,0,2.419303856817409
chr10-g577,chr10,115400000,115600000,0.4152749999999999,"Zfc3h1, Lgr5, A930009A15Rik",3.0,"47813, 137467, 12469",137467.0,12469.0,65916.33333333333,47813.0,10,0,0,0,0,-2.602339308693272
chr10-g584,chr10,116800000,117000000,0.44923,"Myrfl, Rab3ip, 4933412E12Rik, D630029K05Rik, Best3",5.0,"120335, 44674, 12718, 2834, 38727",120335.0,2834.0,43857.6,38727.0,10,0,0,0,0,4.68619568432038
chr10-g588,chr10,117600000,117800000,0.454135,"Cpm, Mdm2, Slc35e3, Nup107",4.0,"57853, 21884, 12681, 42063",57853.0,12681.0,33620.25,31973.5,10,0,0,0,0,2.400171031750972
chr10-g591,chr10,118200000,118400000,0.4369950000000001,"Il22, Iltifb",2.0,"5083, 5409",5409.0,5083.0,5246.0,5246.0,10,0,0,0,0,-5.1334971397312765
chr10-g597,chr10,119400000,119600000,0.4307049999999999,"1700025F24Rik, Grip1",2.0,"13421, 623128",623128.0,13421.0,318274.5,318274.5,10,0,0,0,0,-5.07913523629759
chr10-g598,chr10,119600000,119800000,0.43042,"Grip1, Grip1os2",2.0,"623128, 15638",623128.0,15638.0,319383.0,319383.0,10,0,0,0,0,-5.07913523629759
chr10-g599,chr10,119800000,120000000,0.435355,"Grip1, Grip1os1",2.0,"623128, 27187",623128.0,27187.0,325157.5,325157.5,10,0,0,0,0,-5.07913523629759
chr10-g600,chr10,120000000,120200000,0.44334,"Grip1, Helb, Irak3",3.0,"623128, 29358, 60483",623128.0,29358.0,237656.3333333333,60483.0,10,0,0,0,0,-5.07913523629759
chr10-g604,chr10,120800000,121000000,0.428455,"Msrb3, Gm15910, Lemd3",3.0,"117871, 5700, 55920",117871.0,5700.0,59830.333333333336,55920.0,10,0,0,0,0,2.130343232513773
chr10-g608,chr10,121600000,121800000,0.453155,"Xpot, D930020B18Rik, BC048403, Srgap1",4.0,"38953, 52214, 12936, 266325",266325.0,12936.0,92607.0,45583.5,10,0,0,0,0,-6.097612639746848
chr10-g609,chr10,121800000,122000000,0.44265,Srgap1,1.0,266325,266325.0,266325.0,266325.0,266325.0,10,0,0,0,0,-6.097612639746848
chr10-g610,chr10,122000000,122200000,0.428505,"Srgap1, Rxylt1, Gm9079, Gm4489",4.0,"266325, 16232, 1768, 10862",266325.0,1768.0,73796.75,13547.0,10,0,0,0,0,-6.097612639746848
chr10-g626,chr10,125200000,125400000,0.40296,Slc16a7,1.0,109694,109694.0,109694.0,109694.0,109694.0,10,0,0,0,0,5.009000914833344
chr10-g634,chr10,126800000,127000000,0.468445,"Atp23, Gm30539, Ctdsp2, Mir546, Mir26a-2",5.0,"14124, 2975, 21259, 121, 84",21259.0,84.0,7712.6,2975.0,10,0,0,0,0,3.349947638711099
chr10-g635,chr10,127000000,127200000,0.50249,"Avil, Tsfm, Mettl1, Cyp27b1, Eef1akmt3, Cdk4, A730063M14Rik, Tspan31, March9, Agap2, Os9, B4galnt1, Slc26a10, F420014N23Rik, Dtx3, Arhgef25, Pip4k2c",17.0,"20286, 8483, 3530, 4761, 8490, 3754, 621, 2972, 4135, 14264, 26902, 6510, 9190, 7395, 5356, 7563, 14556",26902.0,621.0,8751.058823529413,7395.0,10,0,0,0,0,3.1304252083018973
chr10-g637,chr10,127400000,127600000,0.490265,"R3hdm2, Ndufa4l2, Stac3, Shmt2, Nxph4, Lrp1",6.0,"109074, 2218, 7102, 5322, 9087, 82991",109074.0,2218.0,35965.666666666664,8094.5,10,0,0,0,0,3.4640862182582524
chr10-g638,chr10,127600000,127800000,0.48552,"Lrp1, Stat6, 1700012D01Rik, Nab2, Nemp1, Tac2, Myo1a, Zbtb39, Gpr182, Rdh1, Rdh9",11.0,"82991, 18002, 1729, 5786, 18102, 7291, 15685, 7810, 2197, 8537, 16293",82991.0,1729.0,16765.727272727272,8537.0,10,0,0,0,0,3.4640862182582524
chr10-g640,chr10,128000000,128200000,0.454985,"Hsd17b6, Prim1, Naca, Ptges3, Mir677, Atp5b, Baz2a, Rbms2, Gls2",9.0,"16679, 14816, 13292, 18273, 78, 7082, 36521, 50828, 15370",50828.0,78.0,19215.444444444445,15370.0,10,0,0,0,0,2.885952068723169
chr10-g641,chr10,128200000,128400000,0.47872,"Gls2, Spryd4, Timeless, Mip, Stat2, Apon, Apof, Il23a, Cnpy2, Pan2, Cs, Coq10a, Mir6915, Mir6914, Ankrd52, Slc39a5",16.0,"15370, 1885, 20879, 6003, 22356, 1771, 2552, 1945, 4729, 18024, 24756, 6941, 69, 69, 16883, 5294",24756.0,69.0,9345.375,5648.5,10,0,0,0,0,4.28240368630389
chr10-g642,chr10,128400000,128600000,0.47755,"Slc39a5, Rnf41, Nabp2, Smarcc2, Mir8105, A430046D13Rik, Myl6b, Myl6, Mir6916, Esyt1, Rpl41, Zc3h10, Pa2g4, Erbb3, Mir6917",15.0,"5294, 29826, 9157, 30939, 89, 4996, 4529, 3028, 63, 15610, 1059, 4187, 8169, 22113, 61",30939.0,61.0,9274.666666666666,4996.0,10,0,0,0,0,2.273824625357903
chr10-g643,chr10,128600000,128800000,0.45942,"Rps26, Gm26876, Ikzf4, Suox, Rab5b, Cdk2, Pmel, Dgka, Pym1, Mmp19",10.0,"1978, 3928, 15151, 4032, 19086, 7113, 13981, 24949, 18114, 9918",24949.0,1978.0,11825.0,11949.5,10,0,0,0,0,2.5552936835034337
chr10-g644,chr10,128800000,129000000,0.452145,"Mmp19, Sarnp, Dnajc14, Ormdl2, Tmem198b, Gdf11, Cd63, Bloc1s1, Rdh5, Itga7, 9030616G12Rik, Mettl7b, Olfr9",13.0,"9918, 55875, 13895, 3728, 4412, 11195, 3474, 3611, 5707, 24472, 6917, 2712, 939",55875.0,939.0,11296.53846153846,5707.0,10,0,0,0,0,5.349616257997523
chr11-g16,chr11,3200000,3400000,0.46265,"Sfi1, Eif4enif1, Drg1, Mir3470a, Patz1, Gm11944, Pik3ip1, Limk2",8.0,"68803, 42006, 16557, 223089, 19953, 11723, 12241, 65942",223089.0,11723.0,57539.25,30979.5,11,0,0,0,0,3.909327635885937
chr11-g18,chr11,3600000,3800000,0.45659,"Morc2a, Tug1, Osbp2",3.0,"41041, 9030, 160173",160173.0,9030.0,70081.33333333333,41041.0,11,0,0,0,0,2.1726704102606407
chr11-g20,chr11,4000000,4200000,0.484865,"Sec14l4, Sec14l3, Mtfp1, Sec14l2, Rnf215, Mir3060, Ccdc157, Sf3a1, Tbc1d10a",9.0,"16228, 14138, 3951, 21690, 6033, 83, 19170, 22188, 28673",28673.0,83.0,14683.777777777776,16228.0,11,0,1,0,0,2.1849390842284766
chr11-g25,chr11,5000000,5200000,0.49644,"Ap1b1, Rasl10a, Gas2l1, Ewsr1, Rhbdd3, Emid1, Kremen1",7.0,"95274, 2258, 11197, 29410, 6828, 45966, 70058",95274.0,2258.0,37284.42857142857,29410.0,11,0,0,0,0,3.6072412081568777
chr11-g27,chr11,5400000,5600000,0.446635,"Znrf3, Xbp1, Ccdc117, Ankrd36",4.0,"168519, 5353, 13330, 119934",168519.0,5353.0,76784.0,66632.0,11,0,0,0,0,2.032873383420007
chr11-g30,chr11,6000000,6200000,0.4721049999999999,"Camk2b, Nudcd3, Rps15a-ps6",3.0,"96083, 94760, 824",96083.0,824.0,63889.0,94760.0,11,0,0,0,0,2.5573240664432904
chr11-g31,chr11,6200000,6400000,0.46158,"Nudcd3, Npc1l1, Ddx56, Tmed4, Ogdh, Zmiz2",6.0,"94760, 19235, 10185, 4124, 67436, 11038",94760.0,4124.0,34463.0,15136.5,11,0,0,0,0,2.5573240664432904
chr11-g32,chr11,6400000,6600000,0.46828,"Zmiz2, Mir7651, H2az2, Purb, Myo1g, Ccm2, Snhg15, Nacad",8.0,"11038, 64, 17214, 8478, 14411, 49875, 3170, 8232",49875.0,64.0,14060.25,9758.0,11,0,0,0,0,2.29297719022145
chr11-g35,chr11,7000000,7200000,0.465155,"Adcy1, Igfbp1, Ccdc201",3.0,"115073, 4760, 5413",115073.0,4760.0,41748.66666666666,5413.0,11,0,0,0,0,3.104807526911464
chr11-g59,chr11,11800000,12000000,0.430975,"Fignl1, Ddc, 1700042O10Rik, Grb10",4.0,"8675, 84044, 17199, 106922",106922.0,8675.0,54210.0,50621.5,11,0,0,0,0,5.143537833803687
chr11-g60,chr11,12000000,12200000,0.410515,Grb10,1.0,106922,106922.0,106922.0,106922.0,106922.0,11,0,0,0,0,5.143537833803687
chr11-g85,chr11,17000000,17200000,0.40695,"Plek, Cnrip1, Ppp3r1",3.0,"37513, 27514, 41083",41083.0,27514.0,35370.0,37513.0,11,0,0,0,0,3.362380242804986
chr11-g89,chr11,17800000,18000000,0.39341,"Etaa1, Etaa1os",2.0,"15123, 5612",15123.0,5612.0,10367.5,10367.5,11,0,0,0,0,4.442861402814033
chr11-g94,chr11,18800000,19000000,0.4105,Meis1,1.0,138542,138542.0,138542.0,138542.0,138542.0,11,0,0,0,0,7.537302842511637
chr11-g95,chr11,19000000,19200000,0.416745,"Meis1, 4933406G16Rik",2.0,"138542, 10466",138542.0,10466.0,74504.0,74504.0,11,0,0,0,0,7.537302842511637
chr11-g99,chr11,19800000,20000000,0.46505,Spred2,1.0,98156,98156.0,98156.0,98156.0,98156.0,11,0,0,0,0,6.52605460059589
chr11-g100,chr11,20000000,20200000,0.4434699999999999,"Spred2, Actr2",2.0,"98156, 50648",98156.0,50648.0,74402.0,74402.0,11,0,0,0,0,6.52605460059589
chr11-g101,chr11,20200000,20400000,0.44921,"Rab1a, Cep68, Slc1a4",3.0,"25445, 22388, 30534",30534.0,22388.0,26122.33333333333,25445.0,11,0,0,0,0,3.887098120978809
chr11-g102,chr11,20400000,20600000,0.4543649999999999,Sertad2,1.0,109858,109858.0,109858.0,109858.0,109858.0,11,0,0,0,0,3.065740041139743
chr11-g103,chr11,20600000,20800000,0.432075,"Sertad2, Aftph",2.0,"109858, 56472",109858.0,56472.0,83165.0,83165.0,11,0,0,0,0,3.065740041139743
chr11-g105,chr11,21000000,21200000,0.41523,"2610024D14Rik, Peli1",2.0,"1748, 59004",59004.0,1748.0,30376.0,30376.0,11,0,0,0,0,2.474067585194936
chr11-g119,chr11,23800000,24000000,0.41296,Papolg,1.0,32625,32625.0,32625.0,32625.0,32625.0,11,0,0,0,0,2.111424812129219
chr11-g141,chr11,28200000,28400000,0.384755,Ccdc85a,1.0,198641,198641.0,198641.0,198641.0,198641.0,11,0,0,0,0,-3.981887102371451
chr11-g142,chr11,28400000,28600000,0.38493,Ccdc85a,1.0,198641,198641.0,198641.0,198641.0,198641.0,11,0,0,0,0,-3.981887102371451
chr11-g146,chr11,29200000,29400000,0.3985999999999999,"Ppp4r3b, Cfap36, Ccdc88a",3.0,"47822, 25737, 132477",132477.0,25737.0,68678.66666666667,47822.0,11,0,0,0,0,-3.8737901753333337
chr11-g147,chr11,29400000,29600000,0.38048,"Ccdc88a, Prorsd1, Mtif2, Clhc1, Rps27a",5.0,"132477, 3277, 19051, 30403, 2199",132477.0,2199.0,37481.4,19051.0,11,0,0,0,0,-3.8737901753333337
chr11-g162,chr11,32400000,32600000,0.46073,"Sh3pxd2b, Ubtd2, Efcab9, Stk10",4.0,"80349, 63340, 4842, 91330",91330.0,4842.0,59965.25,71844.5,11,0,0,0,0,6.180217540343599
chr11-g163,chr11,32600000,32800000,0.453935,"Stk10, Fbxw11",2.0,"91330, 104260",104260.0,91330.0,97795.0,97795.0,11,0,0,0,0,3.606183256700853
chr11-g166,chr11,33200000,33400000,0.41298,"Tlx3, Ranbp17",2.0,"2837, 301960",301960.0,2837.0,152398.5,152398.5,11,0,0,0,0,2.7038546640697723
chr11-g167,chr11,33400000,33600000,0.414675,"Ranbp17, Gabrp",2.0,"301960, 28177",301960.0,28177.0,165068.5,165068.5,11,0,0,0,0,2.7038546640697723
chr11-g168,chr11,33600000,33800000,0.4587,Kcnip1,1.0,363853,363853.0,363853.0,363853.0,363853.0,11,0,0,0,0,-7.270678210231924
chr11-g169,chr11,33800000,34000000,0.463085,"Kcnip1, Kcnmb1, 4930469K13Rik",3.0,"363853, 10626, 124594",363853.0,10626.0,166357.66666666666,124594.0,11,0,0,0,0,-7.270678210231924
chr11-g171,chr11,34200000,34400000,0.4577599999999999,"Foxi1, Dock2, Insyn2b",3.0,"3749, 557085, 107819",557085.0,3749.0,222884.3333333333,107819.0,11,0,0,0,0,-2.127402961470042
chr11-g172,chr11,34400000,34550000,0.4238266666666667,"Dock2, Insyn2b",2.0,"557085, 107819",557085.0,107819.0,332452.0,332452.0,11,0,0,0,0,-2.127402961470042
chr11-g173,chr11,34675000,34800000,0.412472,Dock2,1.0,557085,557085.0,557085.0,557085.0,557085.0,11,0,0,0,0,-2.127402961470042
chr11-g175,chr11,35000000,35200000,0.438885,Slit3,1.0,587052,587052.0,587052.0,587052.0,587052.0,11,0,0,0,0,10.600769525895672
chr11-g176,chr11,35200000,35400000,0.46425,Slit3,1.0,587052,587052.0,587052.0,587052.0,587052.0,11,0,0,0,0,10.600769525895672
chr11-g177,chr11,35400000,35600000,0.460605,Slit3,1.0,587052,587052.0,587052.0,587052.0,587052.0,11,0,0,0,0,10.600769525895672
chr11-g178,chr11,35600000,35800000,0.467245,"Slit3, Mir218-2, Pank3, Mir103-1, Fbll1",5.0,"587052, 110, 21791, 86, 1505",587052.0,86.0,122108.8,1505.0,11,0,0,0,0,10.600769525895672
chr11-g203,chr11,40600000,40800000,0.41306,"Mat2b, Hmmr, Nudcd2, Ccng1",4.0,"15890, 32050, 6386, 6735",32050.0,6386.0,15265.25,11312.5,11,0,0,0,0,2.616853232540248
chr11-g211,chr11,42200000,42400000,0.36657,Gabra6,1.0,14636,14636.0,14636.0,14636.0,14636.0,11,0,0,0,0,8.86684667042601
chr11-g212,chr11,42400000,42600000,0.37119,Gabrb2,1.0,211391,211391.0,211391.0,211391.0,211391.0,11,0,0,0,0,2.391313339223843
chr11-g213,chr11,42600000,42800000,0.38522,Gabrb2,1.0,211391,211391.0,211391.0,211391.0,211391.0,11,0,0,0,0,2.391313339223843
chr11-g217,chr11,43400000,43600000,0.4569899999999999,"Pttg1, Slu7, C1qtnf2, Ccnjl, Fabp6",5.0,"6008, 14251, 17220, 58251, 5523",58251.0,5523.0,20250.6,14251.0,11,0,0,0,0,6.934921665195698
chr11-g218,chr11,43600000,43800000,0.447425,"Fabp6, Pwwp2a, Ttc1, Adra1b",4.0,"5523, 40636, 18003, 126633",126633.0,5523.0,47698.75,29319.5,11,0,0,0,0,2.4456643447503432
