200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,MLI1_pol_ass,MLI1_spk_ass,Bergmann_pol_ass,Bergmann_spk_ass,log2FC_B2M
chr8-g629,chr8,125800000,126000000,0.4734399999999999,"Pcnx2, A730098A19Rik, Map3k21, Kcnk1",4.0,"146810, 10231, 36990, 35587",146810.0,10231.0,57404.5,36288.5,8,0,0,0,0,-4.100737587153126
chr8-g630,chr8,126000000,126200000,0.45809,"Kcnk1, Slc35f3",2.0,"35587, 256833",256833.0,35587.0,146210.0,146210.0,8,0,0,0,0,-4.800610733073154
chr8-g631,chr8,126200000,126400000,0.46981,Slc35f3,1.0,256833,256833.0,256833.0,256833.0,256833.0,8,0,0,0,0,-5.685828891666728
chr8-g635,chr8,127000000,127200000,0.437395,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8,0,0,0,0,4.015581731709491
chr8-g636,chr8,127200000,127400000,0.41635,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8,0,0,0,0,4.015581731709491
chr8-g637,chr8,127400000,127600000,0.43006,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8,0,0,0,0,4.015581731709491
chr8-g638,chr8,127600000,127800000,0.42995,Pard3,1.0,548231,548231.0,548231.0,548231.0,548231.0,8,0,0,0,0,4.015581731709491
chr9-g30,chr9,6000000,6200000,0.37969,Pdgfd,1.0,210360,210360.0,210360.0,210360.0,210360.0,9,0,0,0,0,8.681970519144093
chr9-g31,chr9,6200000,6400000,0.3889749999999999,"Pdgfd, Ddi1",2.0,"210360, 1520",210360.0,1520.0,105940.0,105940.0,9,0,0,0,0,8.681970519144093
chr9-g42,chr9,8400000,8600000,0.402045,Trpc6,1.0,136600,136600.0,136600.0,136600.0,136600.0,9,0,0,0,0,-4.748144486028142
chr9-g43,chr9,8600000,8800000,0.3976349999999999,"Trpc6, Gm32014",2.0,"136600, 96911",136600.0,96911.0,116755.5,116755.5,9,0,0,0,0,-4.748144486028142
chr9-g44,chr9,8800000,9000000,0.390475,"Pgr, Arhgap42",2.0,"68779, 246521",246521.0,68779.0,157650.0,157650.0,9,0,0,0,0,4.304349198706138
chr9-g45,chr9,9000000,9200000,0.405865,Arhgap42,1.0,246521,246521.0,246521.0,246521.0,246521.0,9,0,0,0,0,4.304349198706138
chr9-g46,chr9,9200000,9400000,0.411165,"Arhgap42, Gm16833",2.0,"246521, 24598",246521.0,24598.0,135559.5,135559.5,9,0,0,0,0,4.304349198706138
chr9-g67,chr9,13400000,13600000,0.39792,Phxr4,1.0,1380,1380.0,1380.0,1380.0,1380.0,9,0,1,0,0,5.994949253104504
chr9-g68,chr9,13600000,13800000,0.422255,"Maml2, Mtmr2",2.0,"89545, 59718",89545.0,59718.0,74631.5,74631.5,9,0,1,0,0,6.7171401994083535
chr9-g109,chr9,21800000,22000000,0.50325,"Mir7083, Dock6, Angptl8, Rab3d, Tmem205, Plppr2, Ccdc159, Swsap1, Epor, Gm45914, Rgl3, Ccdc151",12.0,"60, 52456, 1838, 10692, 6527, 11898, 8402, 2518, 4678, 723, 17927, 12764",52456.0,60.0,10873.583333333334,7464.5,9,0,0,0,0,-3.0228065624468425
chr9-g110,chr9,22000000,22200000,0.49039,"Ccdc151, Prkcsh, Elavl3, Gm16845, Zfp653, Ecsit, Cnn1, Elof1, Mir7084, Acp5, Pigyl, Zfp872",12.0,"12764, 11258, 37019, 15130, 15966, 13182, 9969, 4210, 70, 9020, 1509, 13958",37019.0,70.0,12004.583333333334,12011.0,9,0,0,0,0,-4.725137617799163
chr9-g127,chr9,25400000,25600000,0.4416899999999999,Eepd1,1.0,122514,122514.0,122514.0,122514.0,122514.0,9,0,0,0,0,-3.741075719653185
chr9-g128,chr9,25600000,25800000,0.398925,Eepd1,1.0,122514,122514.0,122514.0,122514.0,122514.0,9,0,0,0,0,-3.741075719653185
chr9-g172,chr9,34400000,34600000,0.43671,Kirrel3,1.0,547577,547577.0,547577.0,547577.0,547577.0,9,0,0,0,0,-3.7633943145208506
chr9-g173,chr9,34600000,34800000,0.443865,Kirrel3,1.0,547577,547577.0,547577.0,547577.0,547577.0,9,0,0,0,0,-3.7633943145208506
chr9-g174,chr9,34800000,35000000,0.4666049999999999,Kirrel3,1.0,547577,547577.0,547577.0,547577.0,547577.0,9,0,0,0,0,-3.7633943145208506
chr9-g175,chr9,35000000,35200000,0.45708,"Kirrel3, St3gal4, 4930581F22Rik, Dcps, Tirap",5.0,"547577, 70289, 14195, 51574, 15901",547577.0,14195.0,139907.2,51574.0,9,0,0,0,0,-3.7633943145208506
chr9-g180,chr9,36000000,36200000,0.39137,"Gm5916, Gm3434",2.0,"8846, 1344",8846.0,1344.0,5095.0,5095.0,9,0,0,0,0,-4.500051038054112
chr9-g186,chr9,37200000,37400000,0.424335,"Tmem218, Slc37a2, Ccdc15, Hepacam",4.0,"14913, 26590, 80894, 18966",80894.0,14913.0,35340.75,22778.0,9,0,0,0,0,7.840002842502441
chr9-g203,chr9,40600000,40800000,0.45467,Clmp,1.0,99301,99301.0,99301.0,99301.0,99301.0,9,0,0,0,0,-8.519338217814083
chr9-g205,chr9,41000000,41200000,0.465865,"Crtam, Ubash3b",2.0,"31831, 144437",144437.0,31831.0,88134.0,88134.0,9,0,0,0,0,-4.308789077489164
chr9-g212,chr9,42400000,42600000,0.456865,"Tbcel, Grik4",2.0,"59943, 423960",423960.0,59943.0,241951.5,241951.5,9,0,0,0,0,6.169026755996953
chr9-g213,chr9,42600000,42800000,0.4785,Grik4,1.0,423960,423960.0,423960.0,423960.0,423960.0,9,0,0,0,0,6.169026755996953
chr9-g214,chr9,42800000,43000000,0.47722,"Grik4, Arhgef12",2.0,"423960, 141877",423960.0,141877.0,282918.5,282918.5,9,0,0,0,0,6.169026755996953
chr9-g221,chr9,44200000,44400000,0.480275,"Cbl, Ccdc153, Pdzd3, Nlrx1, Abcg4, Hinfp, C2cd2l, H2ax, Dpagt1, Hmbs, Vps11, Slc37a4, Hyou1",13.0,"84785, 6630, 4153, 15887, 15055, 9999, 11046, 1359, 7081, 7881, 13922, 4790, 12880",84785.0,1359.0,15036.0,9999.0,9,0,0,0,0,-3.293847189572743
chr9-g223,chr9,44600000,44800000,0.468825,"Ddx6, Treh, Phldb1, Arcn1, Ift46, Tmem25, Ttc36",7.0,"35840, 13073, 48891, 25665, 19706, 5475, 3552",48891.0,3552.0,21743.14285714286,19706.0,9,0,0,0,0,-4.553700624585886
chr9-g225,chr9,45000000,45200000,0.46841,"Cd3e, Mpzl2, Mpzl3, Jaml, Scn2b, Gm10684, Scn4b, Tmprss4, BC049352",9.0,"10869, 11700, 22257, 29349, 12195, 28431, 15533, 31310, 54220",54220.0,10869.0,23984.88888888889,22257.0,9,0,0,0,0,-4.119925470556328
chr9-g227,chr9,45400000,45600000,0.49025,"Fxyd2, 4833428L15Rik, Dscaml1",3.0,"10570, 14607, 323361",323361.0,10570.0,116179.33333333331,14607.0,9,0,0,0,0,-8.550336520831761
chr9-g228,chr9,45600000,45800000,0.497115,"Dscaml1, Cep164",2.0,"323361, 61718",323361.0,61718.0,192539.5,192539.5,9,0,0,0,0,-8.550336520831761
chr9-g243,chr9,48600000,48800000,0.471635,"Nnmt, Zbtb16",2.0,"13247, 184429",184429.0,13247.0,98838.0,98838.0,9,0,0,0,0,6.638665463765572
chr9-g244,chr9,48800000,49000000,0.469785,"Zbtb16, Htr3a, Htr3b, Usp28",4.0,"184429, 11887, 29983, 57133",184429.0,11887.0,70858.0,43558.0,9,0,0,0,0,6.638665463765572
chr9-g258,chr9,51600000,51800000,0.40995,Arhgap20,1.0,87709,87709.0,87709.0,87709.0,87709.0,9,0,0,0,0,-3.630548085322252
chr9-g259,chr9,51800000,52000000,0.424985,"Arhgap20, Arhgap20os, 4933407I05Rik, Fdx1",4.0,"87709, 36393, 12575, 20578",87709.0,12575.0,39313.75,28485.5,9,0,0,0,0,-3.630548085322252
chr9-g269,chr9,53800000,54000000,0.425525,"Slc35f2, Sln, Elmod1",3.0,"46627, 3599, 63842",63842.0,3599.0,38022.66666666666,46627.0,9,0,0,0,0,-6.545171512033601
chr9-g272,chr9,54400000,54600000,0.429045,"Dmxl2, Sh2d7, Cib2, Idh3a",4.0,"136469, 10897, 15397, 18152",136469.0,10897.0,45228.75,16774.5,9,0,0,0,0,-2.884163130696144
chr9-g273,chr9,54600000,54800000,0.469545,"Idh3a, Acsbg1, Dnaja4, Mir5710, Wdr61, Crabp1",6.0,"18152, 56889, 17035, 69, 17397, 8363",56889.0,69.0,19650.83333333333,17216.0,9,0,0,0,0,2.2025936889550515
chr9-g310,chr9,62000000,62200000,0.448395,"Paqr5, Glce, Mir5133",3.0,"73053, 65366, 77",73053.0,77.0,46165.333333333336,65366.0,9,0,0,0,0,-6.117378600795977
chr9-g312,chr9,62400000,62600000,0.4888049999999999,Coro2b,1.0,117553,117553.0,117553.0,117553.0,117553.0,9,0,0,0,0,4.045087910009151
chr9-g321,chr9,64200000,64400000,0.450765,"Map2k1, Uchl4, Tipin, Dis3l, Megf11",5.0,"67837, 1162, 23838, 34502, 323580",323580.0,1162.0,90183.8,34502.0,9,0,0,0,0,-6.211528570997957
chr9-g322,chr9,64400000,64600000,0.48785,Megf11,1.0,323580,323580.0,323580.0,323580.0,323580.0,9,0,0,0,0,-6.211528570997957
chr9-g323,chr9,64600000,64800000,0.458545,"Megf11, Rab11a",2.0,"323580, 22457",323580.0,22457.0,173018.5,173018.5,9,0,0,0,0,-6.211528570997957
chr9-g325,chr9,65000000,65200000,0.46985,"Hacd3, Dpp8, Igdcc4, Igdcc3",4.0,"34735, 50194, 36462, 45878",50194.0,34735.0,41817.25,41170.0,9,0,0,0,0,3.316905791458388
chr9-g326,chr9,65200000,65400000,0.46104,"Parp16, Cilp, Clpx, Pdcd7, Ubap1l, Rasl12, Kbtbd13",7.0,"24530, 15435, 36399, 13576, 19185, 16366, 2969",36399.0,2969.0,18351.42857142857,16366.0,9,0,0,0,0,-3.849443999918338
chr9-g351,chr9,70200000,70400000,0.457295,Myo1e,1.0,192718,192718.0,192718.0,192718.0,192718.0,9,0,0,0,0,4.616737847435019
chr9-g352,chr9,70400000,70600000,0.411835,"Myo1e, Ccnb2, Mir5626, Rnf111, Sltm, Mindy2",6.0,"192718, 13866, 60, 78352, 49523, 58161",192718.0,60.0,65446.66666666666,53842.0,9,0,0,0,0,4.616737847435019
chr9-g365,chr9,73000000,73200000,0.45622,"Ccpg1, Pigb, Rab27a, 2310009A05Rik, Khdc3, Rsl24d1",6.0,"28435, 24004, 52805, 3065, 2046, 9865",52805.0,2046.0,20036.666666666668,16934.5,9,0,0,0,0,-5.910976521940241
chr9-g367,chr9,73400000,73600000,0.4085149999999999,Unc13c,1.0,489614,489614.0,489614.0,489614.0,489614.0,9,0,0,0,0,-3.471053177389032
chr9-g368,chr9,73600000,73800000,0.4005399999999999,Unc13c,1.0,489614,489614.0,489614.0,489614.0,489614.0,9,0,0,0,0,-3.471053177389032
chr9-g369,chr9,73800000,74000000,0.40514,Unc13c,1.0,489614,489614.0,489614.0,489614.0,489614.0,9,0,0,0,0,-3.471053177389032
chr9-g417,chr9,83400000,83600000,0.42759,"Lca5, Gm2087, Sh3bgrl2",3.0,"49773, 23028, 51954",51954.0,23028.0,41585.0,49773.0,9,0,0,0,0,-4.078539893162959
chr9-g418,chr9,83600000,83800000,0.4268599999999999,"Sh3bgrl2, Gm2109, Elovl4",3.0,"51954, 1773, 27614",51954.0,1773.0,27113.666666666668,27614.0,9,0,0,0,0,-4.111903607952585
chr9-g419,chr9,83800000,84000000,0.418105,"Elovl4, Ttk, Bckdhb",3.0,"27614, 37702, 199104",199104.0,27614.0,88140.0,37702.0,9,0,0,0,0,-4.159745855331675
chr9-g433,chr9,86600000,86800000,0.415825,"Me1, A330041J22Rik, Prss35, Snap91",4.0,"114552, 5812, 13874, 114782",114782.0,5812.0,62255.0,64213.0,9,0,0,0,0,-5.9899838826243625
chr9-g434,chr9,86800000,87000000,0.412955,Snap91,1.0,114782,114782.0,114782.0,114782.0,114782.0,9,0,0,0,0,-5.9899838826243625
chr9-g462,chr9,92400000,92600000,0.401315,"Plscr4, Plod2, B430319G15Rik",3.0,"35139, 66205, 4069",66205.0,4069.0,35137.666666666664,35139.0,9,0,0,0,0,7.391186402421491
chr9-g463,chr9,92600000,92800000,0.3967499999999999,"Plod2, 4933400C23Rik",2.0,"66205, 76996",76996.0,66205.0,71600.5,71600.5,9,0,0,0,0,5.627453780059468
chr9-g477,chr9,95400000,95600000,0.427615,"Chst2, U2surp, Paqr9, C730029A08Rik",4.0,"6345, 55103, 2305, 965",55103.0,965.0,16179.5,4325.0,9,0,0,0,0,-4.204985010697344
chr9-g481,chr9,96200000,96400000,0.41985,"Tfdp2, Atp1b3",2.0,"127372, 31776",127372.0,31776.0,79574.0,79574.0,9,0,0,0,0,-3.788260169201148
chr9-g496,chr9,99200000,99400000,0.452065,"Cep70, Faiml, 4930422M22Rik, Esyt3, Mras",5.0,"57063, 7864, 5723, 48564, 51293",57063.0,5723.0,34101.4,48564.0,9,0,0,0,0,-3.3223837780892147
chr9-g517,chr9,103400000,103600000,0.4621599999999999,"5830418P13Rik, Bfsp2, Tmem108, 4932413F04Rik",4.0,"37683, 55325, 278902, 8802",278902.0,8802.0,95178.0,46504.0,9,0,0,0,0,-3.677274665259489
chr9-g518,chr9,103600000,103800000,0.4397299999999999,Tmem108,1.0,278902,278902.0,278902.0,278902.0,278902.0,9,0,0,0,0,-3.677274665259489
chr9-g538,chr9,107600000,107800000,0.49532,"Sema3b, Gnai2, Slc38a3, Gnat1, Sema3f, Rbm5, Rbm6",7.0,"11568, 21218, 17814, 5198, 28974, 30508, 99261",99261.0,5198.0,30648.714285714286,21218.0,9,0,0,0,0,4.176597415574406
chr9-g545,chr9,109000000,109200000,0.4735,"Pfkfb4, Shisa5, Trex1, Atrip, Atrip-trex1, Ccdc51, Plxnb1, Tma7, Fbxw21, Fbxw13",10.0,"40324, 19226, 1792, 14378, 16165, 10868, 24480, 4394, 22569, 16749",40324.0,1792.0,17094.5,16457.0,9,0,0,0,0,5.49969435400655
chr9-g556,chr9,111200000,111400000,0.44136,"Lrrfip2, Mlh1, Epm2aip1, Trank1",4.0,"107558, 43381, 7247, 84037",107558.0,7247.0,60555.75,63709.0,9,0,0,1,0,-6.153686017480825
chr9-g560,chr9,112000000,112200000,0.421575,"Arpp21, Mir128-2",2.0,"170895, 76",170895.0,76.0,85485.5,85485.5,9,0,0,1,0,5.231178744870338
chr9-g561,chr9,112200000,112400000,0.406895,"Arpp21, 2310075C17Rik, 2900079G21Rik",3.0,"170895, 787, 46057",170895.0,787.0,72579.66666666667,46057.0,9,0,0,1,0,5.231178744870338
chr9-g573,chr9,114600000,114800000,0.464055,"Cnot10, Dync1li1, Cmtm6, Cmtm7, Cmtm8",5.0,"54327, 34947, 18141, 25158, 54808",54808.0,18141.0,37476.2,34947.0,9,0,0,0,1,-3.5742127463952693
chr9-g574,chr9,114800000,115000000,0.4757,"Cmtm8, Gpd1l, Osbpl10",3.0,"54808, 34649, 254789",254789.0,34649.0,114748.66666666669,54808.0,9,0,0,0,1,-5.99685140381782
chr9-g575,chr9,115000000,115200000,0.475315,Osbpl10,1.0,254789,254789.0,254789.0,254789.0,254789.0,9,0,0,0,1,-5.99685140381782
chr9-g576,chr9,115200000,115400000,0.45093,"Osbpl10, Stt3b, Stmn1-rs1, 4930428G15Rik, Mir467h",5.0,"254789, 67999, 979, 5764, 121",254789.0,121.0,65930.4,5764.0,9,0,0,0,1,-5.99685140381782
chr9-g601,chr9,120200000,120400000,0.4686349999999999,Myrip,1.0,170762,170762.0,170762.0,170762.0,170762.0,9,0,0,0,0,-4.72062148754376
chr9-g602,chr9,120400000,120600000,0.47521,"Myrip, Eif1b, Entpd3, Rpl14, 5830454E08Rik",5.0,"170762, 2722, 28509, 3137, 743",170762.0,743.0,41174.6,3137.0,9,0,0,1,0,-4.72062148754376
chr10-g16,chr10,3200000,3400000,0.418945,"H60c, Ppp1r14c",2.0,"11564, 98826",98826.0,11564.0,55195.0,55195.0,10,0,0,0,0,3.539217809315714
chr10-g17,chr10,3400000,3600000,0.43379,"Ppp1r14c, Iyd",2.0,"98826, 14606",98826.0,14606.0,56716.0,56716.0,10,0,0,0,0,3.539217809315714
chr10-g18,chr10,3600000,3800000,0.427435,Plekhg1,1.0,226926,226926.0,226926.0,226926.0,226926.0,10,0,0,0,0,6.122063711792189
chr10-g19,chr10,3800000,4000000,0.43062,"Plekhg1, Mthfd1l",2.0,"226926, 194007",226926.0,194007.0,210466.5,210466.5,10,0,0,0,0,1.431027826029504
chr10-g20,chr10,4000000,4200000,0.44771,Mthfd1l,1.0,194007,194007.0,194007.0,194007.0,194007.0,10,0,0,0,0,-3.515359487937173
chr10-g33,chr10,6600000,6800000,0.392715,Oprm1,1.0,279617,279617.0,279617.0,279617.0,279617.0,10,0,0,0,0,-3.945509418396853
chr10-g34,chr10,6800000,7000000,0.4071,"Oprm1, Ipcef1",2.0,"279617, 111643",279617.0,111643.0,195630.0,195630.0,10,0,0,0,0,-4.418020421325807
chr10-g35,chr10,7000000,7200000,0.4385,"Oprm1, Ipcef1, Cnksr3",3.0,"279617, 111643, 93176",279617.0,93176.0,161478.66666666666,111643.0,10,0,0,0,0,0.4287198068576329
chr10-g36,chr10,7200000,7400000,0.4324249999999999,Cnksr3,1.0,93176,93176.0,93176.0,93176.0,93176.0,10,0,0,0,0,4.156140784752235
chr10-g37,chr10,7400000,7600000,0.3605733333333333,"Ulbp1, Lrp11",2.0,"28605, 35678",35678.0,28605.0,32141.5,32141.5,10,0,0,0,0,-2.78895932378734
chr10-g38,chr10,7600000,7800000,0.4297899999999999,"Lrp11, Pcmt1, A630066F11Rik, Nup43, Lats1, Katna1, Ginm1, Ppil4",8.0,"35678, 53314, 1253, 11383, 35253, 37151, 12971, 29670",53314.0,1253.0,27084.125,32461.5,10,0,0,0,0,-2.78895932378734
chr10-g43,chr10,8600000,8800000,0.4374999999999999,Sash1,1.0,163852,163852.0,163852.0,163852.0,163852.0,10,0,0,0,0,5.497029480658531
chr10-g44,chr10,8800000,9000000,0.4439749999999999,Sash1,1.0,163852,163852.0,163852.0,163852.0,163852.0,10,0,0,0,0,5.497029480658531
chr10-g53,chr10,10600000,10800000,0.39734,"Gm5177, Grm1, 4930567K20Rik",3.0,"10369, 396273, 7086",396273.0,7086.0,137909.33333333334,10369.0,10,0,0,0,0,-7.436201780702412
chr10-g54,chr10,10800000,11000000,0.3904,Grm1,1.0,396273,396273.0,396273.0,396273.0,396273.0,10,0,0,0,0,-7.436201780702412
chr10-g55,chr10,11000000,11200000,0.3932299999999999,"Grm1, Shprh",2.0,"396273, 60186",396273.0,60186.0,228229.5,228229.5,10,0,0,0,0,-7.436201780702412
chr10-g66,chr10,13200000,13400000,0.416865,Phactr2,1.0,266680,266680.0,266680.0,266680.0,266680.0,10,0,0,0,0,-3.1035321600481662
chr10-g67,chr10,13400000,13600000,0.42769,"Phactr2, Fuca2, Pex3, Adat2",4.0,"266680, 14601, 29301, 10470",266680.0,10470.0,80263.0,21951.0,10,0,0,0,0,-3.1035321600481662
chr10-g91,chr10,18200000,18400000,0.434685,"Ect2l, Ccdc28a",2.0,"82453, 18055",82453.0,18055.0,50254.0,50254.0,10,0,0,0,0,-3.513618068979523
chr10-g92,chr10,18400000,18600000,0.42911,"Nhsl1, Hebp2, Arfgef3",3.0,"126217, 5954, 155748",155748.0,5954.0,95973.0,126217.0,10,0,0,0,0,3.232385308507978
chr10-g93,chr10,18600000,18800000,0.4177249999999999,"Arfgef3, Gm32926, Gm4922, 4930444F02Rik",4.0,"155748, 94527, 7067, 34632",155748.0,7067.0,72993.5,64579.5,10,1,0,0,0,-6.446694195601844
chr10-g101,chr10,20200000,20400000,0.4297499999999999,"Map7, 4930405J17Rik, Rpl32l, Mir6413, Bclaf1, Mtfr2, Pde7b",7.0,"132671, 2608, 592, 108, 30033, 13851, 328027",328027.0,108.0,72555.71428571429,13851.0,10,0,0,0,0,8.027071607694674
chr10-g102,chr10,20400000,20600000,0.42349,Pde7b,1.0,328027,328027.0,328027.0,328027.0,328027.0,10,0,0,0,0,8.027071607694674
chr10-g103,chr10,20600000,20800000,0.41173,Pde7b,1.0,328027,328027.0,328027.0,328027.0,328027.0,10,0,0,0,0,8.027071607694674
chr10-g109,chr10,21800000,22000000,0.43737,Sgk1,1.0,117719,117719.0,117719.0,117719.0,117719.0,10,0,1,0,0,-9.387504962546894
chr10-g134,chr10,26800000,27000000,0.40217,"Arhgap18, Lama2",2.0,"146137, 635658",635658.0,146137.0,390897.5,390897.5,10,0,0,0,0,5.549623880337289
chr10-g135,chr10,27000000,27200000,0.382835,Lama2,1.0,635658,635658.0,635658.0,635658.0,635658.0,10,0,0,0,0,5.549623880337289
chr10-g136,chr10,27200000,27400000,0.37405,"Lama2, 4930579H20Rik",2.0,"635658, 7360",635658.0,7360.0,321509.0,321509.0,10,0,0,0,0,5.549623880337289
chr10-g137,chr10,27400000,27600000,0.37085,Lama2,1.0,635658,635658.0,635658.0,635658.0,635658.0,10,0,0,0,0,5.549623880337289
chr10-g138,chr10,27600000,27800000,0.384615,Lama2,1.0,635658,635658.0,635658.0,635658.0,635658.0,10,0,0,1,0,5.549623880337289
chr10-g140,chr10,28000000,28200000,0.401205,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,-6.291844977603994
chr10-g141,chr10,28200000,28400000,0.3833499999999999,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,-6.291844977603994
chr10-g142,chr10,28400000,28600000,0.37914,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,-6.291844977603994
chr10-g171,chr10,34200000,34400000,0.40678,"Dse, Tspyl1, Tspyl4, Nt5dc1, Col10a1",5.0,"55847, 2696, 3900, 114943, 7105",114943.0,2696.0,36898.2,7105.0,10,0,0,0,0,-3.64394438754367
chr10-g281,chr10,56200000,56400000,0.40275,"Tbc1d32, Gja1",2.0,"214396, 13120",214396.0,13120.0,113758.0,113758.0,10,0,0,0,0,4.621646527278893
chr10-g288,chr10,57600000,57800000,0.39244,"Pkib, Fabp7, Smpdl3a",3.0,"109132, 3528, 17287",109132.0,3528.0,43315.66666666666,17287.0,10,0,0,0,0,4.982618716241598
chr10-g289,chr10,57800000,57875000,0.3310666666666667,Smpdl3a,1.0,17287,17287.0,17287.0,17287.0,17287.0,10,0,0,0,0,4.982618716241598
chr10-g294,chr10,58800000,59000000,0.4438699999999999,Sh3rf3,1.0,325558,325558.0,325558.0,325558.0,325558.0,10,0,0,0,0,-3.468239302073037
chr10-g295,chr10,59000000,59200000,0.441145,"Sh3rf3, Sept10",2.0,"325558, 80221",325558.0,80221.0,202889.5,202889.5,10,0,0,0,0,-3.468239302073037
chr10-g303,chr10,60600000,60800000,0.50997,"Cdh23, Slc29a3, Unc5b",3.0,"393741, 40711, 68988",393741.0,40711.0,167813.33333333334,68988.0,10,0,0,0,0,-6.755237766184544
chr10-g304,chr10,60800000,61000000,0.494815,"Unc5b, Mir6408, Pldi, Mir466j",4.0,"68988, 91, 9907, 122",68988.0,91.0,19777.0,5014.5,10,0,0,0,0,-6.755237766184544
chr10-g307,chr10,61400000,61600000,0.48388,"Nodal, Eif4ebp2, Lrrc20, Npffr1",4.0,"7367, 20173, 106396, 34170",106396.0,7367.0,42026.5,27171.5,10,0,0,0,0,-4.848609420856487
chr10-g317,chr10,63400000,63600000,0.426985,"Dnajc12, Ctnna3",2.0,"22278, 1573570",1573570.0,22278.0,797924.0,797924.0,10,0,0,0,0,5.043433291008808
chr10-g318,chr10,63600000,63800000,0.4108149999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.043433291008808
chr10-g319,chr10,63800000,64000000,0.4013099999999999,"Ctnna3, Lrrtm3",2.0,"1573570, 161759",1573570.0,161759.0,867664.5,867664.5,10,0,0,0,0,5.226583961996037
chr10-g320,chr10,64000000,64200000,0.401505,"Ctnna3, Lrrtm3",2.0,"1573570, 161759",1573570.0,161759.0,867664.5,867664.5,10,0,0,0,0,5.226583961996037
chr10-g321,chr10,64200000,64400000,0.3886,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.043433291008808
chr10-g322,chr10,64400000,64600000,0.372825,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.043433291008808
chr10-g323,chr10,64600000,64800000,0.3824199999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.043433291008808
chr10-g324,chr10,64800000,65000000,0.3737199999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.043433291008808
chr10-g325,chr10,65000000,65200000,0.36984,"Ctnna3, Gm28881",2.0,"1573570, 842",1573570.0,842.0,787206.0,787206.0,10,0,0,0,0,5.043433291008808
chr10-g347,chr10,69400000,69600000,0.436675,Ank3,1.0,493729,493729.0,493729.0,493729.0,493729.0,10,0,0,0,0,-6.311254066209594
chr10-g348,chr10,69600000,69800000,0.4399699999999999,Ank3,1.0,493729,493729.0,493729.0,493729.0,493729.0,10,0,0,0,0,-6.311254066209594
chr10-g349,chr10,69800000,70000000,0.44499,Ank3,1.0,493729,493729.0,493729.0,493729.0,493729.0,10,0,0,0,0,-6.311254066209594
chr10-g350,chr10,70000000,70200000,0.463175,"Ank3, Ccdc6",2.0,"493729, 96080",493729.0,96080.0,294904.5,294904.5,10,0,0,0,0,-6.311254066209594
chr10-g386,chr10,77200000,77400000,0.4762499999999999,"Pofut2, Gm10941, Adarb1",3.0,"10287, 1451, 127547",127547.0,1451.0,46428.333333333336,10287.0,10,0,0,0,0,-5.686612949837847
chr10-g387,chr10,77400000,77600000,0.491265,"Adarb1, Gm17769, Fam207a, 2810425M01Rik, Itgb2, Pttg1ip",6.0,"127547, 2564, 29159, 1044, 35339, 17078",127547.0,1044.0,35455.166666666664,23118.5,10,0,0,1,0,-5.686612949837847
chr10-g389,chr10,77800000,78000000,0.50283,"Tspear, Gm2696, Gm9507, Gm36176, Krtap10-10, Krtap10-4, Gm10318, Gm3285, 1700009J07Rik, Lrrc3, Trpm2, Cfap410, Pfkl",13.0,"200201, 783, 1143, 574, 1305, 902, 930, 664, 2692, 4961, 62151, 6789, 22859",200201.0,574.0,23534.92307692308,1305.0,10,0,0,0,0,-4.177321835723243
chr10-g398,chr10,79600000,79800000,0.529485,"C2cd4c, Shc2, Odf3l2, Madcam1, Tpgs1, Gzmm, Cdc34, Bsg, Hcn2, Polrmt, Fgf22, Rnf126, Palm, Fstl3, Prss57",15.0,"7172, 19981, 6213, 3984, 6689, 1436, 6204, 7622, 19475, 10457, 2414, 8438, 27325, 5357, 7512",27325.0,1436.0,9351.933333333332,7172.0,10,0,0,0,0,-2.7260745165225915
chr10-g399,chr10,79800000,80000000,0.538655,"Palm, Misp, Mir6910, Ptbp1, Plppr3, E130317F20Rik, Elane, Cfd, Prtn3, Med16, Kiss1r, R3hdm4, Arid3a, Wdr18, Grin3b, Cnn2, Abca7, Tmem259",18.0,"27325, 9432, 66, 10004, 9854, 3595, 1905, 1803, 3506, 14233, 5302, 6878, 27976, 9095, 6467, 6801, 19079, 7141",27976.0,66.0,9470.111111111111,7009.5,10,0,0,0,0,-5.56418834852272
