200kb name,chrom,start,end,H4K20me3_cat5
chr18-g224,chr18,44800000,45000000,0
chr18-g225,chr18,45000000,45200000,0
chr18-g226,chr18,45200000,45400000,0
chr18-g227,chr18,45400000,45600000,0
chr18-g228,chr18,45600000,45800000,0
chr18-g229,chr18,45800000,46000000,0
chr18-g230,chr18,46000000,46200000,0
chr18-g231,chr18,46200000,46400000,0
chr18-g232,chr18,46400000,46600000,0
chr18-g233,chr18,46600000,46800000,0
chr18-g234,chr18,46800000,47000000,0
chr18-g235,chr18,47000000,47200000,0
chr18-g236,chr18,47200000,47400000,0
chr18-g237,chr18,47400000,47600000,0
chr18-g238,chr18,47600000,47800000,0
chr18-g239,chr18,47800000,48000000,0
chr18-g240,chr18,48000000,48200000,0
chr18-g241,chr18,48200000,48400000,0
chr18-g242,chr18,48400000,48600000,0
chr18-g243,chr18,48600000,48800000,0
chr18-g244,chr18,48800000,49000000,0
chr18-g245,chr18,49000000,49200000,0
chr18-g246,chr18,49200000,49400000,0
chr18-g247,chr18,49400000,49600000,0
chr18-g248,chr18,49600000,49800000,0
chr18-g249,chr18,49800000,50000000,0
chr18-g250,chr18,50000000,50200000,0
chr18-g251,chr18,50200000,50400000,0
chr18-g252,chr18,50400000,50600000,0
chr18-g253,chr18,50600000,50800000,0
chr18-g254,chr18,50800000,51000000,0
chr18-g255,chr18,51000000,51200000,0
chr18-g256,chr18,51200000,51400000,0
chr18-g257,chr18,51400000,51600000,0
chr18-g258,chr18,51600000,51800000,0
chr18-g259,chr18,51800000,52000000,0
chr18-g260,chr18,52000000,52200000,0
chr18-g261,chr18,52200000,52400000,0
chr18-g262,chr18,52400000,52600000,0
chr18-g263,chr18,52600000,52800000,0
chr18-g264,chr18,52800000,53000000,0
chr18-g265,chr18,53000000,53200000,0
chr18-g266,chr18,53200000,53400000,0
chr18-g267,chr18,53400000,53600000,0
chr18-g268,chr18,53600000,53800000,0
chr18-g269,chr18,53800000,54000000,0
chr18-g270,chr18,54000000,54200000,0
chr18-g271,chr18,54200000,54400000,0
chr18-g272,chr18,54400000,54600000,0
chr18-g273,chr18,54600000,54800000,0
chr18-g274,chr18,54800000,55000000,0
chr18-g275,chr18,55000000,55200000,0
chr18-g276,chr18,55200000,55400000,0
chr18-g277,chr18,55400000,55600000,0
chr18-g278,chr18,55600000,55800000,0
chr18-g279,chr18,55800000,56000000,0
chr18-g280,chr18,56000000,56200000,0
chr18-g281,chr18,56200000,56400000,0
chr18-g282,chr18,56400000,56600000,0
chr18-g283,chr18,56600000,56800000,0
chr18-g284,chr18,56800000,57000000,0
chr18-g285,chr18,57000000,57200000,0
chr18-g286,chr18,57200000,57400000,0
chr18-g287,chr18,57400000,57600000,0
chr18-g288,chr18,57600000,57800000,0
chr18-g289,chr18,57800000,58000000,0
chr18-g290,chr18,58000000,58200000,0
chr18-g291,chr18,58200000,58400000,0
chr18-g292,chr18,58400000,58600000,0
chr18-g293,chr18,58600000,58800000,0
chr18-g294,chr18,58800000,59000000,0
chr18-g295,chr18,59000000,59200000,0
chr18-g296,chr18,59200000,59400000,0
chr18-g297,chr18,59400000,59600000,0
chr18-g298,chr18,59600000,59800000,0
chr18-g299,chr18,59800000,60000000,0
chr18-g300,chr18,60000000,60200000,0
chr18-g301,chr18,60200000,60400000,0
chr18-g302,chr18,60400000,60600000,0
chr18-g303,chr18,60600000,60800000,0
chr18-g304,chr18,60800000,61000000,0
chr18-g305,chr18,61000000,61200000,0
chr18-g306,chr18,61200000,61400000,0
chr18-g307,chr18,61400000,61600000,0
chr18-g308,chr18,61600000,61800000,0
chr18-g309,chr18,61800000,62000000,0
chr18-g310,chr18,62000000,62200000,0
chr18-g311,chr18,62200000,62400000,0
chr18-g312,chr18,62400000,62600000,0
chr18-g313,chr18,62600000,62800000,0
chr18-g314,chr18,62800000,63000000,0
chr18-g315,chr18,63000000,63200000,0
chr18-g316,chr18,63200000,63400000,0
chr18-g317,chr18,63400000,63600000,0
chr18-g318,chr18,63600000,63800000,0
chr18-g319,chr18,63800000,64000000,0
chr18-g320,chr18,64000000,64200000,0
chr18-g321,chr18,64200000,64400000,0
chr18-g322,chr18,64400000,64600000,0
chr18-g323,chr18,64600000,64800000,0
chr18-g324,chr18,64800000,65000000,0
chr18-g325,chr18,65000000,65200000,0
chr18-g326,chr18,65200000,65400000,0
chr18-g327,chr18,65400000,65600000,0
chr18-g328,chr18,65600000,65800000,0
chr18-g329,chr18,65800000,66000000,0
chr18-g330,chr18,66000000,66200000,0
chr18-g331,chr18,66200000,66400000,0
chr18-g332,chr18,66400000,66600000,0
chr18-g333,chr18,66600000,66800000,0
chr18-g334,chr18,66800000,67000000,0
chr18-g335,chr18,67000000,67200000,0
chr18-g336,chr18,67200000,67400000,0
chr18-g337,chr18,67400000,67600000,0
chr18-g338,chr18,67600000,67800000,0
chr18-g339,chr18,67800000,68000000,0
chr18-g340,chr18,68000000,68200000,0
chr18-g341,chr18,68200000,68400000,0
chr18-g342,chr18,68400000,68600000,0
chr18-g343,chr18,68600000,68800000,0
chr18-g344,chr18,68800000,69000000,0
chr18-g345,chr18,69000000,69200000,0
chr18-g346,chr18,69200000,69400000,0
chr18-g347,chr18,69400000,69600000,0
chr18-g348,chr18,69600000,69800000,0
chr18-g349,chr18,69800000,70000000,0
chr18-g350,chr18,70000000,70200000,0
chr18-g351,chr18,70200000,70400000,0
chr18-g352,chr18,70400000,70600000,0
chr18-g353,chr18,70600000,70800000,0
chr18-g354,chr18,70800000,71000000,0
chr18-g355,chr18,71000000,71200000,0
chr18-g356,chr18,71200000,71400000,0
chr18-g357,chr18,71400000,71600000,0
chr18-g358,chr18,71600000,71800000,0
chr18-g359,chr18,71800000,72000000,0
chr18-g360,chr18,72000000,72200000,0
chr18-g361,chr18,72200000,72400000,0
chr18-g362,chr18,72400000,72600000,0
chr18-g363,chr18,72600000,72800000,0
chr18-g364,chr18,72800000,73000000,0
chr18-g365,chr18,73000000,73200000,0
chr18-g366,chr18,73200000,73400000,0
chr18-g367,chr18,73400000,73600000,0
chr18-g368,chr18,73600000,73800000,0
chr18-g369,chr18,73800000,74000000,0
chr18-g370,chr18,74000000,74200000,0
chr18-g371,chr18,74200000,74400000,0
chr18-g372,chr18,74400000,74600000,0
chr18-g373,chr18,74600000,74800000,0
chr18-g374,chr18,74800000,75000000,0
chr18-g375,chr18,75000000,75200000,0
chr18-g376,chr18,75200000,75400000,0
chr18-g377,chr18,75400000,75600000,0
chr18-g378,chr18,75600000,75800000,0
chr18-g379,chr18,75800000,76000000,0
chr18-g380,chr18,76000000,76200000,0
chr18-g381,chr18,76200000,76400000,0
chr18-g382,chr18,76400000,76600000,0
chr18-g383,chr18,76600000,76800000,0
chr18-g384,chr18,76800000,77000000,0
chr18-g385,chr18,77000000,77200000,0
chr18-g386,chr18,77200000,77400000,0
chr18-g387,chr18,77400000,77600000,0
chr18-g388,chr18,77600000,77800000,0
chr18-g389,chr18,77800000,78000000,0
chr18-g390,chr18,78000000,78200000,0
chr18-g391,chr18,78200000,78400000,0
chr18-g392,chr18,78400000,78600000,0
chr18-g393,chr18,78600000,78800000,0
chr18-g394,chr18,78800000,79000000,0
chr18-g395,chr18,79000000,79200000,0
chr18-g396,chr18,79200000,79400000,0
chr18-g397,chr18,79400000,79600000,0
chr18-g398,chr18,79600000,79800000,0
chr18-g399,chr18,79800000,80000000,0
chr18-g400,chr18,80000000,80200000,0
chr18-g401,chr18,80200000,80400000,0
chr18-g402,chr18,80400000,80600000,0
chr18-g403,chr18,80600000,80800000,0
chr18-g404,chr18,80800000,81000000,0
chr18-g405,chr18,81000000,81200000,0
chr18-g406,chr18,81200000,81400000,0
chr18-g407,chr18,81400000,81600000,0
chr18-g408,chr18,81600000,81800000,0
chr18-g409,chr18,81800000,82000000,0
chr18-g410,chr18,82000000,82175000,0
chr18-g411,chr18,82200000,82400000,0
chr18-g412,chr18,82400000,82600000,0
chr18-g413,chr18,82600000,82800000,0
chr18-g414,chr18,82800000,83000000,0
chr18-g415,chr18,83000000,83200000,0
chr18-g416,chr18,83200000,83400000,0
chr18-g417,chr18,83400000,83600000,0
chr18-g418,chr18,83600000,83800000,0
chr18-g419,chr18,83800000,84000000,0
chr18-g420,chr18,84000000,84200000,0
chr18-g421,chr18,84200000,84400000,0
chr18-g422,chr18,84400000,84600000,0
chr18-g423,chr18,84600000,84800000,0
chr18-g424,chr18,84800000,85000000,0
chr18-g425,chr18,85000000,85200000,0
chr18-g426,chr18,85200000,85400000,0
chr18-g427,chr18,85400000,85600000,0
chr18-g428,chr18,85600000,85800000,0
chr18-g429,chr18,85800000,86000000,0
chr18-g430,chr18,86000000,86200000,0
chr18-g431,chr18,86200000,86400000,0
chr18-g432,chr18,86400000,86600000,0
chr18-g433,chr18,86600000,86800000,0
chr18-g434,chr18,86800000,87000000,0
chr18-g435,chr18,87000000,87200000,0
chr18-g436,chr18,87200000,87400000,0
chr18-g437,chr18,87400000,87600000,0
chr18-g438,chr18,87600000,87800000,0
chr18-g439,chr18,87800000,88000000,0
chr18-g440,chr18,88000000,88200000,0
chr18-g441,chr18,88200000,88400000,0
chr18-g442,chr18,88400000,88600000,0
chr18-g443,chr18,88600000,88800000,0
chr18-g444,chr18,88800000,89000000,0
chr18-g445,chr18,89000000,89200000,0
chr18-g446,chr18,89200000,89400000,0
chr18-g447,chr18,89400000,89600000,0
chr18-g448,chr18,89600000,89800000,0
chr18-g449,chr18,89800000,90000000,0
chr18-g450,chr18,90000000,90200000,0
chr19-g16,chr19,3200000,3400000,0
chr19-g17,chr19,3400000,3600000,0
chr19-g18,chr19,3600000,3800000,0
chr19-g19,chr19,3800000,4000000,0
chr19-g20,chr19,4000000,4200000,0
chr19-g21,chr19,4200000,4400000,0
chr19-g22,chr19,4400000,4600000,0
chr19-g23,chr19,4600000,4800000,0
chr19-g24,chr19,4800000,5000000,0
chr19-g25,chr19,5000000,5200000,0
chr19-g26,chr19,5200000,5400000,0
chr19-g27,chr19,5400000,5600000,0
chr19-g28,chr19,5600000,5800000,0
chr19-g29,chr19,5800000,6000000,0
chr19-g30,chr19,6000000,6200000,0
chr19-g31,chr19,6200000,6400000,0
chr19-g32,chr19,6400000,6600000,0
chr19-g33,chr19,6600000,6700000,0
chr19-g34,chr19,6800000,7000000,0
chr19-g35,chr19,7000000,7200000,0
chr19-g36,chr19,7200000,7400000,0
chr19-g37,chr19,7400000,7600000,1
chr19-g38,chr19,7600000,7800000,1
chr19-g39,chr19,7800000,8000000,1
chr19-g40,chr19,8000000,8200000,1
chr19-g41,chr19,8200000,8400000,1
chr19-g42,chr19,8400000,8600000,1
chr19-g43,chr19,8600000,8800000,1
chr19-g44,chr19,8800000,9000000,1
chr19-g45,chr19,9000000,9200000,1
chr19-g46,chr19,9200000,9400000,1
chr19-g47,chr19,9400000,9600000,1
chr19-g48,chr19,9600000,9800000,1
chr19-g49,chr19,9800000,10000000,1
chr19-g50,chr19,10000000,10200000,1
chr19-g51,chr19,10200000,10400000,1
chr19-g52,chr19,10400000,10600000,1
chr19-g53,chr19,10600000,10800000,1
chr19-g54,chr19,10800000,11000000,0
chr19-g55,chr19,11000000,11200000,0
chr19-g56,chr19,11200000,11400000,0
chr19-g57,chr19,11400000,11600000,0
chr19-g58,chr19,11600000,11800000,0
chr19-g59,chr19,11800000,12000000,0
chr19-g60,chr19,12000000,12200000,0
chr19-g61,chr19,12200000,12400000,0
chr19-g62,chr19,12400000,12600000,0
chr19-g63,chr19,12600000,12800000,1
chr19-g64,chr19,12800000,13000000,1
chr19-g65,chr19,13000000,13200000,1
chr19-g66,chr19,13200000,13400000,1
chr19-g67,chr19,13400000,13600000,1
chr19-g68,chr19,13600000,13800000,1
chr19-g69,chr19,13800000,14000000,1
chr19-g70,chr19,14000000,14200000,1
chr19-g71,chr19,14200000,14400000,1
chr19-g72,chr19,14400000,14600000,1
chr19-g73,chr19,14600000,14800000,0
chr19-g74,chr19,14800000,15000000,0
chr19-g75,chr19,15000000,15200000,0
chr19-g76,chr19,15200000,15400000,0
chr19-g77,chr19,15400000,15600000,0
chr19-g78,chr19,15600000,15800000,0
chr19-g79,chr19,15800000,16000000,0
chr19-g80,chr19,16000000,16200000,0
chr19-g81,chr19,16200000,16400000,0
chr19-g82,chr19,16400000,16600000,0
chr19-g83,chr19,16600000,16800000,0
chr19-g84,chr19,16800000,17000000,0
chr19-g85,chr19,17000000,17200000,0
chr19-g86,chr19,17200000,17400000,0
chr19-g87,chr19,17400000,17600000,0
chr19-g88,chr19,17600000,17800000,0
chr19-g89,chr19,17800000,18000000,0
chr19-g90,chr19,18000000,18200000,0
chr19-g91,chr19,18200000,18400000,0
chr19-g92,chr19,18400000,18600000,0
chr19-g93,chr19,18600000,18800000,0
chr19-g94,chr19,18800000,19000000,0
chr19-g95,chr19,19000000,19200000,0
chr19-g96,chr19,19200000,19400000,0
chr19-g97,chr19,19400000,19600000,0
chr19-g98,chr19,19600000,19800000,0
chr19-g99,chr19,19800000,20000000,0
chr19-g100,chr19,20000000,20200000,0
chr19-g101,chr19,20200000,20400000,0
chr19-g102,chr19,20400000,20600000,0
chr19-g103,chr19,20600000,20800000,0
chr19-g104,chr19,20800000,21000000,0
chr19-g105,chr19,21000000,21200000,0
chr19-g106,chr19,21200000,21400000,0
chr19-g107,chr19,21400000,21600000,0
chr19-g108,chr19,21600000,21800000,0
chr19-g109,chr19,21800000,22000000,0
chr19-g110,chr19,22000000,22200000,0
chr19-g111,chr19,22200000,22400000,0
chr19-g112,chr19,22400000,22600000,0
chr19-g113,chr19,22600000,22800000,0
chr19-g114,chr19,22800000,23000000,0
chr19-g115,chr19,23000000,23200000,0
chr19-g116,chr19,23200000,23400000,0
chr19-g117,chr19,23400000,23600000,0
chr19-g118,chr19,23600000,23800000,0
chr19-g119,chr19,23800000,24000000,0
chr19-g120,chr19,24000000,24200000,0
chr19-g121,chr19,24200000,24400000,0
chr19-g122,chr19,24400000,24600000,0
chr19-g123,chr19,24600000,24800000,0
chr19-g124,chr19,24800000,25000000,0
chr19-g125,chr19,25000000,25200000,0
chr19-g126,chr19,25200000,25400000,0
chr19-g127,chr19,25400000,25600000,0
chr19-g128,chr19,25600000,25800000,0
chr19-g129,chr19,25800000,26000000,0
chr19-g130,chr19,26000000,26200000,0
chr19-g131,chr19,26200000,26400000,0
chr19-g132,chr19,26400000,26600000,0
chr19-g133,chr19,26600000,26800000,0
chr19-g134,chr19,26800000,27000000,0
chr19-g135,chr19,27000000,27200000,0
chr19-g136,chr19,27200000,27400000,0
chr19-g137,chr19,27400000,27600000,0
chr19-g138,chr19,27600000,27800000,0
chr19-g139,chr19,27800000,28000000,0
chr19-g140,chr19,28000000,28200000,0
chr19-g141,chr19,28200000,28400000,0
chr19-g142,chr19,28400000,28600000,0
chr19-g143,chr19,28600000,28800000,0
chr19-g144,chr19,28800000,29000000,0
chr19-g145,chr19,29000000,29200000,0
chr19-g146,chr19,29200000,29400000,0
chr19-g147,chr19,29400000,29600000,0
chr19-g148,chr19,29600000,29800000,0
chr19-g149,chr19,29800000,30000000,0
chr19-g150,chr19,30000000,30200000,0
chr19-g151,chr19,30200000,30400000,0
chr19-g152,chr19,30400000,30600000,0
chr19-g153,chr19,30600000,30800000,0
chr19-g154,chr19,30800000,31000000,0
chr19-g155,chr19,31000000,31200000,0
chr19-g156,chr19,31200000,31400000,0
chr19-g157,chr19,31400000,31600000,0
chr19-g158,chr19,31600000,31800000,0
chr19-g159,chr19,31800000,32000000,0
chr19-g160,chr19,32000000,32200000,0
chr19-g161,chr19,32200000,32400000,0
chr19-g162,chr19,32400000,32600000,0
chr19-g163,chr19,32600000,32800000,0
chr19-g164,chr19,32800000,33000000,0
chr19-g165,chr19,33000000,33200000,0
chr19-g166,chr19,33200000,33400000,0
chr19-g167,chr19,33400000,33600000,0
chr19-g168,chr19,33600000,33800000,0
chr19-g169,chr19,33800000,34000000,0
chr19-g170,chr19,34000000,34200000,0
chr19-g171,chr19,34200000,34400000,0
chr19-g172,chr19,34400000,34600000,0
chr19-g173,chr19,34600000,34800000,0
chr19-g174,chr19,34800000,35000000,0
chr19-g175,chr19,35000000,35200000,0
chr19-g176,chr19,35200000,35400000,0
chr19-g177,chr19,35400000,35600000,0
chr19-g178,chr19,35600000,35800000,0
chr19-g179,chr19,35800000,36000000,0
chr19-g180,chr19,36000000,36200000,0
chr19-g181,chr19,36200000,36400000,0
chr19-g182,chr19,36400000,36600000,0
chr19-g183,chr19,36600000,36800000,0
chr19-g184,chr19,36800000,37000000,0
chr19-g185,chr19,37000000,37200000,0
chr19-g186,chr19,37200000,37400000,0
chr19-g187,chr19,37400000,37600000,0
chr19-g188,chr19,37600000,37800000,0
chr19-g189,chr19,37800000,38000000,0
chr19-g190,chr19,38000000,38200000,1
chr19-g191,chr19,38200000,38400000,1
chr19-g192,chr19,38400000,38600000,1
chr19-g193,chr19,38600000,38800000,1
chr19-g194,chr19,38800000,39000000,1
chr19-g195,chr19,39000000,39200000,1
chr19-g196,chr19,39200000,39400000,1
chr19-g197,chr19,39400000,39600000,1
chr19-g198,chr19,39600000,39800000,1
chr19-g199,chr19,39800000,40000000,1
chr19-g200,chr19,40000000,40200000,1
chr19-g201,chr19,40200000,40400000,1
chr19-g202,chr19,40400000,40600000,1
chr19-g203,chr19,40600000,40800000,1
chr19-g204,chr19,40800000,41000000,1
chr19-g205,chr19,41000000,41200000,0
chr19-g206,chr19,41200000,41400000,0
chr19-g207,chr19,41400000,41600000,0
chr19-g208,chr19,41600000,41800000,0
chr19-g209,chr19,41800000,42000000,0
chr19-g210,chr19,42000000,42200000,0
chr19-g211,chr19,42200000,42400000,0
chr19-g212,chr19,42400000,42600000,0
chr19-g213,chr19,42600000,42800000,0
chr19-g214,chr19,42800000,43000000,0
chr19-g215,chr19,43000000,43200000,0
chr19-g216,chr19,43200000,43400000,0
chr19-g217,chr19,43400000,43600000,0
chr19-g218,chr19,43600000,43800000,0
chr19-g219,chr19,43800000,44000000,0
chr19-g220,chr19,44000000,44200000,0
chr19-g221,chr19,44200000,44400000,0
chr19-g222,chr19,44400000,44600000,0
chr19-g223,chr19,44600000,44800000,0
chr19-g224,chr19,44800000,45000000,0
chr19-g225,chr19,45000000,45200000,0
chr19-g226,chr19,45200000,45400000,0
chr19-g227,chr19,45400000,45600000,0
chr19-g228,chr19,45600000,45800000,0
chr19-g229,chr19,45800000,46000000,0
chr19-g230,chr19,46000000,46200000,0
chr19-g231,chr19,46200000,46400000,0
chr19-g232,chr19,46400000,46600000,0
chr19-g233,chr19,46600000,46800000,0
chr19-g234,chr19,46800000,47000000,0
chr19-g235,chr19,47000000,47200000,0
chr19-g236,chr19,47200000,47400000,0
chr19-g237,chr19,47400000,47600000,0
chr19-g238,chr19,47600000,47800000,0
chr19-g239,chr19,47800000,48000000,0
chr19-g240,chr19,48000000,48200000,0
chr19-g241,chr19,48200000,48400000,0
chr19-g242,chr19,48400000,48600000,0
chr19-g243,chr19,48600000,48800000,0
chr19-g244,chr19,48800000,49000000,0
chr19-g245,chr19,49000000,49200000,0
chr19-g246,chr19,49200000,49400000,0
chr19-g247,chr19,49400000,49600000,0
chr19-g248,chr19,49600000,49800000,0
chr19-g249,chr19,49800000,50000000,0
chr19-g250,chr19,50000000,50200000,0
chr19-g251,chr19,50200000,50400000,0
chr19-g252,chr19,50400000,50600000,0
chr19-g253,chr19,50600000,50800000,0
chr19-g254,chr19,50800000,51000000,0
chr19-g255,chr19,51000000,51200000,0
chr19-g256,chr19,51200000,51400000,0
chr19-g257,chr19,51400000,51600000,0
chr19-g258,chr19,51600000,51800000,0
chr19-g259,chr19,51800000,52000000,0
chr19-g260,chr19,52000000,52200000,0
chr19-g261,chr19,52200000,52400000,0
chr19-g262,chr19,52400000,52600000,0
chr19-g263,chr19,52600000,52800000,0
chr19-g264,chr19,52800000,53000000,0
chr19-g266,chr19,53200000,53400000,0
chr19-g267,chr19,53400000,53600000,0
chr19-g268,chr19,53600000,53800000,0
chr19-g269,chr19,53800000,54000000,0
chr19-g270,chr19,54000000,54200000,0
chr19-g271,chr19,54200000,54400000,0
chr19-g272,chr19,54400000,54600000,0
chr19-g273,chr19,54600000,54800000,0
chr19-g274,chr19,54800000,55000000,0
chr19-g275,chr19,55000000,55200000,0
chr19-g276,chr19,55200000,55400000,0
chr19-g277,chr19,55400000,55600000,0
chr19-g278,chr19,55600000,55800000,0
chr19-g279,chr19,55800000,56000000,0
chr19-g280,chr19,56000000,56200000,0
chr19-g281,chr19,56200000,56400000,0
chr19-g282,chr19,56400000,56600000,0
chr19-g283,chr19,56600000,56800000,0
chr19-g284,chr19,56800000,57000000,0
chr19-g285,chr19,57000000,57200000,0
chr19-g286,chr19,57200000,57400000,0
chr19-g287,chr19,57400000,57600000,0
chr19-g288,chr19,57600000,57800000,0
chr19-g289,chr19,57800000,58000000,0
chr19-g290,chr19,58000000,58200000,0
chr19-g291,chr19,58200000,58400000,0
chr19-g292,chr19,58400000,58600000,0
chr19-g293,chr19,58600000,58800000,0
chr19-g294,chr19,58800000,59000000,0
chr19-g295,chr19,59000000,59200000,0
chr19-g296,chr19,59200000,59400000,0
chr19-g297,chr19,59400000,59600000,0
chr19-g298,chr19,59600000,59800000,0
chr19-g299,chr19,59800000,60000000,0
chr19-g300,chr19,60000000,60200000,0
chr19-g301,chr19,60200000,60400000,0
chr19-g302,chr19,60400000,60600000,0
chr19-g303,chr19,60600000,60800000,0
chr19-g304,chr19,60800000,61000000,0
chr19-g305,chr19,61000000,61200000,0
chr19-g306,chr19,61200000,61350000,0
chr2-g15,chr2,3050000,3200000,0
chr2-g16,chr2,3200000,3400000,0
chr2-g17,chr2,3400000,3600000,0
chr2-g18,chr2,3600000,3800000,0
chr2-g19,chr2,3800000,4000000,0
chr2-g20,chr2,4000000,4200000,0
chr2-g21,chr2,4200000,4400000,0
chr2-g22,chr2,4400000,4600000,0
chr2-g23,chr2,4600000,4800000,0
chr2-g24,chr2,4800000,5000000,0
chr2-g25,chr2,5000000,5200000,0
chr2-g26,chr2,5200000,5400000,0
chr2-g27,chr2,5400000,5600000,0
chr2-g28,chr2,5600000,5800000,0
chr2-g29,chr2,5800000,6000000,0
chr2-g30,chr2,6000000,6200000,0
chr2-g31,chr2,6200000,6400000,0
chr2-g32,chr2,6400000,6600000,0
chr2-g33,chr2,6600000,6800000,0
chr2-g34,chr2,6800000,7000000,0
chr2-g35,chr2,7000000,7200000,0
chr2-g36,chr2,7200000,7400000,0
chr2-g37,chr2,7400000,7600000,0
chr2-g38,chr2,7600000,7800000,0
chr2-g39,chr2,7800000,8000000,0
chr2-g40,chr2,8000000,8200000,0
chr2-g41,chr2,8200000,8400000,0
chr2-g42,chr2,8400000,8600000,0
chr2-g43,chr2,8600000,8800000,0
chr2-g44,chr2,8800000,9000000,0
chr2-g45,chr2,9000000,9200000,0
chr2-g46,chr2,9200000,9400000,0
chr2-g47,chr2,9400000,9600000,0
chr2-g48,chr2,9600000,9800000,0
chr2-g49,chr2,9800000,10000000,0
chr2-g50,chr2,10000000,10200000,0
chr2-g51,chr2,10200000,10400000,0
chr2-g52,chr2,10400000,10600000,0
chr2-g53,chr2,10600000,10800000,0
chr2-g54,chr2,10800000,11000000,0
chr2-g55,chr2,11000000,11200000,0
chr2-g56,chr2,11200000,11400000,0
chr2-g57,chr2,11400000,11600000,0
chr2-g58,chr2,11600000,11800000,0
chr2-g59,chr2,11800000,12000000,0
chr2-g60,chr2,12000000,12200000,0
chr2-g61,chr2,12200000,12400000,0
chr2-g62,chr2,12400000,12600000,0
chr2-g63,chr2,12600000,12800000,0
chr2-g64,chr2,12800000,13000000,0
chr2-g65,chr2,13000000,13200000,0
chr2-g66,chr2,13200000,13400000,0
chr2-g67,chr2,13400000,13600000,0
chr2-g68,chr2,13600000,13800000,0
chr2-g69,chr2,13800000,14000000,0
chr2-g70,chr2,14000000,14200000,0
chr2-g71,chr2,14200000,14400000,0
chr2-g72,chr2,14400000,14600000,0
chr2-g73,chr2,14600000,14800000,0
chr2-g74,chr2,14800000,15000000,0
chr2-g75,chr2,15000000,15200000,0
chr2-g76,chr2,15200000,15400000,0
chr2-g77,chr2,15400000,15600000,0
chr2-g78,chr2,15600000,15800000,0
chr2-g79,chr2,15800000,16000000,0
chr2-g80,chr2,16000000,16200000,0
chr2-g81,chr2,16200000,16400000,0
chr2-g82,chr2,16400000,16600000,0
chr2-g83,chr2,16600000,16800000,0
chr2-g84,chr2,16800000,17000000,0
chr2-g85,chr2,17000000,17200000,0
chr2-g86,chr2,17200000,17400000,0
chr2-g87,chr2,17400000,17600000,0
chr2-g88,chr2,17600000,17800000,0
chr2-g89,chr2,17800000,18000000,0
chr2-g90,chr2,18000000,18200000,0
chr2-g91,chr2,18200000,18400000,0
chr2-g92,chr2,18400000,18600000,0
chr2-g93,chr2,18600000,18800000,0
chr2-g94,chr2,18800000,19000000,0
chr2-g95,chr2,19000000,19200000,0
chr2-g96,chr2,19200000,19400000,0
chr2-g97,chr2,19400000,19600000,0
chr2-g98,chr2,19600000,19800000,0
chr2-g99,chr2,19800000,20000000,0
chr2-g100,chr2,20000000,20200000,0
chr2-g101,chr2,20200000,20400000,0
chr2-g102,chr2,20400000,20600000,0
chr2-g103,chr2,20600000,20800000,0
chr2-g104,chr2,20800000,21000000,0
chr2-g105,chr2,21000000,21200000,0
chr2-g106,chr2,21200000,21400000,0
chr2-g107,chr2,21400000,21600000,0
chr2-g108,chr2,21600000,21800000,0
chr2-g109,chr2,21800000,22000000,0
chr2-g110,chr2,22000000,22200000,0
chr2-g111,chr2,22200000,22400000,0
chr2-g112,chr2,22400000,22600000,0
chr2-g113,chr2,22600000,22800000,0
chr2-g114,chr2,22800000,23000000,0
chr2-g115,chr2,23000000,23200000,0
chr2-g116,chr2,23200000,23400000,0
chr2-g117,chr2,23400000,23600000,0
chr2-g118,chr2,23600000,23800000,0
chr2-g119,chr2,23800000,24000000,0
chr2-g120,chr2,24000000,24200000,0
chr2-g121,chr2,24200000,24400000,0
chr2-g122,chr2,24400000,24600000,0
chr2-g123,chr2,24600000,24800000,0
chr2-g124,chr2,24800000,25000000,0
chr2-g125,chr2,25000000,25200000,0
chr2-g126,chr2,25200000,25400000,0
chr2-g127,chr2,25400000,25600000,0
chr2-g128,chr2,25600000,25800000,0
chr2-g129,chr2,25800000,26000000,0
chr2-g130,chr2,26000000,26200000,0
chr2-g131,chr2,26200000,26400000,0
chr2-g132,chr2,26400000,26600000,0
chr2-g133,chr2,26600000,26800000,0
chr2-g134,chr2,26800000,27000000,0
chr2-g135,chr2,27000000,27200000,0
chr2-g136,chr2,27200000,27400000,0
chr2-g137,chr2,27400000,27600000,0
chr2-g138,chr2,27600000,27800000,0
chr2-g139,chr2,27800000,28000000,0
chr2-g140,chr2,28000000,28200000,0
chr2-g141,chr2,28200000,28400000,0
chr2-g142,chr2,28400000,28600000,0
chr2-g143,chr2,28600000,28800000,0
chr2-g144,chr2,28800000,29000000,0
chr2-g145,chr2,29000000,29200000,0
chr2-g146,chr2,29200000,29400000,0
chr2-g147,chr2,29400000,29600000,0
chr2-g148,chr2,29600000,29800000,0
chr2-g149,chr2,29800000,30000000,0
chr2-g150,chr2,30000000,30200000,0
chr2-g151,chr2,30200000,30400000,0
chr2-g152,chr2,30400000,30600000,0
chr2-g153,chr2,30600000,30800000,0
chr2-g154,chr2,30800000,31000000,0
chr2-g155,chr2,31000000,31200000,0
chr2-g156,chr2,31200000,31400000,0
chr2-g157,chr2,31400000,31600000,0
chr2-g158,chr2,31600000,31800000,0
chr2-g159,chr2,31800000,32000000,0
chr2-g160,chr2,32000000,32200000,0
chr2-g161,chr2,32200000,32400000,0
chr2-g162,chr2,32400000,32600000,0
