200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,Bergmann_pol_ass,Bergmann_spk_ass,log2FC_B2P
chr8-g470,chr8,94000000,94200000,0.455445,"Amfr, Nudt21, Ogfod1, Bbs2, Mt4, Mt2, Mt3, Mt1",8.0,"41053, 17637, 30725, 30558, 1828, 950, 1542, 1239",41053.0,950.0,15691.5,9732.5,8,0,0,1,0,5.261757311594079
chr8-g472,chr8,94400000,94600000,0.47717,"9330175E14Rik, Nlrc5, Mir7072, Cpne2, Fam192a",5.0,"1977, 54510, 60, 37502, 26786",54510.0,60.0,24167.0,26786.0,8,0,0,1,0,5.752419469585326
chr8-g475,chr8,95000000,95200000,0.4981299999999999,"Adgrg1, Adgrg3, Drc7, Katnb1, Kifc3",5.0,"29810, 27558, 23039, 18674, 102999",102999.0,18674.0,40416.0,27558.0,8,0,0,0,0,7.224166169953395
chr8-g476,chr8,95200000,95400000,0.492055,"Kifc3, Cngb1, Tepp, Usb1, Zfp319, Mmp15",6.0,"102999, 67543, 9732, 15230, 5681, 21998",102999.0,5681.0,37197.16666666666,18614.0,8,0,0,0,0,7.224166169953395
chr8-g529,chr8,105800000,106000000,0.480745,"Ranbp10, Tsnaxip1, Cenpt, Nutf2, Thap11, Edc4, Nrn1l, Pskh1, Lcat, Ctrl, Psmb10, Slc12a4, Mir7074, Dpep3, Dpep2",15.0,"58901, 16933, 7331, 19869, 1848, 12345, 1457, 31329, 3852, 1869, 2665, 22526, 63, 5900, 11478",58901.0,63.0,13224.4,7331.0,8,0,0,0,0,9.221005849974553
chr8-g543,chr8,108600000,108800000,0.467595,Zfhx3,1.0,246993,246993.0,246993.0,246993.0,246993.0,8,0,0,0,0,5.217941664612765
chr8-g544,chr8,108800000,109000000,0.4784549999999999,"Zfhx3, Mir3108",2.0,"246993, 79",246993.0,79.0,123536.0,123536.0,8,0,0,0,0,5.217941664612765
chr8-g545,chr8,109000000,109200000,0.404555,"D030068K23Rik, 4922502B01Rik",2.0,"178418, 104505",178418.0,104505.0,141461.5,141461.5,8,0,0,0,0,4.343648516157078
chr8-g546,chr8,109200000,109400000,0.418305,"D030068K23Rik, 4922502B01Rik, Gm1943",3.0,"178418, 104505, 1109",178418.0,1109.0,94677.33333333331,104505.0,8,0,0,1,0,4.343648516157078
chr8-g568,chr8,113600000,113800000,0.435965,"Mon1b, Syce1l, Gm30052, Adamts18",4.0,"9394, 12321, 8533, 151716",151716.0,8533.0,45491.0,10857.5,8,0,0,0,0,5.763403885224643
chr8-g569,chr8,113800000,114000000,0.43585,Adamts18,1.0,151716,151716.0,151716.0,151716.0,151716.0,8,0,0,0,0,5.763403885224643
chr8-g578,chr8,115600000,115800000,0.441495,Maf,1.0,3642,3642.0,3642.0,3642.0,3642.0,8,0,0,0,0,6.326881665992103
chr8-g599,chr8,119800000,120000000,0.497255,"Cotl1, Klhl36, Usp10, Crispld2",4.0,"31366, 14685, 47200, 60357",60357.0,14685.0,38402.0,39283.0,8,0,0,0,0,4.576580631237212
chr8-g625,chr8,125000000,125200000,0.478875,"Tsnax, Disc1",2.0,"21168, 206957",206957.0,21168.0,114062.5,114062.5,8,0,0,0,0,6.90863259133297
chr8-g626,chr8,125200000,125400000,0.479195,Disc1,1.0,206957,206957.0,206957.0,206957.0,206957.0,8,0,0,0,0,6.90863259133297
chr8-g627,chr8,125400000,125600000,0.49072,"Sipa1l2, 4930567H12Rik",2.0,"151796, 32033",151796.0,32033.0,91914.5,91914.5,8,0,0,0,0,4.914142515488307
chr9-g22,chr9,4400000,4600000,0.36813,Gria4,1.0,378342,378342.0,378342.0,378342.0,378342.0,9,0,0,0,0,7.719473264876298
chr9-g23,chr9,4600000,4800000,0.36777,Gria4,1.0,378342,378342.0,378342.0,378342.0,378342.0,9,0,0,0,0,7.719473264876298
chr9-g30,chr9,6000000,6200000,0.37969,Pdgfd,1.0,210360,210360.0,210360.0,210360.0,210360.0,9,0,0,0,0,8.138665681966822
chr9-g31,chr9,6200000,6400000,0.3889749999999999,"Pdgfd, Ddi1",2.0,"210360, 1520",210360.0,1520.0,105940.0,105940.0,9,0,0,0,0,8.138665681966822
chr9-g67,chr9,13400000,13600000,0.39792,Phxr4,1.0,1380,1380.0,1380.0,1380.0,1380.0,9,0,0,0,0,4.623822531516196
chr9-g68,chr9,13600000,13800000,0.422255,"Maml2, Mtmr2",2.0,"89545, 59718",89545.0,59718.0,74631.5,74631.5,9,0,1,0,0,8.609697414844858
chr9-g72,chr9,14400000,14600000,0.440895,"Kdm4d, Cwc15, Amotl1",3.0,"37902, 10002, 73034",73034.0,10002.0,40312.66666666666,37902.0,9,0,0,0,0,6.125473181580485
chr9-g73,chr9,14600000,14800000,0.453285,"Amotl1, Gm7607, Piwil4, Fut4, 1700012B09Rik, Mre11a, Ankrd49",7.0,"73034, 2079, 38897, 3664, 12837, 52473, 4954",73034.0,2079.0,26848.28571428572,12837.0,9,0,0,0,0,6.125473181580485
chr9-g79,chr9,15800000,16000000,0.4242599999999999,"Mtnr1b, Fat3",2.0,"11943, 591865",591865.0,11943.0,301904.0,301904.0,9,0,0,0,0,5.939499973960392
chr9-g80,chr9,16000000,16200000,0.40465,Fat3,1.0,591865,591865.0,591865.0,591865.0,591865.0,9,0,0,0,0,5.939499973960392
chr9-g81,chr9,16200000,16400000,0.407335,Fat3,1.0,591865,591865.0,591865.0,591865.0,591865.0,9,0,0,0,0,5.939499973960392
chr9-g82,chr9,16400000,16600000,0.405865,Fat3,1.0,591865,591865.0,591865.0,591865.0,591865.0,9,0,0,0,0,5.939499973960392
chr9-g103,chr9,20600000,20800000,0.481075,"Fbxl12os, Ubl5, Fbxl12, Pin1, Olfm2, Col5a3",6.0,"9797, 3457, 7019, 11595, 78607, 45011",78607.0,3457.0,25914.33333333333,10696.0,9,0,0,0,0,4.6201176912309805
chr9-g175,chr9,35000000,35200000,0.45708,"Kirrel3, St3gal4, 4930581F22Rik, Dcps, Tirap",5.0,"547577, 70289, 14195, 51574, 15901",547577.0,14195.0,139907.2,51574.0,9,0,0,0,0,10.12051106551063
chr9-g184,chr9,36800000,37000000,0.449395,"Fez1, Pknox2",2.0,"57034, 256344",256344.0,57034.0,156689.0,156689.0,9,0,0,0,0,5.9721100983279545
chr9-g185,chr9,37000000,37200000,0.45572,Pknox2,1.0,256344,256344.0,256344.0,256344.0,256344.0,9,0,0,0,0,5.9721100983279545
chr9-g186,chr9,37200000,37400000,0.424335,"Tmem218, Slc37a2, Ccdc15, Hepacam",4.0,"14913, 26590, 80894, 18966",80894.0,14913.0,35340.75,22778.0,9,0,0,0,0,8.110317886860283
chr9-g205,chr9,41000000,41200000,0.465865,"Crtam, Ubash3b",2.0,"31831, 144437",144437.0,31831.0,88134.0,88134.0,9,0,0,0,0,-4.374145887641293
chr9-g243,chr9,48600000,48800000,0.471635,"Nnmt, Zbtb16",2.0,"13247, 184429",184429.0,13247.0,98838.0,98838.0,9,1,0,0,0,5.577836031285436
chr9-g244,chr9,48800000,49000000,0.469785,"Zbtb16, Htr3a, Htr3b, Usp28",4.0,"184429, 11887, 29983, 57133",184429.0,11887.0,70858.0,43558.0,9,1,0,0,0,5.577836031285436
chr9-g258,chr9,51600000,51800000,0.40995,Arhgap20,1.0,87709,87709.0,87709.0,87709.0,87709.0,9,0,0,0,0,-5.820786845685779
chr9-g259,chr9,51800000,52000000,0.424985,"Arhgap20, Arhgap20os, 4933407I05Rik, Fdx1",4.0,"87709, 36393, 12575, 20578",87709.0,12575.0,39313.75,28485.5,9,0,0,0,0,-6.041104061444324
chr9-g269,chr9,53800000,54000000,0.425525,"Slc35f2, Sln, Elmod1",3.0,"46627, 3599, 63842",63842.0,3599.0,38022.66666666666,46627.0,9,0,0,0,0,-5.292875191593285
chr9-g273,chr9,54600000,54800000,0.469545,"Idh3a, Acsbg1, Dnaja4, Mir5710, Wdr61, Crabp1",6.0,"18152, 56889, 17035, 69, 17397, 8363",56889.0,69.0,19650.83333333333,17216.0,9,0,0,0,0,5.944554018631919
chr9-g280,chr9,56000000,56200000,0.4505699999999999,"Gm7444, Rcn2, Pstpip1, Tspan3",4.0,"3938, 1401, 38915, 25187",38915.0,1401.0,17360.25,14562.5,9,0,0,0,0,5.806275930983129
chr9-g318,chr9,63600000,63800000,0.4903749999999999,"Iqch, Aagab, Smad3",3.0,"181045, 41945, 111228",181045.0,41945.0,111406.0,111228.0,9,0,0,0,0,5.842814030135133
chr9-g325,chr9,65000000,65200000,0.46985,"Hacd3, Dpp8, Igdcc4, Igdcc3",4.0,"34735, 50194, 36462, 45878",50194.0,34735.0,41817.25,41170.0,9,0,0,0,0,7.657361713204542
chr9-g362,chr9,72400000,72600000,0.404175,"BC065403, Mns1, Tex9, 4930509E16Rik, Rfx7",5.0,"1224, 20048, 33905, 13609, 90710",90710.0,1224.0,31899.2,20048.0,9,0,0,0,0,4.405996337183136
chr9-g433,chr9,86600000,86800000,0.415825,"Me1, A330041J22Rik, Prss35, Snap91",4.0,"114552, 5812, 13874, 114782",114782.0,5812.0,62255.0,64213.0,9,0,0,0,0,-3.931096699770226
chr9-g434,chr9,86800000,87000000,0.412955,Snap91,1.0,114782,114782.0,114782.0,114782.0,114782.0,9,0,0,0,0,-3.931096699770226
chr9-g449,chr9,89800000,90000000,0.453495,"Mir184, 4930524O08Rik, Rasgrf1",3.0,"69, 37510, 117205",117205.0,69.0,51594.66666666666,37510.0,9,0,0,0,0,8.757519722958186
chr9-g450,chr9,90000000,90200000,0.4606,"Rasgrf1, Ctsh, Morf4l1, Adamts7",4.0,"117205, 21829, 23152, 37125",117205.0,21829.0,49827.75,30138.5,9,0,0,1,0,8.757519722958186
chr9-g456,chr9,91200000,91400000,0.4039399999999999,"Zic4, Zic1",2.0,"20377, 5455",20377.0,5455.0,12916.0,12916.0,9,0,0,0,0,7.85663681483237
chr9-g462,chr9,92400000,92600000,0.401315,"Plscr4, Plod2, B430319G15Rik",3.0,"35139, 66205, 4069",66205.0,4069.0,35137.666666666664,35139.0,9,0,0,1,0,6.631333056326982
chr9-g463,chr9,92600000,92800000,0.3967499999999999,"Plod2, 4933400C23Rik",2.0,"66205, 76996",76996.0,66205.0,71600.5,71600.5,9,0,0,0,0,4.800108629737212
chr9-g480,chr9,96000000,96200000,0.433575,"Xrn1, Gk5, Tfdp2",3.0,"103047, 65199, 127372",127372.0,65199.0,98539.33333333331,103047.0,9,0,0,0,0,4.731326543146786
chr9-g487,chr9,97400000,97600000,0.43968,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,-4.10354442255496
chr9-g488,chr9,97600000,97800000,0.43213,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,-4.10354442255496
chr9-g489,chr9,97800000,98000000,0.42904,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,-4.10354442255496
chr9-g490,chr9,98000000,98200000,0.4352149999999999,"Clstn2, 4921534H16Rik",2.0,"588773, 8756",588773.0,8756.0,298764.5,298764.5,9,0,0,0,0,-4.10354442255496
chr9-g517,chr9,103400000,103600000,0.4621599999999999,"5830418P13Rik, Bfsp2, Tmem108, 4932413F04Rik",4.0,"37683, 55325, 278902, 8802",278902.0,8802.0,95178.0,46504.0,9,0,0,0,0,-4.974006238493769
chr9-g530,chr9,106000000,106200000,0.45963,"Col6a4, Wdr82, Mir135a-1, Glyctk, Mirlet7g, Ppm1m",6.0,"106374, 20778, 90, 5279, 88, 4281",106374.0,88.0,22815.0,4780.0,9,0,0,0,0,3.3521880803133315
chr9-g536,chr9,107200000,107400000,0.482565,"Dock3, Mapkapk3, Cish, 6430571L13Rik, Hemk1, Cacna2d2",6.0,"339085, 34951, 6126, 9044, 11269, 129464",339085.0,6126.0,88323.16666666667,23110.0,9,0,0,0,0,-4.915577398804849
chr9-g537,chr9,107400000,107600000,0.5235449999999999,"Cacna2d2, Zmynd10, Tmem115, Nprl2, Cyb561d2, Rassf1, Tusc2, Hyal2, Hyal1, Ifrd2, Naa80, Hyal3, Lsmem2, Sema3b",14.0,"129464, 4018, 4712, 3498, 3183, 10713, 2854, 3616, 4002, 5321, 3380, 6064, 4003, 11568",129464.0,2854.0,14028.285714285714,4010.5,9,0,0,0,0,-4.915577398804849
chr9-g538,chr9,107600000,107800000,0.49532,"Sema3b, Gnai2, Slc38a3, Gnat1, Sema3f, Rbm5, Rbm6",7.0,"11568, 21218, 17814, 5198, 28974, 30508, 99261",99261.0,5198.0,30648.714285714286,21218.0,9,0,0,0,0,4.176597415574406
chr9-g545,chr9,109000000,109200000,0.4735,"Pfkfb4, Shisa5, Trex1, Atrip, Atrip-trex1, Ccdc51, Plxnb1, Tma7, Fbxw21, Fbxw13",10.0,"40324, 19226, 1792, 14378, 16165, 10868, 24480, 4394, 22569, 16749",40324.0,1792.0,17094.5,16457.0,9,0,0,0,0,6.588437227200834
chr9-g551,chr9,110200000,110400000,0.466315,"Smarcc1, Cspg5, Mir6236, Elp6, Scap, Ptpn23",6.0,"108155, 18794, 123, 16911, 51662, 23122",108155.0,123.0,36461.16666666666,20958.0,9,0,0,0,0,6.395416264929867
chr9-g556,chr9,111200000,111400000,0.44136,"Lrrfip2, Mlh1, Epm2aip1, Trank1",4.0,"107558, 43381, 7247, 84037",107558.0,7247.0,60555.75,63709.0,9,0,0,0,0,-4.427866112009091
chr9-g557,chr9,111400000,111600000,0.451545,"Dclk3, Stac",2.0,"50531, 128912",128912.0,50531.0,89721.5,89721.5,9,0,0,1,0,-7.473683106299716
chr9-g558,chr9,111600000,111800000,0.432595,Stac,1.0,128912,128912.0,128912.0,128912.0,128912.0,9,0,0,1,0,-7.473683106299716
chr9-g560,chr9,112000000,112200000,0.421575,"Arpp21, Mir128-2",2.0,"170895, 76",170895.0,76.0,85485.5,85485.5,9,0,0,1,0,7.10818934499659
chr9-g561,chr9,112200000,112400000,0.406895,"Arpp21, 2310075C17Rik, 2900079G21Rik",3.0,"170895, 787, 46057",170895.0,787.0,72579.66666666667,46057.0,9,0,0,1,0,7.10818934499659
chr9-g594,chr9,118800000,119000000,0.4775849999999999,"Itga9, Ctdspl",2.0,"294295, 117584",294295.0,117584.0,205939.5,205939.5,9,0,0,0,0,7.483202456923301
chr9-g595,chr9,119000000,119200000,0.5081450000000001,"Ctdspl, Mir26a-1, Vill, Plcd1, Dlec1, Acaa1b, Slc22a14, Slc22a13",8.0,"117584, 90, 18748, 21975, 41774, 9051, 20940, 16128",117584.0,90.0,30786.25,19844.0,9,0,0,0,0,7.483202456923301
chr10-g16,chr10,3200000,3400000,0.418945,"H60c, Ppp1r14c",2.0,"11564, 98826",98826.0,11564.0,55195.0,55195.0,10,0,0,0,0,4.56317024084389
chr10-g17,chr10,3400000,3600000,0.43379,"Ppp1r14c, Iyd",2.0,"98826, 14606",98826.0,14606.0,56716.0,56716.0,10,0,0,0,0,4.56317024084389
chr10-g18,chr10,3600000,3800000,0.427435,Plekhg1,1.0,226926,226926.0,226926.0,226926.0,226926.0,10,0,0,0,0,7.547046144913643
chr10-g19,chr10,3800000,4000000,0.43062,"Plekhg1, Mthfd1l",2.0,"226926, 194007",226926.0,194007.0,210466.5,210466.5,10,0,0,0,0,7.547046144913643
chr10-g29,chr10,5800000,6000000,0.4102099999999999,"Fbxo5, Mtrf1l, Rgs17",3.0,"6308, 12057, 96737",96737.0,6308.0,38367.333333333336,12057.0,10,0,0,0,0,7.689015143019888
chr10-g35,chr10,7000000,7200000,0.4385,"Oprm1, Ipcef1, Cnksr3",3.0,"279617, 111643, 93176",279617.0,93176.0,161478.66666666666,111643.0,10,0,0,0,0,6.577871294201794
chr10-g36,chr10,7200000,7400000,0.4324249999999999,Cnksr3,1.0,93176,93176.0,93176.0,93176.0,93176.0,10,0,0,0,0,6.577871294201794
chr10-g41,chr10,8200000,8400000,0.436415,Ust,1.0,314073,314073.0,314073.0,314073.0,314073.0,10,0,0,0,0,8.335385523279935
chr10-g42,chr10,8400000,8600000,0.43018,Ust,1.0,314073,314073.0,314073.0,314073.0,314073.0,10,0,0,0,0,8.335385523279935
chr10-g43,chr10,8600000,8800000,0.4374999999999999,Sash1,1.0,163852,163852.0,163852.0,163852.0,163852.0,10,0,0,0,0,4.166797130714414
chr10-g44,chr10,8800000,9000000,0.4439749999999999,Sash1,1.0,163852,163852.0,163852.0,163852.0,163852.0,10,0,0,0,0,4.166797130714414
chr10-g53,chr10,10600000,10800000,0.39734,"Gm5177, Grm1, 4930567K20Rik",3.0,"10369, 396273, 7086",396273.0,7086.0,137909.33333333334,10369.0,10,0,0,0,0,-7.591338859320799
chr10-g54,chr10,10800000,11000000,0.3904,Grm1,1.0,396273,396273.0,396273.0,396273.0,396273.0,10,0,0,0,0,-7.591338859320799
chr10-g55,chr10,11000000,11200000,0.3932299999999999,"Grm1, Shprh",2.0,"396273, 60186",396273.0,60186.0,228229.5,228229.5,10,0,0,0,0,-7.591338859320799
chr10-g61,chr10,12200000,12400000,0.40417,Utrn,1.0,479548,479548.0,479548.0,479548.0,479548.0,10,0,0,0,0,5.385156030617832
chr10-g62,chr10,12400000,12600000,0.40365,Utrn,1.0,479548,479548.0,479548.0,479548.0,479548.0,10,0,0,0,0,5.385156030617832
chr10-g63,chr10,12600000,12800000,0.412545,Utrn,1.0,479548,479548.0,479548.0,479548.0,479548.0,10,0,0,0,0,5.385156030617832
chr10-g64,chr10,12800000,13000000,0.442505,"Utrn, B230208H11Rik, Stx11",3.0,"479548, 6482, 24277",479548.0,6482.0,170102.33333333334,24277.0,10,0,0,0,0,5.385156030617832
chr10-g92,chr10,18400000,18600000,0.42911,"Nhsl1, Hebp2, Arfgef3",3.0,"126217, 5954, 155748",155748.0,5954.0,95973.0,126217.0,10,0,0,0,0,5.028479666869765
chr10-g93,chr10,18600000,18800000,0.4177249999999999,"Arfgef3, Gm32926, Gm4922, 4930444F02Rik",4.0,"155748, 94527, 7067, 34632",155748.0,7067.0,72993.5,64579.5,10,0,0,0,0,-4.6691123469330265
chr10-g97,chr10,19400000,19600000,0.41448,"Gm33104, Ifngr1",2.0,"20604, 18279",20604.0,18279.0,19441.5,19441.5,10,0,0,0,1,5.61207122060175
chr10-g98,chr10,19600000,19800000,0.41649,"Ifngr1, Il22ra2, Il20ra",3.0,"18279, 12654, 47467",47467.0,12654.0,26133.33333333333,18279.0,10,0,0,0,0,5.61207122060175
chr10-g109,chr10,21800000,22000000,0.43737,Sgk1,1.0,117719,117719.0,117719.0,117719.0,117719.0,10,0,0,0,0,-6.105421227499496
chr10-g134,chr10,26800000,27000000,0.40217,"Arhgap18, Lama2",2.0,"146137, 635658",635658.0,146137.0,390897.5,390897.5,10,0,0,0,0,7.107918515317044
chr10-g135,chr10,27000000,27200000,0.382835,Lama2,1.0,635658,635658.0,635658.0,635658.0,635658.0,10,0,0,0,0,7.107918515317044
chr10-g136,chr10,27200000,27400000,0.37405,"Lama2, 4930579H20Rik",2.0,"635658, 7360",635658.0,7360.0,321509.0,321509.0,10,0,0,0,0,7.107918515317044
chr10-g137,chr10,27400000,27600000,0.37085,Lama2,1.0,635658,635658.0,635658.0,635658.0,635658.0,10,0,0,0,0,7.107918515317044
chr10-g138,chr10,27600000,27800000,0.384615,Lama2,1.0,635658,635658.0,635658.0,635658.0,635658.0,10,0,0,0,0,7.107918515317044
chr10-g157,chr10,31400000,31600000,0.401285,"Tpd52l1, Supt4b, Rnf217",3.0,"113586, 710, 107839",113586.0,710.0,74045.0,107839.0,10,0,0,0,0,6.667748432400747
chr10-g158,chr10,31600000,31800000,0.396865,Rnf217,1.0,107839,107839.0,107839.0,107839.0,107839.0,10,0,0,0,0,6.667748432400747
chr10-g201,chr10,40200000,40400000,0.433365,"Rpf2, Gtf3c6, Rnu3a, Amd1, Amd2, Cdk19",6.0,"23794, 10012, 212, 14731, 14722, 134511",134511.0,212.0,32997.0,14726.5,10,0,0,0,0,4.395645358155815
chr10-g202,chr10,40400000,40600000,0.434495,"Cdk19, Slc22a16",2.0,"134511, 33771",134511.0,33771.0,84141.0,84141.0,10,1,0,0,0,4.395645358155815
chr10-g203,chr10,40600000,40800000,0.433395,"Slc22a16, Ddo, Mettl24",3.0,"33771, 11558, 127802",127802.0,11558.0,57710.333333333336,33771.0,10,0,1,0,0,8.571020511989136
chr10-g204,chr10,40800000,41000000,0.41998,"Mettl24, Cdc40, Wasf1",3.0,"127802, 51522, 55036",127802.0,51522.0,78120.0,55036.0,10,0,0,0,0,6.518990150163322
chr10-g207,chr10,41400000,41600000,0.455875,"Ak9, Zbtb24, Mical1, Ppil6, Smpd2, Cd164, Ccdc162, 5730435O14Rik",8.0,"129635, 3111, 9021, 23850, 3169, 11543, 177620, 8461",177620.0,3111.0,45801.25,10282.0,10,0,0,0,0,6.688664920642727
chr10-g281,chr10,56200000,56400000,0.40275,"Tbc1d32, Gja1",2.0,"214396, 13120",214396.0,13120.0,113758.0,113758.0,10,0,0,0,0,7.400985164927646
chr10-g310,chr10,62000000,62200000,0.491455,"Fam241b, Neurog3, Mir7662, Tspan15",4.0,"3395, 1674, 61, 45823",45823.0,61.0,12738.25,2534.5,10,0,0,0,0,8.669524701602176
chr10-g311,chr10,62200000,62400000,0.488945,"Tspan15, Tacr2, Hk1, Hk1os, Hkdc1",5.0,"45823, 13553, 111054, 9260, 39321",111054.0,9260.0,43802.2,39321.0,10,0,0,0,0,8.669524701602176
chr10-g317,chr10,63400000,63600000,0.426985,"Dnajc12, Ctnna3",2.0,"22278, 1573570",1573570.0,22278.0,797924.0,797924.0,10,0,0,0,0,5.585873455341707
chr10-g318,chr10,63600000,63800000,0.4108149999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.585873455341707
chr10-g319,chr10,63800000,64000000,0.4013099999999999,"Ctnna3, Lrrtm3",2.0,"1573570, 161759",1573570.0,161759.0,867664.5,867664.5,10,0,0,0,0,5.909910502533322
chr10-g320,chr10,64000000,64200000,0.401505,"Ctnna3, Lrrtm3",2.0,"1573570, 161759",1573570.0,161759.0,867664.5,867664.5,10,0,0,0,0,5.909910502533322
chr10-g321,chr10,64200000,64400000,0.3886,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.585873455341707
chr10-g322,chr10,64400000,64600000,0.372825,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.585873455341707
chr10-g323,chr10,64600000,64800000,0.3824199999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.585873455341707
chr10-g324,chr10,64800000,65000000,0.3737199999999999,Ctnna3,1.0,1573570,1573570.0,1573570.0,1573570.0,1573570.0,10,0,0,0,0,5.585873455341707
chr10-g325,chr10,65000000,65200000,0.36984,"Ctnna3, Gm28881",2.0,"1573570, 842",1573570.0,842.0,787206.0,787206.0,10,0,0,0,0,5.585873455341707
chr10-g347,chr10,69400000,69600000,0.436675,Ank3,1.0,493729,493729.0,493729.0,493729.0,493729.0,10,0,0,0,0,-4.604578570109255
chr10-g348,chr10,69600000,69800000,0.4399699999999999,Ank3,1.0,493729,493729.0,493729.0,493729.0,493729.0,10,0,0,0,0,-4.604578570109255
chr10-g349,chr10,69800000,70000000,0.44499,Ank3,1.0,493729,493729.0,493729.0,493729.0,493729.0,10,0,0,0,0,-4.604578570109255
chr10-g350,chr10,70000000,70200000,0.463175,"Ank3, Ccdc6",2.0,"493729, 96080",493729.0,96080.0,294904.5,294904.5,10,0,0,0,0,-4.604578570109255
chr10-g352,chr10,70400000,70600000,0.435315,"Fam13c, Phyhipl",2.0,"118065, 41606",118065.0,41606.0,79835.5,79835.5,10,0,0,0,0,9.051821628464989
chr10-g378,chr10,75600000,75800000,0.490145,"Ggt5, Susd2, Cabin1, Ddt, Gstt3, Gstt1",6.0,"27820, 7390, 118248, 2142, 7306, 14772",118248.0,2142.0,29613.0,11081.0,10,0,0,0,0,5.30386815800419
chr10-g379,chr10,75800000,76000000,0.474815,"Gstt4, Gstt2, Mif, Derl3, Smarcb1, Mmp11, Vpreb3, Chchd10, Gm867, Gm5134",10.0,"7600, 3037, 925, 2544, 24846, 9281, 1358, 4621, 2950, 55076",55076.0,925.0,11223.8,3829.0,10,0,0,0,0,3.586430543998833
chr10-g385,chr10,77000000,77200000,0.499365,"Gm10787, Gm3137, Slc19a1, Col18a1",4.0,"10220, 18626, 17221, 114352",114352.0,10220.0,40104.75,17923.5,10,0,0,0,0,-6.21493033970713
chr10-g393,chr10,78600000,78800000,0.42738,"Olfr1357, Casp14, Gm30400, Ccdc105, Slc1a6",5.0,"6406, 6299, 20456, 6144, 34330",34330.0,6144.0,14727.0,6406.0,10,0,0,0,0,-7.337197062430353
chr10-g394,chr10,78800000,79000000,0.400425,"Slc1a6, Olfr1356, Olfr1355, Olfr1354, Olfr1353, Olfr8, Olfr1352",7.0,"34330, 963, 4558, 1095, 7304, 933, 3672",34330.0,933.0,7550.714285714285,3672.0,10,0,0,0,0,-7.337197062430353
chr10-g398,chr10,79600000,79800000,0.529485,"C2cd4c, Shc2, Odf3l2, Madcam1, Tpgs1, Gzmm, Cdc34, Bsg, Hcn2, Polrmt, Fgf22, Rnf126, Palm, Fstl3, Prss57",15.0,"7172, 19981, 6213, 3984, 6689, 1436, 6204, 7622, 19475, 10457, 2414, 8438, 27325, 5357, 7512",27325.0,1436.0,9351.933333333332,7172.0,10,0,0,0,0,4.7417471598082255
chr10-g399,chr10,79800000,80000000,0.538655,"Palm, Misp, Mir6910, Ptbp1, Plppr3, E130317F20Rik, Elane, Cfd, Prtn3, Med16, Kiss1r, R3hdm4, Arid3a, Wdr18, Grin3b, Cnn2, Abca7, Tmem259",18.0,"27325, 9432, 66, 10004, 9854, 3595, 1905, 1803, 3506, 14233, 5302, 6878, 27976, 9095, 6467, 6801, 19079, 7141",27976.0,66.0,9470.111111111111,7009.5,10,0,0,0,0,4.7417471598082255
chr10-g407,chr10,81400000,81600000,0.5395099999999999,"Nfic, Gm16104, Mir1191b, Celf5, Ncln, S1pr4, Gna15, Gna11, Tle5, Tle2, Tle6",11.0,"30983, 2005, 58, 23483, 9905, 2393, 21912, 16439, 6928, 15559, 9996",30983.0,58.0,12696.454545454546,9996.0,10,0,0,0,0,6.537440408011241
chr10-g418,chr10,83600000,83800000,0.462815,"Appl2, 1500009L16Rik",2.0,"48631, 39898",48631.0,39898.0,44264.5,44264.5,10,0,0,0,0,4.316229191154297
chr10-g423,chr10,84600000,84800000,0.45287,"Tcp11l2, Polr3b, Rfx4",3.0,"37409, 104881, 150489",150489.0,37409.0,97593.0,104881.0,10,0,0,0,0,10.9103605852183
chr10-g424,chr10,84800000,85000000,0.44766,"Rfx4, Ric8b",2.0,"150489, 100725",150489.0,100725.0,125607.0,125607.0,10,0,0,0,0,10.9103605852183
chr10-g433,chr10,86600000,86800000,0.4475999999999999,"1810014B01Rik, Hsp90b1, Ttc41, Nt5dc3",4.0,"4428, 14604, 18887, 59385",59385.0,4428.0,24326.0,16745.5,10,0,0,0,0,-5.413252246423666
chr10-g434,chr10,86800000,87000000,0.454995,"Nt5dc3, Stab2",2.0,"59385, 166733",166733.0,59385.0,113059.0,113059.0,10,0,0,0,0,-5.413252246423666
chr10-g442,chr10,88400000,88600000,0.4219099999999999,"Gnptab, Sycp3, Chpt1, Mybpc1",4.0,"68056, 13650, 31158, 86874",86874.0,13650.0,49934.5,49607.0,10,0,0,0,0,6.00270747119823
