fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g68,chr9-g69,chr9-g70,chr9-g71,chr9-g72,chr9-g73,chr9-g74,chr9-g75,chr9-g76,chr9-g77,chr9-g78,chr9-g79,chr9-g80,chr9-g81,chr9-g82,chr9-g83,chr9-g84,chr9-g85,chr9-g86,chr9-g87,chr9-g88,chr9-g89,chr9-g90,chr9-g91,chr9-g92,chr9-g93,chr9-g94,chr9-g95,chr9-g96,chr9-g97,chr9-g98,chr9-g99,chr9-g100,chr9-g101,chr9-g102,chr9-g103,chr9-g104,chr9-g105,chr9-g106,chr9-g107,chr9-g108,chr9-g109,chr9-g110,chr9-g111,chr9-g112,chr9-g113,chr9-g114,chr9-g115,chr9-g116,chr9-g117,chr9-g118,chr9-g119,chr9-g120,chr9-g121,chr9-g122,chr9-g123,chr9-g124,chr9-g125,chr9-g126,chr9-g127,chr9-g128
0,353,1,1,0.17728200000000002,,-0.55414,,0.70181,,,-0.1210599999999999,,,0.709025,2.6218,,-0.31595,0.37699,0.06841750000000002,0.395035,-0.22933,0.5382033333333333,0.044958,0.550225,0.10992,0.59353,,,,,,,,0.10992,0.31925,-0.4530899999999999,0.35533499999999996,0.1063125,-0.048878,,0.218195,-0.4061755,-0.15715,,-0.7851199999999999,0.08585999999999998,-0.24376666666666666,-0.17159,,-0.74182,,,-0.51084,,,-0.10662,,,-0.51084,,,,-0.20044666666666666,
0,613,1,2,,,,,,,,,,,,,,,,,,-1.18445,-0.89149,-1.0815,-1.1686,,,,,-0.92713,-1.0815,-1.232,-1.129,-1.2029333333333334,,-1.1116199999999998,-1.232,-1.0815,-0.95484,-1.3349,,-1.1132,,,,,,,,,,,,,,,-1.1924,-1.006325,,-0.90733,,,-0.94692,,0.7714
1,189,2,2,-0.310225,,1.4541166666666667,,-0.156335,0.29318,3.5087,0.17169,,-0.5572600000000001,-0.69495,-0.48234,-0.5275599999999999,-0.80024,-0.26972999999999997,,,0.082597,-0.28997925,0.16629000000000002,-0.16849,,-0.24137999999999998,-0.2980755,-0.0334933333333333,-0.23328,-0.48436,0.017802,-0.030794999999999947,,-0.02674499999999999,-0.5390375000000001,-0.30077666666666664,,-0.24947999999999998,-0.09559000000000001,,,,0.34987425000000005,0.6684466666666666,0.034,,1.0626,-0.25353000000000003,-0.08344,0.77105,-0.34667,0.5037699999999999,-0.030795,0.0542475,-0.3871699999999999,,3.6707,2.2897,1.0869,0.4470699999999999,,1.43117,,-0.31428
0,406,1,1,,-0.85625,,,,,,-0.92406,,-1.1727,-0.684835,-1.1275,0.26263500000000006,-1.1878,-0.9466800000000001,,-0.807275,,-0.5649166666666666,-0.23088,-0.423013,-0.50213,,,,-0.88639,-0.9654800000000001,-0.9654800000000001,,-0.85625,-0.39664,-0.77337,-0.49459,,,,0.025297,,,,,,,0.39449,,0.9218949999999999,,,1.1027,,,-0.36649999999999994,,,,,,,,,1.46815
0,116,1,2,,,-0.19612,,,,,,1.73,0.5975349999999999,0.12877,,,0.64859,,,,,,1.7532066666666666,1.4562,1.9574,,-0.50244,-0.46531,,,-0.03831499999999999,3.8325,,0.3701033333333333,0.681065,-0.12186,0.14733,,,,,-0.11258,,,,,,,-0.80877,-0.17755,,,,,,,,,,,,,,1.1313
1,339,2,1,,,2.5479,2.61175,2.4202,,1.0922,,,0.3260099999999999,,1.14963,,0.996414,2.2733600000000003,,,2.2542,0.84956,1.41142,0.4984,,,,,1.1688,0.0833899999999999,,0.0833899999999999,0.28768000000000005,0.6069433333333333,-0.1464633333333333,0.6154536666666667,-0.018766333333333305,0.36432,-0.45931500000000003,2.0499,,0.35155,,,,,,,,,,,,,,,,,,,,,,
3,86,2,2,,,,,0.20618,-0.4499899999999999,,0.03770499999999995,,,-0.11304,,-0.5120600000000001,-0.67167,-0.37019,-0.4056599999999999,,-0.336935,,-0.53866,-0.4352133333333333,,,-0.4411199999999999,-0.60073,,-0.31698,,,,-0.60517,-0.64507,,-0.427825,-0.74261,-0.4765899999999999,,,-0.8903966666666667,,-0.65394,,-0.76034,,,,,-0.1219099999999999,,,-0.157376,-0.3302875,-0.23718,,-0.35245,,,,-0.4411199999999999,,
1,820,1,1,,,,,,,,0.8545499999999999,0.209812,-0.2395699999999999,,-0.068608,-0.32749,-0.3861,,,0.5321899999999999,,,,,,,,0.06653266666666667,,-0.073492,,-0.17118,,,,,,,,,,,0.26843,,,,,,,,,,,,,,,,,,,,,
2,711,2,1,0.633935,1.3254000000000001,,,1.4052,,,,,,,,-0.097455,,0.34138,,0.52755,,0.41452,0.24386,0.15521,0.48766,,,,,,,,0.4344699999999999,1.07945,0.55415,0.48101000000000005,0.48766,0.035526,,,,,,,,,,,-1.0283,,,,-0.25703,,0.574095,,,,,-0.24373,-0.19054,,,-0.25703
3,353,2,1,-0.92953,-0.92953,-0.36904,,,,,,-0.39573,,-0.4891399999999999,0.2381735,-0.876155,-0.856135,,0.4984,-0.12882,-0.98291,-0.02206,,,-0.3023099999999999,,,,-0.55587,,,,-0.70267,,,-0.71601,-0.28451333333333334,-0.4024,0.52509,,,,,,,0.35161,0.8186899999999999,0.278205,-0.55587,,0.098047,,,0.36495,0.324915,-0.16885524999999996,1.0722,-0.569215,,,-0.4157449999999999,-0.2956399999999999,-0.5870066666666667,
1,468,1,2,,,,,,,,,-0.60968,,,,,-0.5273366666666667,0.774815,,0.6101099999999999,,0.45056,-0.8670249999999999,,,-0.3420505,,,,,0.4437066666666667,,,,,,,,,,,-0.5891,,-0.5685100000000001,-0.49645,,,,,,,-0.33176,,,,,,,,-0.78468,,,,
