fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g152,chr9-g153,chr9-g154,chr9-g155,chr9-g156,chr9-g157,chr9-g158,chr9-g159,chr9-g160,chr9-g161,chr9-g162,chr9-g163,chr9-g164,chr9-g165,chr9-g166,chr9-g167,chr9-g168,chr9-g169,chr9-g170,chr9-g171,chr9-g172,chr9-g173,chr9-g174,chr9-g175,chr9-g176,chr9-g177,chr9-g178,chr9-g179,chr9-g180,chr9-g181,chr9-g182,chr9-g183,chr9-g184,chr9-g185,chr9-g186,chr9-g187,chr9-g188,chr9-g189,chr9-g190,chr9-g191,chr9-g192,chr9-g193,chr9-g194,chr9-g195,chr9-g196,chr9-g197,chr9-g198,chr9-g199,chr9-g200,chr9-g201,chr9-g202,chr9-g203,chr9-g204,chr9-g205,chr9-g206,chr9-g207,chr9-g208,chr9-g209,chr9-g210,chr9-g211,chr9-g212,chr9-g213,chr9-g214,chr9-g215,chr9-g216,chr9-g217,chr9-g218,chr9-g219,chr9-g220,chr9-g221,chr9-g222,chr9-g223,chr9-g224,chr9-g225
1,468,1,1,0.27061,0.43628999999999996,0.60197,,,,0.5584600000000001,,0.00116750000000005,,0.1534599999999999,,,,,-0.32852,,,,-0.03063,,,,,,,,,,,,,,,0.22876999999999997,,,0.19697,,0.30073,0.40449,0.38441000000000003,0.54172,0.7525900000000001,0.88564,0.93333,0.5885745,0.6822849999999999,0.95676,0.53503,0.1702,0.240485,,,,0.6722600000000001,,0.28734,,0.2605699999999999,,,-0.05406,,,,,,,,,,,
2,1001,1,2,,,,1.1052,,,0.90852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58792,,,,,,,,,,,,,,,,,,,,,,,,0.6292300000000001,,0.18865,0.0549049999999999,,,-0.13785,-0.065075,-0.1575175,0.10998
0,190,1,1,,,,,0.0949309999999999,,0.10227,,,,0.0900379999999999,-0.44083,-0.2540906666666667,0.17322,,,0.76525,0.32245,0.7628,-0.002926,,1.1004,1.41967,,0.65027,,,,,,0.17811,2.5927,,,2.8105,,0.52713,0.1096099999999999,0.34936,,-0.43105,0.03743924999999999,,0.11695,,0.07862200000000001,0.3240786666666667,,,,1.7438,,,0.2882,0.043556,-0.21821,,-0.17662,-0.37233,,,,,,-0.12525,-0.056747,-0.26959,,,,,,,
3,823,2,1,,,,,,,,,,-0.081013,,-0.35081,0.001098,,0.27089,-0.14553,0.016738,-0.16312,0.18878,,,,0.1125299999999999,,0.3940599999999999,0.31195,,,,,,,0.2415699999999999,0.024558,0.006963,0.065613,,1.39995,1.0685,,1.0685,0.79288,1.6257,,,,,,0.48203,,,,,,,0.10667,,,,,,-0.03604666666666664,,,,,-0.30389,,,,,-0.57368,,-0.45638
3,86,2,1,0.0678275,-0.10289,0.020841333333333333,-0.024579,,,,,,,,,,0.2792699999999999,0.40613,-0.0934919999999999,,0.2792699999999999,0.10541500000000005,0.45625,0.200955,,0.3223349999999999,,0.18216,,,3.1329,1.402248,,,,,,,,0.3810699999999999,0.14927,,0.13831,,0.55179,0.321555,0.55492,-0.041807,0.69275,,-0.15457,,,,0.00282949999999995,-0.217225,-0.3315599999999999,-0.1968599999999999,-0.1968599999999999,-0.2172199999999999,,-0.4317899999999999,-0.30023,-0.01988049999999995,-0.023013,,-0.30023,,,,-0.18746824999999998,,,,,,
1,94,1,3,,0.20605,,,,0.29475,,,,,,,,0.32185,,,,0.28736,,,,,,,,,,,1.0585,1.1941,0.9797,,0.96738,,,,,,,,,-0.01077,,,0.36004,,,,-0.005842,,,,0.39823,0.6626799999999999,0.85651,0.63065,0.84911,,0.64708,,,,,,,,0.310765,,,0.4401199999999999,,,0.01879499999999995,
1,189,2,2,0.23759,,0.010314,0.059207999999999976,0.19326,0.18923,0.047388,0.18117199999999994,0.27305,0.06914850000000006,0.252902,0.085267,0.30421366666666666,0.42832999999999993,0.61316,,,0.38427,,0.26016,0.13443,0.20575749999999998,0.20535,0.20374,0.055447,,1.3385,,2.4974,,,,0.1731099999999999,-0.06222,0.019986,,,0.86139,,0.8573550000000001,,,,,0.7351233333333335,0.298845,-0.015475000000000003,0.5266533333333333,0.6361275,0.2623066666666667,0.037716,0.15377,-0.13798,0.05866999999999996,0.02361074999999995,-0.07269850000000001,0.2424199999999999,,0.1102485,0.043358,-0.15571,-0.13636500000000001,,-0.03643,,0.07479,,,,,,,,
2,199,2,1,0.62616,0.60146,,,0.24495139999999999,0.90891,0.4047199999999999,0.45923,0.44561,,,0.067889,-0.004928499999999999,,,,0.58358,0.3629949999999999,,0.28038,0.28038,0.41947566666666675,0.9986066666666668,,,,0.76754,0.77861,1.1533,1.003475,,-0.048364,0.40756333333333333,0.54099,,,-0.009187,1.1763,,,1.0230350000000001,0.75732,,0.65171,,,,,,,-0.082431,,,0.0572429999999999,,,0.26505,,,0.079387,,,,,,-0.05177,,,,,,,,
2,198,2,1,0.973435,,0.15023,1.2714,,,0.13455,,,0.83233,0.73825,,1.0649,0.7521866666666668,,1.0545,0.93297,1.0453,0.819265,1.2871,,,,,,,,,,0.176367,,,,0.7108049999999999,,0.36976,1.0179,,,,,1.1851,,,,,,,,1.0414,,,0.93775,0.37237,,0.53571,1.3759333333333335,0.6951350000000001,0.56576,,,,,,,,,0.22341,0.67901,0.62064,,,0.9290050000000001,0.5736
0,544,1,1,,-0.4384,,,-0.301815,,,,,,,,,,-0.080239,,,-0.37466,,-0.080239,0.041172500000000015,,-0.1166599999999999,0.37505,,,,,,0.97603,,,,0.14134,,,,0.96693,,,,,,,,,,,,,,,,,-0.0286389999999999,,,,,,,,,,,,,,,,-0.14398,,,
2,210,2,1,,1.6097,0.1362165,0.042678,0.5405438333333333,1.2134,1.060535,1.05755,,,1.266235,0.91319175,,2.358,,1.4960775,0.8593899999999999,,,,,1.4055635,2.35505,,0.38465,-0.2771699999999999,1.3718625,2.8006,3.0949666666666666,1.4045,,,0.5194300000000001,,,0.36454,0.16874000000000003,0.07385699999999999,0.44852000000000003,0.407784,0.5383404,0.298956,0.7608199999999999,0.012502750000000007,-0.37624124999999997,1.0243,0.5164124999999999,0.30016412500000006,0.7346699999999999,0.6461600000000001,,0.5284850000000001,,1.3572699999999998,1.1363333333333332,0.47216,0.94589,0.81916,1.3542,0.6910806666666667,0.6783473333333333,-0.106183,0.34844,,,0.65924,0.24183,-0.006606999999999953,0.36990000000000006,1.7707,0.102018,0.048713,0.09900166666666664,3.9271
0,116,1,1,,,-0.16813,,,,,,,,,,,,,-0.488145,0.512085,0.58097,0.73882,,,0.11457499999999995,,,,,,0.4202399999999999,,1.221,0.21934,,,,-0.026345200000000013,,,-0.0533255,,0.463296,0.6986399999999999,1.2267,-0.09350333333333331,1.1033,1.1191,1.3903,,1.5597,,,,,-0.26284,,-0.38625,,,,-0.29345666666666664,,,,,,,,,0.065784,,,,0.17628,0.1002255,
0,190,1,2,0.345685,1.0074,0.863105,0.70898,,,,,,,,,,-0.024944,,,,,,,,,,,,,,,,,,,0.88512,,,,0.936974,0.66005,,,,0.95607,,0.9462649999999999,0.028877,0.95362,,0.44477,,-0.011488499999999999,1.31935,,,,,,-0.23533500000000002,0.0215379999999999,,0.072913,0.070466,,,,,,,,,,,0.41786,,-0.012712
2,770,2,1,0.23618,0.062463,,0.027721,-0.047895,0.070638,0.6673899999999999,0.65104,,-0.025415,,,,,,,,,,,,0.15647,,0.11423633333333333,,,0.6612600000000001,,0.2852269999999999,,,,,,,,0.65922,,0.7069033333333333,1.258,1.0802,0.897305,,1.2294,0.79819,0.56521,,0.740955,0.32405,,0.300212,0.5161600000000001,-0.019284,,2.0305,-0.13169,0.4241899999999999,,,,,,,,,,,,,,,,,
2,181,2,1,0.2489699999999999,,0.13185,-0.014547,0.15079666666666666,0.33336,,1.1584,,,,0.30465799999999993,1.7078,0.004398,1.001195,0.7094066666666666,0.739405,0.871595,0.85006,1.07138,,,,1.3882865,0.5676,1.1446,2.62575,,1.6974333333333333,1.3139333333333332,0.7182975,1.2686,0.85695,0.79151,0.12841,,0.5986,0.014729999999999993,0.1663,0.8735966666666667,1.0700699999999999,0.1663,0.069847,0.7622289999999999,0.25930249999999994,1.4391,-0.14717,1.2350066666666668,-0.17128,0.9628950000000001,,,0.3637966666666667,-0.3613133333333333,0.23117333333333331,0.36953199999999997,0.33852999999999994,0.29375,-0.14889,-0.032116599999999995,-0.15922333333333333,-0.03866,-0.0007666666666666702,0.11290699999999995,0.52799,0.4212,0.30064,0.23002499999999998,0.298915,0.16113,-0.19367,,0.14219,
0,99,2,1,0.28298,0.8752749999999999,0.715904,0.21841349999999998,,0.26239533333333337,-0.09879133333333334,0.071507,-0.0332925,-0.02486999999999999,0.12578,0.22402849999999996,0.3213435,0.15821400000000002,0.78078,0.45141,0.46638,0.8182,0.48883,0.67972,1.26361,0.8306833333333333,0.6298166666666666,,1.01781,,0.44018,,0.8724799999999999,0.464504,0.687204,1.4582,0.5374899999999999,0.5200233333333333,0.46825,0.47854,0.8144600000000001,,1.3216,1.2299,1.0440333333333334,1.3566285714285713,,0.8219449999999999,0.36345,0.8462799999999999,0.3646953333333333,1.0652,0.3297644999999999,0.9361,0.34801000000000004,,-0.10253333333333332,0.02285000000000002,,-0.26535,-0.0370355,-0.04171425,-0.14869666666666667,,,,,-0.14745,-0.089435,,,-0.4768199999999999,-0.2148199999999999,-0.32523,,,-0.04389833333333334,
0,27,2,1,,,0.002745,,,,-0.086649,-0.055635000000000004,,,,,,,-0.34996266666666664,-0.19756879999999996,0.015515,-0.23168499999999995,-0.213136,0.04379000000000001,0.24994649999999996,0.40593,0.93682,0.33113,1.4951,,1.106498,1.6367666666666667,0.756205,1.3576466666666667,,1.3938424999999999,0.99702,0.96418,1.0079566666666666,,,0.35575999999999997,,,0.52634,0.29281999999999997,0.4314699999999999,,,0.207985,0.6695500000000001,0.32809,0.47829666666666665,0.42235,,0.6880966666666667,,,0.44241600000000003,0.03132633333333333,,,-0.09668399999999999,,0.2715366666666667,,,0.2161975,0.1824435,0.561,,,0.046529,,0.16694,-0.40409,,
0,646,2,2,,,,,,,,,,,,,,,1.2309,,1.2847,,,,,,,,,,,,,,,,,,,,,,,0.88821,0.763895,0.80869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,215,1,1,0.37698,0.236701,0.2951515,,,0.24138,0.1876,,0.3115156666666667,,0.12214,,,,0.34425,0.75339,0.58739,,0.52193,,,,0.60844,,,,0.91705,1.5646499999999999,,,,0.88431,,,0.09408499999999997,,-0.12568,,2.5513,0.37581000000000003,0.46816,,,,0.8375649999999999,,,,,,,-0.44598,,,-0.19582,,-0.5067699999999999,,,0.2554075,,,,,0.28346,-0.18179,,0.30684,,,,-0.124125,0.17825,
2,244,2,2,-0.17823,0.1031599999999999,,-0.19029,,,,,-0.40536,,-0.041555,,,,,0.38456,-0.017436,0.41672,0.18155,-0.017436,-0.34305,-0.4938,,-0.55409,,,,1.4310599999999998,1.9628999999999999,,0.2358199999999999,2.1955,0.77248,0.44083,,,0.74032,,,0.2358199999999999,,0.76645,0.60465,,,,,0.012714,,0.38858,,0.57148,,-0.083764,,,-0.06868850000000004,-0.34304999999999997,,-0.123962,-0.16014,-0.17019,,-0.10788299999999997,,-0.03050049999999995,,,-0.11994,-0.039545,,,,
0,406,1,1,0.32714333333333334,,0.45507,,,,0.58223,,0.064484,,0.66625,0.33244,,0.49140000000000006,0.2575,0.5163800000000001,0.39148499999999997,0.4686899999999999,0.5010525,0.4883733333333333,,,,0.73892,,,,1.3054999999999999,,,0.473235,-0.005910000000000054,-0.4260199999999999,-0.03657,-0.2715999999999999,0.26205,1.2986799999999998,1.0182499999999999,-0.074037,,1.6643,1.7835,1.5383,1.92939,1.7846499999999998,0.9274165,1.71765,1.1900633333333333,0.27680499999999997,1.036415,,0.8604,-0.11037,-0.2193699999999999,-0.12626499999999996,,0.16667,-0.304525,,-0.18531,-0.287495,-0.34881,-0.30566,-0.31701666666666667,,-0.27387,,,,,,,,
0,149,2,1,0.180911,0.11217099999999999,-0.14699199999999996,-0.07468949999999995,-0.022756666666666665,0.29089,,,,0.24404800000000001,,-0.11359059999999999,0.12103599999999992,-0.34659,,,,,,0.31737,,,0.44975,0.13407,0.63102,0.8183750000000001,0.96374375,1.0628,1.025115,0.26645,,,,,,,0.68397,0.5515885,1.0669,1.2705,1.30105,0.96707,,1.35,0.64731,0.741,0.40698,1.1137,0.59639,,,,0.6391600000000001,0.42531,,,0.223685,,,0.5332600000000001,,0.18498,0.89986,0.52715,,,,,-0.32316500000000004,,,,,0.0342709999999999
1,1034,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623545,,,0.88676,,,1.1171233333333335,,,,,,,,,,,-0.39827999999999997,-0.46578,,-0.2039099999999999,,,,,,,,,,,,,,,,,,,
2,121,1,1,,,,,,,-0.6480899999999999,-0.99083,,,,-0.14717,,,-0.14717,,,,,,,-0.25263,-0.72719,,,,,,,,,0.8810399999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77558,,,,,
0,352,1,1,,0.3000216666666667,0.49548,0.49548,,0.767385,,,,,,,,0.229485,0.091165,,0.5321250000000001,,0.30396,0.126635,0.35361999999999993,0.5545899999999999,,,,-0.0566045,0.366023625,0.44447899999999996,0.8201833333333334,0.60897,0.2283,,,0.5404,,2.3704,3.1791,3.1791,0.12427,,,0.47538499999999995,0.14318,0.36071,0.26613,0.496665,1.6650666666666665,1.7454666666666665,0.26377,0.41036500000000004,,,,,-0.14764,0.4411,0.25195,,,,,1.5074,,0.14555,0.091168,,,,-0.22921000000000002,,0.19047,,-0.23985,
0,646,2,1,0.46151,0.6916599999999999,,0.73702,,0.16249,,,0.22968,,0.53039,,,,0.10705000000000002,0.26328,,-0.096221,0.48838499999999996,0.22296000000000005,0.720215,0.59254,0.992345,0.63622,0.83445,,,,1.8894,2.02385,0.7773399999999999,2.2422,1.22925,0.491745,0.40439,,0.57575,0.49007,1.3888,0.5824600000000001,0.40775,0.47831,,0.78405,0.7101385714285714,0.6183033333333333,0.7706166666666666,0.8176633333333333,,0.5446675,0.34896,0.6250233333333334,0.3825616666666667,,0.041532,0.4956671666666667,0.3595933333333334,0.49175,0.23975999999999997,-0.092861,,,,-0.24069,-0.018945999999999998,,0.07849,-0.0704623333333333,-0.018945,,,,,
3,157,2,1,0.74937,,,0.65957,0.10407666666666664,,0.378006,,,-0.080074,,,0.41498749999999995,,1.5298500000000002,,1.5507666666666668,0.7039736666666667,2.01185,,1.4656,1.4908000000000001,1.461,-0.038755,1.4931150000000002,,1.37259625,1.9690500000000002,2.6515666666666666,1.5512636666666666,3.35015,1.03937,1.3171206666666666,1.5451,,1.3462,0.9899280000000001,1.180925,0.6192799999999999,0.22446,1.00874,0.3397423333333333,,0.0806095,-0.0586495,0.03317,0.10815525000000001,0.054595000000000005,-0.026513,-0.0326339999999999,-0.12292,0.2397645,,,-0.0808379999999999,-0.05074216666666665,-0.15506,-0.03875533333333333,,-0.096143,0.12193,0.10891999999999996,-0.23158,0.45554100000000003,0.261956,0.5917399999999999,,0.07143000000000005,-0.024982,,0.04103871428571426,-0.159655,-0.18643500000000002,
0,648,2,1,,,1.7474,,,1.4885,,1.859,,,1.1843074999999998,1.9658,0.71834,,,,,,,,0.9804366666666667,0.839665,,,0.598205,1.2207,,0.44652,,1.262,,,,,,,,1.5484,0.93677,,1.825,1.4399666666666668,,1.427,,0.581215,0.73533,,-0.36409,,0.71834,0.25722,0.74746,,,,0.3009,0.60185,,,,,,,,,0.44652,0.364005,0.50962,0.93677,0.364,,,
3,718,2,2,0.29408,0.3554225,0.043942,0.16544,,,0.27502,0.28217,,,,,,0.19641,0.45369,0.4131899999999999,0.21070266666666662,0.31433,0.5871,0.9968600000000002,0.351255,,,,,0.37746,,,,,,,1.2232,,,,,,,,1.5384066666666667,1.80252,1.4995,1.071905,1.1112,1.1874,0.31314,0.086823,,,-0.0132319999999999,,,,,-0.077553,-0.12043,,-0.102568,,0.032031,,,-0.25384,,-0.2744866666666667,0.029649,,,-0.12282,-0.17761,,-0.17761,
1,81,1,3,0.046266,0.16562,0.046266,,,,,,0.75345,,0.091024,,,,,-0.13277,-0.1253085,,,-0.1208299999999999,,,,,,,,,,1.8515,2.5557,,0.4669899999999999,0.713165,0.58933,,1.3218999999999999,,,,0.094008,,1.435255,,,1.3144,-0.10293,,,0.08058,,-0.21333,,-0.28495,-0.2521199999999999,,,-0.025348,,0.20143,,,-0.08801,,0.049249,0.10893,,,0.046266,,,0.1328,,0.018416000000000002
1,137,1,1,0.76512,1.1976666666666667,1.4842,1.6934,,1.6934,,3.1446,,,2.9845,,,2.68215,2.0202,6.874,,,2.4484500000000002,,5.3231,4.9783,,4.7266,,2.9583,,,,,,,,2.3406,,,,,0.3418399999999999,0.31733,,,,,,,0.1146799999999999,0.7144550000000001,0.4971,,,,,,,,,,,,,,,,,,,,,,0.49383,,,-0.29062
1,194,1,1,,2.2396,0.12408849999999999,-0.36962,,2.0297,-0.0658005,,,,,-0.62429,,-0.6734399999999999,,,,,,,,,,,,,,,,,-0.4857899999999999,,1.9738,,1.6722,,,,,,,,,,,,,1.09141,,,0.850125,0.7853399999999999,0.79651,0.83225,,0.8936775,0.6729033333333333,0.99757,0.74736,,0.6073666666666667,,,,,,-0.3026,0.119619,,,,0.40779899999999997,,
0,158,2,1,0.1772099999999999,0.20947149999999998,0.23661499999999996,0.1813065,0.1055099999999999,0.33084,,-0.34514,,0.137265,-0.15873700000000002,0.0010399999999999947,0.007189000000000051,-0.0296829999999999,-0.36071,0.013918428571428559,-0.24545000000000003,0.24958766666666668,-0.10803524999999997,0.24685499999999996,0.49437533333333333,0.573585,,0.18745,0.15058,,1.648,2.685025,1.4315433333333332,1.07169,,2.3219,,,1.15534,1.1138525,,1.478477,1.52098,0.009237,-0.09011,0.20656966666666665,1.566055,0.444535,,0.8320266666666667,0.46563,0.4626266666666667,1.06315,0.7504828571428571,0.38717250000000003,0.5193,0.5623199999999999,0.60124,,,0.33904,,0.26529,,0.40663,0.5705100000000001,,0.43428500000000003,,0.5705100000000001,,0.5152,,,0.10347,0.040988,0.13214,0.10244125
1,663,1,1,,,,,,-1.0871499999999998,,,0.81932,,1.2105,,,1.1499,,,,,,,,1.7615,,,,,,1.1224,,,,,,,,,,1.6073,1.0232,,,,1.1224,,,,,0.5383100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
0,164,1,1,0.04246950000000005,-0.01858,0.012462333333333334,0.049714999999999995,0.25529399999999997,0.1200835,-0.2379599999999999,0.122152,-0.14172499999999993,,,,,0.20287,0.1997585,,0.5243433333333333,,,0.18424,0.296,,,,,,,,,,1.4301,,1.0208575,,0.6281599999999999,0.37671,0.40362,0.783415,1.217,2.0655,,1.3824999999999998,0.957215,1.1052,,1.8689,1.4467,1.0734653333333333,1.6681333333333335,,,,0.11387,,,-0.32488,,0.33325,-0.10344,,,,,,,,,,,,,,,
1,942,2,1,,0.45225499999999996,0.2636366666666667,0.3975,,,,,,,0.0187405,0.34274,,0.52071,0.66217,,,0.66217,0.2332199999999999,,,,,0.72606,0.35186,,1.1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7351800000000001,1.0455,,,,,,,,,,,,,,,,,
0,407,1,2,0.35635,,,,,,,-0.1496805,,,0.031785,,0.64257,,0.1203,-0.31639,,,0.031785,,,,,,,1.1943,,,,,,,0.94648,,,1.6684,,,1.3625,1.3758,0.8845200000000001,,,,1.8818,-0.1688599999999999,,1.4776,,,,,,,,,,-0.024277,,-0.67489,,,,-0.50818,,,,,,,,,-0.722105,
0,620,2,1,0.6331399999999999,0.6686,,0.55828,1.1887,,,,,0.98381,,,,,,,,,,,,0.8104399999999999,,0.4518899999999999,,1.3975,1.0232,,,,,,,,,,,,,,,,,,,,,,,,,,0.14457,,0.022425,0.4518899999999999,,0.2430699999999999,,,,,,,,,,,,0.73164,,,0.8262,0.37703
0,250,1,1,0.13237,0.3128375,0.54758,0.52108,0.7659100000000001,0.20052,-0.3876,0.26109,-0.089755,0.4125399999999999,-0.041798,,-0.19072,,0.044022,0.66495,0.26446000000000003,,-0.31945,0.036449,0.63466,-0.87475,,0.12479,,,0.98803,,,,0.45629666666666663,,0.851745,1.403265,-0.87475,0.42516,1.241695,1.08268,1.5017049999999998,2.5757133333333333,2.7095,,0.3242,1.7705,1.562285,0.935026,1.02462,,2.664,0.41506,1.5925500000000001,0.6666333333333333,,,0.26109,,0.37215,,,0.10712,,0.044022,,,0.11806266666666666,,,,0.54127,,,,-0.05820600000000004,
0,89,2,2,-0.27136499999999997,0.21484999999999999,0.36774,0.051298,-0.2420275,,,,,-0.7682399999999999,,-0.7842399999999999,,,0.6492133333333333,0.46907,0.46907,0.8015100000000001,0.59529,0.41396,0.5704,,0.18373899999999999,,,,1.8468,,,2.6094666666666666,3.1499,2.7001,,3.1001,,,,0.65573,,0.5690675000000001,0.65573,0.0939639999999999,0.605065,0.40329,,0.613065,-0.13269999999999993,,0.62373,0.18166566666666664,0.5197350000000001,0.15351699999999996,,,-0.041145,,0.06640799999999995,-0.16559,,-0.019812,0.08803833333333332,0.23974,0.17752,0.32329,,,,-0.1904799999999999,-0.057144,,,,,0.0744065
3,741,2,1,,0.59692,,,0.696805,,,,,1.7356,0.30394,0.76561,,,,,-0.0645029999999999,0.33058,1.285,,1.0763,,,,,,1.9331,3.5445,0.7922399999999999,0.65241,,,0.434895,0.30282999999999993,,,0.9908699999999999,,1.2539,2.5324,,2.5324,,1.4248,0.7300885,1.7245,,,0.57029,0.56363,,,,-0.16216,,0.044255,0.06645,,,,0.046474,-0.2087699999999999,,,,,-0.19324,0.45265,,-0.23763,,-0.37746,-0.35748,
1,843,2,1,0.82966,-0.1325925,0.39727,0.27363,0.27363,,-0.14632849999999994,,0.02440133333333333,0.295215,0.5169600000000001,,0.10878,-0.04036000000000006,0.08229249999999999,0.33618000000000003,0.32922633333333334,1.2391,-0.170365,0.7975895,-0.085492,1.0693675,1.1503425,1.5687800000000003,1.47952,0.71123,,3.53905,-0.22875,5.611966666666667,,-0.31313,0.9948250000000001,0.83095,2.0437,1.53545,,2.4951,0.86234,1.1685,1.781128,,-0.0639059999999999,1.0762,1.4393,2.1163,1.1897366666666667,1.298392,0.10355333333333333,0.62293,-0.2169699999999999,0.9099375000000001,1.3314,0.8015100000000001,,-0.0285829999999999,,-0.0285829999999999,0.14215,,,-0.25622,-0.0011096666666666661,0.14018066666666665,0.22064,-0.0874549999999999,0.22064,0.17354,-0.018771,0.045988,-0.0011099999999999,,-0.0550754999999999,0.056778999999999996
0,844,1,1,,,,,,,,0.78106,,,1.0494,,,,,,,0.46795,,0.09733000000000006,,,,,,0.57658,,,,,1.043,1.5287,,,,1.3178,,,,,,,,,,1.60535,2.1741,,1.81305,,,,,1.7651,,,1.2731,,,,,,,,,,,,,,,,,1.6757
1,468,1,2,,,,,-0.12435,-0.22309,-0.19798,,,0.70573,,,,,0.29738,,,0.25387,0.2271,,-0.020589,,,,0.722465,,,1.2613,,,,,,,,,,1.1576,,,,,2.1918,,,,,,,,,,,0.18358,-0.1678599999999999,,0.098233,-0.060753999999999996,,-0.17455,,,,,,-0.087531,,,-0.28501,-0.1846,-0.18794,,,
2,230,2,1,,0.06440466666666668,-0.09494674999999993,0.101534,,0.31093499999999996,0.26104,0.572915,-0.20232,1.5531,-0.64608,-0.090047,,1.3,0.7725114,-0.23707499999999998,0.74815,0.38844,0.35870720000000006,,-0.3377699999999999,-0.16668,,,,0.58539,2.9106575,1.157475,2.0187,0.84915,1.4952,1.3909375000000002,1.277745,0.74222,0.91509,1.9184,1.9178333333333333,1.363475,1.5890000000000002,2.0485325,2.7418,2.0677075,1.383778,1.4818,2.22765,2.23475,1.6095466666666667,1.8554899999999999,1.8133,2.2018,2.0967,2.2232,0.1238099999999999,,,0.11074166666666667,0.0418329999999999,0.025793,-0.318165,-0.098065,0.2747,0.33411,-0.634495,0.36143333333333333,0.44638,-0.08707999999999998,-0.3235099999999999,,,0.047179000000000006,-0.040147,-0.40014,,
0,613,1,2,,-0.1208299999999999,,,,,,,,,,0.13985,,0.023232,0.19816,0.29914999999999997,0.06667999999999999,0.2404605,0.30067666666666665,0.31591800000000003,0.414245,,,,1.1254,,1.74165,0.77325,4.0294,,,,,,,,0.11012,,,,,,,,1.2854,,,1.9714,,,,,,,,,,,2.0423,,,,,,0.091831,,,,,,,,,
1,820,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,886,1,1,,,1.4527,3.0759,0.39192,,,2.0579,2.4779,2.1718,2.2003,,2.2003,,,,,,,,,0.8831600000000001,,0.989965,,,,,,,4.5212,,,,,,,3.2468,,2.4898000000000002,,,3.4248,,,,1.4385,,1.4242,,,,,,,,,,,,,,,,,,,,,,,,,
