fov,cellID,rep,dbscan_ldp_nbr_allele,chrX-g548,chrX-g549,chrX-g550,chrX-g551,chrX-g552,chrX-g553,chrX-g554,chrX-g555,chrX-g556,chrX-g557,chrX-g558,chrX-g559,chrX-g560,chrX-g561,chrX-g562,chrX-g563,chrX-g564,chrX-g565,chrX-g566,chrX-g567,chrX-g568,chrX-g569,chrX-g570,chrX-g571,chrX-g572,chrX-g573,chrX-g574,chrX-g575,chrX-g576,chrX-g577,chrX-g578,chrX-g579,chrX-g580,chrX-g581,chrX-g582,chrX-g583,chrX-g584,chrX-g585,chrX-g586,chrX-g587,chrX-g588,chrX-g589,chrX-g590,chrX-g591,chrX-g592,chrX-g593,chrX-g594,chrX-g595,chrX-g596,chrX-g597,chrX-g598,chrX-g599,chrX-g600,chrX-g601,chrX-g602,chrX-g603,chrX-g604,chrX-g605,chrX-g606,chrX-g607,chrX-g608,chrX-g609,chrX-g610,chrX-g611,chrX-g612,chrX-g613,chrX-g614,chrX-g615,chrX-g630,chrX-g631,chrX-g632,chrX-g633,chrX-g634,chrX-g635,chrX-g636,chrX-g637,chrX-g638,chrX-g639
2,210,2,1,2.2027,,,-0.11259,,0.61072,0.31244,1.8783,,,1.4925000000000002,1.4085433333333335,0.49698,,,0.41311,,0.29007,0.24533,1.481285,-0.6159100000000001,0.698315,0.4242899999999999,0.905252,0.8045800000000001,-0.347475,,,,,,-0.034293,,1.8559999999999999,,,,1.129,,,,,-0.94028,,-0.98502,-0.98502,-0.845205,,0.87169,0.36837,,-0.202065,1.397365,-0.2356199999999999,,0.27889,-0.73895,-0.73895,1.408555,,,,-0.011922,,1.263145,0.8996500000000001,0.250925,,2.6949,,2.7732,,1.8839,,2.3649,3.1758,,
0,99,2,1,0.51559,-0.86569,2.0623,-0.0220345,0.36119666666666667,-0.64237,1.4612699999999998,-0.023694000000000014,-0.21227,-0.35701499999999997,-0.5431199999999999,,-0.1461,0.035864,-0.41078,,0.252562,-0.75403,-0.985625,0.28400000000000003,-0.39011000000000007,-0.485219,-0.022038833333333317,0.34189600000000003,-0.06752499999999997,-0.9208333333333334,-0.7609266666666666,-0.8243333333333333,-0.778845,-0.7850475,-0.75817,-0.94013,,0.5321224999999999,1.2021,0.10203,0.32370140000000003,,,0.6534366666666668,1.2434500000000002,0.5376551666666667,0.45353499999999997,1.2352,-0.49624666666666667,-0.08544666666666663,-0.41078,-0.16925959999999998,-0.30325500000000005,-0.21227,0.42461,,,0.1682,0.42461,-0.66718,,,0.284,,-0.3218625,0.333625,0.8436766666666667,,0.45767500000000005,0.11857499999999999,-0.55966,-0.25363,,0.29227,,,,-0.18746,,0.68101,-0.82434,-0.741625
2,770,2,1,,0.14114,,0.79491,0.5597799999999999,,0.61139,0.628595,,1.6322,0.301715,,,,0.70315,2.4981,1.2957566666666667,0.72609,2.1827,,1.7125,,1.4295666666666669,,0.34759,,0.08953000000000005,0.5597799999999999,,,,,,,,,,0.47376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,63,1,1,0.78388,,0.29656,0.98594,,-0.19075,-0.34526,,,,0.67691,,-0.071893,-0.32149,,0.361935,,,,0.43918999999999997,,1.295,,,,0.24902,,0.254965,-0.19075,0.72445,1.235525,0.4629599999999999,0.75416,1.3425,1.4257,,,,0.61748,-0.000579,0.12719424999999998,0.1539299999999999,-0.11944,,1.9011,,,0.18959,,,,,,2.3766,,,0.66502,,1.7228,,,,,,0.7601,1.806,,,1.2593,0.86708,,,,,,0.5223899999999999,,0.5580499999999999
0,190,1,1,,-0.315225,2.05856,3.6368,2.5452333333333335,5.308625,3.434,0.47431,1.0697,0.12916,,,-0.35405,-0.35405,,,,-0.50074,0.5433399999999999,,,3.063,0.25859,,,0.87124,-0.28502,0.5433399999999999,-0.250509,-0.03478999999999998,-0.280705,0.12915666666666664,,,-0.3368,0.5649,,,1.8635,-0.6560600000000001,2.1914499999999997,2.597,2.528,,,,,,,,,,1.8722,,,,,,,-0.0693039999999999,,,,1.7945,,-0.40583,2.3381,,,,-0.29365,,1.0524,,0.3103599999999999,0.77632,,-0.3109099999999999
1,94,1,1,5.9961,2.9006499999999997,4.5327,3.7292,4.8985,4.008966666666667,4.209849999999999,3.4949033333333333,5.0492,2.3089,,2.273,2.5312666666666668,1.62921,1.153925,1.8139,,0.99254,-0.80442,1.32611,-0.768545,5.5154,1.4445000000000001,1.4086,1.261545,-0.16597,,-1.0196,-0.28792,,,,,,,-0.27358,-0.026090999999999948,,,-0.21619,,-0.17075666666666667,-0.19227999999999998,,,,,-0.31661766666666663,0.11857333333333338,-0.68247,,0.43303499999999995,0.66615,2.0667999999999997,,0.9483099999999999,-0.03206666666666669,,0.40312333333333333,0.12813999999999998,1.326125,1.6848,1.857,-0.15163,1.65965,,,,,-0.17314766666666662,0.24052333333333334,,-0.237705,-0.10858666666666666,-0.28912,-0.4565,-0.52943,-1.2061
1,339,2,1,,-0.21031,,-0.22308,,,,,-0.4657,-0.21031,-1.117,,-0.7338749999999999,,-1.116975,,-1.0914,-0.784945,,,-0.79773,-0.40503349999999994,-1.3468,-0.21031,-0.07835733333333329,-0.77217,-0.37631,-0.91264,-1.002,,-1.01053,,,-0.8871,-1.2191,0.28131999999999996,,,,-0.78494,-0.92221,-0.7849433333333332,-0.93818,-0.8019666666666666,-0.851985,-1.14249,-0.6529900000000001,,-0.7764266666666666,-0.7594,-0.78494,-0.6891700000000001,-0.5721133333333333,-0.8424149999999999,-0.8360200000000001,,,,,-0.72109,-1.0659,-1.2063,-1.2042166666666667,-1.2957,-1.4107,,-1.2191,,-1.5767,-1.5064,-1.6277,-1.5383,-1.5639,-1.0307475,-1.6405,-1.5894,-0.972212,-1.4276666666666664
1,144,1,1,,,,0.052815,,,,0.15544,,,,1.303,1.0045,0.68724,,0.56595,,,,,,-0.012494,,,,,,,1.1257,1.6296,,1.7975,2.87975,,,,,1.1724,,,1.8721,1.5176,,,,,,-0.12911649999999994,1.4663,-0.57695,1.3659824999999999,0.4446752,-0.012494,-0.05291666666666669,-0.679575,-0.040483,-0.3483699999999999,,,0.49131500000000006,0.052815,,,,0.35603250000000003,0.24874,,,1.7882,,,0.22075,1.769495,1.6482,1.7882,2.8051,,
2,1001,1,3,,0.2543500000000001,-0.3227,0.09365000000000001,-0.3227,-0.18391449999999998,0.057128,0.736435,,-0.162,,,,,,,,,,,,,-0.8632299999999999,,-1.17,,,-0.68792,,-0.6587,,-0.578355,,-0.3227,-1.1116,,-0.8632299999999999,,,-0.6733100000000001,,,,,,,,,,-0.14739,-0.83401,,,-0.73905,,1.0505,,,,,,,,,,,,,,,,,,,,,,
2,875,2,1,,,,-0.4666399999999999,,,-0.3053099999999999,,,-0.8123600000000001,,,,,,-0.005693,,-0.1670265,0.7664,1.48085,0.95078,0.50135,1.0391233333333334,,0.80097,,,,1.4693,0.70878,1.7459,,,,,,,,,,1.8151,,,,1.0545,,1.2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1429
0,353,1,1,0.08465600000000001,0.04857,,0.1748825,3.6757,0.6945899999999999,,1.351445,,1.0483,,2.1743,-0.22933,,,0.23985,,-0.3857333333333333,-1.58995,-1.5719,-1.4347666666666665,0.2951666666666666,-1.5575,-1.4564,,,,0.7355033333333334,-0.20046,,,,,,,,0.62962,,,,-0.50362,,,-1.1508299999999998,,-0.64076,-1.5575,-1.2687,,-1.2796,-1.2687,,-1.2687,,,,,,,,,,,,,,,,,-0.38813,0.4563899999999999,,-0.22211,-0.33038,,0.54301,,
3,741,2,1,,,,,,,,,-0.24809,,,,,,,,,,,,,,,,,,,-0.40547,,,,,,,,,-0.32678,,-0.038241,,0.001105,,,,-0.13005,-0.007638000000000006,,,,,,,,-0.36612,,,,,,,,,,,,,,,,,,,,,,,,
2,792,2,1,,,0.54975,,,0.3477335,0.059147,,,,,,,,,,,,-0.46031,-0.662325,,-0.40259,,,-0.56853,,,,,,,,,,-0.1140099999999999,,,-0.43145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0707179999999999,,,,-0.40259500000000004
2,244,2,1,,,-0.43027,,,,-0.76317,-0.73095,,,,,,,,,,-0.77391,-0.78465,,-0.5698733333333333,-0.78465,-0.4624899999999999,,,,,,,,,,,,,,-0.4947,0.37513,-0.72022,,,,,,,,,,-0.92425,,,,,,,,,,-1.0316,-0.6772600000000001,,,,0.0529669999999999,,,,,,,,,,,,,,
2,578,2,2,,,,,-0.636235,,-0.93349,-0.75949,,-0.45498,,,,,,,,-0.46223349999999996,-1.064,-0.93349,-0.83199,,-1.0785,,-1.0785,,,,,,,-1.006,,,-0.61448,,,,,,,,,,,,,,,,-0.38248,,,,,,,,,,,,,,-1.122,,,,,0.61803,,,0.32803,,,,,
3,91,2,1,,,-0.093078,1.1674,,,0.1571,0.8114,,,,,,,,,-0.66078,,-0.232597,0.099365,0.1378525,-0.073834,,,,,,-0.93983,,,-0.78587,-0.99756,-0.19892,,-0.054589,-0.20854,,,,-0.15081,-0.545315,-0.74257,-0.57418,,-0.824355,,,-0.12194,,,-0.477965,-0.4394733333333334,-0.33843999999999996,-0.59824,-0.6639933333333333,-0.29033000000000003,,,-0.19892,-0.497205,-0.439475,-0.54532,,,,,,,,,,,,,,,-0.94945,
3,157,2,2,0.2853,,,,1.5949,,1.6417,-0.6594800000000001,,-0.6594800000000001,0.7343,,1.043,0.44432,,0.26659,0.402225,,,,,,,,,,,1.3891,,,0.24788,,,,,,,,,,,,,,,,,,,,,1.1365,,1.1365,,,,,,,,,,,,,,,,-0.28531,,,,-0.27595,-0.47239,,,
3,86,2,2,,-0.2549099999999999,,,,,,,,,,,,,,,,-0.7899033333333333,-0.7337433333333333,-0.29925,-0.61847,-0.23718,,0.2239199999999999,-0.463295,,,-0.5652699999999999,,,,,,,,,,,,,,0.5963266666666667,,-0.13077,,,-0.144075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,62,2,1,0.76644,0.16913999999999998,,,,,0.98065,,,,,,,,-0.84834,,,-0.44876,,,,,,,,,,,,0.5192925,0.24741,0.74173,,-0.4309066666666667,,,,,,-0.54351,,,,,,-0.23044,0.14854,,,,,,,,,,0.5028100000000001,0.5028100000000001,,,,,0.63463,0.79391,-0.5929399999999999,,,,,,,,,,-0.19748,,,0.37923
0,275,1,2,,,-0.96355,,,-1.0352,-0.8823300000000001,-1.0209,,,,-1.1069,,,,,,,-1.1857,-1.1594333333333333,,,,,,,,,,-1.3935,,,,,,,,,,,,,-1.2789,,,-1.2932,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0281,,,,-1.114,
2,80,2,1,,,-0.18663,,-0.43528999999999995,-0.32226,,-0.39008,,,,,,,,,,,,,,,,,,,,,,,,,-0.5031100000000001,,-0.5633900000000001,-0.5608766666666667,-0.54832,,,-0.65381,,,,,,,,,-0.5784600000000001,,,,,,,-0.96275,,,,,,,,,,-0.60106,-0.46543,,,,,,,-0.16403,,,,
0,116,1,2,,,-0.3539199999999999,,-0.98513,,,-1.0315,,-0.78092,-1.11045,-0.72522,-0.7066600000000001,,,-0.6973750000000001,-0.5117266666666667,,,,,,,-0.8134049999999999,,,,,,,0.56505,,0.23088,,-0.056882,-0.0290339999999999,,,,-0.69738,-0.72522,-0.6942833333333334,-0.89231,,-0.9155150000000001,-0.69738,,,,,,-1.0408,,,,,,,-0.95729,,,,,,,,,,,,,,,,,,,-0.39105
2,555,1,1,,,-0.3151749999999999,0.1492415,,0.83726,-0.28651,0.378585,-0.32091,-0.31516999999999995,,,,0.50472,0.4703199999999999,,,,0.87166,,,0.16071,1.0551,,,,,-0.29414999999999997,0.659505,,-0.42411,,-0.022764,,,,,,,-0.45851,0.0919059999999999,,,,0.25244500000000003,,-0.022762500000000047,-0.15463700000000002,,-0.2979699999999999,-0.09538766666666663,-0.1489,,-0.240637,,,,0.8888749999999999,,,,,,,,,,,,,,,,,,,,1.0207
1,718,1,1,,,-0.4608399999999999,,,,,0.013649,,,,,,0.32119,-1.0935,,-1.0232,,,,,-0.74203,,,,,,,,,,,,,,,,,,,,,-0.95291,,-0.92655,,,-0.8826200000000001,,,,,,,,,,,,,,,-0.8826200000000001,,,,,,,,,,0.92749,,-0.021499999999999964,,,
1,53,1,3,,-0.6902900000000001,,,,,,,,-0.3108433333333333,,-1.3091,-0.47494,-0.8817349999999999,-0.8601066666666667,,-0.7074,-0.34731,-1.0424,-1.11932,-0.9398650000000001,-0.65042,-1.198296,-1.3227,-1.3364,-1.2749,-1.1655,-0.85098,-1.268,-0.75526,,-1.268,-1.2133,-1.0834,,,,,,,,,,,,,-1.1381,,,,,,,,,,,,,,,,,,,,,,,,-1.31935,-1.1792,-1.2366,-1.2566333333333333,-1.14155,-1.186,-0.73133,-0.86465
3,718,2,2,,,,0.18567,,,,,,0.39537666666666665,,,1.4296,,,,,,-0.0002,,0.621765,-0.11458,,,,1.3104666666666667,1.1779600000000001,1.4725,2.5163,,0.6432100000000001,,1.1007,,0.44304,,0.97207,,,0.7075549999999999,,,,,,,,,,,0.67181,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,730,2,2,,,-0.38131,-0.3677,,,,,,,-1.0618,,,,,,,,,,,-0.21799,,,-0.5582266666666665,-0.68072,,,-0.71474,,-0.68072,-0.87125,,,,-1.1026,,,,,,,-1.1026,-0.63989,,-1.1434,,,,,,,,,,,,-0.46296,-0.50379,,,,,,-0.19077499999999994,,0.335459,,,,,,,-0.1635599999999999,-0.0138509999999999,,,
0,613,1,1,,,,,-0.7410399999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20919,,,-0.44805,,-0.65394,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30421,,,,,
2,711,2,1,-0.6360250000000001,,,,,,,,,-0.64267,,,,,,-0.7490600000000001,,,,,,,,-0.76236,0.2084,0.15521,-0.17059,-0.37671,0.34138333333333337,,,0.58075,,-0.92193,,,,-0.6759200000000001,,,-0.6160800000000001,-0.6160800000000001,-0.7357600000000001,-0.42991,-0.6160800000000001,,,,,,,,,,,,,0.47436,,,,-0.24373,,-0.11075,,,-0.72246,,,,,,-0.64267,0.26159,0.11531,1.4451,0.4943,
2,808,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039931,,-0.19154,,,,,,,,,,,,-0.85311,-0.94958,-0.72906,,,,,,,,,,,,
2,181,2,3,0.48236,,,,,,0.57817,,,,0.6332725,-0.02866433333333333,0.13980975,0.61889975,0.2500037500000001,0.43445,0.46798000000000006,,,,,,0.5430266666666667,,-0.035055,,0.4057,0.54943,,-0.38,,-0.044636,-0.43749,,,,,,,,,,,0.10867,,,,0.38654,,,,,,0.5111,,,-0.015891,,,,,,,,,,,,-0.2123155,,,,0.46319,-0.31292,,-0.015891,-0.30334,
2,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.83855,-0.72183,,-0.65897,-0.9507950000000001,,,,,,-0.946305,-0.753255,,-0.72183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,852,2,2,,,,,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59653,,,,,,,,,,,,,,,,,,,,,,,,
