fov,cellID,rep,dbscan_ldp_nbr_allele,chr1-g377,chr1-g378,chr1-g379,chr1-g380,chr1-g381,chr1-g382,chr1-g383,chr1-g384,chr1-g385,chr1-g386,chr1-g387,chr1-g388,chr1-g389,chr1-g390,chr1-g391,chr1-g392,chr1-g393,chr1-g394,chr1-g395,chr1-g396,chr1-g397,chr1-g398,chr1-g399,chr1-g400,chr1-g401,chr1-g402,chr1-g403,chr1-g404,chr1-g405,chr1-g406,chr1-g407,chr1-g408,chr1-g409,chr1-g410,chr1-g411,chr1-g412,chr1-g413,chr1-g414,chr1-g415,chr1-g416,chr1-g417,chr1-g418,chr1-g419,chr1-g420,chr1-g421,chr1-g422,chr1-g423,chr1-g424,chr1-g428,chr1-g429,chr1-g430,chr1-g431,chr1-g432,chr1-g433,chr1-g434,chr1-g435,chr1-g436,chr1-g437,chr1-g438,chr1-g439,chr1-g440,chr1-g441,chr1-g442,chr1-g443,chr1-g444,chr1-g445,chr1-g446,chr1-g447,chr1-g448,chr1-g449,chr1-g450,chr1-g451,chr1-g452,chr1-g453,chr1-g454,chr1-g455,chr1-g456,chr1-g457
1,843,2,2,,,,,,,0.1205599999999999,-0.0325079999999999,,,-0.06390599999999995,0.028326,-0.0678309999999999,,,,,,-0.3406,-0.30528,,,-0.16203,,,0.003469333333333361,0.010665,,0.079349,,,0.028326,,-0.10315,,,,,-0.13063,-0.0766615,-0.12474,,,,-0.10315,,,,4.7802500000000006,,,,,,,5.4386,0.020477000000000002,0.054818,,,,0.7249800000000001,,,,,,,,,0.26774,,0.29815499999999995,,0.74852,,0.17354,
0,250,1,1,-0.42041,,,-0.04558349999999995,-0.2311,,,0.40496999999999994,0.3671066666666667,0.26530000000000004,,0.28634,,0.348175,,,0.0541179999999999,0.1046,,0.041498,0.084407,,1.3641,0.8429150000000001,0.44535,0.75329,,0.29390900000000003,,0.8416399999999999,,0.7621249999999999,0.38225,0.19925249999999994,,,,-0.0266529999999999,0.45293,,,0.4971,,0.40244,1.1496,,0.32419850000000006,0.44283,,0.23333,0.29896,,0.038974,,,,,,,0.73058,0.48826,0.367105,,0.13489,,0.07178649999999995,0.14499,,,,,,,,,,,
2,68,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19388000000000005,0.53985,0.48662,,,0.62264,0.433397,0.42551,,0.40383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,750,1,1,,,,-0.44479500000000005,,-0.30236,,,,,-0.074462,,-1.1311,,,,,,,,,0.31918,-0.18841,,,,,,,,,0.8371299999999999,,-0.022667,,,,,0.295875,,,0.79051,,,0.3399,,,,,,,,,,,,-0.043385,0.288105,,0.35026,0.72318,,,,,,,,,,,,0.88374,,,,,
3,157,2,1,,,,,,,,3.4963,,3.4963,,,,,0.43106,,,0.5055366666666666,0.7815,0.6942699999999999,,0.3137299999999999,0.0369965,0.61623,0.80905,,,0.5473649999999999,0.6514300000000001,0.4346299999999999,0.29333,0.23415533333333335,0.36219333333333337,0.3616833333333333,0.09514800000000001,0.7367325,0.6090866666666667,0.33209666666666665,0.63153,0.2413,0.50872,0.27955333333333326,0.3167933333333333,,,,,,1.1656,0.6051245,0.27955,0.5948,0.2499699999999999,0.773548,0.6016849999999999,1.44565,2.1833,1.06922,0.33846999999999994,,0.355305,,1.6186,,0.87026,,1.7686,0.92229,0.8335299999999999,,,,,0.73559,1.2834666666666668,,,0.33618
1,612,2,1,0.18645,,,,0.9768,,,,0.35827,,,,,,,,,,0.28954,,1.561,,0.71908,,1.1314,0.87371,1.6641,0.40981,,,,,,,,,,,,,,0.03182,,,,-0.6898,,,,,,,,,,,-0.5094000000000001,,-0.6898,,,2.0077,-1.0506,-0.5867100000000001,,-0.79289,-1.1537,,,,-0.44926,,-0.82726,-0.99907,,,-1.0163,
2,181,2,3,,,,,,,0.5136366666666666,0.362645,0.4901,0.3419749999999999,,0.3807275,0.38847499999999996,0.64166,1.01111,,0.5753524999999999,,0.9981975,,0.64683,0.80356,,0.93101,0.24036,0.60033,,0.6115200000000001,,-0.12822,-0.15233,,0.026789,0.02592499999999999,0.254996,-0.040382,0.6752499999999999,,0.3513268571428571,0.35472399999999993,0.28169,0.06869933333333333,0.09567999999999999,,,,-0.030048,0.6197025,2.2641,1.1686933333333334,,1.5493,0.60722,,0.6365,,0.42206499999999997,0.30925,,0.6433800000000001,0.5564049999999999,0.63477,,0.70539,0.57449,,,0.6675,,,0.81562,0.21395,1.0189,0.27308,0.375732,,0.1508,0.16458
0,544,1,1,-0.59016,-0.35341,-0.15612,,1.1764,0.16865,0.61787,,,0.16258,0.60421,,0.2415,,,,0.6117999999999999,,,0.6512600000000001,,,,0.28703,,,,,,,,0.4600399999999999,0.7089300000000001,0.029031,,0.40237,0.532885,,,,0.57234,,0.53895,,,1.05646,,,,,,,-0.1288,,,,,-0.10149,,,,0.14134,-0.24414,,,,,0.019925,,,,0.0502769999999999,0.035101,,-0.748,-0.5507,,
2,244,2,3,,,,0.35039,0.40667,,,,0.4528899999999999,0.34335499999999997,0.21371000000000004,,,,,0.3564199999999999,0.28004,0.34838,0.26396,0.40667,0.4528899999999999,0.32225,,0.28607,,0.4830399999999999,,,0.48505,,0.32828,,,,0.48505,,,,,0.9795,0.5895699999999999,0.16346,0.20667299999999994,,,,,,,,,,,,,,,-0.0033659999999999,0.376515,-0.1078799999999999,,0.31823,,,,,,,,,,,,-0.3249599999999999,-0.27471,-0.25795999999999997,,
2,14,2,1,,0.46185999999999994,-0.0076,0.58467,,0.17067,-0.1317326666666667,,0.60646,-0.0551399999999999,0.67975,-0.28227333333333327,-0.79201,-0.95048,,-0.38660000000000005,,,,,-0.16607,0.523265,0.5708033333333333,0.8917,,0.60448,0.9432,1.3077,0.82137,,0.78077,0.5282245000000001,0.5361374999999999,0.2565093333333333,,0.43313599999999997,,,,,,,,0.67381,0.34103,-0.07297,,0.73323,,0.14690333333333327,0.49749150000000003,,-0.38792,,,,,,,,,,,-0.24134,-0.7959700000000001,,,-0.4909199999999999,-0.55825,-0.134375,-0.9009750000000001,-0.30340666666666666,,,-0.16804999999999998,-0.92671,-0.8554,
1,84,1,1,0.54375,,-0.2067099999999999,,,,,0.5149699999999999,0.47955,,,,,1.2876,0.71642,,,0.8153066666666667,0.64558,1.3407,0.71421,,0.66993,0.7215866666666666,0.30909,,,,,0.51276,0.490615,0.95845,1.0551,0.70978,0.7086699999999999,,,-0.049538,0.14527,,,,0.098784,,0.8027599999999999,0.1652,,0.58138,,,,,,0.039012,-0.1580099999999999,,,,,,,,,0.15191,-0.14694,,,0.45077,0.51276,,,,0.2493199999999999,,0.46184,,,
2,555,1,1,-0.1180599999999999,0.11287,,,0.31571,,0.6480549999999999,0.301149,0.727635,-0.25225,,0.46446000000000004,0.4707033333333333,0.39685,0.29699,0.45145499999999994,0.41245,0.6028100000000001,0.34848,0.50607,0.4675833333333334,,0.9544,0.9374849999999999,0.45926,0.919876,0.5019066666666667,0.7879666666666667,0.7494666666666667,0.047334999999999954,1.1801,,0.88679,0.21585,,,0.20961,0.64962,0.7026766666666667,,,0.42805,,,,0.16904,,,,,-0.20544,,,,0.29075,-0.21168,0.36408200000000007,,,,,,,,-0.002595,,0.41869,,0.31571,0.31571,0.4342899999999999,,,,,,,
2,119,1,1,,,0.08754500000000001,,,,1.1259,0.96177,1.1748,1.3665200000000002,0.6591133333333333,0.8773949999999999,1.049095,,,1.1073,1.1166,1.2493,0.8162699999999999,1.2493,,1.0374,1.4623,,1.2959,1.6917,0.6614450000000001,-0.14062,,0.19152999999999998,0.059608,1.4371,-0.24306,0.755155,,0.5555100000000001,0.49032499999999996,,0.43677,0.4080566666666667,0.7766866666666666,0.521355,0.1870755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,878,1,1,,,,,-0.049917,,-0.43533,-0.22269,-0.68119,,,0.3753599999999999,,,,,,,,,,,1.1262,0.70096,-0.31572,0.52155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5149,,0.83386,,0.770735,,,,,,,,,,,,,
2,841,2,1,,,,-0.023589,0.054149,,,,-0.039673,-0.4203199999999999,-0.35063,,,,,,-0.0772019999999999,-0.2166,,,-0.12277,0.21499,-0.25144,-0.17638499999999996,,0.039404499999999995,,0.003217,,,-0.0785425,,,,,,,,,1.1747,,1.62365,,,,,,,,,,,0.41335500000000003,,0.24983450000000004,0.17209666666666668,,,,-0.29433,-0.19783,-0.12009,,,-0.1522599999999999,-0.1737,-0.031631,-0.27021,-0.1388599999999999,,,-0.063799,,-0.08926349999999995,,,,-0.25949
2,648,2,2,,,,-0.38571,,,0.20847,,-0.062729,,-0.20819,,,0.13698,0.34654,,,0.20108,0.22942999999999994,0.26518,,-0.57555,-0.055334999999999995,,,0.1641,0.37284333333333336,,0.56597,0.556105,0.20108,,0.40324499999999996,0.52159,,,,,,,2.028,,1.9318,1.9097,,,,,,,-0.41776,-0.35859,-0.47693,-0.6433500000000001,0.70651,,-0.55089,-0.5669200000000001,-0.50405,,,,,,-0.40543,,,-0.18847,,-0.2279199999999999,,,,,,-0.66677,,
0,164,1,1,,-0.44078,-0.17794,-0.48631,,-0.19035999999999997,-0.1973946,-0.211055,-0.20346716666666664,-0.1262,-0.32592,-0.129651,-0.30280999999999997,-0.07032100000000001,-0.0108215,0.1687155,0.022121666666666633,-0.11119649999999998,0.3068625,-0.0020254999999999995,0.12836033333333333,-0.56289,-0.043418,0.037297,-0.53598,-0.22451,0.17181999999999994,0.885835,,0.6292,0.17182,,,,0.16975349999999995,0.5526300000000001,,0.29807,-0.140688,-0.31454,0.7326699999999999,0.8851303333333332,0.08489500000000001,,,,1.2211,0.4853700000000001,1.7157,2.3822,,,,0.0797225,-0.7056899999999999,0.035227,-0.4469899999999999,,,-0.48217499999999996,0.28565,1.3329,,,,,,-0.008234,,0.2339099999999999,,0.123185,-0.074462,-0.40663499999999997,0.67267,-0.43147,,
1,144,1,2,,,0.17954,0.29540500000000003,,0.16666,0.15057,,0.17954,,0.14091459999999997,,0.04435499999999999,0.025046,,,,0.53036,0.3919599999999999,0.38874,,0.28575,0.12804,,0.37265,,0.16988,,0.5432349999999999,0.227815,0.81681,,1.1129,0.6591,0.20207,,0.089417,0.30828,0.62048,0.8135899999999999,,,,,,,,,,1.2964,,,,,,,-0.25175,,-0.3096833333333333,,-0.14232,-0.31933999999999996,,,0.66232,0.044357,,,0.1731,,1.0421,0.47243,,,,,,0.54001
2,641,2,1,0.93923,0.4993899999999999,,-0.1121,0.4833,0.78368,1.1055,,0.6406366666666666,0.39211,,,,,,-0.47685,,,0.13463749999999997,0.20437,0.3009199999999999,-0.3105699999999999,-0.132486,-0.28107000000000004,0.04612999999999998,-0.18076179999999997,-0.1550176,0.78368,,0.3572445,0.0997745,0.19006499999999996,,0.2741002,-0.004825,-0.0834953333333333,-0.037009,,,,,,,,,,0.24727999999999994,,,5.7024,,,,-0.53049,,-0.5573100000000001,0.1686133333333333,0.25801,,,-0.090648,0.27947,,,0.32774,,0.614715,0.3599199999999999,-0.047737,0.91241,0.25801,,,,0.000539,0.0595429999999999,,
1,98,1,1,0.819155,1.1862,0.9566,0.8386899999999999,0.43358333333333327,0.49527,1.58104,0.7266299999999999,0.966181,0.894618,0.911705,0.8489700000000001,1.4433,1.0039,0.6913166666666667,0.6947399999999999,0.50864,,0.74821,1.1533266666666666,0.96208,-0.1113599999999999,1.0135,0.5240600000000001,,,1.0135,-0.162775,0.3857805,,0.23685366666666666,0.77494,0.256732,0.929163,0.6001500000000001,0.2793515,0.33980799999999994,0.14774,0.29169,,0.22040666666666667,,0.3564675,0.16419,,0.60426,,1.9327,1.230226,,1.9471,,,1.1122,0.31637,0.670065,,-0.06509000000000001,,0.32459,0.2450766666666667,0.511725,-0.50002,0.69063,0.48705,,,-0.48563,,,-0.037333,,0.17859,,,,0.25673,
2,711,2,1,-0.1179099999999999,,0.7647,,,0.45579000000000003,0.24896999999999997,0.411655,0.66213,0.20412,0.76232,-0.30875,0.753965,0.74204,0.8020733333333334,0.62873,,0.25183,0.11825,0.15164,,1.1106,0.9181499999999999,1.0247,0.98178,0.69314,0.7440233333333333,1.03108,1.07121,1.0111866666666667,0.70626,1.039,0.96189,0.81003,0.5905699999999999,0.69314,,0.684795,0.37588,0.37349,0.7635149999999999,0.3878,0.97462,0.36872,0.6138224999999999,0.41086333333333336,0.70507,0.919745,-0.055889,,0.039529,0.080081,,0.05145666666666667,-0.38508,0.097971,,-0.26342,,,-0.14892,-0.2992,-0.45426,0.0204449999999999,0.0204449999999999,,0.1874299999999999,,,0.025216,0.11348,0.46652499999999997,,-0.0845139999999999,0.0275995,-0.0570815,0.027601333333333335,0.15284
2,636,2,1,0.0686585,,1.1471,0.91881,0.087292,,,0.5834100000000001,0.301575,0.457634,0.536825,0.154835,0.4195900000000001,,,,0.98867,,0.6020399999999999,0.019746,,,0.49956,1.019,1.4941,1.7107333333333334,1.543,0.1199,0.22704,,,,1.1331,,0.8279700000000001,-0.045472,2.4794,-0.1083599999999999,-0.12233,0.7511260000000001,,0.16183,,,,,,0.22704,,,0.551965,0.28760450000000004,,0.45181,,,0.4180399999999999,,,0.24218499999999998,2.137,0.47743,,,-0.05129500000000001,0.1595,-0.059447,0.059342,-0.18056,,,0.19443,0.0593435,,0.068659,,0.11524259999999997,0.38543
1,468,1,1,0.012882,0.13505200000000006,-0.1779,,,0.017903000000000047,0.069783,0.079824,0.047189999999999996,,,-0.023936,0.040775000000000006,,,,-0.069123,0.11329,,0.039659,0.72916,,,0.75594,0.6320899999999999,0.5885795,1.3751,,-0.2415,,,-0.32852,1.0973,1.1777,0.2773,,0.49486,0.42457,,,,,1.8873,,,,,,,,,,,-0.03062999999999999,-0.007200000000000012,,,,,-0.1109599999999999,,,,,,,0.49821,0.4680899999999999,,,,,,,,,,
0,613,1,2,,,,,0.15586,,,0.20959,,0.17986400000000002,0.22445,,,0.13642199999999996,,,,,,,-0.040794,0.44168,,,,,0.79611,0.47141,,0.6429075,,0.59717,0.78468,,,,,,,,,1.0819,,1.0614,,,,0.1718599999999999,,,,,,,,-0.068233,-0.25574,0.055245,,0.31592,,,,,,,,,,,0.19016,0.37651999999999997,,0.24160549999999992,,0.336497,-0.39293,0.091835
1,63,2,1,,0.11015749999999999,-0.0451045,0.18729500000000002,,,0.5847266666666667,0.64332,0.42556,0.58863,0.3699,,0.08574500000000002,,,,0.60816,,0.17362550000000002,,,,-0.31559000000000004,0.21756999999999996,0.36014,0.25272,,,0.40115,0.554455,0.5984,0.5372033333333334,0.5495749999999999,0.47536,0.284945,,,,0.7800199999999999,,0.40115,,,0.85619,,,1.0495,,,2.7916,,0.588635,0.46234333333333333,0.64917,0.54762,0.446065,,0.14336,-0.043151999999999954,0.0261779999999999,0.04180199999999995,,,0.17656,,,,-0.2335699999999999,,,-0.040223,,,,,,0.19413549999999996,0.047661
1,826,1,2,,,,,,,3.7369,,4.3515,,2.3279,2.691,,,,2.2129,,,2.5795,,,,,0.6242,,0.7356199999999999,,0.5271549999999999,0.61342,,,,,,,,,,,,,,,,,,,,,,,0.981855,,,0.625995,,,,,,,,-0.055134,,-0.18812,,,-0.16296,-0.026379,-0.2204699999999999,-0.31033,,,-0.1521799999999999,-0.0120019999999999,,-0.270795,
1,137,1,1,0.71609,0.51344,1.6173825000000002,2.1706,,2.4958,0.8435600000000001,2.0156780000000003,,,0.54286,,2.7295,1.621455,,1.9876,,1.02169,1.5071,1.3567,,,1.494,0.08961866666666662,,0.9900040000000001,,,,0.488925,1.5234,0.31895950000000006,1.0691,,,0.21273,0.034596,-0.032408,0.9318150000000001,,,,1.0407466666666665,0.4513366666666667,0.098334,0.557565,,,,1.7849,,1.311,,0.27157,0.26176,0.15063,,0.0395,0.46005,0.075454,0.278105,0.54939,0.1996595,,,0.76839,0.22580899999999998,-0.025874999999999995,,0.4480699999999999,,-0.042214,-0.0307755,,,-0.2089099999999999,,0.1212099999999999
3,28,2,1,0.062779,,,,-0.23704,,0.3365275,,0.20530166666666663,0.49295500000000003,0.42778,0.05235000000000001,-0.09495000000000005,0.10605799999999999,-0.17707650000000003,-0.07148999999999996,0.21269,-0.47429,-0.14492099999999997,-0.34393,-0.31004,0.308718,1.1108333333333333,0.89052,1.182545,0.7308625,1.3755000000000002,1.1225976666666668,1.8715000000000002,,,1.2177,0.4590575,0.5576079999999999,,0.65026,0.83188,1.00264,0.44516,0.930954,0.49098,-0.029775499999999948,,0.1422945,,,,0.93877,1.3429,1.0473966666666668,,0.15142499999999995,0.2895995,0.2166,0.5815899999999999,,1.1943,1.037865,0.37303,0.38085,0.5464,0.610276,0.8336200000000001,,,,,0.346955,,,0.1071,0.2948118571428572,0.6181,,0.4499368333333333,0.882735,0.07711799999999996,-0.06671066666666667
2,230,2,1,0.190645,-0.23083699999999996,-0.11989499999999997,-0.3248475,-0.06866333333333334,-0.37044000000000005,-0.19162999999999997,-0.04549066666666667,-0.1484125,-0.033609999999999994,-0.3382124999999999,-0.10608599999999999,-0.18807,0.057872,,,0.16302,,0.2035625,0.020447,0.2200492,,0.6346966666666666,0.073911,0.68876,0.36262,,,0.12737666666666667,1.6244,0.19509833333333335,,0.10732700000000003,0.20223,0.8343033333333333,1.4883333333333333,,1.2252,1.3356949999999999,2.7365,,,0.59608,,,0.04005,,,,0.03945666666666667,,0.86162,,0.3519300000000001,0.13094,,-0.30628099999999997,0.034704,0.1345,0.013319999999999999,,0.34836,,0.7244,-0.5338,,-0.25757,-0.387667,,,0.8438,0.5898475,0.6232599999999999,0.15589,0.22405750000000002,0.70123,,-0.50173
1,339,2,1,-0.07453,,0.85574,0.024339999999999945,0.31092000000000003,0.12571,0.299253,0.19079000000000002,1.3860000000000001,0.857855,0.69387,0.5603999999999999,0.1157,,0.5211899999999999,0.65635,0.5987800000000001,,-0.1296,1.1595,0.8641,,,0.65385,,,,,1.3634499999999998,1.153215,0.535202,0.8574366666666666,0.9466833333333332,1.73765,1.0323,0.58752125,0.8474133333333334,,0.32761999999999997,0.40521333333333337,1.26645,0.57876,1.2946,1.0568,,,0.39353,0.8916299999999999,0.31594,,-0.1296,0.27339,,,0.0005600000000000049,0.2800666666666667,0.18829,,0.06396833333333334,,0.06230333333333334,0.20455600000000002,0.06188499999999997,,0.106937,-0.0845419999999999,,,,0.08316,,-0.02447,,,,0.16075450000000002,-0.14837,-0.005280333333333367
0,406,1,2,,0.5674699999999999,0.72302,0.2688575,0.66852,0.2779409999999999,-0.21029,,,,,0.35288,,0.3983,0.6549,-0.008183,0.6026699999999999,0.53,0.48458499999999993,,,,,0.11217049999999995,0.18710866666666662,-0.062683,0.33016999999999996,,0.639,1.0705,0.45053,0.594725,0.6696599999999999,0.6549,,,,,0.7820699999999999,0.64127,0.76844,0.87971,1.9822,,,,,,,2.2566,,,0.17348,,,,,0.12579599999999994,,,0.24615,,,,,1.4497,1.5042,0.83089,0.90015,,,,0.096275,,0.04177533333333327,,,
2,198,2,2,,,,,,,,,,,,,0.54747,,0.3593,0.67291,0.30180499999999993,,,0.20773,0.16069,0.1633,0.93164,,,0.93164,,,,,,,,,,0.70689,,,,0.850615,0.76308,,,,,,,,,,,,,,,,,0.62064,0.6872849999999999,0.7487,0.8741399999999999,,,,,,,,,,,1.4987,,,,,0.90551,
1,718,1,2,,,0.60147,,1.0233,,,,0.4837399999999999,,0.5982000000000001,,0.93503,,0.73228,,,0.67996,,,,,,,,,,,,,,,,,1.1639,,,,,,,,1.6381,0.9710000000000001,0.7715299999999999,0.39708125,,1.0855,0.92849,,0.47393,,-0.095084,,0.32677,0.1142099999999999,,,,,,2.0567,1.0757,,-0.10162,0.26137,,,,,,,,,,,,
0,116,1,1,,,,,,,0.779,0.0413899999999999,0.46042,,,,,-0.67613,,,,0.1734099999999999,,0.59245,0.8536299999999999,,,,,0.32266,,0.4145,0.42311,,0.4058933333333334,0.56805,0.80484,0.76178,,,,,,,-0.13225149999999994,,,,,-0.15378,,2.7602999999999995,1.7979,,,2.3202,,,-0.16813,,,0.8249299999999999,,1.9930333333333337,0.5781,,,,,-0.31737,,,,,,,,,,,,0.064351
0,275,1,2,,,,,,,,0.18337,-0.151725,-0.4658,-0.14588749999999995,,-0.239295,-0.033801,,,0.30946,0.54998,0.5741133333333334,0.55465,0.241745,,,,,,,,0.7741600000000001,1.0730600000000001,1.1326,1.01,1.414,,,,0.4776,,,,1.484,,1.463,1.1128,,,,,-0.012785,0.16002,,,,-0.1996,,,,,,0.52663,,,,0.15884500000000001,0.30246,0.45658,,,0.038588999999999984,,,,0.029248,,,,,
2,805,2,1,,,,,,0.8046300000000001,0.29659,0.79102,0.276175,0.43568999999999997,0.46442,0.30339,-0.0277435,,,,,0.25576,0.5460699999999999,,,,,0.12875,,0.35102,0.38277,,,,0.5415300000000001,,,,1.0768,,0.5052449999999999,,0.75927,,0.46896,,2.6553,,,,,2.01575,,,,,1.0314,,,,,0.20586,0.4674466666666666,,,,,,,,,0.970205,,,0.4734899999999999,,,,,,,
1,142,2,2,,,-0.4033,,,,,,0.86374,,,1.0724,,,,0.4500399999999999,,,,,,,,1.0934,,1.4034,,1.3071,,,,1.7838,1.0457,,-1.1171,,2.9279,,,0.45992,0.57724,,0.53154,1.0963166666666666,0.54389,,1.1144,2.5062,,,0.4500399999999999,,0.14748,0.18329499999999993,0.3463,,1.4997,0.2647966666666666,,,0.053627,-0.14273,,,,0.30061,1.0305,,0.5204300000000001,,,,1.6936,1.2898,0.6500950000000001,,,-0.12297
1,94,1,3,,,-0.3778835,-0.76717,,,,-0.073596,0.0577264,0.040971,-0.11671633333333332,0.1313126666666666,0.1641625,0.94274,0.298445,0.26189666666666667,0.5214266666666667,0.108725,0.41301,0.54935,0.2783233333333333,-0.65384,,-0.58731,,2.73395,3.6283,,,-0.17831,,0.55099,,0.64462,0.618745,0.2504,,,,,0.71607,,1.1891,1.029,,0.23069,0.175255,,0.80723,,1.4675500000000001,,,,,,,-0.013233,,,0.55838,0.52389,,,,,,,,,,0.78259,,0.626135,,,0.70128,
1,84,1,2,,0.10764,-0.098241,,,0.354475,,0.26260025,0.29581,0.22717999999999997,0.34340499999999996,0.24268,0.61237,0.26482,,,0.91345,0.90459,0.87803,0.96658,0.081074,,0.3186833333333334,0.681,0.4120325,,,,,,0.6146050000000001,1.2510350000000001,0.68986,1.2787250000000001,0.26039,1.233345,1.23665,0.56589,1.4093,1.9827,,1.3119,,1.4702000000000002,1.4093,,0.7961199999999999,0.61459,,,,,0.30466,,,0.4994699999999999,0.32237333333333335,,,,,,,,,3.0541,3.6674,5.8191,,,,,,,-0.025187,-0.1403,,
1,194,1,1,,,0.72502,,,0.49716,,0.095045,,,,,,0.67587,1.0154,,,,,,,,,,,,,,0.72055,0.952895,,,,1.6097,,,,,1.1807,1.6633,,1.2835,1.3103,,,,,,1.1361,,0.31546333333333326,0.64013,,0.450245,0.64907,0.37206,1.5114,,,,1.4354,,,,,,,,,,,,,,,,,
0,610,2,1,,,,,,2.3164,1.0999599999999998,,1.3166,1.8263500000000001,,1.4102,,,,,,,,,,,,,,,,0.868485,1.1049,1.0753,0.6715,,1.23785,,1.8608,0.67642,0.52868,,0.9916,,1.1344,,,,2.13249,,,,,,,,,,,,,,,,,,,1.5235,,1.7205,1.32405,1.7106,,,1.5284,,,3.3653,,,,
2,198,2,1,,,0.019562,,,,0.38282499999999997,-0.90036,,,,-0.053614,,-0.64686,-0.33847,,-0.6547,,-0.18820000000000006,-0.82457,,0.46907,0.6311,0.91335,1.338,,1.0971666666666666,2.1129,,,0.956445,1.4622,,,,0.54486,,1.0309,,,,,1.0309,,,,,,,0.6650699999999999,,,1.2505,,,0.8401700000000001,,,,,,,,,,,,,,,,,,,,0.51872,,
0,646,2,1,,-0.33141,-0.47251999999999994,,,,,-0.0676625,0.0527333333333333,0.23976,-0.045824,-0.15557733333333335,-0.087822,0.7974899999999999,,0.07177,,0.051611,0.08185,,0.24984,,,,,,,,,,,,,,,,,,,,0.8898750000000001,0.39095,0.8294050000000001,1.53835,,,,,0.935245,0.97557,1.4705776666666666,3.3711,0.4715899999999999,0.47327,0.600945,0.18264,,,,,,0.90165,,,,,-0.29109,,,,,,,,,,,
2,569,2,1,-0.13039450000000002,0.079836,,,,0.22161999999999998,0.062236,0.17957,,-0.0981269999999999,-0.26044,-0.27805,0.043657,-0.094215,0.042679499999999995,-0.09356466666666663,-0.37387,,-0.01012149999999995,-0.36409,,0.13655,,0.17305333333333336,,-0.0027892500000000243,,-0.2888,0.38883,-0.2272,,1.0772,,,,,0.087659,,3.4298,3.6772,,,,3.686,,2.4364,,,-0.053147,0.80733,,,,,,,,0.16393,0.16393,0.16197,,,,,,0.30278,,0.0544135,0.0407236666666666,,,0.29691,0.09613466666666666,,,,,
0,352,1,2,-0.6023866666666666,,0.1952,,,1.3916,,,1.3916,,,1.116155,1.4444,,,0.41745,,,,,,,0.8265,0.4411,,0.66572,,,0.5167599999999999,2.2487,2.1305,2.1198,,0.49666,,,,,,,0.23303,0.35362,,,,,,,1.5382,,,2.6707,,,,,,0.46001,0.69882,0.6799,,,,0.2803199999999999,,0.1171799999999999,,,,,,,,,,,,
2,31,1,1,,,0.24695,0.62997,,-2.4406,-2.4406,-2.4406,,0.72573,-0.9116949999999999,-0.04033333333333333,,,,1.0258,,0.6193466666666666,1.4279,,,-0.14245,0.64912,0.23419,0.9906349999999999,0.9044699999999999,0.64912,1.76305,,2.3855,2.23865,2.1174,2.0556666666666668,1.3406900000000002,1.467825,1.7513666666666667,1.06725,1.1534,0.86615,,,0.27249,,-0.0658445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,1,1,,,-0.5091899999999999,,,-0.57818,0.33015,-0.17384000000000002,0.23816500000000002,-0.22175,,,,,,0.93379,,-0.48045,1.72424,1.7630474999999999,1.028625,,,,,,,,4.2797,,,0.40488250000000003,1.227,,,1.0143,,,0.41063,,,,,,0.67508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,215,1,2,,,0.99887,,,,,,,,0.83756,0.5640149999999999,,,,,1.2748,,,0.98952,1.1485,,,,,,,,1.2397,,,,,,,,,,1.0714,1.574,,,,,,,,,,1.8195,,,,,1.21395,,,,,,,,,0.11045,0.34191,,,0.33957,-0.088275,-0.41091,0.84924,1.0152,0.46814000000000006,,0.35594,-0.42728,-0.28778333333333334,
0,89,2,1,0.019299,0.028184999999999998,,,,-0.059810999999999996,-0.12469666666666666,-0.02692300000000005,0.14907,-0.018923666666666675,-0.2246975,-0.066031,0.027001333333333336,0.13396499999999995,0.12537133333333325,0.570395,,1.9695,0.04240900000000005,1.5321666666666667,1.9606,,3.4948,,0.64152,,,,0.142855,0.6883937499999999,0.480625,0.19351999999999997,0.40373749999999997,1.1321566666666667,,2.9496333333333333,0.1037415,4.8121,0.051298,2.78666,3.7352250000000002,1.04594,1.429,,6.8885,,,,,0.04952,0.24744233333333335,0.33218200000000003,-0.15358999999999998,-0.129145,-0.2361033333333333,-0.014478,-0.28825,,-0.1958099999999999,-0.13359,0.70642,0.14684000000000003,0.14255666666666664,0.76062,,-0.12825,,,,,,-0.26514,,-0.49625,-0.52825,,,
3,823,2,1,0.79288,1.1037,,0.45271,0.69904,,0.69024,,,,,,,3.6081,,,0.5934699999999999,0.22983,0.07734150000000001,,,0.83394,,1.04216,,1.526,,,,2.6668000000000003,1.4674,,2.3002,1.3207,,,2.0011,,,,,,,,,,,1.1565,,,0.18291,0.89843,,,,,,,,,1.4556,,,,,,0.3706,0.048018,0.19464,0.11839766666666664,0.036288,0.4644399999999999,,0.2063699999999999,0.57001,,0.16532,0.42338
