fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g152,chr9-g153,chr9-g154,chr9-g155,chr9-g156,chr9-g157,chr9-g158,chr9-g159,chr9-g160,chr9-g161,chr9-g162,chr9-g163,chr9-g164,chr9-g165,chr9-g166,chr9-g167,chr9-g168,chr9-g169,chr9-g170,chr9-g171,chr9-g172,chr9-g173,chr9-g174,chr9-g175,chr9-g176,chr9-g177,chr9-g178,chr9-g179,chr9-g180,chr9-g181,chr9-g182,chr9-g183,chr9-g184,chr9-g185,chr9-g186,chr9-g187,chr9-g188,chr9-g189,chr9-g190,chr9-g191,chr9-g192,chr9-g193,chr9-g194,chr9-g195,chr9-g196,chr9-g197,chr9-g198,chr9-g199,chr9-g200,chr9-g201,chr9-g202,chr9-g203,chr9-g204,chr9-g205,chr9-g206,chr9-g207,chr9-g208,chr9-g209,chr9-g210,chr9-g211,chr9-g212,chr9-g213,chr9-g214,chr9-g215,chr9-g216,chr9-g217,chr9-g218,chr9-g219,chr9-g220,chr9-g221,chr9-g222,chr9-g223,chr9-g224,chr9-g225
2,1001,1,2,,,,0.21783,,,-0.13279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11817899999999999,,,,,,,,,,,,,,,,,,,,,,,,-0.89244,,-0.5856600000000001,-0.9801,,,-0.4834,-0.746355,-0.46879,-0.52722
0,190,1,1,,,,,-0.3885699999999999,,-0.46623,,,,-0.58703,-0.21599,-0.5784033333333333,-0.50937,,,0.31899,0.5606,0.8194600000000001,-0.1469599999999999,,0.38802,-0.28502,,-0.29365,,,,,,1.1905,0.3276199999999999,,,0.36214,,1.3918333333333333,3.9949,0.45705,,-0.043418,0.26290625,,1.3286,,0.6382599999999999,0.34488,,,,0.71592,,,2.4503,1.1819,0.9489,,1.1732,1.3458,,,,,,0.89712,2.5884,-0.1469599999999999,,,,,,,
3,823,2,1,,,,,,,,,,-0.56224,,-0.75485,-0.66497,,-0.66497,-0.76769,-0.4723566666666666,-0.52372,-0.12565,,,,-0.7420100000000001,,-0.4852,-0.8062199999999999,,,,,,,-0.7805300000000001,-0.72917,-0.8319,-0.3054199999999999,,-0.299,-0.22838,,-0.22838,-0.50446,-0.2669,,,,,,-0.57508,,,,,,,0.709,,,,,,-0.54084,,,,,-0.22838,,,,,0.16969,,-0.5708000000000001
3,86,2,1,-1.478585,-3.4205,-1.3219333333333332,0.15298,,,,,,,,,,-3.4205,0.011103,-0.033233,,-3.4205,-0.290385,-0.4056599999999999,-0.7559075000000001,,0.361355,,-3.4205,,,0.15298,-0.05274220000000002,,,,,,,,-0.48546,-0.5120600000000001,,-0.65394,,-0.7248749999999999,-0.5564,-0.67167,-0.3347199999999999,-0.8844799999999999,,-0.65394,,,,-0.48102500000000004,0.21505000000000002,-0.13077,-0.015499,-0.015499,-0.5032,,-0.34359,-0.37905,-0.113037,-0.4056599999999999,,-0.37905,,,,0.69388,,,,,,
1,94,1,3,,0.329,,,,0.93874,,,,,,,,-0.28792,,,,0.70919,,,,,,,,,,,0.25726,0.56572,0.4366,,0.94592,,,,,,,,,0.53703,,,0.1962875,,,,0.099445,,,,0.98896,1.20657,0.32182,0.7020213333333333,1.5844,,0.6302800000000001,,,,,,,,0.30747500000000005,,,0.7881,,,1.089405,
1,189,2,2,0.029950000000000004,,-0.72735,0.3687766666666667,0.0744965,-0.76785,0.27698,-0.43172,-0.35477,-0.0024500000000000355,-0.39527049999999997,-0.46817,-0.5005633333333334,-0.6706499999999999,-0.8812399999999999,,,-1.0675,,-1.108,-1.0432,-1.0330825,-0.8893399999999999,-0.94603,-0.97843,,0.22839,,0.13119,,,,-0.41957,-0.8569399999999999,-0.77595,,,-0.40337,,-0.678755,,,,,-0.27648000000000006,1.13552,1.0423749999999998,0.036696666666666676,-0.04091750000000002,0.91683,0.25269,-0.017296666666666665,0.74675,0.698155,0.44099749999999993,0.3822746666666667,-0.20088,,-0.160385,-0.13204,-0.74355,-0.605855,,-0.3871699999999999,,-0.33857,,,,,,,,
2,199,2,1,-0.8086800000000001,-0.702655,,,-0.630552,-0.73234,-0.75779,-0.8002,0.1583099999999999,,,-0.20007500000000003,-0.30398499999999995,,,,1.8293,0.7054050000000001,,-0.19795,-0.19795,-0.23188233333333333,-0.3760833333333333,,,,-0.46939,-0.25733,-0.5118,-0.6178300000000001,,1.278,-0.4411133333333334,-0.5542100000000001,,,0.37885,-0.53725,,,-0.10464649999999999,-0.096164,,-0.52877,,,,,,,-0.15554249999999997,,,0.5060899999999999,,,-0.3676,,,-0.20643,,,,,,-0.96985,,,,,,,,
2,198,2,1,-0.404375,,1.59,-0.23845,,,0.37319,,,-0.036738,0.041344,,-0.25146,0.054356666666666664,,-0.68091,-0.12133000000000002,-0.62235,-0.606085,-0.030231,,,,,,,,,,-0.095295,,,,-0.4076249999999999,,-0.3881,1.629,,,,,3.1223,,,,,,,,-0.49872,,,0.2539,-0.062765,,0.0771335,-0.09312966666666667,-0.1050575,0.02833,,,,,,,,,-0.45968,0.030496666666666634,-0.44016,,,-0.17988749999999998,-0.48571
0,544,1,1,,0.4346,,,0.81499,,,,,,,,,,-0.0979429999999999,,,-0.84785,,-0.021865,-0.2799825,,-0.4566,-0.5435399999999999,,,,,,-1.5978,,,,-0.21749,,,,-0.98914,,,,,,,,,,,,,,,,,-0.20663,,,,,,,,,,,,,,,,-0.16315,,,
2,210,2,1,,0.64799,-0.23562349999999999,-0.69421,-0.6662466666666667,-0.36984,-0.48169000000000006,-0.576765,,,-0.7277675,-0.40339749999999996,,-0.35866,,-0.03708924999999999,-0.392215,,,,,-0.666245,-0.72217,,-0.18529000000000004,0.92762,-0.36424749999999995,-0.80606,-0.9104599999999999,-0.35866,,,-0.30273,,,0.30126,0.4317476666666667,0.923886,-0.15172750000000002,0.675975,-0.340764,0.23191200000000003,-0.045478,0.8325325,0.39073749999999996,-0.21325,-0.269175,-0.0986075,-0.51525,-1.0521,,-0.4034,,-0.2999345,-0.7203056666666666,1.95105,-0.8731700000000001,-1.054925,-0.33629,0.31244333333333335,0.051459333333333336,0.36837,0.044003,,,-0.09580849999999999,0.4914,0.41310499999999994,-0.4928766666666667,-0.3251,0.021633,-0.8731700000000001,-0.7240333333333333,-0.67184
0,116,1,1,,,-0.2054,,,,,,,,,,,,,0.39796,0.0034549999999999997,-0.13114,-0.18684,,,-0.35392349999999995,,,,,,0.2680099999999999,,-0.15899,-0.50244,,,,1.341062,,,3.30335,,4.0924,2.7,0.30514,0.8404346666666666,1.9203,0.86209,0.22159,,0.39796,,,,,-0.75307,,-0.97585,,,,0.33298333333333335,,,,,,,,,0.76926,,,,0.054508,0.05451000000000003,
0,190,1,2,0.28879,-0.30228,-0.319535,0.2068199999999999,,,,,,,,,,-0.3972,,,,,,,,,,,,,,,,,,,0.7935800000000001,,,,0.6762196,0.96615,,,,0.3276199999999999,,0.288795,-0.37131,-0.16422,,-0.1469599999999999,,-0.0649875,0.086016,,,,,,-0.04773000000000005,0.008355,,0.6814,0.85398,,,,,,,,,,,-0.56115,,-0.6474300000000001
2,770,2,1,-0.8567100000000001,-0.42086,,1.2996,1.2537,1.4372,0.61139,1.2881,,-0.19147,,,,,,,,,,,,-0.18,,-0.076781,,,0.29025,,0.267305,,,,,,,,0.1182,,-0.5776133333333333,-0.61585,-0.8337700000000001,-0.77642,,-0.66172,-0.60438,-0.89112,,-0.13986,-0.6502600000000001,,-0.21823666666666663,-0.8567100000000001,-0.84524,,-0.99434,-0.40939,-1.0173,,,,,,,,,,,,,,,,,
2,181,2,1,0.87521,,-0.81117,0.3003,-0.003113333333333338,0.0128539999999999,,-1.1082,,,,-0.8367233333333332,-1.1178,-0.9549,0.62132,-0.3768066666666667,-0.650675,-0.954895,-0.0733809999999999,-0.8495025,,,,-0.47341574999999997,-1.0986,-0.3225099999999999,-0.236275,,-0.72816,-0.2490463333333333,-0.6003775,0.7219,-0.8782399999999999,-0.54288,-0.5141399999999999,,-0.31292,-0.1883605,-0.14045,-0.6259233333333333,-0.6219325,-0.14045,-0.26502,-0.4821966666666666,-0.4925825,-0.24585149999999997,1.0764,-0.3879805,-0.00631,-0.7441,,,0.38654066666666664,0.8176866666666668,-0.2969533333333333,-0.328252,-0.49497499999999994,-0.1692,0.4727745,-0.11745799999999999,-0.27459666666666666,-0.4183199999999999,-0.35444499999999995,-0.13087000000000001,0.26198,-0.17878,0.9806,0.63087,0.86085,1.5747,0.3482099999999999,,0.060762,
0,99,2,1,0.6562,0.2261,0.14614666666666667,-0.08407000000000003,,0.12960400000000002,0.27297,0.38325,-0.19572999999999996,0.11443500000000001,0.59003,0.02345999999999998,0.59003,-0.46591999999999995,0.78027,0.8960600000000001,-0.055119,-0.62583,0.33363,0.13512,-0.34460999999999997,0.4025533333333333,0.37222333333333335,,0.45217599999999997,,0.90433,,0.62312,0.11029799999999998,-0.200692,0.772,0.511455,0.6341600000000001,0.75545,0.523865,0.79681,,0.42461,0.93742,0.8353933333333333,0.11621000000000002,,0.494933,-0.65064,0.75545,-0.11301733333333334,-0.46868,-0.50176,-0.022034,-0.4955575,,-0.20124,0.49573999999999996,,-0.390105,-0.20399899999999999,-0.29705,-0.16815999999999998,,,,,2.5751,-0.37769,,,-0.94013,-0.92359,-0.98976,,,-0.3473649999999999,
0,27,2,1,,,1.1828,,,,-0.12147,0.0035250000000000004,,,,,,,-0.5344966666666667,-0.2040768,-0.26277,-0.605145,-0.18668333333333334,-0.14592499999999997,0.21139750000000002,1.297,1.047,0.06874,0.0470019999999999,,1.886056,1.5614333333333335,1.43285,1.1266566666666666,,0.704585,1.835,1.4274,1.5831933333333332,,,0.873075,,,2.1991,1.63665,0.4872,,,0.59589,0.9708999999999999,0.6955300000000001,1.7263333333333335,0.72632,,1.0469766666666667,,,0.45459,-0.14864566666666668,,,0.291555,,-0.06531333333333333,,,0.21682649999999998,0.829565,-0.34429,,,0.54155,,1.46,-0.09158000000000002,,
0,646,2,2,,,,,,,,,,,,,,,-0.1051,,-0.17706,,,,,,,,,,,,,,,,,,,,,,,-0.79265,-0.62876,-0.7260233333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,215,1,1,-0.19446,0.34204,0.388845,,,-0.050433,-0.28088,,0.3696433333333333,,-0.18006,,,,-0.5401199999999999,-0.63374,-0.54732,,1.2026,,,,0.050385,,,,1.7643,0.8101099999999999,,,,2.6645,,,0.7668945,,1.8579,,2.2756,2.45925,2.3332,,,,4.6736,,,,,,,-0.30968,,,-0.8209700000000001,,-0.45371,,,-0.2880755,,,,,0.25922,-0.45371,,0.17281,,,,-0.25687133333333334,0.144,
2,244,2,2,-0.8276,-0.59135,,0.010012,,,,,0.34291,,0.0422279999999999,,,,,-0.77391,-0.31215,-0.7953899999999999,-0.53766,-0.31215,0.0314889999999999,-0.41953,,-0.56987,,,,-0.7775036666666667,-1.187375,,-0.72022,-1.1068,0.2355199999999999,1.5027,,,0.67581,,,-0.80612,,-0.65578,0.17646,,,,,1.0087,,0.52547,,-0.90277,,-1.139,,,-0.87592,-0.82223,,-1.06385,-1.0961,-1.0961,,-1.0388133333333334,,-1.01554,,,-0.94573,-0.74169,,,,
0,406,1,1,-0.027444666666666673,,0.093109,,,,-0.18567,,1.2233,,-0.1706,0.17599,,-0.21204,-0.18567,-0.7432300000000001,-0.6754199999999999,-0.64528,0.5828575,-0.15551999999999996,,,,-0.41171,,,,-0.837415,,,0.255085,0.759905,1.3213,0.65444,3.1860999999999997,0.95205,1.087685,1.001035,3.5515,,-0.60761,-0.5171899999999999,-0.88639,-0.8637900000000001,-0.6754199999999999,0.030959999999999988,-0.7997449999999999,0.13077666666666665,0.910615,-0.9843649999999999,,-0.45692,-0.33636,1.0726,-0.34013,,-0.3815699999999999,-0.53226,,-0.71309,-0.7357,-0.8713200000000001,-0.96927,-0.7356966666666667,,-1.0748,,,,,,,,
0,149,2,1,-0.028040250000000003,-0.22002749999999993,-0.118308,-0.1055065,-0.22339466666666666,0.87464,,,,-0.08866499999999997,,0.8005340000000001,1.211472,0.5041399999999999,,,,,,0.16058,,,1.9457,0.78033,-0.12909,1.093595,1.288080875,2.2017,1.4472300000000002,0.7870699999999999,,,,,,,1.4944,0.8072925,2.6261,2.781,2.3095,0.75338,,2.4846,2.424,0.90159,0.67928,1.3597,0.61529,,,,0.96895,0.6725500000000001,,,0.847675,,,0.21447,,0.18079,-0.054985,0.68602,,,,,0.29194,,,,,-0.30423
1,1034,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.376625,,,-0.15333,,,-0.11126666666666667,,,,,,,,,,,-0.53681,-0.697,,-0.52225,,,,,,,,,,,,,,,,,,,
2,121,1,1,,,,,,,-0.52736,-0.94217,,,,-0.96983,,,-0.52736,,,,,,,-0.30612,0.164,,,,,,,,,0.41289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.357,,,,,
0,352,1,1,,-0.16085000000000002,-0.68252,-0.68252,,-0.515095,,,,,,,,1.681355,1.00987,,0.5185299999999999,,2.1126,0.886125,1.5375800000000002,1.2464,,,,-0.02376500000000005,-0.010108125000000023,0.32926685714285714,0.3608233333333333,0.8824799999999999,1.220975,,,0.8096899999999999,,1.1154,-0.25305,-0.25305,0.6713899999999999,,,-0.09109249999999999,-0.28217,-0.28217,2.0326,0.9552799999999999,-0.6703833333333334,-0.6315633333333334,0.3729633333333333,-0.17662,,,,,0.29288,0.48213,0.18369,,,,,0.60588,,0.69323,0.51125,,,,-0.526015,,-0.071075,,0.34383,
0,646,2,1,0.47851,0.0667805,,0.27864,,0.6623899999999999,,,1.9415,,1.5018500000000001,,,,0.5011633333333333,0.062785,,1.19,0.8182849999999999,0.9702,0.67838,0.87825,0.91022,0.72901,0.42255,,,,0.62241,0.67838,1.0781,0.9422,0.9422,1.04613,1.3899,,1.214,1.30195,0.72635,0.85426,0.42255,-0.50484,,0.6384,0.7194814285714285,1.3552466666666667,0.4545266666666667,0.20402333333333333,,0.4765125,0.41855,0.4278733333333333,0.8182718333333333,,0.030806,1.270005,1.1634133333333334,1.6697,1.3939,0.97418,,,,1.1581,0.763104,,0.094764,0.04413,0.46252,,,,,
3,157,2,1,-0.8839799999999999,,,-0.6470066666666666,-0.36013999999999996,,-0.2479,,,1.1272,,,-0.3086945,,-0.079515,,-0.5472266666666666,-0.36014000000000007,-0.2946599999999999,,-0.34143,-0.112255,-0.7249566666666668,-0.032744,1.3984533333333333,,1.0032275,3.27395,0.7841933333333334,0.8216003333333334,0.38819499999999996,0.7389635,0.7873046666666667,-0.070161,,0.12628,0.189888,-0.35546125,0.6314175000000001,1.1552,0.30166000000000004,1.1521166666666667,,1.60425,0.2993305,0.6501100000000001,0.31102224999999994,1.061715,0.37884,-0.079515,0.4069,0.37415,,,-0.4911,0.05611950000000001,-0.15435,-0.36325999999999997,,-0.1637055,0.23853,-0.009358749999999999,-0.32272,-0.336755,-0.1777335,0.60334,,-1.992435,-0.74366,,-1.8942185714285713,-0.53787,-0.420945,
0,648,2,1,,,-0.048353,,,-0.0297246666666667,,0.07738500000000001,,,-0.09899849999999999,-0.12519,0.028488,,,,,,,,-0.015753999999999962,-0.08328099999999994,,,0.360287,0.601295,,0.7619600000000001,,-0.4116,,,,,,,,1.0204,-0.32079,,1.8936,0.7177233333333334,,0.6013,,-0.5670225,-0.369685,,-0.9005799999999999,,-0.62116,-0.7259399999999999,0.36379,,,,0.10533,0.1193,,,,,,,,,1.0623,0.69558,1.244,0.32188,0.17518,,,
3,718,2,2,0.51453,-0.3505035,0.729,0.085588,,,0.042694,-0.34335,,,,,,-0.61502,-0.52923,-0.50063,0.3477156666666667,-0.14318000000000003,-0.27186,-0.2813933333333333,0.250015,,,,,-0.45774,,,,,,,-0.81519,,,,,,,,-1.1154233333333332,-1.015368,-0.6865100000000001,-0.650785,-0.758,-0.20037,0.4287399999999999,0.68611,,,-0.7008,,,,,-0.64361,-0.41484,,-1.008195,,-0.8723799999999999,,,-0.50063,,-0.8628466666666667,-1.0011,,,1.93,0.57172,,0.4716399999999999,
1,81,1,3,1.2496,0.8839799999999999,1.2496,,,,,,0.64284,,-0.78066,,,,,-0.6562,0.24224500000000002,,,-0.2828199999999999,,,,,,,,,,3.4354,2.7509,,1.374,0.49116,0.34725,,0.401705,,,,-0.088353,,0.452266,,,1.5996,-0.057238,,,-0.0689065,,-0.92067,,-0.95957,-0.7417600000000001,,,-0.9129,,1.0862,,,0.99289,,0.71285,0.5495,,,1.7241,,,-0.74954,,-0.5006233333333333
1,137,1,1,0.12422,0.17868233333333336,-0.34147,1.3088,,1.3088,,1.6683,,,0.70428,,,-0.10454000000000001,-0.37415,-0.29245,,,0.087454,,-0.45175999999999994,-0.30879,,0.050687,,0.17324,,,,,,,,-0.7499600000000001,,,,,-0.835745,-0.88885,,,,,,,1.5539,-1.15435,-1.0686,,,,,,,,,,,,,,,,,,,,,,0.59807,,,0.27944
1,194,1,1,,0.72875,-0.388305,-0.52312,,0.75763,-0.03682000000000005,,,,,-0.0608929999999999,,-0.15719,,,,,,,,,,,,,,,,,0.72875,,-0.54238,,1.1717,,,,,,,,,,,,,0.358002,,,0.61317,0.675795,0.155778,3.1362,,3.206,2.7702500000000003,1.6339,-0.032004,,1.7623333333333333,,,,,,0.97912,0.91172,,,,0.95987,,
0,158,2,1,1.1427,0.27722749999999996,0.7415225,0.32737499999999997,-0.002642,0.57328,,-0.46208,,0.3920905,0.29501999999999995,0.37267333333333336,0.612108,-0.015584,-0.616092,0.2931791428571428,-0.24853933333333333,0.7566133333333332,0.26913750000000003,0.39425166666666667,0.00706316666666669,-0.4491395,,2.094,2.1134,,0.5689733333333332,0.07499775,1.0046603333333335,0.32091000000000003,,-0.12559,,,-0.62385,1.223625,,0.5732600000000001,0.48268999999999984,2.5146,1.492175,2.7281,-0.009110000000000062,2.12955,,1.1923333333333332,1.862312,2.0874900000000003,0.7404433333333333,1.1834,1.46465,-0.30678,1.2333,1.2851,,,1.1492,,1.0715,,0.72858,0.37268,,0.06530499999999999,,0.37268,,-0.145,,,-0.8697600000000001,-0.09970499999999999,-0.12559,-0.10617750000000001
1,663,1,1,,,,,,-0.45203000000000004,,,-0.083287,,0.18842,,,0.1593,,,,,,,,1.0035,,,,,,0.98412,,,,,,,,,,1.1491,1.1685,,,,0.98412,,,,,2.5949,,,,,,,,,,,,,,,,,,,,,,,,,,
0,164,1,1,-0.16402999999999995,-0.628655,-0.4612233333333333,-0.6579550000000001,0.36757333333333336,-0.45285000000000003,-1.3068,-0.6161,-1.36535,,,,,0.13317,-0.46541,,-0.43889666666666666,,,-0.05101,0.6187199999999999,,,,,,,,,,-0.10124,,0.43872225,,1.1126544999999999,0.8531299999999999,0.76941,0.99966,0.90336,-0.39425,,-0.189145,0.861525,0.49315,,-0.2686699999999999,0.23363,0.8615050000000001,-0.09844933333333332,,,,-1.0054,,,-0.99701,,0.45966,-0.66214,,,,,,,,,,,,,,,
1,942,2,1,,0.6109654999999999,0.6440236666666667,0.73848,,,,,,,1.206,1.6453,,1.56025,1.9853,,,1.9853,3.4588,,,,,0.96517,-0.21081,,0.015889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3701,-0.46584,,,,,,,,,,,,,,,,,
0,407,1,2,-0.80029,,,,,,,-0.8922300000000001,,,-1.1201,,-0.76831,,-1.0961,-1.0002,,,-1.1201,,,,,,,-0.8242700000000001,,,,,,,-0.6164,,,-0.15002,,,-1.0641,-0.38054499999999997,-1.0801,,,,-0.40853,0.54288,,-1.0561,,,,,,,,,,-0.86425,,-0.188665,,,,-0.72034,,,,,,,,,0.319022,
0,620,2,1,0.32649,0.34413499999999997,,0.19946,0.77817,,,,,-0.29456,,,,,,,,,,,,1.992,,0.6087899999999999,,1.62155,2.2461,,,,,,,,,,,,,,,,,,,,,,,,,,0.0230259999999999,,-0.35807,0.50293,,0.31238,,,,,,,,,,,,-0.040491,,,-0.13224,0.27003
0,250,1,1,1.1203,1.0114025,0.31272500000000003,-0.28502,1.9595,-0.4789899999999999,3.2421,-0.23356,-0.035629,-0.9461,-0.98569,,1.8012,,0.1148,-0.8511,0.78249,,0.62941,-0.2969,-0.6373300000000001,2.5058,,1.0332,,,-1.2074,,,,1.2839133333333335,,0.48295,-0.74818,2.5058,0.075211,1.3419750000000001,1.108395,1.1915455000000001,-0.26522833333333334,0.019791,,0.78776,-0.68484,0.6927750000000001,1.62303,0.8708949999999999,,-0.26523,1.7695,-0.550245,0.37870333333333334,,,1.1757,,-0.7640100000000001,,,-0.62942,,-0.55816,,,0.41828666666666664,,,,-0.24939,,,,0.5066999999999999,
0,89,2,2,-0.199295,0.258145,0.19997,0.35334,0.51990475,,,,,-0.83126,,-0.8471200000000001,,,-0.84712,-0.96347,-0.96347,-0.78895,-0.918515,-0.98991,-0.75193,,-0.730775,,,,-0.46107,,,-0.8524099999999999,-0.91058,-0.63559,,-0.8947200000000001,,,,-0.61443,,-0.5589075,-0.61443,-0.56155,-0.431985,-0.5562600000000001,,-0.37116499999999997,0.25814499999999996,,-0.36059,-0.237197,0.025460000000000038,0.58338,,,0.1312299999999999,,0.12064899999999998,-0.21252,,0.7023699999999999,0.78523,1.3687,-0.33415,-0.23367,,,,0.34805,0.53314,,,,,0.63891
3,741,2,1,,1.3782,,,0.6896599999999999,,,,,-0.35301,0.15849,-0.32678,,,,,0.63064,0.512605,0.19783,,2.9914,,,,,,-0.36612,0.17815949999999997,-0.1431599999999999,0.3421,,,-0.14972049999999998,-0.1890655,,,-0.79237,,-0.93008,-0.7727,,-0.7727,,-1.0088,-0.825175,-0.32678,,,-0.72024,-0.73335,,,,-0.91697,,-1.0088,-0.49728,,,,-1.3235,-1.3235,,,,,-0.93008,-1.2186,,-1.0612,,-1.1924,-1.1006,
1,843,2,1,-0.06544333333333331,0.014155000000000001,0.22110866666666662,-0.38384,-0.38384,,0.79952,,-0.2034166666666666,-0.26178499999999993,-0.08667,,0.12559,-0.35730399999999995,1.7034036666666665,1.20015675,0.25826,0.1362,2.44454,0.181318,0.1786599999999999,0.3405185,-0.37587499999999996,0.1079006666666667,-0.34669,-0.28831666666666667,,-0.34138,-0.21403,-0.6420899999999999,,1.3461,-0.569565,-0.65977,-0.77652,-0.63324,,-0.53242,-0.79774,-0.79774,-0.587606,,-0.4369,-0.8402,-0.41567,-0.5801799999999999,-0.385605,-0.69798,-0.6420899999999999,-0.8083600000000001,1.2612,-0.089325,0.61379,0.6562399999999999,,-0.75529,,-0.75529,-0.17157,,,-0.40506,-0.313081,-0.072519,-0.34138,-0.45813,-0.044218,-0.1928,0.019461,-0.0017649999999999,-0.32016,,0.3803045,-0.5589500000000001
0,844,1,1,,,,,,,,1.201225,,,0.579,,,,,,,1.5176,,1.2285,,,,,,1.4925,,,,,1.4254,2.3808,,,,2.0456,,,,,,,,,,2.01205,1.9366,,2.3347,,,,,1.0315,,,1.6182,,,,,,,,,,,,,,,,,0.5203399999999999
1,468,1,2,,,,,0.090285,0.14175500000000002,-0.033239,,,-0.8567299999999999,,,,,-1.0626,,,-1.0626,-1.1244,,-0.88761,,,,-0.527335,,,0.58438,,,,,,,,,,0.17263,,,,,0.11087,,,,,,,,,,,-0.26999,-0.9082,,-0.5685100000000001,-0.578805,,-0.39352,,,,,,-0.78468,,,-0.79497,-0.5788,-0.99055,,,
2,230,2,1,,-0.33152999999999994,0.2574624999999999,-0.66019,,-0.381965,-0.27946,-0.45030149999999997,-0.27946,-0.8066300000000001,-0.16232,-0.22089,,-0.709,-0.701196,-0.30874999999999997,-0.8652000000000001,-0.616265,-0.2970434,,-0.99211,-0.12327,,,,-0.6601899999999999,-0.37952749999999996,-0.8798349999999999,-0.74073,-0.4844699999999999,-0.874965,-0.5479225,-0.51864,-0.95306,-0.8847200000000001,-1.1141,-1.0604533333333332,-0.9013180000000001,-0.8373042857142858,-0.61138625,-0.845675,-0.57965125,-0.8417639999999998,-0.25018,-0.6650750000000001,-0.14279000000000003,-0.60487,-0.7448,-0.91401,-0.95306,-1.0312,-0.8066300000000001,0.1110299999999999,,,-0.054933333333333355,1.097,-0.46495,-0.6553100000000001,-0.377085,-0.5820933333333334,0.15984,-1.050705,-0.45518666666666663,-0.36732,-0.8619566666666666,-0.93354,,,-0.4161349999999999,-0.4844699999999999,-0.82615,,
0,613,1,2,,-0.33719,,,,,,,,,,-1.0103,,-0.89149,-1.17655,-0.6169666666666668,-1.01818,-1.0340099999999999,-1.1950333333333332,-1.13538,-1.10925,,,,-1.0895,,-1.07759,-0.5668300000000001,-0.99443,,,,,,,,-1.0261,,,,,,,,-1.0419,,,-1.4854,,,,,,,,,,,-0.40846,,,,,,-1.0499,,,,,,,,,
1,820,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,886,1,1,,,0.51558,0.61032,2.1167,,,0.4113699999999999,2.5904,0.4113699999999999,0.61032,,0.61032,,,,,,,,,1.5861,,1.4819,,,,,,,3.7083,,,,,,,3.0972,,4.747233333333334,,,2.5335,,,,1.7851,,1.5956,,,,,,,,,,,,,,,,,,,,,,,,,
