fov,cellID,rep,dbscan_ldp_nbr_allele,chr1-g377,chr1-g378,chr1-g379,chr1-g380,chr1-g381,chr1-g382,chr1-g383,chr1-g384,chr1-g385,chr1-g386,chr1-g387,chr1-g388,chr1-g389,chr1-g390,chr1-g391,chr1-g392,chr1-g393,chr1-g394,chr1-g395,chr1-g396,chr1-g397,chr1-g398,chr1-g399,chr1-g400,chr1-g401,chr1-g402,chr1-g403,chr1-g404,chr1-g405,chr1-g406,chr1-g407,chr1-g408,chr1-g409,chr1-g410,chr1-g411,chr1-g412,chr1-g413,chr1-g414,chr1-g415,chr1-g416,chr1-g417,chr1-g418,chr1-g419,chr1-g420,chr1-g421,chr1-g422,chr1-g423,chr1-g424,chr1-g428,chr1-g429,chr1-g430,chr1-g431,chr1-g432,chr1-g433,chr1-g434,chr1-g435,chr1-g436,chr1-g437,chr1-g438,chr1-g439,chr1-g440,chr1-g441,chr1-g442,chr1-g443,chr1-g444,chr1-g445,chr1-g446,chr1-g447,chr1-g448,chr1-g449,chr1-g450,chr1-g451,chr1-g452,chr1-g453,chr1-g454,chr1-g455,chr1-g456,chr1-g457
1,843,2,2,,,,,,,-0.53242,-0.2883199999999999,,,0.25825500000000007,-0.8295799999999999,-0.8720399999999999,,,,,,-0.7128399999999999,-0.46874,,,-0.46874,,,0.5571766666666667,1.0808,,1.2506,,,-0.95694,,-0.50058,,,,,0.18927,0.0035414999999999995,0.32724,,,,-0.77652,,,,-0.45281999999999994,,,,,,,-0.15035,-0.781835,-0.734065,,,,-0.73407,,,,,,,,,-0.54303,,-0.57487,,-0.17157,,-0.52181,
0,250,1,1,0.669,,,1.460695,0.14647,,,0.696705,0.9091633333333332,1.0279066666666667,,0.53441,,0.6492249999999999,,,0.4869,0.1068799999999999,,0.90651,1.1915,,1.1599,1.28259,0.92235,0.96193,,0.7165,,2.0783,,1.79325,1.9753,1.24694,,,,0.1068799999999999,0.051459,,,0.77586,,3.3767,0.96193,,1.151955,1.0965,,0.8035899999999999,1.0965,,0.96193,,,,,,,-0.20189,0.47107,0.0593765,,-0.31273,,-0.24543499999999996,0.17022,,,,,,,,,,,
2,68,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16961999999999997,0.62502,1.6396,,,-0.38063,-0.24144999999999997,0.9781833333333334,,-0.95528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,750,1,1,,,,-0.35561,,-0.31051,,,,,1.0015,,0.5833,,,,,,,,,-0.88451,-0.65491,,,,,,,,,-0.40891,,-0.2039099999999999,,,,,-0.41300800000000004,,,-0.8517100000000001,,,0.017495,,,,,,,,,,,,-0.57291,-0.87631,,-0.40891,-0.7861100000000001,,,,,,,,,,,,-0.65491,,,,,
3,157,2,1,,,,,,,,0.84655,,0.84655,,,,,0.36013,,,0.49421,0.59399,1.4078,,0.3258463333333334,-1.8755074999999999,0.13563,-0.19177,,,0.229175,1.333,0.5472166666666667,0.3882,-2.41181,0.07015199999999999,-3.6715,-3.6715,0.35311425,0.2790633333333334,-0.13252199999999997,0.1917599999999999,-0.098224,-0.10056500000000003,0.18552333333333335,0.5877533333333333,,,,,,-0.56593,0.2081225,-0.1637,1.6417,-0.1980033333333333,0.6295358,0.3016785,1.066355,0.4817399999999999,0.39287500000000003,0.650088,,2.7174,,-0.32272,,-3.6715,,-3.6715,-3.6715,-3.6715,,,,,0.079506,-0.9151466666666668,,,-3.6715
1,612,2,1,-0.93077,,,,-0.93077,,,,-1.1045,,,,,,,,,,-0.77441,,-0.8439,,-0.6528,,-0.70492,-0.80916,-0.79178,-0.73966,,,,,,,,,,,,,,-0.34008,,,,-0.56593,,,,,,,,,,,-0.8352149999999999,,-0.79178,,,-0.47907,0.007379,-0.25322,,-0.27059,0.094244,,,,-0.72229,,-0.63543,-0.32271,,,-0.42695,
2,181,2,3,,,,,,,0.12464000000000001,0.22365199999999996,0.41049499999999994,0.32904999999999995,,0.08950849999999998,0.276352,-0.015891,-0.1835705,,-0.20992024999999997,,-0.26261999999999996,,-0.015891,-0.14045,,1.5363,1.1818,1.383,,0.05118049999999995,,-0.14045,-0.13087,,0.2715599999999999,0.9710050000000001,1.18659,-0.0733809999999999,0.48714999999999997,,0.8916385714285715,0.923118,1.2681,0.6133033333333332,0.5350550000000001,,,,0.8560399999999999,1.62495,1.8334,1.9483333333333333,,2.14,2.1112,,-0.082963,,0.37696,0.83688,,-0.2937599999999999,-0.0015199999999999936,-0.10213,,0.530265,0.3003,,,1.7663,,,0.64525,1.5235666666666667,0.089507,1.6992,1.614892,,1.9771,1.728
0,544,1,1,-0.5435399999999999,-0.5544100000000001,0.35852,,-1.0435,-0.68483,-1.2174,,,-0.59788,-0.8695900000000001,,-0.36965,,,,-0.03817000000000001,,,0.4563399999999999,,,,0.28245,,,,,,,,0.98888,3.5429,0.402,,2.0105,3.4234,,,,0.075949,,2.88,,,-0.02186549999999995,,,,,,,-0.5435399999999999,,,,,2.0431,,,,0.90194,0.93454,,,,,-0.076207,,,,-0.0979429999999999,-0.33704,,-0.67396,-0.68483,,
2,244,2,3,,,,0.1066599999999999,0.56842,,,,1.202,0.94964,1.0087033333333333,,,,,1.2342,0.79393,1.8356,0.23014999999999997,0.56842,1.0731,1.406,,0.42882,,-0.075897,,,-0.1403299999999999,,-0.032943,,,,-0.000727,,,,,0.8476299999999999,0.29995499999999997,-0.20476,-0.3658385,,,,,,,,,,,,,,,-0.80612,-0.48396500000000003,-0.77391,,-0.26919,,,,,,,,,,,,-0.6987399999999999,-0.865185,-0.84192,,
2,14,2,1,,-0.353345,-0.54267,-0.182949,,-0.49723,-0.4820900000000001,,-0.088285,-0.4820899999999999,-0.27761249999999993,-0.5906366666666667,-0.67142,-0.23975,,0.11619066666666666,,,,,0.08968599999999999,-0.027700000000000002,0.23483600000000002,-0.15644,,1.202935,1.3127,-0.0201259999999999,0.8564700000000001,,1.1511933333333333,0.55732125,0.7958700000000001,0.36357966666666663,,0.551645,,,,,,,,0.7599100000000001,0.33581,-0.1753745,,1.184,,-0.10090799999999993,0.180564,,-0.48966,,,,,,,,,,,0.19192,-1.76446,,,-0.20945,-1.3378425,0.0290975,-1.37192,-1.20658,,,-0.36092,-0.6184,-2.5874,
1,84,1,1,1.9874,,-0.24347,,,,,0.1689,0.27031,,,,,-0.3043099999999999,-0.4598,,,-0.32910033333333333,0.20271,-0.047422,-0.5341600000000001,,-0.040662,-0.155587,0.33791,,,,,-0.25699,-0.25023000000000006,-0.3448733333333333,-0.3110699999999999,-0.027141,-0.22995,,,1.5074,2.1023,,,,0.98013,,0.415655,-0.15559,,0.13510500000000003,,,,,,-0.6288,1.575,,,,,,,,,-0.4733199999999999,-0.764,,,-0.70316,-0.64908,,,,-0.48008,,-0.70992,,,
2,555,1,1,-0.49291,-0.65345,,,-0.5273100000000001,,-0.5101100000000001,-0.5770033333333333,0.13204000000000005,-0.90573,,-0.46998,-0.6458033333333333,0.68819,-0.89426,-0.13743349999999996,1.2845,-0.19477,1.5769,1.2157,0.28684333333333334,,-0.24828266666666665,0.05750749999999999,0.6002863333333334,-0.2199992,1.0551406666666667,-0.38206466666666666,0.5773400000000001,2.18465,0.2983099999999999,,0.25244,-0.13743,,,0.10337,0.7913950000000001,1.01308,,,1.0207,,,,-0.24064,,,,,0.1263099999999999,,,,1.6514,0.0001699999999999,0.074708,,,,,,,,0.48178,,2.3222500000000004,,0.65379,0.65379,0.30978,,,,,,,
2,119,1,1,,,-0.63481,,,,-0.19898,-0.668335,-0.62643,-0.5007066666666666,-0.6236316666666667,-0.731195,-0.270219,,,-0.6431899999999999,-0.882055,-0.9533,-0.1906,-0.9533,,-1.4394,-0.93234,,-1.2047,-1.2802,-1.38495,-1.2885,,-1.3528,-1.364,-1.2996999999999999,-1.3053,-1.3556,,-1.2299,-1.36395,,-1.3305,-1.3695333333333333,-1.1181333333333334,-1.1893433333333334,-1.3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,878,1,1,,,,,-0.006226,,-0.2128699999999999,-0.289,0.47231,,,0.015525,,,,,,,,,,,-0.2998699999999999,-0.7240300000000001,-0.61527,-0.50652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.74579,,0.33093,,0.24392,,,,,,,,,,,,,
2,841,2,1,,,,-0.4862399999999999,-0.017252999999999998,,,,-0.73824,-0.24825,-0.71024,,,,,,-1.1582,-0.38825,,,-0.5142399999999999,-0.72424,-0.61224,-0.8012349999999999,,-0.55624,,-0.27625,,,-0.724235,,,,,,,,,-0.4442399999999999,,-0.30425,,,,,,,,,,,-0.56324,,-0.024255,0.18107333333333334,,,,-0.55624,-0.72424,-0.10825,,,-0.96223,0.003746,-0.57024,0.003746,0.38174,,,-0.69624,,-0.72424,,,,-0.45824
2,648,2,2,,,,-0.33482,,,-1.0395,,-0.59582,,-0.28262,,,-0.83073,-0.4653199999999999,,,-0.70023,-0.58277,-0.51752,,-1.0265,-0.595825,,,-0.6741199999999999,-0.6349733333333333,,-0.42617,-0.7785249999999999,-1.0134,,-0.9286049999999999,-0.8263666666666666,,,,,,,-0.7915800000000001,,-0.4783699999999999,-0.96123,,,,,,,-0.97428,-0.2173699999999999,-0.4914199999999999,-0.70675,-0.406595,,-0.97428,-0.889465,-0.8959799999999999,,,,,,-0.63497,,,-0.96123,,-0.90903,,,,,,-1.0004,,
0,164,1,1,,-0.33565,-0.39425,0.39269,,-0.5616800000000001,-0.5332199999999999,-0.8693325000000001,-0.8170338333333333,-0.36075999999999997,0.25874,-0.45006033333333334,-0.10123666666666664,-0.254015,-0.6767887499999999,-1.2313999999999998,-0.7626033333333333,-0.0740325,-0.4821519999999999,-1.0891,-0.59517,-0.611905,-0.91329,-0.5616800000000001,-0.99701,0.65221,-0.09286999999999998,0.543375,,-0.6119100000000001,0.5936100000000001,,,,0.41780500000000004,0.87825,,-0.44448,0.5712913333333334,0.057822,0.44920625,-0.44448,0.09968000000000007,,,,1.2633,1.6902875000000002,0.10805,-0.0928679999999999,,,,-0.24356,-1.2398,0.63547,0.7861600000000001,,,0.6857,-0.45285,-0.15147,,,,,,-0.00078,,0.057822,,0.0410785,-0.60354,-0.084495,0.5936100000000001,-0.06357000000000002,,
1,144,1,2,,,1.331,0.7805449999999999,,0.2580699999999999,0.052815,,1.331,,0.564079,,0.1880975,0.7712100000000001,,,,0.043485,0.8365333333333332,1.303,,0.043485,0.328045,,-0.11512,,0.16477,,-0.47431999999999996,-0.502305,-0.37636,,-0.56295,-0.61893,-0.5163,,-0.27373,-0.1337799999999999,-0.5909399999999999,0.14611,,,,,,,,,,-0.41367,,,,,,,-0.40435,,-0.3079366666666667,,-0.28306,-0.68425,,,-0.37636,-0.38569,,,-0.11512,,0.1741,-0.2644,,,,,,1.7788
2,641,2,1,-0.87169,-0.87169,,-1.158,-0.87169,-0.6944600000000001,-0.85806,,-0.85806,-0.95349,,,,,,0.055371,,,-0.30591,-0.48996,-0.25819,0.17807,0.660688,0.655235,0.3757535,0.876102,0.535264,0.50527,,0.839285,1.1153425,2.186733333333333,,1.4132539999999998,2.3867,1.1369333333333334,0.4371,,,,,,,,,,0.1576205,,,0.13717,,,,-0.36726,,-0.2036599999999999,0.0008366666666667077,0.30077,,,-0.080962,0.58707,,,-0.73536,,-0.17639500000000002,-0.16276,-1.2534,0.50527,-0.87169,,,,-0.6944600000000001,-0.29909,,
1,98,1,1,0.33867,0.35641,0.6261933333333333,-0.38195,0.0960906666666667,1.1942,1.5832444,1.6663000000000001,2.75328,1.3361740000000002,0.27832175,0.541,0.001429,0.6475000000000001,0.09136,0.0298279999999999,-0.07667,,-0.43875,2.9762,2.8768,-0.34645,1.7054,3.2176,,,1.7054,-0.19380999999999998,0.37593550000000003,,0.126858,0.42741,0.019180000000000003,0.08899033333333334,0.1789195,-0.41745,0.0624866,0.20022,0.29962,,0.18838666666666667,,0.13454800000000003,-0.49555,,0.6617,,1.0664,1.343268,,3.4377,,,1.8189,0.30672,-0.06246999999999997,,0.31381499999999996,,-0.24706,0.41794333333333333,1.091205,-0.98543,0.95279,-0.81503,,,-0.45295,,,-0.69434,,-0.65174,,,,0.7185,
2,711,2,1,-0.41661,,-0.92193,,,-0.48310000000000003,-0.166604,-0.7955949999999999,-0.47645000000000004,-0.62938,-0.16395,-0.85544,-0.34346999999999994,-0.4565,-0.4476333333333333,-0.27033,,3.7723,3.2935,3.0409,,0.27489,0.221696,-0.436555,-0.4964,0.32808,0.9176266666666667,0.17294,-0.08415900000000001,-0.2747633333333333,0.028874999999999998,0.1419099999999999,-0.43434,-0.31022,-0.23044,-0.4565,,-0.61608,0.16851,-1.0416,0.86002,-1.2012,0.51426,-1.0017,0.21171750000000003,-0.74462,-0.15065,-0.03761500000000001,-1.1214,,-0.4964,-0.84215,,-0.9130666666666666,-1.148,-0.32352000000000003,,-0.7557100000000001,,,-1.0017,-1.0283,-0.77566,-1.1081,-1.1081,,-1.0416,,,-0.64267,-0.78895,-0.8421449999999999,,-0.76236,-0.682565,-0.2803,-0.7357633333333333,-0.81555
2,636,2,1,0.378505,,0.237,0.16907,0.15775,,,0.11246333333333332,0.49739000000000005,0.69889,0.038882,0.71813,0.18416333333333332,,,,1.657755,,5.9257,0.055863,,,3.0898,0.0105799999999999,1.6634,1.0105766666666667,0.21435,0.52379,2.0936,,,,2.0144,,2.7842,0.7237899999999999,1.0974,1.7653,2.0596,1.38039,,1.7313,,,,,,0.90492,,,2.037,0.780395,,0.23133500000000004,,,-0.41961,,,-0.18186999999999995,0.4520899999999999,-0.5497999999999998,,,-0.44225,-0.81584,-0.82716,0.044543,-0.34036,,,-0.5781,-0.81018,,0.1351099999999999,,0.191712,-0.046024
1,468,1,1,-0.14647,0.87775,0.21381,,,1.04245,0.14175,-0.11559,0.489165,,,0.53291,0.39566066666666666,,,,0.6821599999999999,0.8931899999999999,,0.8829,0.2344,,,-0.012651,0.14175,1.3512499999999998,-0.9082,,0.21381,,,0.8726,0.58438,0.60497,2.2622,,0.2241,0.72849,,,,,0.26528,,,,,,,,,,,-0.424395,0.36820500000000006,,,,,2.499,,,,,,,1.449,0.99613,,,,,,,,,,
0,613,1,2,,,,,0.12208,,,0.17355500000000001,,0.09832500000000001,0.21711,,,-0.57475,,,,,,,-0.26593,0.1537599999999999,,,,,-0.004614,0.56552,,0.5338375,,0.43882,0.43091,,,,,,,,,-0.6381,,-0.15507,,,,1.0406,,,,,,,,0.5100899999999999,1.1673,0.8426849999999999,,0.87434,,,,,,,,,,,0.074571,0.157717,,0.165634,,0.09568766666666667,-0.15507,0.050814999999999985
1,63,2,1,,0.032459999999999996,-0.12168249999999994,-0.192335,,,-0.10562666666666666,-0.0863595,-0.006075999999999998,-0.17628,-0.015709500000000053,,-0.1281085,,,,0.45315,,-0.012497000000000001,,,,0.600865,1.2945266666666666,0.099898,1.1982,,,0.266885,0.0966855,0.6201399999999999,0.5858833333333333,0.282945,0.22835,0.404975,,,,0.33754,,-0.16343,,,-0.28546,,,-0.24693,,,-0.20839,,1.1404,0.7678566666666667,0.4403,1.1275,0.745375,,-0.22124,-0.24050500000000002,-0.56806,-0.391435,,,-0.50383,,,,-0.67082,,,1.4872,,,,,,0.209085,0.63298
1,826,1,2,,,,,,,-0.47801,,-0.4399,,-0.087348,-0.61141,,,,-0.096877,,,-0.12546,,,,,0.81785,,0.36049,,0.90837,1.1704,,,,,,,,,,,,,,,,,,,,,,,2.50915,,,0.75113,,,,,,,,1.1132,,0.32237,,,0.31284,-0.1731,-0.43037,-0.93538,,,-0.039706,-0.84009,,0.04128400000000005,
1,137,1,1,-0.72545,-0.26794,0.44896499999999995,-0.32513,,-0.15764499999999998,-0.36598,-0.31368999999999997,,,-0.14539,,-0.81532,-0.312875,,-0.94604,,-0.57431,-0.6846,-0.5559275,,,-0.6029,-0.6274099999999999,,-0.26630400000000004,,,,0.48370949999999996,-0.5865600000000001,0.9493785,0.30395,,,1.0801,1.1045850000000002,0.35297,0.54905,,,,0.59807,0.28761333333333333,0.61441,1.2721,,,,-0.90519,,0.2631,,-0.18624,0.075197,0.075197,,0.39382,1.3061333333333334,-0.047351,0.11195899999999995,0.602155,1.09642475,,,1.2353,-0.892935,-0.521205,,0.8676799999999999,,-0.77447,0.544945,,,-0.61107,,-0.055521
3,28,2,1,0.66667,,,,-0.25517,,0.24679,,0.22048333333333336,-0.18255999999999994,-0.30568,-0.10784466666666666,0.75823,-0.4761628,-0.450905,-0.39092000000000005,-0.021553999999999948,-0.091008,-0.025763333333333322,1.2981,0.013170000000000001,0.24784333333333333,-0.061542666666666634,0.01633,0.054211999999999996,0.090519,-0.018399,0.12156266666666667,0.106304,,,-0.091008,0.1410305,0.14892439999999998,,0.033164666666666655,0.3857,0.136295,0.8897733333333333,1.0297049999999999,0.384125,0.985506,,0.36044,,,,-0.2236,0.67299,0.82031,,1.33279,0.7598050000000001,0.060528,0.6687766666666667,,-0.2299199999999999,-0.308845,-0.10364,0.06684,-0.34357,-0.06827680000000003,0.020539333333333333,,,,,-0.144677,,,-0.50142,-0.21187457142857144,-0.097322,,0.09209766666666663,0.09841,0.04158499999999998,-0.5393
2,230,2,1,-0.62114,-0.31362900000000005,-0.6748375,-0.4258975,-0.81964,-0.6406633333333334,-0.5267733333333333,-0.6016199999999999,-0.38684749999999996,-0.4682,0.21109250000000002,-0.5781879999999999,-0.8749600000000001,-0.35756,,,0.74558,,-0.08421925000000002,0.78462,0.8061020000000001,,0.1045266666666667,0.2672199999999999,-0.37709,1.6144,,,0.6056506666666667,1.9951,0.3192886666666666,,0.128113,-0.97259,-0.5528066666666667,0.4494533333333333,,-0.59186,-0.61138,-0.64067,,,-0.44542,,,-0.36732,,,,-0.7740933333333334,,-1.0019,,-0.56745,-0.3054933333333333,,-0.49422999999999995,-0.67972,-0.21600999999999998,-0.001240000000000005,,0.169605,,-0.64067,-0.57233,,-0.440545,-0.1867195,,,-0.76758,-0.16475675,-0.30387,-0.699253,-0.09886249999999996,-0.4161399999999999,,-0.36732
1,339,2,1,-0.8998700000000001,,-0.6104266666666667,-0.7913250000000001,-0.39547,-0.86156,-0.26564666666666664,-0.146465,0.064236,-0.338005,-0.618935,-0.71258,-0.3124699999999999,,-0.23585,-0.45293,-0.618935,,0.37709,-0.47847,-0.64448,,,-0.95095,,,,,0.613325,0.581385,1.337356,-0.0698443333333333,0.56862,0.09616050000000001,0.64781,0.551077875,0.41965666666666673,,1.5348833333333334,1.2241386666666667,1.3060725,2.1648,-0.40185,0.64525,,,-0.33801,-0.37631,1.4625,,-0.6189399999999999,2.0754,,,-0.20392499999999997,1.07944,0.63248,,0.5941586666666666,,0.9176699999999999,1.3795000000000002,0.932545,,1.08578,0.95172,,,,2.0754,,0.07061999999999996,,,,0.5154266666666666,0.07061999999999999,0.7346400000000001
0,406,1,2,,2.1802,0.4472399999999999,0.6469050000000001,0.017763,1.6076000000000001,0.13832,,,,,1.1404,,0.28901,0.4623,0.29654,0.2438,0.62807,0.518815,,,,,0.22496699999999994,0.7410833333333332,0.27394,1.48325,,0.93699,1.5473,0.8089,0.9407300000000001,2.1199500000000002,0.085574,,,,,-0.004841,0.085574,1.1856,0.37189,0.548955,,,,,,,1.3614533333333334,,,1.6904,,,,,1.0914275000000002,,,0.43217,,,,,-0.50966,-0.44938,-0.208275,-0.64528,,,,-0.10279,,-0.02493333333333334,,,
2,198,2,2,,,,,,,,,,,,,1.5444,,1.3817,1.7006,1.2093500000000001,,,3.093,3.0084,1.1475,1.4403,,,1.4403,,,,,,,,,,1.2191,,,,0.597675,0.28209500000000004,,,,,,,,,,,,,,,,,-0.4466699999999999,0.29513,-0.25146,-0.34256,,,,,,,,,,,0.34066,,,,,0.1519599999999999,
1,718,1,2,,,1.4986,,1.1735,,,,1.0241,,0.58917,,0.97142,,0.62873,,,0.3387699999999999,,,,,,,,,,,,,,,,,-0.003925,,,,,,,,-0.012712,0.176205,0.0722273333333333,-0.19723899999999997,,0.44421,1.6568,,0.94506,,-0.17088,,-0.4608399999999999,0.35634,,,,,,0.47936,-0.1533,,-0.40812,-0.9001899999999999,,,,,,,,,,,,
0,116,1,1,,,,,,,-0.038317,0.13805,0.9642,,,,,-0.5302899999999999,,,,-0.15899,,0.38868,0.15662,,,,,-0.5906250000000001,,-0.32608,0.92707,,-0.11567333333333334,0.08235999999999996,-0.12186,-0.2239699999999999,,,,,,,0.8481650000000001,,,,,-0.6324,,1.1220166666666667,0.78783,,,-0.65096,,,-0.5210100000000001,,,-0.17755,,-0.28894333333333333,0.65787,,,,,0.045226,,,,,,,,,,,,-0.73451
0,275,1,2,,,,,,,,-0.49056,0.2905995,-0.1035599999999999,0.36944,,-0.21106149999999999,-0.1394,,,-0.8202200000000001,-0.60522,-1.1331666666666667,-1.0854,-0.838135,,,,,,,,-0.24689,-0.010397000000000003,-0.09281400000000001,-0.23973,0.2906,,,,-0.39023,,,,-0.082063,,-0.31139,0.8424299999999999,,,,,-0.19673,-0.16806,,,,-0.56939,,,,,,0.5916,,,,-0.44397499999999995,-0.24689,-0.36873,,,-0.454725,,,,-0.79155,,,,,
2,805,2,1,,,,,,-0.54202,-0.5270699999999999,-0.8260700000000001,-0.519595,-0.5818833333333333,-0.1308849999999999,-0.30281,-0.43736499999999995,,,,,1.4464,-0.1084599999999999,,,,,-0.69152,,-0.64667,-0.49717,,,,-0.87092,,,,-0.3028099999999999,,1.0502,,-0.55697,,0.34005,,-0.28786,,,,,-0.44483999999999996,,,,,-0.5270699999999999,,,,,1.566,0.5393866666666667,,,,,,,,,-0.878395,,,-0.39252,,,,,,,
1,142,2,2,,,-0.15736,,,,,,-0.37477,,,-0.67372,,,,1.6771,,,,,,,,-0.4631,,-0.5446300000000001,,-0.5854,,,,0.61719,-1.1448066666666668,,-2.8887,,1.612575,,,-0.561615,0.0328829999999999,,-0.069031,-0.20718099999999998,-0.51066,,-0.23889,-0.48348,,,0.17556,,0.68513,0.372595,-0.18453,,1.1404,-0.08035333333333333,,,0.90255,0.1212099999999999,,,,0.91614,-0.19812,,1.4189,,,,-0.14377,-0.014677,-0.517455,,,2.1119
1,94,1,3,,,-0.19108099999999995,-0.018917499999999948,,,,-0.04761149999999995,0.6331376000000001,0.9710000000000001,0.5920266666666666,1.5341333333333333,1.401435,0.1927,0.551375,0.58007,0.41985999999999996,0.46888,0.515505,0.64224,0.56094,-0.47443,,-0.59638,,2.40935,0.9244,,,0.1927,,2.4954,,0.55138,0.598005,0.27878,,,,,-0.065545,,-0.2951,-0.5533399999999999,,-0.61073,0.5442049999999999,,0.48681,,0.6805,,,,,,,-0.45291,,,-0.17315,-0.16597,,,,,,,,,,2.2874,,1.96455,,,-0.1588,
1,84,1,2,,-0.14883,-0.087983,,,-0.12178649999999999,,-0.03390275,0.11482,0.20495933333333335,0.219605,-0.17587,1.0004,1.4939,,,1.21,2.2713,0.11482,2.2308,-0.5544399999999999,,0.2049633333333333,0.39875,0.2162300000000001,,,,,,1.00715,1.67305,1.6088,1.696725,0.047221,0.7502850000000001,0.2545363333333333,0.58128,1.4601,0.85845,,0.22299,,0.94632,0.46635,,0.12158,-0.013621,,,,,1.3452,,,0.047221,0.20721,,,,,,,,,0.11482,0.23651,0.1351,,,,,,,0.12834,-0.39895,,
1,194,1,1,,,0.2183699999999999,,,-0.0608929999999999,,-0.2246,,,,,,-0.0031149999999999,1.3643,,,,,,,,,,,,,,-0.62905,-0.0705225,,,,-0.35941,,,,,-0.099412,-0.31127,,0.22797499999999998,0.8154100000000001,,,,,,0.488,,0.7223166666666666,1.1043,,0.69506,1.2199,0.11244,-0.62905,,,,-0.54238,,,,,,,,,,,,,,,,,
0,610,2,1,,,,,,0.34408,1.1212024999999999,,2.3241,1.24061,,1.3202,,,,,,,,,,,,,,,,-0.365545,-0.35516,-0.064385,-0.4105399999999999,,0.22985049999999996,,-0.109383,0.23331,-0.50054,,-0.45208,,-0.97824,,,,-0.7751633333333334,,,,,,,,,,,,,,,,,,,-0.54901,,-0.86055,-0.504005,-0.704775,,,-0.67362,,,-0.5697800000000001,,,,
2,198,2,1,,,3.1516,,,,0.766865,0.87421,,,,1.4208,,0.43175,0.7636,,0.21703,,0.78965,0.060864,,0.86771,1.655,1.300395,1.2711000000000001,,1.05857,0.44477,,,1.16055,1.3427,,,,1.3362,,1.3427,,,,,1.3427,,,,,,,-0.19941,,,-0.088792,,,-0.17989,,,,,,,,,,,,,,,,,,,,0.2821,,
0,646,2,1,,-0.15707100000000002,0.018815,,,,,-0.740685,-0.7047100000000001,-0.77666,-0.44888,-0.55014,-0.44488,-0.38492,,-0.44088,,0.094764,-0.47286,,-0.4089,,,,,,,,,,,,,,,,,,,,0.4685125,1.262,0.350595,-0.197045,,,,,-0.38691749999999997,-0.32896,-0.5767916666666667,-0.76867,0.078774,0.59843,0.166715,0.77431,,,,,,-0.3129699999999999,,,,,1.1741,,,,,,,,,,,
2,569,2,1,-0.35075,-0.064726,,,,0.10567299999999995,-0.5394100000000001,-0.052554,,-0.052554,0.0204729999999999,-0.6611199999999999,-0.16818149999999996,-0.21078,-0.405525,-0.231066,-0.52723,,0.28824150000000004,0.19087,,0.73858,,-0.3081486666666667,,-0.3903075,,-0.289895,2.3817,-0.028212,,0.1787,,,,,-0.12558,,0.75075,0.787265,,,,1.408,,0.70206,,,-0.028212,-0.12558,,,,,,,,-0.56375,-0.56375,-0.016041,,,,,,0.4586399999999999,,0.80551,0.5316666666666667,,,0.58035,0.9698366666666667,,,,,
0,352,1,2,-0.122029,,0.86065,,,0.023553,,,0.023553,,,0.1254585,-0.029826666666666668,,,0.62044,,,,,,,-0.15114,0.04539,,-0.06743299999999999,,,-0.50418,-0.027400000000000008,0.478495,-0.1657,,-0.1475075,,,,,,,-0.304,-0.34768,,,,,,,0.99895,,,1.0936,,,,,,1.4721,1.3192,1.1664,,,,1.4139,,1.6104,,,,,,,,,,,,
2,31,1,1,,,-0.66506,-0.33181,,-0.57313,-0.21689,1.2081,,1.323,0.897805,-0.5195033333333333,,,,-0.8719100000000001,,-0.42373666666666665,-0.40075500000000003,,,0.15084,1.0587,1.4609,0.4438599999999999,-0.26285499999999995,1.0587,0.782849,,0.788615,-0.43810275,-0.28584,0.219797,0.04358266666666669,0.08476750000000002,-0.4007546666666666,-0.48119500000000004,-0.7455,-0.739755,,,-0.18816,,-0.39500849999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,1,1,,,-0.84073,,,-0.68793,-0.4027,-0.5020203333333334,-0.27154999999999996,-0.40525,,,,,,-0.93242,,-0.51221,0.163945,-0.4109775,-0.78725,,,,,,,,2.4522,,,-0.09964500000000001,3.262,,,0.3587599999999999,,,-0.25245,,,,,,-0.48165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,215,1,2,,,0.44646,,,,,,,,-0.03963500000000003,0.88215,,,,,0.79932,,,0.43205,0.64089,,,,,,,,0.02158,,,,,,,,,,1.181,0.064788,,,,,,,,,,0.0071769999999999,,,,,0.35284,,,,,,,,,0.48246,0.6625,,,1.289,0.18721,-0.32408,1.5771,2.146,0.39966,,2.398,0.25922,-0.021629999999999965,
