fov,cellID,rep,dbscan_ldp_nbr_allele,chr9-g68,chr9-g69,chr9-g70,chr9-g71,chr9-g72,chr9-g73,chr9-g74,chr9-g75,chr9-g76,chr9-g77,chr9-g78,chr9-g79,chr9-g80,chr9-g81,chr9-g82,chr9-g83,chr9-g84,chr9-g85,chr9-g86,chr9-g87,chr9-g88,chr9-g89,chr9-g90,chr9-g91,chr9-g92,chr9-g93,chr9-g94,chr9-g95,chr9-g96,chr9-g97,chr9-g98,chr9-g99,chr9-g100,chr9-g101,chr9-g102,chr9-g103,chr9-g104,chr9-g105,chr9-g106,chr9-g107,chr9-g108,chr9-g109,chr9-g110,chr9-g111,chr9-g112,chr9-g113,chr9-g114,chr9-g115,chr9-g116,chr9-g117,chr9-g118,chr9-g119,chr9-g120,chr9-g121,chr9-g122,chr9-g123,chr9-g124,chr9-g125,chr9-g126,chr9-g127,chr9-g128
0,613,1,2,,,,,,,,,,,,,,,,,,0.86242,0.98361,0.90358,0.49885,,,,,1.077385,1.3769,1.5736,1.5987,1.9874599999999998,,2.80014,3.8819,1.3769,1.8571,1.681,,2.3259,,,,,,,,,,,,,,,0.39138,0.3753705,,0.036952,,,0.18101,,0.002652
1,189,2,2,-0.1968125,,0.22254666666666667,,0.07398399999999995,0.19246,0.4455199999999999,0.12315,,0.48743,0.26821,0.22589975,0.46754999999999997,0.082849,0.10380299999999995,,,0.21986,0.47413,0.14195,0.26338,,0.588975,0.866198,0.7291953333333333,-0.033206,2.9729,1.5174,1.8954,,1.6512000000000002,2.8081,2.8236000000000003,,2.7085999999999997,1.0911,,,,-0.292315,-0.14227599999999999,0.045776,,-0.42006,-0.502265,-0.39910500000000004,-0.35236,-0.38782,-0.50226,-0.3443,-0.32737499999999997,-0.10574,,0.14088,0.28997999999999996,0.5777,0.30851,,0.47776,,0.1731099999999999
0,406,1,1,,0.69123,,,,,,0.53682,,0.60948,0.6418425,0.93194,0.071295,0.8115899999999999,0.7873633333333334,,1.03755,,0.85473,1.2203,0.3767235,1.0932,,,,1.1999,1.4758,2.2354000000000003,,2.76,1.5564,1.645,2.9144,,,,0.2189,,,,,,,-0.64856,,0.29270499999999994,,,0.1803,,,0.282485,,,,,,,,,0.13601649999999998
0,116,1,2,,,-0.25423,,,,,,-0.445095,0.41594000000000003,-0.47523,,,0.05861,,,,,,0.5838366666666667,0.65272,0.5867100000000001,,-0.28867,-0.29441,,,0.31405,0.8852,,2.912433333333333,2.01025,3.7696,3.0378,,,,,-0.013142,,,,,,,0.5694899999999999,-0.3604199999999999,,,,,,,,,,,,,,0.48912
1,339,2,1,,,0.7802500000000001,0.93669,0.12571,,-0.2772699999999999,,,0.41856,,0.44109499999999996,,0.488645,0.34347,,,0.14574,0.15074,0.10902233333333333,-0.15087499999999993,,,,,0.17077,2.5161,,2.1006,2.0404999999999998,1.9045199999999998,2.2115466666666665,1.89452,2.5419533333333333,5.0604,3.26825,1.4573,,1.0819,,,,,,,,,,,,,,,,,,,,,,
3,86,2,2,,,,,0.16807,0.23855,,0.35131,,,0.29023,,0.50637,0.58624,0.79691,0.62697,,0.9096624999999998,,1.9144,1.5259666666666665,,,1.2002,1.5886,,2.2292,,,,3.20805,1.183,,3.2542999999999997,1.8987,4.1181,,,0.8593000000000001,,-0.16554,,0.88539,,,,,0.0130099999999999,,,-0.041024,-0.046506,-0.23915,,-0.22975,,,,-0.21566,,
1,820,1,1,,,,,,,,2.54295,0.8183800000000001,0.6350399999999999,,0.58533,0.67233,0.34296,,,2.1328,,,,,,,,4.904533333333333,,3.3136,,2.4124,,,,,,,,,,,0.98928,,,,,,,,,,,,,,,,,,,,,
2,711,2,1,0.3198199999999999,0.301925,,,0.0204449999999999,,,,,,,,0.3067,,0.58341,,2.2532,,1.291865,1.9351666666666667,2.6635,1.0533,,,,,,,,1.311,2.70885,4.6172,3.9886500000000003,2.7017,3.1239,,,,,,,,,,,0.41166,,,,1.0796,,0.60726,,,,,0.8458100000000001,0.72177,,,0.003747
3,353,2,1,-0.24109,-0.24109,0.012424,,,,,,0.97782,,0.97174,0.77095,1.37635,1.4311,,0.95754,0.95146,0.31867,1.0184,,,0.82165,,,,2.4279,,,,4.7907,,,3.7706,4.203233333333333,3.07895,2.1602,,,,,,,0.8277399999999999,0.66346,0.5752349999999999,0.37343,,0.26594,,,0.15439,0.25276,0.27303999999999995,0.10572,0.246675,,,0.28318,0.24160500000000001,0.37884,
1,468,1,2,,,,,,,,,0.86639,,,,,0.7927633333333333,0.161828,,2.063,,1.3484,1.80525,,,1.86715,,,,,6.3623,,,,,,,,,,,0.099906,,-0.16117,-0.19129,,,,,,,0.056394,,,,,,,,0.086518,,,,
