fov,cellID,rep,dbscan_ldp_nbr_allele,chr7-g404,chr7-g405,chr7-g406,chr7-g407,chr7-g408,chr7-g409,chr7-g410,chr7-g411,chr7-g412,chr7-g413,chr7-g414,chr7-g415,chr7-g416,chr7-g417,chr7-g418,chr7-g419,chr7-g420,chr7-g421,chr7-g422,chr7-g423,chr7-g424,chr7-g425,chr7-g426,chr7-g427,chr7-g428,chr7-g429,chr7-g430,chr7-g431,chr7-g432,chr7-g433,chr7-g434,chr7-g435,chr7-g436,chr7-g437,chr7-g438,chr7-g439,chr7-g440,chr7-g441,chr7-g442,chr7-g443,chr7-g444,chr7-g445,chr7-g446,chr7-g447,chr7-g448,chr7-g449,chr7-g450,chr7-g451,chr7-g452,chr7-g453,chr7-g454,chr7-g455,chr7-g456,chr7-g457,chr7-g458,chr7-g459,chr7-g460,chr7-g461,chr7-g462,chr7-g463,chr7-g464,chr7-g465,chr7-g466
1,718,1,1,0.81326,,,,0.39149,,,0.73418,0.69903,-0.021499,0.32998,-0.025889500000000003,,,,,,-0.4257,0.23771549999999997,0.1981735,,,,0.8073966666666667,0.040009499999999996,,0.35634,0.66388,-0.39934,,-0.104975,,,1.3404999999999998,1.4151500000000001,0.71002,0.69903,-0.030286,0.6507155,,0.76054,,,,1.9995,0.5145033333333333,0.454746,-0.025011799999999966,-0.047859,0.3241193333333333,-0.056646,0.5848,0.56722,,,0.0077936666666666805,-0.07422,0.025366666666666687,,,,-0.3554,-0.012712
1,843,2,1,-0.78713,,,,,,-0.99939,,,,,-0.4899699999999999,-0.792435,-0.39445,,,,,,,,,-0.26709,-0.352,,-0.17688150000000002,,-0.6916100000000001,-0.39444999999999997,,,,,,-0.17157,,,-0.681,,,,,0.051299999999999985,0.1680445,,,,-0.13974,,1.3036,0.5660350000000001,,0.01946000000000006,-0.25648,-0.06014,,-0.245865,,,,0.68808,0.13620000000000002,
2,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1.5538,1.6937,,-2.1519,,-2.1519,,,,-0.03365999999999995,,1.0568,,,0.43921,0.7769550000000001,0.928955,,,,,,,,,,,,,,,,,,,,,,
0,613,1,1,0.4467399999999999,0.42035,-0.03233,,,,,-0.12339049999999996,0.20127,0.13792,1.15148,,0.256697,-0.19466,-0.060044,0.13,-0.33323,,,-0.50348,-0.68957,-0.23424999999999999,,-0.19466,-0.59059,-0.78855,,,,0.2250199999999999,,-0.42957666666666666,,-0.30552,-0.3926210000000001,,-0.58267,,-0.42034,-0.90733,,,-0.35830999999999996,,-0.3609466666666667,-0.487645,-0.523275,,-0.70145,,-0.11547,,,,-0.1709,,-0.18674,,,,,1.001,0.28045
2,31,1,3,-1.1707,0.6449699999999999,,-0.5041800000000001,,-0.63058,-0.4812,-0.2322133333333333,-0.50418,0.282985,,,,0.8748,0.96099,0.95524,0.28873,,,,0.4726,0.98971,,,0.23127999999999999,0.461105,0.599,,-0.14794,-0.18816,1.2626575,1.3287499999999999,0.8977799999999999,1.5949333333333333,1.7252,,0.6449699999999999,0.8920349999999999,0.42663,0.7598849999999999,,,0.60475,-0.4381025,-0.4697,-0.39501,-0.37777,,,,-0.29733,-0.4065,,0.4151399999999999,0.26000749999999995,,,,0.69667,-0.0100439999999999,,0.50707,-0.28584
0,158,2,1,,-0.12559,-0.416785,-0.10618000000000001,-0.963565,-0.92799,-0.7824,-0.740335,-0.78132,-0.9199075000000001,-0.9684250000000001,-0.691805,-0.97975,-1.0660366666666665,-1.005665,-0.8805533333333333,-0.69504,-0.68857,-1.2127,-1.1609500000000001,-1.1157,-1.0293933333333334,-1.2774,-1.1157,-1.2472666666666667,-1.07466,-1.1383,-0.94743,-0.5915,-1.1189,-0.9813725,,,-0.56562,-0.6885666666666667,,,-1.0639,,-1.06711,,,-0.81152,,-0.69504,,-0.79857,,,,-0.70798,-0.853595,,-0.94419,-0.7726999999999999,-1.1221,-0.81475,,,-0.963565,,,
2,210,2,1,-0.5264300000000001,,0.228555,-0.35866,0.35717999999999994,0.29568250000000007,,1.4570666666666667,1.0395,0.61446,0.74866,0.82695,1.251965,0.5864766666666666,0.819496,,1.005925,1.028295,0.65918,0.36837,-0.27476999999999996,0.508165,0.27050925000000003,,-0.9439966666666666,0.16983825,-0.8508,-0.1797,-0.045478,-0.0678465,-0.15733,-0.52084,,-0.039885000000000004,,,0.74866,-0.58236,-0.12004,0.63681,-0.25799,0.7486700000000001,0.11485333333333332,0.010448,,-0.36984,-0.0902179999999999,1.1961,,,3.4107,0.94999,,,,0.23974,,1.40857,,,0.3161666666666667,-0.643875,1.21285
2,1001,1,1,,,-1.2138,-0.6440899999999999,,,0.122865,,,,0.18861,0.385825,,,-0.19122,-0.54183,-0.52722,,,,,-0.5564399999999999,-0.8194,-0.89975,-0.7317466666666667,-0.84375,-0.9801,-0.80479,,-0.885135,,-1.0824,,,,,,0.7145250000000001,1.4157,-0.57105,,,,2.1754,,,,-0.60027,-0.54183,,,,,-0.79018,,,,,,,,,
2,117,1,1,-0.086711,,-0.8379300000000001,-0.88488,-1.051815,-0.65013,,-0.77533,,,,-0.9422733333333332,,-0.41015,-0.71273,,-0.780545,,,,,,,-0.81706,,,,-0.712725,-0.9248533333333334,0.2263,-0.8327125,-0.4571,0.56017,-0.22235,-0.6709925,-1.05705,-0.8327150000000001,-0.1180099999999999,-0.80141,-0.749245,-0.44666999999999996,-0.96313,-0.90401,,-0.9527,-1.0466,,-0.5249199999999999,,,-0.24322,-0.97357,-0.775325,,,,,,,,,,
2,80,2,1,,,,,,,,,,,,,,,,,,,,,,-3.0123,-1.588165,-0.039694999999999994,0.0017449999999999966,-3.0123,,0.75526,,,,,,,,,,,,,,,,-3.0123,0.9135,,,,,-3.0123,,0.5066,,,-3.0123,-0.1791,,,,,,,
1,713,1,1,0.21381,,0.17195,,0.79992,0.36034,,0.47547,-0.1525099999999999,0.52257,,,,,,,,1.229,,-0.241475,-1.1782,-1.2567,-1.2096,,-1.1625,,,-0.31997000000000003,,-0.88515,,,,,-0.7037263333333333,-0.9521419999999999,,-0.4351,-0.52668,-0.4211416666666666,-0.7944399999999999,-0.6967500000000001,,,,,,-0.33044,,,,0.02018000000000003,0.64293,-0.775255,,,,,,,1.595345,0.73713,1.365075
0,164,1,1,-0.4863355,-0.24356,-0.7765533333333332,-0.5616800000000001,,-0.31053,-0.50308,-0.32448666666666665,-0.56587,,-0.791905,-0.7106999999999999,,-0.5533100000000001,-0.90492,-1.2147,,-0.7346966666666667,-1.022145,,-0.85469,-0.7709699999999999,-0.704,-0.93004,-0.888175,-0.85469,,-0.1347275,-0.2686699999999999,-0.6454,-0.21844,-0.19332899999999995,-0.764695,0.187585,-0.5672666666666667,0.91173,-0.13890999999999998,-0.004964999999999997,-0.83795,-0.6537700000000001,-0.2017,,,-0.32727666666666666,,0.40943,-0.62866,-0.00078,,,-0.11588924999999997,,-0.35406519999999997,-0.042638,,,-0.084496,-0.67889,,0.024335,-1.10165,,-0.19333
1,468,1,1,0.1468995,,,,2.5092999999999996,,0.53806,,0.3991,0.177781,,,-0.26999,1.5005,-0.14647,,,,-0.94938,,2.3549,-0.68174,,2.0358,1.0441500000000001,0.66673,,0.8348666666666666,,0.8726,0.687315,2.077,0.70791,-0.7538,1.2741,,0.5432100000000001,,,-0.96996,1.7373,1.2741,,,,,-0.59939,,-0.66115,1.1197,1.0476,-0.197935,0.1777805,,,0.14861666666666665,,,0.44027,0.45056,1.063015,0.3785066666666666,
2,1229,1,1,,-0.069884,,,,,-0.5249199999999999,-0.091552,,-0.6116,,,-0.37324,,-0.50325,,0.8835299999999999,,,,0.0817965,,0.2334699999999999,0.16847,0.991855,,1.4252,,-0.2215599999999999,-0.5249199999999999,-0.35157,-0.1348875,0.1468,,-0.172811,1.4252,,,,,,,,-0.41658,,,2.097,,,-0.8932899999999999,-0.93662,-1.07745,-0.95829,-1.3267,,,,,,,-0.17822666666666667,,1.4252
2,199,2,1,,,0.7817799999999999,1.651195,0.16679,-0.4128366666666667,-0.253087,-0.9444,-0.9444,-0.03254749999999999,-0.24885,,,-0.42698,-0.52877,-0.511805,-0.60511,-0.55845,,-0.63621,-0.6305533333333333,-0.757792,-0.5839000000000001,-0.800202,-0.6560025,-0.6249,-0.490595,,-0.21067499999999995,-0.41849,,-0.46939,,-0.67297,-0.53725,-0.30398250000000004,-0.63055,-0.10182000000000001,0.47779666666666665,-0.08485333333333334,-0.30610249999999994,-0.5824866666666667,,-0.60228,-0.20360466666666666,,-0.5966225000000001,-0.64752,,,-0.8511,,-0.8002,-0.09192,,,-0.54149,,,,,,
0,26,1,1,,-1.03799,-0.7691,-0.843245,-0.6564,-1.125,-0.54964,-0.140365,-0.40431999999999996,-0.39245,,-0.54074,,,,,,,3.6854,-0.1463,1.3365749999999998,2.847625,,1.4018,4.36165,2.6771,2.208525,1.8763666666666667,1.7162,,2.3627,,,2.0721,1.3336025,,1.8585,1.7221,,1.556,,1.5382,,-0.14036500000000007,,,0.15423,0.067236,,,1.384,,0.64852,,,,1.3128,1.4849,,,4.1659,3.37995,
0,99,2,1,,-0.23294749999999997,0.044135,0.46595,0.6534566666666667,,0.10616500000000001,,0.76372,0.6010683333333333,0.10203000000000001,0.46596499999999996,0.49077499999999996,,-0.70854,,2.3435,1.475,,,1.3778525000000001,1.0587433333333334,0.01380666666666667,-0.046848,0.03861999999999998,0.1351166666666667,-0.12129,0.2936533333333333,0.602435,0.48526,-0.03030499999999997,-0.46868,-0.39187571428571427,,0.4149683333333334,-0.230885,0.47009,-0.8739600000000001,-0.10475333333333332,-0.73335,0.6506733333333333,1.5743,-0.24536,-0.73611,-0.2288099999999999,0.17647,,,,0.17647,-0.13231666666666667,-0.8905,-0.08613499999999999,0.13373883333333333,0.8519466666666666,-0.29912,-0.2288099999999999,1.1386800000000001,2.327,0.6975600000000001,1.5949550000000001,,1.01186
3,823,2,1,-0.048607,,,-0.22838,,,-0.24122,1.3253566666666667,-0.010084,,-0.09997,0.31094,-0.074289,0.041279,,,-0.51516,0.2082099999999999,-0.5044549999999999,,,,,,,-0.6392899999999999,,-0.4466699999999999,-0.465935,-0.5494,,-0.52372,,,,-0.21554,,,,-0.36321,,,0.26813433333333336,0.022018000000000003,-0.47235,0.15685,-0.12565,0.23388999999999993,,,,,,,,-0.11281,,0.79889,1.5500850000000002,0.70258,1.325355,1.1987857142857143,1.139195
3,27,2,1,-0.36521000000000003,-0.310033,,-0.3532633333333333,-0.2044594,-0.066573,0.82763,0.0324025,0.629676,-0.5717,-0.63313,-0.16554999999999997,,0.54094,,,-0.23039566666666667,-0.18034000000000003,-0.25087,0.3634633333333333,0.5272899999999999,-0.23381,,-0.29183,-0.6181180000000001,-0.172377,-1.3942365,-1.1840924285714287,0.5136200000000001,-0.09046499999999999,-0.4147,0.20647,0.213295,-1.1211975,-0.9926375,0.34980800000000006,0.018752750000000012,-0.1689625,-0.10070249999999997,0.1859885,0.138205,-0.23950000000000002,-0.30206500000000003,-0.3635,-0.53757,,-0.42152,,-0.21674,-0.2576985,-0.28158999999999995,,-0.22357,0.054018000000000004,-0.42152,0.035814999999999986,,,-0.442005,-0.30548,-0.28159499999999993,,-0.445415
1,81,1,1,,,-0.6173,,,-0.6562,0.59617,1.3195775,0.11389,1.3118,,,,,-0.45395,0.7673,-0.32171,,,-0.045570000000000055,-0.17910600000000002,-0.67953,,-0.792325,-0.64842,-0.42543,-0.8584466666666666,1.3196,0.17223,2.8364,,-0.7417633333333334,,-1.1151,0.226675,-0.12725,-0.64064,-0.72621,-0.10391,-0.3165266666666667,,,0.8062,-0.36839,-0.21281,-0.39690733333333333,,-0.17392,,,-0.70287,,,0.42504,,-0.20892499999999992,0.56506,,1.024,-0.8389800000000001,0.22279,,-0.002787
2,14,2,1,,,-0.5123800000000001,-0.489665,,,-0.40636,-0.18295050000000004,,0.6444055000000001,,0.95304,0.0404589999999999,,0.19192,,-0.19998749999999996,,0.08085,0.24493,-0.061779999999999946,0.35853,0.19191933333333333,0.002593,0.7599100000000001,0.32066,-0.23974999999999996,-0.33062733333333333,0.16667666666666667,1.752,1.5702,0.88108,1.2180900000000001,,0.35853,,0.7296100000000001,,0.0556049999999999,,0.46455,0.563005,,,,,0.77505,,,,0.4797,-0.23975,0.2499833333333333,-1.477945,-0.0428459999999999,-0.9718116666666666,,-0.36849,0.513805,,0.5731033333333334,0.3661,0.419115
0,646,2,1,0.09876375000000001,0.04945999999999998,0.10675499999999999,,,-0.52882,,-0.616765,,-0.1498718,,,0.354575,0.6943699999999999,,1.8096,0.15872499999999998,0.32661,,0.1827099999999999,,0.81829,0.6959618,1.136746,1.5284933333333335,,,0.7010216666666667,0.73634625,0.51049,-0.057136,0.40256000000000003,0.34792966666666675,0.3314158,0.14273,,0.53447,,0.7156833333333333,1.4798550000000001,1.0301622,0.9528529999999998,0.59045,-0.005170500000000001,-0.2130325,-0.042479666666666666,-0.257004,0.18270666666666666,-0.08378666666666668,0.43054666666666663,0.8022925,0.4001620000000001,-0.324961,0.11875,0.438535,,-0.33695,0.99817,,,,2.1254,0.85426
2,875,2,1,,,,,,,,,,,,-1.0659,,,,0.50135,-1.0659,,,,,,,2.1608,1.5154,,,,,0.22478,,1.2619,1.11595,,,,,,,,,,0.66268,,,,,,,,,,,,,,,,,,,,
