fov,cellID,rep,dbscan_ldp_nbr_allele,chr17-g157,chr17-g158,chr17-g159,chr17-g160,chr17-g161,chr17-g162,chr17-g163,chr17-g164,chr17-g165,chr17-g166,chr17-g167,chr17-g168,chr17-g169,chr17-g170,chr17-g171,chr17-g172,chr17-g173,chr17-g174,chr17-g175,chr17-g176,chr17-g177,chr17-g178,chr17-g179,chr17-g180,chr17-g181,chr17-g182,chr17-g183,chr17-g184,chr17-g185,chr17-g186,chr17-g187,chr17-g188,chr17-g189,chr17-g190,chr17-g191,chr17-g192,chr17-g193,chr17-g194,chr17-g195,chr17-g196,chr17-g197,chr17-g198,chr17-g199,chr17-g200,chr17-g201,chr17-g202,chr17-g203,chr17-g204,chr17-g205,chr17-g206,chr17-g207,chr17-g208,chr17-g209,chr17-g210,chr17-g211,chr17-g212,chr17-g213,chr17-g214,chr17-g215,chr17-g216,chr17-g217,chr17-g218,chr17-g219,chr17-g220,chr17-g221,chr17-g222,chr17-g223,chr17-g224,chr17-g225,chr17-g226,chr17-g227,chr17-g228,chr17-g229,chr17-g230,chr17-g231,chr17-g232,chr17-g233,chr17-g234,chr17-g235,chr17-g236,chr17-g237,chr17-g238,chr17-g239,chr17-g240,chr17-g241,chr17-g242,chr17-g243,chr17-g244,chr17-g245,chr17-g246,chr17-g247,chr17-g248,chr17-g249,chr17-g250
1,13,1,1,,,,,,,,,,,,,,,1.6576,1.611725,-0.9477,0.1524785,,0.33584,-0.4339,0.35112,0.81335,-0.20661,-0.53513,,,,,1.7416,1.585,-0.069083,-0.45109,-0.73377,-0.90186,-0.6153500000000001,0.141019,-0.21678999999999995,,,-0.36323,-0.076723,,,-0.47401000000000004,,,1.4131,0.29764,1.9021,0.09135999999999994,1.8944,1.03874,0.81717,0.1372,3.1168,-0.099644,-0.099644,,0.56505,,2.009,,,-0.29065,,,-0.20660500000000004,,-0.45618333333333333,,-0.0308829999999999,,,,,,0.30528,,0.68729,1.0235,,,,,,-0.1302,,,,,,,
2,711,2,2,-0.56289,,-0.13735,,,-0.004369,,0.54085,-0.13735,-0.41661,-0.363415,,-0.5362899999999999,,,-0.25703,,,,,,,,,,-0.85544,-0.13735,-0.25703,-0.4698,-0.57618,,,-0.40331,-0.4698,-0.4565,-0.483095,-0.170595,,-0.35012,-0.52299,,-0.6426749999999999,,-0.64267,-0.74241,-0.5296412500000001,-1.1214,-0.81555,-0.41661,-0.64267,-0.66262,-0.8598766666666666,,,,-0.96183,-0.41661,0.008929,-0.662625,-0.7313299999999999,-0.582835,-0.50969,-0.10632000000000001,-0.60943,-0.16394719999999996,0.062122,0.09314666666666667,0.60734,-0.16394399999999995,-0.08415900000000001,,,-0.6559699999999999,-0.62938,,,-0.80225,,,,,,,,-0.35012,,,-0.237085,-0.356765,,,,,
2,648,2,1,-1.07214,,,,-0.83073,,,,,-0.53057,-0.15212,-0.38702,,,-0.29567,,0.069736,-1.1439,,,-1.1831,-1.3527,,-1.2222,-0.6480199999999999,,,,-1.1896,-1.2092,,,,,-1.2744,-1.1178,-1.1961,-1.157,,,-0.8959799999999999,-0.26957,-0.76548,,-1.1961,-1.1265333333333334,-1.2222,,,,-1.1178,-1.2222,-1.0721500000000002,-1.033015,-0.81768,,-1.0656,,,,,-0.8046266666666666,,-0.8046300000000001,,,,,,,-0.54362,-1.1831,,-1.0004,,,,,,,,,,,0.095836,,,,-0.43269499999999994,-0.56972,,-0.41312,,
0,352,1,1,,,,,-0.89361,,,-0.17298,,,,,,,,,,-1.0246,,,,-0.66068,,,,,,-1.3231,,0.90432,-1.21025,,,-0.882675,,-1.010095,-0.773525,-1.4614,,,,,-1.4104,-1.4614,,,-1.2721,,,-0.5078199999999999,-0.43503,,,-0.53694,,,,,,,,-0.36224,-0.39135,,0.491838,0.56948,-0.14751999999999998,,,,-0.26397,0.25648,,0.030832,,,-0.5078199999999999,,,,-0.18753999999999993,,,,,0.4603,,,1.4939300000000002,2.2364,,0.631355,,
3,853,2,1,,,,,,,,,,,-0.53428,,,,0.02013499999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.138,,,,,0.49693,0.49693,,,,,-0.7117,,-1.1996,,-1.1996,,-1.3216,,,,,,,,,,,,,,,,,,,,,,-0.3568699999999999,,,
1,843,2,1,0.26356,,,,,,-1.477,,-1.3284,,-1.2329,,,,,,,-0.6916100000000001,,,,,,-1.2647,,-0.89326,-0.4899699999999999,-1.3072,,-0.8083600000000001,,-1.020615,,,,,,,,,,,,-1.1798,-0.8402000000000001,-1.16708,-1.079,,,-1.0312,-0.659775,-1.0524499999999999,,,-0.91449,-0.7128399999999999,-1.2435,,,,-0.34138,-0.89326,,-0.44751,-0.325465,,,-0.41567,,,-1.0489133333333334,-0.90387,,,,-1.036555,-0.08667,-0.261785,-0.7924500000000001,-0.63855,,,0.3803,,,0.14682,-1.31775,-0.352,-0.022991,,-0.7199166666666666,,-0.781825,
3,455,2,1,0.937495,,,-1.2452,,,,0.35909,-1.30525,0.07534,-0.89052,-1.2016,0.22813,-0.9178,-1.278,,-1.0815,,-0.69953,-1.5944,,,-1.4635,,,,,,,,,,,,,,,0.7629,1.0248,,,,4.3317,-0.80866,,,,,,,,,,,,,,,,,,,,,,0.6755899999999999,-0.24118000000000006,-1.1688,0.65376,0.64285,,1.0903,,-0.486715,,0.34818,,,,,,,0.2827,,,1.43955,0.8447399999999999,0.14082,1.134,0.90478,0.053512,-0.13202,,
0,190,1,2,-0.8717799999999999,,,,,,,,,,0.1723,,,,,,,,-0.8459,-0.8890399999999999,,,,,,,-0.000273,,,,0.52608,,,,1.8463,0.13491333333333336,-0.000273,0.84104,1.0697,,,0.21545,1.7773,2.0016,1.0266,,0.61237,,,1.4149,1.2595,2.1483,0.9086266666666667,,0.25859,,,,0.37077,0.45705,,,,,,0.94027,0.25859,,,,,,,,,-0.9667,,,-0.3281699999999999,,0.4225399999999999,0.4225399999999999,0.1334715,-0.71646,,,0.93164,,,,,,0.10758499999999999,-0.052046
0,407,1,1,,-0.852255,,-0.38454,,,,,,-0.72833,,-0.016772,0.8387,,,,,0.19909,,-0.52046,,,,,,,-1.0721,-0.48847999999999997,-1.0721,,-0.80828,-0.9162250000000001,-0.99217,,,-0.8322700000000001,0.8706799999999999,,,,0.14846,-0.5364505,0.526915,,-0.46449000000000007,,0.75875,,-0.6244,,,,,,,,,,,,,,0.15112,,,-0.07273666666666667,,-0.6643699999999999,,,-0.4565,-0.7843,-1.1441,,,,,,,,2.3338,,,,,0.063179,,-0.7003349999999999,,,-0.24063,1.3664,,
2,566,1,1,-0.14839,-0.289829,,-0.33558999999999994,-0.7723999999999999,-0.58519,-0.6413500000000001,,-0.58519,,,,-0.44791,1.305515,0.6960999999999999,0.52553,1.3118,-1.021965,-0.67255,-0.73495,-0.7599100000000001,,-0.99703,,-0.7786299999999999,-0.67255,,-0.7599100000000001,-0.89095,,-0.86807,-1.14055,-0.1265575,-0.48534999999999995,-0.5165500000000001,-0.5893433333333333,-1.334,0.85001,,0.088733,,-0.98455,-0.8971899999999999,1.04969,1.049685,-0.88471,-1.2841,,-1.4713,0.45065,-0.32311,-0.32310849999999997,-0.14214500000000002,-0.7723899999999999,0.0013850000000000737,0.5629825,-0.40422850000000005,0.12201,,2.3476,1.3117966666666667,0.40073,1.2244,0.13866666666666663,,-0.31687,-0.39798999999999995,,-0.52903,,-0.82231,,,,,,,,-0.16086899999999998,1.7236,-0.1359085,-0.67255,,,,,,-0.7723899999999999,,,,-0.293989,,0.026329999999999965
1,663,1,1,,,,,,,,-0.25472,,,,,,,,0.581415,,,,,,,,,,,1.8769,,,,-0.8595799999999999,,0.63478,,,-0.8595799999999999,,,,,,1.3529,,,,,1.3625500000000001,0.1010799999999999,0.80622,0.9404399999999999,,,1.8186,,,,,,,,,,,,,,2.954,,,,,,,-0.1124,,,,,,,,,,-0.025065,,,,,,,,,0.6639,
1,84,1,1,,,,,,,,,,-0.79105,,,,,,-0.4530350000000001,0.16214,,,,,-0.22319,,,-0.25022999999999995,0.11143999999999998,-0.044040000000000024,,0.1531313333333333,,-0.8789299999999999,0.050599500000000006,,-0.992155,-0.84853,-1.010775,-1.1358,-1.2169,-1.058095,-0.6671066666666667,,-0.48233066666666663,-0.61528,-0.378675,-0.6017600000000001,-0.189389,-0.15896500000000002,-0.96005,0.076964,,-0.26036866666666664,-0.7099199999999999,0.6826800000000001,-0.4507833333333333,-0.686265,-0.6626,0.4122699999999999,0.307491,-0.11502266666666665,-0.79781,0.34467000000000003,-0.24347,0.368331,0.087782,-0.9375166666666667,-0.5274,-0.32008549999999997,-0.6220399999999999,,0.38523,-0.48007500000000003,-0.11502,-0.094744,-0.7302,-0.43951,,,,0.020179999999999976,,0.4798699999999999,,,,,,,0.29735,,0.30411,0.898995,,,
0,149,2,1,,,,,,,,,,,,,,,,,,,,,,,-0.5198,,,,,,,,,,,,,,,,-0.048248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,2,1,-0.20309,0.09725,0.015338,-0.052923,,,,,-0.046095,-0.11435500000000001,0.001687,,,,,,,,,,-0.5102599999999999,-0.3373366666666667,-0.72187,,,,-0.30207,,-0.3259599999999999,,,,-1.575125,-2.7219,,-0.005139,,-1.7981106666666669,-1.530755,-2.7219,,,,,,,,,-0.33960999999999997,-0.48978,-0.56487,-0.29866,-0.35326,,-1.520515,-0.3635,,,-0.5170899999999999,,-0.5512199999999999,-0.56487,-0.32255,,,-0.442,,,-0.274765,,,-0.60924,-0.61265,,-0.373745,-0.56487,,,,,-0.61948,-0.18944,,,,,,0.035816,,,-0.052918999999999994,,,-0.52391
2,730,2,1,,,0.22431499999999993,-0.17262999999999998,0.29917,0.2175099999999999,-0.3677,,,,-0.27243,,-0.39492,-0.39492,-0.48338,-0.34048,,,,-0.35409,-0.28604,0.16307,,,,-0.4221399999999999,-0.40853,-0.55823,-0.6262800000000001,,,1.1157,0.8163320000000001,0.5237050000000001,0.22091325,1.2382,0.84355,0.1539988333333333,-0.007050000000000001,-0.20438,0.190295,0.7551105,0.21751666666666666,-0.46296,,-0.4357399999999999,0.45794666666666667,-0.381306,,-0.50379,-0.04106499999999996,-0.0410699999999999,-0.34047999999999995,-0.16355500000000003,-0.2656255,,,0.57817925,1.6193,-0.63989,-0.25881966666666667,-0.34048,0.095025,0.564545,-0.32006499999999993,0.59858,,-0.46296,-0.58545,,-0.59906,,,-0.4357399999999999,,0.13585,,,0.27195,,,-0.55823,,-0.496985,0.7482800000000001,3.2796,-0.1499465,-0.6875249999999999,,-0.31779666666666667,-0.19077,-0.06489499999999998,-0.39492,
0,158,2,1,0.45033,-0.8891700000000001,-0.44914,,-0.15148,-0.27658,,-0.16603625,-0.4323148,-0.3801133333333333,0.10089,,-0.041468,-0.59797,-0.966825,-0.56562,-1.148,-0.84387,,-0.22913,,-0.84064,,-0.468554,,,-0.9474133333333333,-0.8827,,,,-0.7468100000000001,-0.96682,-0.44914,-0.10833666666666664,,-0.42002000000000006,-0.853575,-0.6626850000000001,-0.727395,-0.61739,,-0.37796,-0.8417300000000001,-1.0153475,-0.93448,-0.981375,,-0.42972999999999995,,,-1.1998,-1.0121,-1.1447500000000002,,-1.0897649999999999,,-1.1221,,-0.81152,,,,-0.94418,,,,,0.4632699999999999,,,-0.69179,-0.72415,,,,,-0.041468,-1.081675,-0.6788575000000001,,0.12678,-0.61739,-0.17089,,0.92918,-0.445905,0.53878,-0.72092,2.5405,2.5405,-0.7105680000000001,,-0.78563
2,770,2,1,,-0.78789,,-0.34058,,0.1698145,-0.071046,,-0.42086,-0.87965,-0.28323,,-0.86818,,,-0.5470466666666667,,-0.3864599999999999,,-1.1549,,,-1.0517,,,,,,,,,,-1.0058066666666667,,-0.99432,-0.90259,-1.2352,-0.9232379999999999,-1.0555033333333335,,,-1.0058033333333334,-1.2581,-1.2811,-0.89684,-0.5776166666666667,-0.6731966666666667,-1.2352,-0.5585,-0.5585,,-0.7076,-0.9427300000000001,,-0.1685299999999999,,,-0.43233,,-0.6387849999999999,,,,,0.48523000000000005,,,,,-0.73054,,,0.40494,,,,0.2443699999999999,,,,,0.049387,-1.2467,,,0.261575,-0.05001333333333333,,0.57699,0.03792000000000001,-0.019431,,0.20995999999999992,0.17555
3,823,2,1,,0.15685,,,,,,-0.022925,,,0.56775,0.65764,1.15843,0.54207,-0.005806000000000006,,,,,,,,,,-0.10639100000000004,,,,2.5067,,1.916,,3.3927,,2.2499000000000002,2.0444,,2.0958,,2.5238333333333336,,,1.4795,1.0172,1.0171649999999999,1.3639,,-0.087129,,,-0.12565,,,-0.17702,,-0.11922999999999999,,0.291675,,,,,2.33335,0.82457,0.32378,,,,,,-0.49804,,,,,,,,,,,,0.137585,,0.13116500000000003,,,0.32378,,,0.51639,,0.6319600000000001,
1,94,1,1,,0.03129500000000007,0.5980000000000001,,-0.05119500000000002,,-0.6143149999999999,-0.33096000000000003,-0.56052,,1.1037,-0.57486,-0.5676899999999999,-0.34531,0.5729,,,0.11379,-0.63942,0.19269999999999998,0.14966,,-0.538995,,-0.6824666666666667,,-0.008157333333333322,-0.528235,,,-0.363245,,-0.0798919999999999,0.22498500000000002,0.440165,-0.7398549999999999,-0.840285,-0.015331,0.10183600000000002,0.50474,-0.99093,-0.98375,1.7924,,1.8928,,,-1.06027,-1.1774,-0.21259999999999998,0.20943666666666663,-1.0483,,1.9861,-0.678875,-0.76137,0.04203499999999999,1.8677000000000001,-0.048796666666666676,,0.7331,-0.012936666666666633,-0.93354,-0.8115899999999999,-0.341725,-0.51748,0.3361699999999999,,-0.8618,-0.13727999999999999,,,-0.23771,-0.33096,-0.4648699999999999,0.40791,,,-0.750615,,0.425835,0.605175,,,,-0.051195000000000046,,-0.82594,-0.8139833333333334,-1.0053,-0.04115599999999999,0.156835,1.9143,0.9985133333333334
2,591,2,1,,-0.25204450000000006,,,-0.39899666666666667,-0.93655,-0.5188875,-0.40287,-0.6407050000000001,-0.50148,-0.7934633333333334,-0.38546499999999995,,,,-0.6929150000000001,,-0.6349,-0.6117,,,0.0264009999999999,-0.031608,,-0.9249499999999999,-1.041,-0.80893,,,-0.6233,,-0.9249449999999999,,,-0.008404999999999954,,0.98935,,,-0.57689,-0.88436,-0.32938866666666666,-0.605905,,-0.55369,-0.8611424999999999,-0.12442499999999998,-0.53049,,-0.25204,-1.0526,-1.331,,-0.48408,-0.3835303333333333,,,-0.54209,,-1.2034,,,,,,-1.099,,-0.9404366666666668,,,-0.5246850000000001,,-0.93655,0.4904699999999999,0.37446,,,-0.327455,-0.407508,-0.48988,,,,-0.1476299999999999,,,,,,,,0.80372,,
0,250,1,1,-0.8431799999999999,,,-0.72442,-0.6531666666666666,-0.54233,-0.61358,-0.1068845,,,,,,,,,-0.6492049999999999,,,-0.66109,,,,,,-0.8115100000000001,,,-1.5716,-0.387965,,,-1.2786,,,,,,,-1.1678,-1.3024,-1.0569,-1.08465,,,-1.2707333333333333,,,,-1.2074,,-1.3182,,,,,-0.46314,-0.7956749999999999,0.72442,0.728375,-0.58191,-0.083132,-0.45260000000000006,,-0.40774,-0.58191,,,,,,,,-0.90652,,,-0.96985,0.4103696666666667,-0.6452533333333333,,,,,,,3.5667,0.7204649999999999,,-0.4789899999999999,0.332515,-0.51858,0.5858699999999999,,1.0174
1,208,2,1,-0.23015,,,-0.76272,-0.24761000000000002,-0.1341099999999999,-0.34802500000000003,0.10534714285714279,0.1190799999999999,-0.7539899999999999,0.07106499999999996,,,-0.30873,-0.21269,-0.5793750000000001,,,-0.7801899999999999,0.1278099999999999,-0.57065,0.38973,,0.45259,,,,,-0.76272,,-0.1603,,-1.112,-0.49643499999999996,,-0.8762200000000001,,-0.8121999999999999,-0.9548,,-0.9227866666666668,-0.77145,-0.61867,-0.7780050000000001,-0.845665,-0.692878,-0.7801866666666667,-0.6099350000000001,-0.89805,-0.5008,-0.55755,-0.2767133333333333,-0.5182599999999999,-0.28253,,,-0.91988,-0.28253,-0.23015,-0.046803,-0.43096,-0.055534,,-0.225785,0.031773,-0.9198900000000001,-0.96353,-0.5299033333333334,-0.36112000000000005,-0.038073,-0.24761233333333332,,,,,,,0.2937,,1.0067066666666666,0.31989,,,0.68658,-0.457145,-0.45715,,,-0.67978,-0.9198833333333334,,-1.020275,-0.96353,
0,190,1,1,,,,,,,,-0.09519,,,,,,,,,,0.12484,-0.80275,,-0.20736,,-0.09519,-0.034789,-0.591345,,0.37077,,,,,,-0.17285,,,,,-0.3885699999999999,,,,,,,,,,-0.8775366666666665,,-0.98396,,-0.8890399999999999,-0.414455,-0.75098,,-0.61292,,-0.75098,,,,,0.24133,-0.24763100000000002,-0.008903750000000002,-0.44897,-0.54389,-0.16421999999999995,,0.18524849999999998,-0.80275,,,,,-0.60429,,,,,,,,,,,,,,,,,,
1,468,1,2,,,0.30645,,0.40939000000000003,0.47115,,,,-0.280285,,,,,,0.11087,,,1.0579033333333332,,,-0.63027,-0.12588,-0.14132050000000002,0.24469,,-0.3780785,-0.7640899999999999,,,,,,0.8931899999999999,,0.7542275,1.0888,0.16234,0.3579199999999999,0.16234,,1.8917,,,,-0.92879,-0.87731,,,-0.748645,,-0.32661000000000007,-0.40381,-0.851585,,0.95495,0.14175,,0.3888,,0.62556,,,-0.19450333333333333,0.09542999999999999,0.05426,-0.11043999999999998,,-0.012651,,,,0.079992,,,,,,,,,,,,,,,,,,,-0.3214599999999999,-0.4346899999999999,
2,230,2,1,-0.504,,,0.53081,-0.66995,0.325795,0.638185,0.0817405,-0.7236466666666667,0.48688,,-0.08910333333333333,-0.9140100000000001,0.0524539999999999,-0.23715999999999995,0.03293,-0.14279,-0.72853,,-0.025644,,-0.6504300000000001,,,,-0.58209,-1.1971,,-0.7871,,-0.1330299999999999,,-1.092175,,-0.1916,-1.0116,-1.1971,-1.0214,-1.0189725,,,-1.1125,-0.93354,-1.0604,-1.02631,-0.8334725,-0.98235,,0.14031,,-1.1222666666666665,,,-0.10374,-0.69924,-0.540605,,,0.008525000000000005,-0.18184,-0.8847200000000001,,0.091503,-0.7936166666666665,,,,,-1.119,-0.98235,-0.97259,,-0.71877,,-0.7871,-0.97259,-0.879855,-0.6601899999999999,-0.2697,0.38437,,0.013405,-0.7822199999999999,-0.411255,-0.93354,-0.75781,,-0.71877,,,-0.8359133333333334,-0.333155,-0.52352,-0.201365
1,468,1,1,,,,,,,,-0.4244,-0.5788,-0.033239,-0.095001,0.023375000000000007,,,0.49173,,,,,-0.14647,,-0.14647,,,,,,,,,-1.0214,,-1.12435,-1.2376,-1.12953,,,,-0.7743800000000001,-0.86703,-1.2067,-1.2685,-0.728065,-1.2736,-1.5361,,,,-1.0832,,,-1.2479,,,,,,-0.82585,,,,-0.50675,,,,,,,,,,,,,,,,,,,-0.4449899999999999,-0.68174,,,,,,,1.0167,,,,,
1,77,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4032,,-0.1963099999999999,,,,-0.1876799999999999,1.2287,,1.3093,,,0.54929,0.54929,,,,1.068895,,,-0.57343,-0.82389,,,,,,,,,,,,-0.50146,-0.63389,0.13762,,,,-0.5921449999999999,,,,,,,,,,,,,,,-0.63964,-0.96782,-0.406465,-0.6050949999999999,,-0.6058175,-0.62237,-0.710175,-0.86131,-0.7221666666666667
0,116,1,2,,,,,-0.62312,,,-0.69738,-0.64168,,,,,,,,,,,,1.4283,,,,,0.421165,,0.29585,,,0.14733,,,,,,,,1.1498,1.549,,0.6671600000000001,2.2823,,1.0013,1.66965,1.4376,,0.44437,0.3144193333333333,2.222,1.2984,,,1.0756,0.7321300000000001,,0.97348,,0.24944,,,,,,0.945645,-0.4189,-0.27038,,,,,,1.5304,,,,,,,,,,-0.16827,,-0.40962,,-0.08009,0.073073,,,1.5582500000000001,,
0,646,2,1,,,,,,,,,-0.51283,-0.60877,-0.47286,-0.5767899999999999,,-0.76467,,-0.560805,-0.5661299999999999,-0.3469425,-0.58079,-0.5496093999999999,-0.844615,-0.616768,-0.39291,-0.54881,-0.32628966666666664,-0.6007766666666666,0.030806,-0.21703,-0.75268,,,,-0.7020400000000001,-0.80064,-0.59811,,-0.96054,-0.33695,-0.98452,-0.60078,-0.8606050000000001,-0.5688,-0.84062,-0.66473,-0.5181633333333333,,-0.5688,,,-0.468865,-0.49684666666666666,-0.16772833333333334,-0.55547,0.69171,,-0.17306,-0.23834666666666668,-0.48085666666666665,-0.75268,-0.11309766666666667,-0.30497366666666664,-0.3662666666666667,-0.448875,-0.4768575,-0.44888,-0.20104,-0.025157,-0.620765,-0.48885,-0.49685,-0.64874,-0.8486100000000001,-0.54481,-0.6194266666666667,-0.66473,-0.620765,,-0.2330175,,-0.42489,,-0.28898,,,-0.4089,1.8895600000000001,,1.1661,0.14273,,0.59044,0.62241,,
1,144,1,1,,,,-0.7215600000000001,-0.5816100000000001,-0.3577,,0.649925,-0.1897599999999999,-0.12445,,,,,,-0.2364099999999999,,-0.9548,,,-0.2644,-0.9423766666666666,,,,-0.80553,-0.096462,,,-0.71223,-0.427672,,-0.7682100000000001,-0.11201066666666665,-0.1711,-0.1711,,-0.19442500000000007,-0.1711,-0.6096,,0.346685,0.659232,0.63126,-0.6679075000000001,,0.55662,0.7712100000000001,0.59394,-0.3887933333333333,-0.21464000000000003,,0.57528,0.37003,,,,-0.3950133333333334,0.14611,0.626605,,,,,-0.3483699999999999,0.2674,0.11812,0.33271,-0.25040499999999993,,-0.096462,,,,,,,,,,,,,1.6109,,-0.59094,-0.41367,,,,0.10879,-0.65625,,1.0138
0,352,1,2,,,-0.5806100000000001,,,1.0645,1.2392,,,,,,,0.50397,,,,0.86065,,-0.558748,-0.93728,-0.48598,,,,-0.94456,,-0.5878899999999999,,-1.1265,,,,-0.8426549999999999,-0.69707,,,,-0.5806100000000001,-0.9263600000000001,,-0.56605,-1.1047,-0.95912,-0.9664,-0.89361,-0.8135399999999999,,-0.8972600000000001,-0.4423066666666666,-0.89361,,,,-0.68252,-1.0319,,-0.27003666666666665,-0.45687,-0.09291250000000001,-0.031039999999999998,0.04902999999999999,,0.25648,,-1.0974,,,,,0.13274,0.074507,,,,,,,,,,,-0.79898,,,,1.6031,,,,,1.7996,,
2,121,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41289,,,,,,,-0.99748,,-0.94217,,,-1.1911,,-0.85921,-0.94217,,,,,,,,,,,,,-0.61032,,
2,841,2,1,-0.5422399999999999,,0.11574,-0.7522399999999999,,-0.89223,-0.69624,,,,,,,,,,,-0.08025666666666664,,-0.010254,,,,,,,,,,,-0.58424,,,0.073744,-0.07465279999999999,,,0.4937399999999999,,,-0.048754999999999965,0.43073,-0.55624,1.130715,-0.5422399999999999,,-0.33925000000000005,-0.080252,-0.5422399999999999,,-0.30424499999999993,-0.13625,0.45872500000000005,,-0.03125249999999997,0.829725,-0.16425,-0.22958333333333333,-0.285581,-0.6318379999999999,-0.507245,-0.40225,,,,,,,,,-0.787235,-1.0742,,,-1.0042,-0.47224075,-0.36724999999999997,,,,,,-0.62624,-0.4722399999999999,-0.19225,-0.6262399999999999,-0.99023,,,-0.5562400000000001,-0.059252,-0.08025199999999999,,
1,339,2,1,-0.68278,,,,-0.5040100000000001,,,,2.5224,-0.63171,-0.31246666666666667,0.715465,,-0.37631666666666663,-0.057074999999999945,0.09190033333333332,-0.2805425,-0.44655,-0.5040100000000001,-0.04004666666666664,,-0.5934,,0.54309,0.11212249999999999,0.47925,,-0.005996666666666724,,,0.7346364999999999,0.42817,0.3004733333333333,-0.299695,0.5558633333333333,0.36432,,,-0.21031,,-0.22308,,-0.27416,,0.5814,,,,-0.26139,-0.280545,-0.33801,-0.21031,0.057851,-0.5338063333333333,-1.0403,-0.4657,,-0.2401059999999999,-0.26139,,,0.8368,-0.03579299999999996,0.5260546666666667,-0.04430549999999995,-0.31246499999999994,-0.172,0.09616,-0.02514999999999995,-0.1464599999999999,-0.23585,,,-0.68278,,,,,-0.41462,-0.2017956666666667,,,,,-0.36355,-0.4742133333333334,-0.555085,-0.46570333333333336,-0.32098333333333334,-0.36779999999999996,-0.38908,-0.41462,-0.47847,-0.27416
0,164,1,1,,-1.1561,,,,,,,,-0.10124,0.9828699999999999,0.292225,0.32572,0.183395,-0.17658,0.1834,,,,,0.34246,-0.076125,,0.93685,,,,,,-0.8295799999999999,,,,,,-1.357,,-1.1142,,,,-1.3151000000000002,,,,,,0.34245000000000003,0.15828333333333333,-0.406805,-0.2603,-0.30216,,0.426165,0.26711,0.974535,,2.0252,3.253033333333333,1.9832999999999998,1.9582,1.7573,1.8605433333333334,1.7573,2.00005,,,0.73593,,,,-0.009151,,-0.2017,,-0.2017,,,,,,,,,-0.76681,,-0.9104833333333332,,0.417805,,-1.1812,-1.0891,-1.064,
0,688,2,1,,,,-0.34306,,-0.14219,,-0.1527599999999999,,,-0.1527599999999999,,-0.26905,,-0.6708,0.76702,,,,,-0.36420499999999995,,,,,,,,,-0.79766,,,-1.1465,-1.06195,-0.96682,-1.0408,-0.9351,-0.8928180000000001,-0.9421666666666667,-0.9738833333333333,-0.834665,-0.83995,0.16969,,-0.306055,0.16792666666666667,-0.29548575,,0.016394,-0.52279,0.03753999999999999,,-0.2267699999999999,-0.011799333333333323,,0.14326250000000004,0.87274,-0.1527599999999999,,1.0912266666666668,,,0.71416,,,0.11154499999999995,-0.33249,,,,0.64015,,,,,,-0.3113415,,,,0.2807,,,,,,0.248985,0.40756,0.23312499999999997,,-0.13162,,,-0.00475
2,210,2,2,,,,,,,1.58754,,,-0.31392,,,,,,,,,,,0.14467,-0.45932,,,,,0.044003,-0.49288,0.4242899999999999,,,,,0.11856999999999995,0.13348,,,,0.20059,,-0.16851,,0.16704,,,-0.53762,-0.179696,-0.3642485,,-0.26918,,0.6647815,,-0.26918,,,1.6099,1.2744,0.50259,-0.39221,0.59207,0.62562,0.077558,,,,0.564105,,,-0.023108,-0.6662450000000001,-1.1304,-0.738945,-0.6643833333333333,,-0.31764333333333333,,,,-0.87876,,,-0.33629,-0.58236,,,,,,,,,,-0.4034
0,310,1,1,,,-0.15322,0.8388333333333332,-0.612125,,-0.02836925,-0.848325,-0.67286,,,,,,,,-0.45016,,,-0.99679,-0.2612,0.29219,-1.1183,,,,,,,-1.314,,-1.00691,,,,,,,-1.2128,-0.92931,,-0.4839,-0.335428,-0.76395,-0.76396325,-1.00128,-0.49065,,,,-0.38942000000000004,,,,-0.6458699999999999,-0.61887,,-0.74035,-0.69311,,-0.41641,-0.26794,-0.5513899999999999,,,,,,,,,,,,-0.10260000000000001,,,,,,,,,,0.23145,,,-0.9563,-0.74035,0.81858,,-0.159964,,
