fov,cellID,rep,dbscan_ldp_nbr_allele,chr2-g150,chr2-g151,chr2-g152,chr2-g153,chr2-g154,chr2-g155,chr2-g156,chr2-g157,chr2-g158,chr2-g159,chr2-g160,chr2-g161,chr2-g162,chr2-g163,chr2-g164,chr2-g165,chr2-g166,chr2-g167,chr2-g168,chr2-g169,chr2-g170,chr2-g171,chr2-g172,chr2-g173,chr2-g174,chr2-g175,chr2-g176,chr2-g177,chr2-g178,chr2-g179,chr2-g180,chr2-g181,chr2-g182,chr2-g183,chr2-g184,chr2-g185,chr2-g186,chr2-g187,chr2-g188,chr2-g189,chr2-g190,chr2-g191,chr2-g192,chr2-g193,chr2-g194,chr2-g195,chr2-g196,chr2-g197,chr2-g198,chr2-g199,chr2-g200,chr2-g201,chr2-g202,chr2-g203,chr2-g204,chr2-g205,chr2-g206,chr2-g207,chr2-g208,chr2-g209,chr2-g210,chr2-g211,chr2-g212,chr2-g213,chr2-g214,chr2-g215
3,353,2,1,0.34544600000000003,1.1806,,,,1.018395,0.94131,1.8641,1.2658,0.9788199999999999,0.5363633333333333,0.94199,1.349965,0.4241399999999999,0.70402,1.2658,,,,0.37546,,,,0.54785,0.012423999999999949,0.3663375,1.1117,0.3916899999999999,0.2040855,0.11992,,,,1.5214,1.6329,1.4189500000000002,,,,0.87236,0.27203,1.0589,1.28,0.6066699999999999,,,,,,,,,,,,,,,,,,,,,,
0,352,1,1,0.19993,,,0.088804,,,-0.024687,,-0.086162,,,,,,,,,,,,,,,,,,-0.29423,,-0.008136,,,1.0487,,,1.0606,1.2532999999999999,1.0487,1.628,,,,-0.2493,0.1644655,,,,,,,,,,,,,,,,,0.19993,,1.115,,0.57114,0.6799,0.6811
0,922,1,1,,0.22894,1.1655,1.1233,,1.1992,0.001134,,1.31308,,,0.72672,,1.2498,,,,1.9501,,,,0.99671,,,,,,,,,,0.60017,,1.3595,,,,1.1908,0.6170399999999999,,0.55798,,,,,,,,1.5451,,1.9839,,,2.00495,,,,,,,,,,,,
3,718,2,2,,,,,,,,,,,,,,,,,0.66095,,,0.04513199999999999,0.37269,0.017737,0.26311,,,,,,,,,1.1922,0.96588,1.004,0.7884,1.004,0.96588,0.22976,,,,,,,,,-0.13949,,,-0.17999,0.008208,,-0.2109599999999999,0.029649,,,,,0.13685149999999996,0.10032066666666667,0.1571,,,,0.36793,0.22499
0,620,2,1,1.3502,,0.31005,,,,,,0.14063,0.80256,,0.8557549999999999,,0.66269,0.3691533333333333,0.95229,,,,,1.2951,0.48736,,,1.3975,1.2714,0.14457,,,,1.2714,,,,,,,,,,,,0.8813700000000001,,,,,,,,,,,-0.33218,-0.58829,,-0.58435,,,,,-0.2021599999999999,0.18791,,,
2,118,1,1,0.6540199999999999,-0.63974,-0.8134399999999999,,-0.11865,-0.6127900000000001,-0.43011,-0.540915,-0.004845000000000002,,,0.28265999999999997,,,,,,1.0553,0.3725,0.2227599999999999,,,0.58813,0.085001,0.30662,,1.9058,0.53422,1.9058,,1.9717,,,0.56717,-0.1426,,0.31261,,0.504275,0.79777,0.67797,0.74386,0.6120899999999999,0.677975,-0.076719,,0.68995,0.69295,0.95949,,,,0.5492,0.92355,,0.1389099999999999,,0.53422,0.53422,0.38448,,0.5462,,,,
0,885,1,2,,,,,,,,,,,,,,,,,,,0.42473,,0.69727,0.71823,,1.5411,,,,,,1.8608,,,,,,,,,0.25177,,0.71823,,,,,,,-0.3195199999999999,,,,,0.24653,,,,,,-1.0376,,0.43521,-0.19897,0.010675,,-0.0653225,-0.19241925000000001
0,215,1,1,-0.1023,-0.4389699999999999,,,-0.16075,-0.19348333333333334,-0.38753000000000004,-0.2846599999999999,,-0.34428499999999995,-0.15374,,-0.56522,,,,-0.018136666666666662,0.061353500000000005,0.0060233333333333345,-0.0976269999999999,-0.043854,0.1623536,,0.36529,,,-0.13152999999999995,,,,0.2554,1.8766142857142858,,1.9381625,1.2864,1.8043,0.78261,,,,0.19462,-0.03684,,0.06485899999999994,0.18916233333333332,,0.23280333333333333,0.144349,-0.06022,,0.20163,0.09408349999999999,0.04206650000000001,,-0.3536355,,,0.7580600000000001,,,0.5242666666666667,0.2741099999999999,0.3302199999999999,0.8936700000000001,,1.095885
2,516,2,1,0.12052,,-0.055673,-0.1991533333333333,,,,,-0.0846669999999999,-0.095818,-0.207335,-0.08466599999999999,,-0.1025099999999999,0.04245949999999995,,,0.0201569999999999,0.21865,,,-0.0500974999999999,-0.013297,,-0.098048,0.069223,,,0.15843,0.23723766666666668,0.187428,,,2.86045,1.9694,1.9746666666666668,,,,,,,,,,,,,0.316785,,0.48183,0.91227,0.66025,,,,,,,0.0558419999999999,0.1450523333333333,,,0.37477,0.54428,0.57327
2,584,2,1,-0.58462,,0.772615,0.30408,,1.1317,0.09782,0.2888,0.4908333333333333,,,,,-0.054965,0.04604533333333336,,-0.06515,0.09018300000000004,0.17081833333333332,,-0.3019699999999999,0.060897499999999986,,,0.24424050000000003,0.42121,,,0.30153,0.41612333333333335,0.38472,0.28370999999999996,,1.7199,2.8098,2.0687,2.3794,,,,,0.26588,,,0.2073199999999999,0.19968,,0.21622499999999995,0.6007399999999999,,0.55872,0.46196,0.48233,0.59182,-0.0626039999999999,0.83373,0.78535,0.53708,0.34099999999999997,0.26334,,0.29135,0.2811599999999999,0.29644000000000004,0.4925133333333333,0.4780866666666666
0,610,2,1,,0.19216,-0.27898,-0.2428633333333333,,-0.21742,0.12485,-0.306065,-0.2149599999999999,,,,,,,,,-0.0130419999999999,,,,0.04113,,-0.16571,,,,,0.001732,,,2.050425,,2.1637,,2.08,,,,,-0.27898,,0.98912,0.9718850000000001,,,,0.22335,,,0.95221,1.3265,,,,,,1.7796,,,,1.5382,,2.07505,-0.4168699999999999,
2,199,2,2,,0.19861999999999994,,,-0.001239333333333333,-0.04211800000000001,0.2531233333333333,0.64149,0.65852,,,,-0.4077699999999999,-0.36178,,,0.32807500000000006,1.38157,,,0.33829,1.3041,0.9253933333333334,-0.03133,,,,,,0.48138,,1.2880619999999998,3.0739,,,3.0619,1.6141,,0.11175,0.0958543333333333,0.09131,0.034248,0.096988,,-0.05688,,0.7266600000000001,,,0.48308,,0.22247,0.3025199999999999,0.28378666666666663,-0.21699342857142856,0.15409142857142857,0.082794,0.28463499999999997,0.12299259999999997,0.14922,,0.41665,,0.3229599999999999,0.5733600000000001,0.25857800000000003
2,199,2,1,-0.41118,,-0.4571699999999999,,,-0.44127,-0.37881,-0.2050699999999999,,-0.4083366666666666,-0.36178,-0.23062,,-0.089244,,,,,,,,,,0.27868,0.098124,-0.016,-0.077325,-0.016,,0.48478,,,1.9400000000000002,4.9254,2.1234,1.8551000000000002,2.514,-0.11479,,,,,,,,,-0.466535,,-0.1079799999999999,-0.274055,0.1018704,,,0.0691669999999999,,,,,,,,,,0.76583,,-0.65986
3,455,2,1,1.1997,,,,,,,,,,,,,,,,,,,,,1.8299,,,,,,1.3213,,1.0238,1.542,1.7196,,1.7196,1.7196,0.769475,1.3453,,,,,,,,,,,,,,,,0.4815399999999999,,,,,,,,,,,,,1.4540333333333333
0,116,1,1,,-0.15952,-0.23701,-0.0361029999999999,,,,0.374325,0.4288533333333333,,,,,0.10166,,,,-0.35181,,,-0.432175,-0.43935499999999994,,,-0.31737,,,,,,,2.6201999999999996,,,3.77395,3.02915,2.1595,,-0.32024,-0.19109,-0.109291,,,,-0.004531499999999999,0.0614809999999999,0.001208,,0.1935,0.59245,0.59245,,0.26239,,,-0.011707500000000003,0.22221,,,,,-0.13943,,0.11314,0.0370845,
1,84,1,1,0.050081,,,,,,0.62344,1.0773,0.60573,0.261495,0.5415300000000001,,,,0.13863,0.93558,0.3113,-0.04843499999999998,-0.17794,-0.37717,-0.17794,0.30909,,-0.15579499999999993,0.40871,,,1.7546666666666664,-0.22221,,1.2942,1.9938,,2.715435,4.0636,1.1514199999999999,5.77375,0.592445,,0.13642,0.2404599999999999,0.1939799999999999,,0.20836499999999997,0.133096,1.3318,-0.04511,,-0.3445225,-0.40817,-0.28309,0.13863,0.33255399999999996,,-0.46720333333333325,-0.4458,,,0.71421,-0.3196199999999999,-0.3196199999999999,-0.32183,-0.29674,0.3212649999999999,0.01820459999999998,0.17700250000000003
0,844,1,1,,,,,,,,,,,,,,,,,0.98554,,,,,,,,,,,,,,,2.2699,2.44885,,2.5191,,2.6661,,,1.030265,0.145253,,,0.2443,0.38488,,0.5638,,0.96637,,,,0.6916,,,,,,1.7843,,,1.2475433333333332,,,,
0,310,1,1,-0.18552,,0.18187,,0.435605,-0.3095199999999999,,,,0.1681,,,,,,,-0.33707,-0.06038,-0.073007,,,-0.06956500000000004,-0.10056500000000006,,,,0.11299,,,0.26224,,,5.0912,,,,1.865025,3.516,,,0.40231,,,0.761665,,,0.37705,0.3250033333333333,,0.169245,,-0.084488,,-0.048895,0.23469,0.0035333333333333514,0.6365299999999999,0.1328883333333333,0.424125,,0.32653,0.45741999999999994,0.49358499999999994,0.09920499999999996,0.6464733333333333,0.3150566666666667
1,36,1,1,,,-0.33304,,,,,,,,,,,,,,,,,,,,,,,,,1.9761,,3.1833,2.2392366666666663,,3.7502,0.16057,0.084814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,468,1,1,,,0.39612149999999996,,0.284,-0.36869,-0.49253,,-0.44232,,,,0.25722,0.6823,0.35094,0.36767,,,,2.4228,0.083171,,0.083171,,,,,2.4027,,-0.064101,1.1777,2.53325,2.4864,4.8394,2.4663,2.4864,1.9006,3.3432,0.043006,0.12668,1.25467,,1.3425,1.62453,1.8304,2.7089499999999997,,0.32416,0.44131,,1.6797,1.099015,,0.755945,,,0.8072566666666666,1.4823,,0.24048,,-0.070795,-0.012220000000000009,1.1241,0.21928633333333333,0.4036535
1,718,1,1,,,,1.8948,,,,,,,,,,,,,,,,,,,,,,,,1.4027,,,1.0168,2.86935,2.3052,3.0018,,,,,,1.733,,-0.5888899999999999,,,,,,,,,,,,,,,,,,,,,,,,
1,194,1,1,,,,,1.1361,2.1235,,,1.0288,,,,,,,,0.38099,,,,,,,,,,1.1942,,,,2.4541,2.47085,,,,,2.2933,2.2799,,,,,,,,,,,0.7563,,,0.64347,,,1.31925,,,0.9662850000000001,0.42567,0.005686,,0.38993,1.3624333333333334,,,
0,544,1,2,,,,,,,,,,,,-0.21076,-0.3094,0.029031,,,,,,,,0.12312,0.20811,,,,,,,,,2.2782,,,4.1934,4.1934,,,,0.3325599999999999,0.78481,0.224805,,,,,0.47218,,0.29006,0.50557,,0.3022,,,,,,-0.1197,,,0.22783799999999998,,0.1899,0.74535,0.6563166666666667,
0,648,2,1,,,,,,,,,,,,,,,,,,,0.69407,,0.83484,0.827555,0.40769,1.1503,,,,,,,0.7037800000000001,2.8104,2.5531,2.9609,2.9446666666666665,,,,,,,2.257,,1.30325,1.296,2.1842,,,,,,,,,,,,,,,,,,,,2.9366
1,826,1,1,,,,,,,-0.51162,-0.37144,-0.5871,,,0.05748999999999999,-0.15578,-0.36065,,,,,0.20007,,,-0.1000615,,-0.087483,,,0.189284,,,,,,3.8915,3.435,1.2424,,4.0245,,,,,,,0.6889,,0.009564,0.51637,,0.57268,0.38697,1.012405,,,0.29352,0.067074,0.30549766666666667,,0.074263,0.54692,,,0.9141533333333333,0.674535,0.00597,,0.3977566666666666
1,820,1,1,0.0570809999999999,,,,,,2.0644,,4.3887,,1.3311,,1.76925,,1.1944,,,,,,,0.1130099999999999,,,0.572895,,,,4.4322,0.283915,1.7413,,,4.2458,,5.1531,1.616945,0.95612,,,,0.5169699999999999,,0.48589,,,0.520073,1.2037,0.62262,,,,0.16895,,,,,0.17515999999999998,0.50454,1.4554,,1.0328,1.53305,,0.2777,0.56047
1,94,1,1,,,-0.35016499999999995,-0.38035,-0.032944,0.1493799999999999,0.19619,-0.43948,-0.20541,0.2586116666666667,,-0.11179,0.3604503333333333,,-0.19802333333333333,,,,,,,,,,,0.1493799999999999,,,,,1.6203,3.074,5.4351666666666665,,4.5129,3.3549,1.4108833333333333,4.0965,,,,,,0.19619,,,,,,,,-0.26578,0.99941,0.81708,,0.4542825,-0.06333333333333334,-0.1344534,-0.18570499999999995,,,,0.063146,-0.1586,,0.11735
2,210,2,1,-0.08807333333333334,,,0.18148,,,,-0.24699,-0.13032,-0.28723,-0.2764966666666666,0.25792,,,,,-0.03677999999999995,1.3301,0.6562199999999999,0.0326199999999999,0.16136,-0.1444,,0.23512166666666667,,,,,,,1.65299,,5.49315,7.5219,4.3656,7.7914,,4.86255,,-0.02370549999999995,-0.051868,,-0.10417,,,,,,,,,,,,,-0.30533,-0.15446,-0.52661,-0.299295,-0.26710666666666666,-0.09109499999999998,,0.054747,0.25792,,-0.32947
1,144,1,1,,,,,,,1.0904,1.6826,,,0.54967,,,,0.4112699999999999,,,,,,0.6961149999999999,,,,,,,,,,,,,,,,9.809466666666665,,,-0.04361799999999996,,,-0.15841,-0.5607300000000001,-0.40624,,-0.30968,,,,,,,-0.5961350000000001,,,,-0.32578,,,,,,-0.48349,,-0.25819
0,250,1,1,,,,-0.0014119999999999,0.15003499999999995,,,,0.05790649999999995,,-0.44061,,,-0.42798,,,,,0.6237166666666667,,,0.29896,,,,5.7535,,,,6.9323,5.91,,3.8579,5.2563,,,4.3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
