200kb name,category,Granule_mean,MLI1_mean,gene,chrom,chrom_id,group,log2FC_G2M
chr5-g713,Granule,1.2850422430470738,0.1259627258667291,Mmd2,chr5,5,713,3.3507469974092263
chr5-g714,MLI1,0.016556568663818324,0.6039710488968938,Fscn1,chr5,5,714,-5.189003784729812
chr5-g720,Granule,5.331076990233338,1.1628024539660728,Tecpr1,chr5,5,720,2.1968209960820495
chr5-g721,Granule,5.331076990233338,1.1628024539660728,Tecpr1,chr5,5,721,2.1968209960820495
chr5-g733,Granule,2.687358622917336,0.7255230047353076,Usp12,chr5,5,733,1.8890955943087389
chr5-g736,MLI1,0.2716205238719076,3.041711375189271,Flt3,chr5,5,736,-3.4852188636865944
chr5-g737,MLI1,0.2716205238719076,3.041711375189271,Flt3,chr5,5,737,-3.4852188636865944
chr5-g741,MLI1,0.6247987825335223,2.843147957799484,Slc7a1,chr5,5,741,-2.186025631614023
chr5-g748,MLI1,0.17852566079213633,0.8248379901841614,Hsph1,chr5,5,748,-2.2079793233136042
chr6-g38,MLI1,0.3695061905044535,3.2691823236192064,Asns,chr6,6,38,-3.145259399224757
chr6-g44,MLI1,0.49785631497180255,2.4722760584458507,Nxph1,chr6,6,44,-2.31203851097816
chr6-g45,MLI1,0.49785631497180255,2.4722760584458507,Nxph1,chr6,6,45,-2.31203851097816
chr6-g46,MLI1,0.49785631497180255,2.4722760584458507,Nxph1,chr6,6,46,-2.31203851097816
chr6-g61,MLI1,0.6969442910465556,13.926767481497887,Thsd7a,chr6,6,61,-4.320673283516781
chr6-g62,MLI1,0.6969442910465556,13.926767481497887,Thsd7a,chr6,6,62,-4.320673283516781
chr6-g63,"MLI1,MLI1",0.7238339849494939,14.944359024885118,"Thsd7a,Gm44129",chr6,6,63,-4.367798364097631
chr6-g91,MLI1,0.7203469928759414,14.427671055082962,Cttnbp2,chr6,6,91,-4.324002601886023
chr6-g92,"MLI1,MLI1",0.7359769181993523,15.894582454630727,"Cttnbp2,Gm15594",chr6,6,92,-4.432730786623307
chr6-g106,Granule,329.68403733142645,5.63213406785888,Kcnd2,chr6,6,106,5.871258549513117
chr6-g107,Granule,329.68403733142645,5.63213406785888,Kcnd2,chr6,6,107,5.871258549513117
chr6-g108,Granule,329.68403733142645,5.63213406785888,Kcnd2,chr6,6,108,5.871258549513117
chr6-g114,MLI1,0.38818471667553317,41.825629904873075,Ptprz1,chr6,6,114,-6.751500139128013
chr6-g115,MLI1,0.38818471667553317,41.825629904873075,Ptprz1,chr6,6,115,-6.751500139128013
chr6-g116,Granule,56.31942618141229,0.8813960529203669,Cadps2,chr6,6,116,5.997698388785019
chr6-g117,Granule,56.31942618141229,0.8813960529203669,Cadps2,chr6,6,117,5.997698388785019
chr6-g118,Granule,56.31942618141229,0.8813960529203669,Cadps2,chr6,6,118,5.997698388785019
chr6-g119,Granule,56.31942618141229,0.8813960529203669,Cadps2,chr6,6,119,5.997698388785019
chr6-g136,MLI1,0.49138684987002973,27.410803575625476,Grm8,chr6,6,136,-5.80174156274958
chr6-g137,MLI1,0.49138684987002973,27.410803575625476,Grm8,chr6,6,137,-5.80174156274958
chr6-g138,MLI1,0.49138684987002973,27.410803575625476,Grm8,chr6,6,138,-5.80174156274958
chr6-g139,MLI1,0.49138684987002973,27.410803575625476,Grm8,chr6,6,139,-5.80174156274958
chr6-g140,MLI1,0.49138684987002973,27.410803575625476,Grm8,chr6,6,140,-5.80174156274958
chr6-g144,Granule,3.101878073769866,0.26860811029096227,Gm3294,chr6,6,144,3.5295672082099356
chr6-g145,Granule,3.101878073769866,0.26860811029096227,Gm3294,chr6,6,145,3.5295672082099356
chr6-g148,MLI1,0.012436266295139163,0.2793569059069675,Smo,chr6,6,148,-4.489484165850326
chr6-g156,MLI1,0.244944351101418,1.0689014978440479,Mkln1os,chr6,6,156,-2.12560298521331
chr6-g160,MLI1,2.368955600034329,32.46414163079972,Plxna4,chr6,6,160,-3.7765239998990583
chr6-g161,"MLI1,MLI1",2.509431790586628,34.625599822344164,"Plxna4,Plxna4os3",chr6,6,161,-3.786406425778644
chr6-g162,MLI1,2.368955600034329,32.46414163079972,Plxna4,chr6,6,162,-3.7765239998990583
chr6-g171,MLI1,0.023352812942086063,0.565892192128005,Akr1b10,chr6,6,171,-4.598858987989667
chr6-g183,MLI1,0.8319966562416576,4.723018863437737,Ptn,chr6,6,183,-2.50505966217037
chr6-g184,MLI1,0.8319966562416576,4.723018863437737,Ptn,chr6,6,184,-2.50505966217037
chr6-g193,"MLI1,MLI1",2.200279865444873,23.487259559292422,"Clec2l,Hipk2",chr6,6,193,-3.41611944806623
chr6-g194,"MLI1,MLI1",1.9302824373096739,25.02247578817195,"Hipk2,Tbxas1",chr6,6,194,-3.69634067854611
chr6-g195,MLI1,0.0649006342935699,3.080238086366362,Tbxas1,chr6,6,195,-5.5686654796306385
chr6-g202,Granule,5.056291083670483,0.729955071254261,E330009J07Rik,chr6,6,202,2.7921999459236946
chr6-g216,Granule,3.6182653416167576,0.6483168374122914,Tpk1,chr6,6,216,2.480527263638971
chr6-g217,Granule,3.6182653416167576,0.6483168374122914,Tpk1,chr6,6,217,2.480527263638971
chr6-g218,Granule,3.6182653416167576,0.6483168374122914,Tpk1,chr6,6,218,2.480527263638971
chr6-g225,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,225,2.195334631845221
chr6-g226,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,226,2.195334631845221
chr6-g227,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,227,2.195334631845221
chr6-g228,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,228,2.195334631845221
chr6-g229,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,229,2.195334631845221
chr6-g230,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,230,2.195334631845221
chr6-g231,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,231,2.195334631845221
chr6-g232,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,232,2.195334631845221
chr6-g233,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,233,2.195334631845221
chr6-g234,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,234,2.195334631845221
chr6-g235,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,235,2.195334631845221
chr6-g236,Granule,94.58366406007123,20.651640644391026,Cntnap2,chr6,6,236,2.195334631845221
chr6-g266,Granule,6.475704816738974,0.5130648375272067,Creb5,chr6,6,266,3.6578241643792637
chr6-g267,Granule,6.475704816738974,0.5130648375272067,Creb5,chr6,6,267,3.6578241643792637
chr6-g268,Granule,6.475704816738974,0.5130648375272067,Creb5,chr6,6,268,3.6578241643792637
chr6-g270,Granule,69.76465841386111,0.5790062525352244,Chn2,chr6,6,270,6.912773638980458
chr6-g271,Granule,69.76465841386111,0.5790062525352244,Chn2,chr6,6,271,6.912773638980458
chr6-g272,"Granule,Granule",7.974504761186898,0.6409931828172533,"Wipf3,Scrn1",chr6,6,272,3.6370140078243467
chr6-g278,MLI1,0.005691480667686774,0.3712152632529009,Neurod6,chr6,6,278,-6.027308194906767
chr6-g280,Granule,23.861040338878137,1.0361383081138391,Pde1c,chr6,6,280,4.525368447744793
chr6-g281,Granule,23.861040338878137,1.0361383081138391,Pde1c,chr6,6,281,4.525368447744793
chr6-g282,Granule,23.861040338878137,1.0361383081138391,Pde1c,chr6,6,282,4.525368447744793
chr6-g296,Granule,3.639500356296455,0.08249351217761462,Gprin3,chr6,6,296,5.4633159344588975
chr6-g297,Granule,3.639500356296455,0.08249351217761462,Gprin3,chr6,6,297,5.4633159344588975
chr6-g303,Granule,2.085363351481991,0.33652773022327737,Snca,chr6,6,303,2.6315014848462273
chr6-g304,Granule,2.085363351481991,0.33652773022327737,Snca,chr6,6,304,2.6315014848462273
chr6-g316,"MLI1,MLI1",38.75065564813683,465.2377637651464,"Grid2,Gm44071",chr6,6,316,-3.5856755807864618
chr6-g317,MLI1,38.48737821869915,462.011726061916,Grid2,chr6,6,317,-3.585472165912532
chr6-g318,MLI1,38.48737821869915,462.011726061916,Grid2,chr6,6,318,-3.585472165912532
chr6-g319,MLI1,38.48737821869915,462.011726061916,Grid2,chr6,6,319,-3.585472165912532
chr6-g320,MLI1,38.48737821869915,462.011726061916,Grid2,chr6,6,320,-3.585472165912532
chr6-g321,MLI1,38.48737821869915,462.011726061916,Grid2,chr6,6,321,-3.585472165912532
chr6-g322,MLI1,38.48737821869915,462.011726061916,Grid2,chr6,6,322,-3.585472165912532
chr6-g323,MLI1,38.48737821869915,462.011726061916,Grid2,chr6,6,323,-3.585472165912532
chr6-g334,MLI1,0.23949778031158475,3.4117891733902916,Gng12,chr6,6,334,-3.8324443100434693
chr6-g335,MLI1,0.23949778031158475,3.4117891733902916,Gng12,chr6,6,335,-3.8324443100434693
chr6-g360,Granule,10.905578330822001,2.371006004655327,St3gal5,chr6,6,360,2.2014950575714507
chr6-g400,MLI1,0.8553407424240947,25.283519260234062,Lrrtm4,chr6,6,400,-4.885554217191653
chr6-g401,MLI1,0.8553407424240947,25.283519260234062,Lrrtm4,chr6,6,401,-4.885554217191653
chr6-g402,MLI1,0.8553407424240947,25.283519260234062,Lrrtm4,chr6,6,402,-4.885554217191653
chr6-g403,MLI1,0.8553407424240947,25.283519260234062,Lrrtm4,chr6,6,403,-4.885554217191653
chr6-g404,MLI1,0.8553407424240947,25.283519260234062,Lrrtm4,chr6,6,404,-4.885554217191653
chr6-g416,MLI1,0.6660921544711057,4.393588706400659,Mthfd2,chr6,6,416,-2.7216061277715173
chr6-g418,MLI1,0.3062608996335925,1.7259043578564641,Nagk,chr6,6,418,-2.4945194240676156
chr6-g419,MLI1,0.3062608996335925,1.7259043578564641,Nagk,chr6,6,419,-2.4945194240676156
chr6-g426,MLI1,1.0937878357715727,4.959521829564921,Sfxn5,chr6,6,426,-2.180868107610151
chr6-g430,Granule,0.5268463943605748,0.02596632576860225,Tgfa,chr6,6,430,4.342668603217466
chr6-g431,Granule,0.5268463943605748,0.02596632576860225,Tgfa,chr6,6,431,4.342668603217466
chr6-g443,Granule,6.1410154367029115,0.16729933628650148,Mgll,chr6,6,443,5.197973602587485
chr6-g444,Granule,6.1410154367029115,0.16729933628650148,Mgll,chr6,6,444,5.197973602587485
chr6-g461,MLI1,0.1788867461357527,2.129393300469863,Prickle2,chr6,6,461,-3.5733240351950832
chr6-g462,MLI1,0.1788867461357527,2.129393300469863,Prickle2,chr6,6,462,-3.5733240351950832
chr6-g463,MLI1,0.1788867461357527,2.129393300469863,Prickle2,chr6,6,463,-3.5733240351950832
chr6-g477,MLI1,0.048812202567963384,0.3981631291031428,Suclg2,chr6,6,477,-3.0280458726086996
chr6-g478,MLI1,0.048812202567963384,0.3981631291031428,Suclg2,chr6,6,478,-3.0280458726086996
chr6-g486,MLI1,0.6800741623725874,3.6020652085885234,Frmd4b,chr6,6,486,-2.4050603121962646
chr6-g487,MLI1,0.6800741623725874,3.6020652085885234,Frmd4b,chr6,6,487,-2.4050603121962646
chr6-g488,MLI1,0.6800741623725874,3.6020652085885234,Frmd4b,chr6,6,488,-2.4050603121962646
chr6-g496,Granule,7.40379280680727,0.8108021176440937,Gm20696,chr6,6,496,3.1908427603949687
chr6-g497,Granule,7.40379280680727,0.8108021176440937,Gm20696,chr6,6,497,3.1908427603949687
chr6-g498,Granule,7.40379280680727,0.8108021176440937,Gm20696,chr6,6,498,3.1908427603949687
chr6-g510,MLI1,0.36428283283914975,10.761349051771692,Cntn3,chr6,6,510,-4.884656128108027
chr6-g511,MLI1,0.36428283283914975,10.761349051771692,Cntn3,chr6,6,511,-4.884656128108027
chr6-g512,MLI1,0.36428283283914975,10.761349051771692,Cntn3,chr6,6,512,-4.884656128108027
chr6-g522,Granule,52.64467813772779,9.03021333902014,Cntn6,chr6,6,522,2.5434557193296956
chr6-g523,Granule,52.64467813772779,9.03021333902014,Cntn6,chr6,6,523,2.5434557193296956
chr6-g524,Granule,52.64467813772779,9.03021333902014,Cntn6,chr6,6,524,2.5434557193296956
chr6-g528,MLI1,1.7966583888154415,111.12903889699854,Cntn4,chr6,6,528,-5.950775918135358
chr6-g529,MLI1,1.7966583888154415,111.12903889699854,Cntn4,chr6,6,529,-5.950775918135358
chr6-g530,MLI1,1.7966583888154415,111.12903889699854,Cntn4,chr6,6,530,-5.950775918135358
chr6-g531,MLI1,1.7966583888154415,111.12903889699854,Cntn4,chr6,6,531,-5.950775918135358
chr6-g532,MLI1,1.7966583888154415,111.12903889699854,Cntn4,chr6,6,532,-5.950775918135358
chr6-g533,MLI1,1.7966583888154415,111.12903889699854,Cntn4,chr6,6,533,-5.950775918135358
chr6-g566,Granule,0.8012922036511433,0.06287939104616112,Camk1,chr6,6,566,3.671669288709593
chr6-g571,MLI1,0.19370663758133772,24.567763855267213,Slc6a1,chr6,6,571,-6.986749349721482
chr6-g576,MLI1,0.20225259932955092,4.316256711871738,Pparg,chr6,6,576,-4.415550523247193
chr6-g577,MLI1,0.20225259932955092,4.316256711871738,Pparg,chr6,6,577,-4.415550523247193
chr6-g585,MLI1,0.04419654393232531,1.0115226627134923,Cxcl12,chr6,6,585,-4.5164512743642975
chr6-g590,Granule,3.4907095380501816,0.38205396607339676,Rasgef1a,chr6,6,590,3.191671973194785
chr6-g592,Granule,37.12323061051221,5.890406487929055,Cacna1c,chr6,6,592,2.6558831641846834
chr6-g593,Granule,37.12323061051221,5.890406487929055,Cacna1c,chr6,6,593,2.6558831641846834
chr6-g594,Granule,37.12323061051221,5.890406487929055,Cacna1c,chr6,6,594,2.6558831641846834
chr6-g595,Granule,37.12323061051221,5.890406487929055,Cacna1c,chr6,6,595,2.6558831641846834
chr6-g597,Granule,23.5293044666033,4.851000673889548,Erc1,chr6,6,597,2.278104389627134
chr6-g598,Granule,23.5293044666033,4.851000673889548,Erc1,chr6,6,598,2.278104389627134
chr6-g599,Granule,23.5293044666033,4.851000673889548,Erc1,chr6,6,599,2.278104389627134
chr6-g602,MLI1,0.005323373404403963,0.3928847540070955,Il17ra,chr6,6,602,-6.205621607834782
chr6-g606,MLI1,0.03604302077020818,1.8285218157794718,Iqsec3,chr6,6,606,-5.664814100427651
chr6-g607,MLI1,0.03604302077020818,1.8285218157794718,Iqsec3,chr6,6,607,-5.664814100427651
chr6-g612,MLI1,0.06726969793699003,0.915846043312847,Rimklb,chr6,6,612,-3.7670764118712072
chr6-g633,MLI1,0.0384139595506625,0.475401468703857,Kcna6,chr6,6,633,-3.629443776713776
chr6-g635,MLI1,0.01871689325894014,0.822598553482908,Ccnd2,chr6,6,635,-5.457775642082601
chr6-g638,MLI1,0.4847004408816467,4.9186872093607885,Prmt8,chr6,6,638,-3.343108013793074
chr6-g639,Granule,12.612075555687575,1.346776385962363,Tspan9,chr6,6,639,3.227223482211741
chr6-g640,Granule,12.612075555687575,1.346776385962363,Tspan9,chr6,6,640,3.227223482211741
chr6-g673,Granule,3.9889538883246036,0.27954337691381886,Dusp16,chr6,6,673,3.834866376787122
chr6-g678,MLI1,0.37643833566484586,7.236117756444963,Grin2b,chr6,6,678,-4.2647304241456405
chr6-g679,MLI1,0.37643833566484586,7.236117756444963,Grin2b,chr6,6,679,-4.2647304241456405
chr6-g680,MLI1,0.37643833566484586,7.236117756444963,Grin2b,chr6,6,680,-4.2647304241456405
chr6-g687,Granule,5.8686515697286215,0.5986069890422481,Eps8,chr6,6,687,3.293348027533259
chr6-g688,Granule,5.8686515697286215,0.5986069890422481,Eps8,chr6,6,688,3.293348027533259
chr6-g706,Granule,2.349195655956571,0.5164884965414883,Pde3a,chr6,6,706,2.1853587529499743
chr6-g707,Granule,2.349195655956571,0.5164884965414883,Pde3a,chr6,6,707,2.1853587529499743
chr6-g724,MLI1,0.07038065610645414,3.348875755860799,Bcat1,chr6,6,724,-5.572354079138637
chr6-g725,MLI1,0.07038065610645414,3.348875755860799,Bcat1,chr6,6,725,-5.572354079138637
chr6-g730,MLI1,0.14318988748360476,0.6333345027428121,Itpr2,chr6,6,730,-2.1450380679871146
chr6-g731,MLI1,0.14318988748360476,0.6333345027428121,Itpr2,chr6,6,731,-2.1450380679871146
chr6-g732,MLI1,0.14318988748360476,0.6333345027428121,Itpr2,chr6,6,732,-2.1450380679871146
chr6-g741,MLI1,0.08281173462160563,0.7973760099939272,Tmtc1,chr6,6,741,-3.2673530801173953
chr6-g742,MLI1,0.08281173462160563,0.7973760099939272,Tmtc1,chr6,6,742,-3.2673530801173953
chr6-g747,Granule,18.54416636668941,3.764088433328054,Bicd1,chr6,6,747,2.3005929862836982
chr7-g16,"MLI1,MLI1,MLI1",1.176291669877159,13.051491953518179,"Prkcg,Gm44151,Cacng8",chr7,7,16,-3.4718969987039054
chr7-g17,"MLI1,MLI1",0.9085845326400108,4.097541959995744,"Gm44151,Cacng8",chr7,7,17,-2.1730660721238975
chr7-g22,MLI1,0.1511541355313088,0.9031545913129344,Gm15494,chr7,7,22,-2.5789525010995056
chr7-g80,Granule,3.630174120983786,0.14338838014064012,Slc8a2,chr7,7,80,4.662038727368421
chr7-g124,MLI1,4.258725029154443,17.50464994107259,Atp1a3,chr7,7,124,-2.0392447226815746
chr7-g125,MLI1,4.258725029154443,17.50464994107259,Atp1a3,chr7,7,125,-2.0392447226815746
chr7-g170,MLI1,0.08706109703750066,0.5882666020032106,Wtip,chr7,7,170,-2.756370027192189
chr7-g183,Granule,1.4478521577103225,0.23657009995081435,Tshz3,chr7,7,183,2.6135746458877227
chr7-g190,MLI1,0.025353662759912625,0.7026203111465934,Ccne1,chr7,7,190,-4.792479193393045
chr7-g212,MLI1,0.2321007658080019,1.2628354461997924,Zfp141,chr7,7,212,-2.4438434730413587
chr7-g223,Granule,1.27851531816417,0.28157389329327753,Myh14,chr7,7,223,2.1828839630898673
chr7-g224,MLI1,0.05860993016280992,1.003942200110078,Atf5,chr7,7,224,-4.098387282998236
chr7-g225,Granule,3.860192716052374,0.0519326515372045,Slc17a7,chr7,7,225,6.215887176780085
chr7-g229,MLI1,0.03576064140851252,1.364549824600983,Grin2d,chr7,7,229,-5.25390865015181
chr7-g230,Granule,3.2978730486489174,0.021359976905022626,Abcc8,chr7,7,230,7.270481966046461
chr7-g231,Granule,10.652194401787467,1.7431486620035699,Kcnc1,chr7,7,231,2.6113831449244826
chr7-g232,"Granule,Granule",17.40534655906937,3.27066146953071,"Kcnc1,Sergef",chr7,7,232,2.4118761941269766
chr7-g233,Granule,6.753152157281902,1.5275128075271402,Sergef,chr7,7,233,2.144376587208974
chr7-g235,MLI1,0.03426814642540098,2.075709668011789,Ptpn5,chr7,7,235,-5.920592697956462
chr7-g244,Granule,46.893972845652385,4.115184466754124,Nav2,chr7,7,244,3.510373501719566
chr7-g245,Granule,46.893972845652385,4.115184466754124,Nav2,chr7,7,245,3.510373501719566
chr7-g246,Granule,46.893972845652385,4.115184466754124,Nav2,chr7,7,246,3.510373501719566
chr7-g247,Granule,46.893972845652385,4.115184466754124,Nav2,chr7,7,247,3.510373501719566
chr7-g248,Granule,46.893972845652385,4.115184466754124,Nav2,chr7,7,248,3.510373501719566
chr7-g274,MLI1,1.3336329141917638,18.165213301740962,Luzp2,chr7,7,274,-3.7677447855943864
chr7-g275,MLI1,1.3336329141917638,18.165213301740962,Luzp2,chr7,7,275,-3.7677447855943864
chr7-g276,MLI1,1.3336329141917638,18.165213301740962,Luzp2,chr7,7,276,-3.7677447855943864
chr7-g305,MLI1,0.08092210627039145,0.3890822531245752,A230006K03Rik,chr7,7,305,-2.2654694009032323
chr7-g306,MLI1,0.08092210627039145,0.3890822531245752,A230006K03Rik,chr7,7,306,-2.2654694009032323
chr7-g323,MLI1,0.8106321802884956,5.86246067284209,Fam189a1,chr7,7,323,-2.85438698621843
chr7-g324,MLI1,0.8106321802884956,5.86246067284209,Fam189a1,chr7,7,324,-2.85438698621843
chr7-g325,MLI1,0.8106321802884956,5.86246067284209,Fam189a1,chr7,7,325,-2.85438698621843
chr7-g326,MLI1,3.5587564716278113,19.143112853526837,Tjp1,chr7,7,326,-2.427380328298067
chr7-g327,MLI1,3.5587564716278113,19.143112853526837,Tjp1,chr7,7,327,-2.427380328298067
chr7-g329,MLI1,0.0581593175296297,1.7269365892467912,Pcsk6,chr7,7,329,-4.892060959766999
chr7-g330,MLI1,0.0581593175296297,1.7269365892467912,Pcsk6,chr7,7,330,-4.892060959766999
chr7-g334,MLI1,0.0864215960868607,0.8952481014007913,Adamts17,chr7,7,334,-3.372823773090462
chr7-g335,MLI1,0.0864215960868607,0.8952481014007913,Adamts17,chr7,7,335,-3.372823773090462
chr7-g375,Granule,15.259022435771511,0.090876233194222,Sv2b,chr7,7,375,7.391543787417998
chr7-g376,Granule,15.259022435771511,0.090876233194222,Sv2b,chr7,7,376,7.391543787417998
chr7-g390,Granule,41.89635966029595,0.3139931642704876,Ntrk3,chr7,7,390,7.059947933041716
chr7-g391,Granule,41.89635966029595,0.3139931642704876,Ntrk3,chr7,7,391,7.059947933041716
chr7-g392,Granule,41.89635966029595,0.3139931642704876,Ntrk3,chr7,7,392,7.059947933041716
chr7-g393,Granule,41.89635966029595,0.3139931642704876,Ntrk3,chr7,7,393,7.059947933041716
chr7-g406,MLI1,0.12882003529950217,1.5075233366865526,Cpeb1,chr7,7,406,-3.548751437959956
chr7-g407,MLI1,0.12882003529950217,1.5075233366865526,Cpeb1,chr7,7,407,-3.548751437959956
chr7-g408,MLI1,0.37284134192835267,2.119058009854684,Btbd1,chr7,7,408,-2.5067893375092893
chr7-g409,"MLI1,MLI1",0.6140400623921856,3.4030525442060355,"Btbd1,Tm6sf1",chr7,7,409,-2.470424736256321
chr7-g410,MLI1,0.1359681998405976,1.0121092978021093,Sh3gl3,chr7,7,410,-2.8960239158463543
chr7-g411,MLI1,0.1359681998405976,1.0121092978021093,Sh3gl3,chr7,7,411,-2.8960239158463543
chr7-g418,Granule,14.671028657807776,0.33339813290409637,Il16,chr7,7,418,5.459580193793248
chr7-g419,Granule,4.734207566939905,1.1702943919667,Cemip,chr7,7,419,2.0162514702455385
chr7-g420,Granule,4.734207566939905,1.1702943919667,Cemip,chr7,7,420,2.0162514702455385
chr7-g480,MLI1,0.36443945916298637,2.705242668893554,Tenm4,chr7,7,480,-2.8920069357434453
chr7-g481,MLI1,0.36443945916298637,2.705242668893554,Tenm4,chr7,7,481,-2.8920069357434453
chr7-g482,MLI1,0.36443945916298637,2.705242668893554,Tenm4,chr7,7,482,-2.8920069357434453
chr7-g483,MLI1,0.36443945916298637,2.705242668893554,Tenm4,chr7,7,483,-2.8920069357434453
chr7-g484,MLI1,0.36443945916298637,2.705242668893554,Tenm4,chr7,7,484,-2.8920069357434453
chr7-g485,MLI1,0.6791437903942126,6.148716415458704,Gab2,chr7,7,485,-3.178496306194565
chr7-g486,MLI1,0.6791437903942126,6.148716415458704,Gab2,chr7,7,486,-3.178496306194565
chr7-g496,MLI1,0.5654899839386855,5.288360902505393,Gdpd5,chr7,7,496,-3.2252472601914586
chr7-g497,MLI1,0.5654899839386855,5.288360902505393,Gdpd5,chr7,7,497,-3.2252472601914586
chr7-g506,Granule,1.3835142127513884,0.1936503197041936,Stard10,chr7,7,506,2.8368116764588063
chr7-g507,MLI1,0.07081394220364969,0.5007444676996735,Pde2a,chr7,7,507,-2.821969238601021
chr7-g557,MLI1,0.6384684128219432,24.69031824133682,Galnt18,chr7,7,557,-5.273186375007429
chr7-g558,MLI1,0.6384684128219432,24.69031824133682,Galnt18,chr7,7,558,-5.273186375007429
chr7-g568,Granule,5.547693084859992,1.2212156914566623,Spon1,chr7,7,568,2.1835699435899922
chr7-g569,Granule,5.547693084859992,1.2212156914566623,Spon1,chr7,7,569,2.1835699435899922
chr7-g570,Granule,5.547693084859992,1.2212156914566623,Spon1,chr7,7,570,2.1835699435899922
chr7-g586,MLI1,0.07686338534880578,0.3578682715105304,Xylt1,chr7,7,586,-2.2190602159736947
chr7-g587,MLI1,0.07686338534880578,0.3578682715105304,Xylt1,chr7,7,587,-2.2190602159736947
chr7-g588,MLI1,0.07686338534880578,0.3578682715105304,Xylt1,chr7,7,588,-2.2190602159736947
chr7-g591,MLI1,0.02646426333104109,0.8329276001218724,Syt17,chr7,7,591,-4.976073698595604
chr7-g592,MLI1,0.02646426333104109,0.8329276001218724,Syt17,chr7,7,592,-4.976073698595604
chr7-g594,Granule,2.082426283454474,0.017583604751994875,Gprc5b,chr7,7,594,6.887890753238287
chr7-g604,Granule,4.82004596082091,0.9667413271265919,Eef2k,chr7,7,604,2.3178450814137443
chr7-g646,MLI1,0.04790240168756974,3.8590019263501225,Plpp4,chr7,7,646,-6.331985963501332
chr7-g669,MLI1,0.12403333768828767,3.1289965575025103,Adam12,chr7,7,669,-4.656900225828067
chr7-g670,MLI1,0.12403333768828767,3.1289965575025103,Adam12,chr7,7,670,-4.656900225828067
chr7-g671,MLI1,0.12403333768828767,3.1289965575025103,Adam12,chr7,7,671,-4.656900225828067
chr7-g674,MLI1,0.003159607643021675,0.19115836208138987,Fam196a,chr7,7,674,-5.9188790838871945
chr7-g699,"MLI1,Granule",3.0970535164539275,1.1684784788041098,"Adgra1,Kndc1",chr7,7,699,1.4062651500928824
chr7-g707,Granule,2.041042493899799,0.1185975207506765,Tspan4,chr7,7,707,4.105160463007106
chr7-g718,MLI1,0.040195554583839686,0.6851677369851721,Osbpl5,chr7,7,718,-4.091349358858572
chr7-g720,MLI1,0.4306152549518832,28.52314606688946,Shank2,chr7,7,720,-6.049589878524825
chr7-g721,"MLI1,MLI1",0.47764709838034697,31.088781287522792,"Shank2,Gm14372",chr7,7,721,-6.024305151894265
chr7-g722,"MLI1,MLI1",0.47764709838034697,31.088781287522792,"Shank2,Gm14372",chr7,7,722,-6.024305151894265
chr7-g725,Granule,1.1106961706634513,0.11676056664513113,Tpcn2,chr7,7,725,3.2498392009889154
chr7-g726,Granule,1.1106961706634513,0.11676056664513113,Tpcn2,chr7,7,726,3.2498392009889154
chr8-g50,MLI1,1.22299916247675,28.738269497730926,Myo16,chr8,8,50,-4.5544778701498885
chr8-g51,MLI1,1.22299916247675,28.738269497730926,Myo16,chr8,8,51,-4.5544778701498885
chr8-g52,MLI1,1.22299916247675,28.738269497730926,Myo16,chr8,8,52,-4.5544778701498885
chr8-g53,MLI1,1.22299916247675,28.738269497730926,Myo16,chr8,8,53,-4.5544778701498885
chr8-g56,MLI1,0.03088767878741086,0.3071413556217434,Col4a2,chr8,8,56,-3.31379941830769
chr8-g57,MLI1,0.03088767878741086,0.3071413556217434,Col4a2,chr8,8,57,-3.31379941830769
chr8-g67,Granule,3.251192754967315,0.7521209471163759,Rasa3,chr8,8,67,2.1119325096182777
chr8-g68,Granule,3.251192754967315,0.7521209471163759,Rasa3,chr8,8,68,2.1119325096182777
chr8-g69,MLI1,0.14557127369032424,0.6412725346727848,Coprs,chr8,8,69,-2.139211929341445
chr8-g75,Granule,2.3436842955579777,0.129082819016288,Kbtbd11,chr8,8,75,4.182409350417614
chr8-g79,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,79,-2.9499723876388195
chr8-g80,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,80,-2.9499723876388195
chr8-g81,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,81,-2.9499723876388195
chr8-g82,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,82,-2.9499723876388195
chr8-g83,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,83,-2.9499723876388195
chr8-g84,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,84,-2.9499723876388195
chr8-g85,MLI1,11.531466324488653,89.10759250389947,Csmd1,chr8,8,85,-2.9499723876388195
