200kb name,category,Bergmann_mean,Purkinje_mean,gene,chrom,chrom_id,group,log2FC_B2P
chr6-g444,Bergmann,1.1321140250720458,0.019671162398867226,Mgll,chr6,6,444,5.846793250479204
chr6-g452,"Bergmann,Bergmann",4.166203685574487,0.036164766092240674,"Klf15,Aldh1l1",chr6,6,452,6.848004743617723
chr6-g453,Bergmann,7.162262413318962,0.18067250990264,Iqsec1,chr6,6,453,5.308966461786233
chr6-g454,Bergmann,7.162262413318962,0.18067250990264,Iqsec1,chr6,6,454,5.308966461786233
chr6-g458,Purkinje,0.12155513198297575,3.911817899683453,Slc6a6,chr6,6,458,-5.0081565030206265
chr6-g468,Bergmann,5.676007039970648,0.2638161473703866,Magi1,chr6,6,468,4.427271603473374
chr6-g469,Bergmann,5.676007039970648,0.2638161473703866,Magi1,chr6,6,469,4.427271603473374
chr6-g470,Bergmann,5.676007039970648,0.2638161473703866,Magi1,chr6,6,470,4.427271603473374
chr6-g471,Bergmann,5.676007039970648,0.2638161473703866,Magi1,chr6,6,471,4.427271603473374
chr6-g473,Bergmann,19.231751124853297,0.028771166067611625,Lrig1,chr6,6,473,9.38465072294831
chr6-g510,Purkinje,0.31485079689830886,13.90123548000573,Cntn3,chr6,6,510,-5.464400979875673
chr6-g511,Purkinje,0.31485079689830886,13.90123548000573,Cntn3,chr6,6,511,-5.464400979875673
chr6-g512,Purkinje,0.31485079689830886,13.90123548000573,Cntn3,chr6,6,512,-5.464400979875673
chr6-g517,Bergmann,9.532705033961793,0.2760573744445865,Chl1,chr6,6,517,5.109845610339802
chr6-g518,Bergmann,9.532705033961793,0.2760573744445865,Chl1,chr6,6,518,5.109845610339802
chr6-g522,Purkinje,0.10825714106008125,2.934302633726779,Cntn6,chr6,6,522,-4.760483574260384
chr6-g523,Purkinje,0.10825714106008125,2.934302633726779,Cntn6,chr6,6,523,-4.760483574260384
chr6-g524,Purkinje,0.10825714106008125,2.934302633726779,Cntn6,chr6,6,524,-4.760483574260384
chr6-g541,Purkinje,1.7769947973261133,166.65766379858337,Itpr1,chr6,6,541,-6.551304394017685
chr6-g542,Purkinje,1.7769947973261133,166.65766379858337,Itpr1,chr6,6,542,-6.551304394017685
chr6-g543,Bergmann,0.7168905309617546,0.02412782751875949,Bhlhe40,chr6,6,543,4.8929829109500265
chr6-g553,Purkinje,0.6777294217908305,39.73125851797694,Grm7,chr6,6,553,-5.8734212788754565
chr6-g554,Purkinje,0.6777294217908305,39.73125851797694,Grm7,chr6,6,554,-5.8734212788754565
chr6-g555,Purkinje,0.6777294217908305,39.73125851797694,Grm7,chr6,6,555,-5.8734212788754565
chr6-g556,Purkinje,0.6777294217908305,39.73125851797694,Grm7,chr6,6,556,-5.8734212788754565
chr6-g557,Purkinje,0.6777294217908305,39.73125851797694,Grm7,chr6,6,557,-5.8734212788754565
chr6-g566,Bergmann,17.410095079789226,0.08636357208344629,Ttll3,chr6,6,566,7.6552854506006245
chr6-g571,Bergmann,15.107974853203347,0.5088719805484927,Slc6a1,chr6,6,571,4.891863721351717
chr6-g576,Bergmann,6.530048125014694,0.06204774471503741,Timp4,chr6,6,576,6.717571041085369
chr6-g581,Purkinje,0.08279203559368063,7.454630913047921,Zfand4,chr6,6,581,-6.492501124234003
chr6-g590,Purkinje,0.04302474532395475,1.8671048386638733,Rasgef1a,chr6,6,590,-5.439492474944616
chr6-g602,Bergmann,1.0132700758848476,0.05,Il17ra,chr6,6,602,4.3409468546220635
chr6-g603,Bergmann,4.808700440046145,0.03147268008346666,Slc25a18,chr6,6,603,7.255403207692537
chr6-g608,Bergmann,11.2380915246056,0.018958542705801888,A2m,chr6,6,608,9.211333267379448
chr6-g622,Purkinje,0.045374581263243875,4.708595104170152,Clstn3,chr6,6,622,-6.697268529914028
chr6-g624,Bergmann,1.4138170332103819,0.05774525854585039,Gpr162,chr6,6,624,4.6137491260852785
chr6-g626,Bergmann,1.993187941264965,0.10023486288502939,Cd27,chr6,6,626,4.313621463360504
chr6-g627,Bergmann,3.0218895738026683,0.07955696591115922,Cd9,chr6,6,627,5.2473188754214775
chr6-g638,Purkinje,0.08454038656775026,6.19035446256375,Prmt8,chr6,6,638,-6.194237501742281
chr6-g678,Bergmann,11.744371996565835,0.08537274587782118,Grin2b,chr6,6,678,7.103978273260362
chr6-g679,Bergmann,11.744371996565835,0.08537274587782118,Grin2b,chr6,6,679,7.103978273260362
chr6-g680,Bergmann,11.744371996565835,0.08537274587782118,Grin2b,chr6,6,680,7.103978273260362
chr6-g686,Bergmann,0.5074476149979474,0.01496046437451925,Ptpro,chr6,6,686,5.084032034755534
chr6-g687,"Bergmann,Bergmann",8.938099665906163,0.06615305431677498,"Ptpro,Eps8",chr6,6,687,7.078016553699214
chr6-g688,Bergmann,8.430652050908217,0.051192589942255735,Eps8,chr6,6,688,7.363565410253189
chr6-g730,Bergmann,4.423306972705989,0.06780735636303852,Itpr2,chr6,6,730,6.027539758333056
chr6-g731,Bergmann,4.423306972705989,0.06780735636303852,Itpr2,chr6,6,731,6.027539758333056
chr6-g732,Bergmann,4.423306972705989,0.06780735636303852,Itpr2,chr6,6,732,6.027539758333056
chr7-g16,"Purkinje,Bergmann",2.9122273988042693,11.391079805340864,"Prkcg,Cacng8",chr7,7,16,-1.9677095956109911
chr7-g17,Bergmann,2.6950637647323057,0.0183607950120195,Cacng8,chr7,7,17,7.197547069084067
chr7-g20,Bergmann,5.238945505325948,0.2604195779262869,D030047H15Rik,chr7,7,20,4.330366638208608
chr7-g85,Bergmann,8.753661327554305,0.014929806576915625,Hif3a,chr7,7,85,9.195547283306018
chr7-g94,Bergmann,0.5939920136282488,0.05,Mill2,chr7,7,94,3.5704435337594127
chr7-g98,Bergmann,20.371754665178713,0.4416362853985302,Apoe,chr7,7,98,5.527567727364257
chr7-g122,Bergmann,2.9570919563929663,0.06295141348773191,Cadm4,chr7,7,122,5.5537965252257075
chr7-g125,Bergmann,1.2270022499678972,0.06060441566658841,Grik5,chr7,7,125,4.3395711712886165
chr7-g137,Bergmann,3.457149390968486,0.19515342090239626,Akt2,chr7,7,137,4.14690228940601
chr7-g138,Bergmann,3.457149390968486,0.19515342090239626,Akt2,chr7,7,138,4.14690228940601
chr7-g145,"Purkinje,Bergmann",1.153704531520205,6.16610844223289,"Ryr1,Spred3",chr7,7,145,-2.4180864709355805
chr7-g155,"Bergmann,Bergmann",7.694925609888962,0.08415726571250337,"Lgi4,Fxyd1",chr7,7,155,6.514675737328139
chr7-g175,Bergmann,4.1605815557628905,0.020099091389873237,Slc7a10,chr7,7,175,7.693511104922471
chr7-g176,"Bergmann,Bergmann",4.820495222725534,0.02919909505861764,"Slc7a10,Rhpn2",chr7,7,176,7.367113898227238
chr7-g221,Purkinje,0.3364639279547317,9.33864348776534,Shank1,chr7,7,221,-4.794689254239903
chr7-g223,Bergmann,2.9132371480171626,0.13001193950731066,Myh14,chr7,7,223,4.48590712403616
chr7-g224,Bergmann,0.7459616040330855,0.0045500018343722,Fuz,chr7,7,224,7.357090437147214
chr7-g225,Bergmann,0.2726382423170035,0.05,Fcgrt,chr7,7,225,2.4469879397347936
chr7-g244,Bergmann,19.75008975597029,0.514407765660414,Nav2,chr7,7,244,5.262802977324714
chr7-g245,Bergmann,19.75008975597029,0.514407765660414,Nav2,chr7,7,245,5.262802977324714
chr7-g246,Bergmann,19.75008975597029,0.514407765660414,Nav2,chr7,7,246,5.262802977324714
chr7-g247,Bergmann,19.75008975597029,0.514407765660414,Nav2,chr7,7,247,5.262802977324714
chr7-g248,Bergmann,19.75008975597029,0.514407765660414,Nav2,chr7,7,248,5.262802977324714
chr7-g249,Purkinje,0.40409863418290537,24.37252491963425,Nell1,chr7,7,249,-5.914404432057351
chr7-g250,Purkinje,0.40409863418290537,24.37252491963425,Nell1,chr7,7,250,-5.914404432057351
chr7-g251,Purkinje,0.40409863418290537,24.37252491963425,Nell1,chr7,7,251,-5.914404432057351
chr7-g252,Purkinje,0.40409863418290537,24.37252491963425,Nell1,chr7,7,252,-5.914404432057351
chr7-g253,Purkinje,0.40409863418290537,24.37252491963425,Nell1,chr7,7,253,-5.914404432057351
chr7-g254,Purkinje,0.40409863418290537,24.37252491963425,Nell1,chr7,7,254,-5.914404432057351
chr7-g274,Bergmann,105.28863118125578,0.9697042886628509,Luzp2,chr7,7,274,6.7625890861248275
chr7-g275,Bergmann,105.28863118125578,0.9697042886628509,Luzp2,chr7,7,275,6.7625890861248275
chr7-g276,Bergmann,105.28863118125578,0.9697042886628509,Luzp2,chr7,7,276,6.7625890861248275
chr7-g322,Bergmann,8.348913840556392,0.05316935643897087,Apba2,chr7,7,322,7.294849706693174
chr7-g323,Bergmann,8.348913840556392,0.05316935643897087,Apba2,chr7,7,323,7.294849706693174
chr7-g338,Bergmann,2.436835160933631,0.08631778236894923,Ttc23,chr7,7,338,4.8192070530741375
chr7-g366,"Bergmann,Bergmann",7.880057514480271,0.12681424792356372,"A730056A06Rik,Rgma",chr7,7,366,5.95741740919002
chr7-g367,Bergmann,7.045419983483327,0.10733443951227589,Rgma,chr7,7,367,6.036500748286435
chr7-g375,Bergmann,2.8057980931700266,0.06066097373669936,Sv2b,chr7,7,375,5.531498728861048
chr7-g376,Bergmann,2.8057980931700266,0.06066097373669936,Sv2b,chr7,7,376,5.531498728861048
chr7-g395,Bergmann,1.5182142805550582,0.015169908024416876,Mfge8,chr7,7,395,6.645019278168511
chr7-g400,"Bergmann,Bergmann",2.633687346746032,0.017495198254612515,"Zfp710,Idh2",chr7,7,400,7.233981265487841
chr7-g409,Purkinje,0.31200754852107687,4.87729620425797,Tm6sf1,chr7,7,409,-3.9664287533869054
chr7-g421,Bergmann,4.483878309343117,0.18923778032741576,Arnt2,chr7,7,421,4.566475075489204
chr7-g422,Bergmann,4.483878309343117,0.18923778032741576,Arnt2,chr7,7,422,4.566475075489204
chr7-g433,Bergmann,3.5155906225758717,0.028426926500245503,Folh1,chr7,7,433,6.950365149325476
chr7-g465,Bergmann,1.0851533563594833,0.011613690141094712,Fam181b,chr7,7,465,6.545928683961528
chr7-g487,Bergmann,3.3820974624070934,0.0754455660876437,Thrsp,chr7,7,487,5.486338307973538
chr7-g496,Bergmann,0.5023490518904794,0.05,Serpinh1,chr7,7,496,3.328690153894889
chr7-g497,Bergmann,6.037308238255357,0.1331844212616795,Arrb1,chr7,7,497,5.502408217002895
chr7-g498,Bergmann,6.037308238255357,0.1331844212616795,Arrb1,chr7,7,498,5.502408217002895
chr7-g537,Bergmann,0.990449542495755,0.05,Ppfibp2,chr7,7,537,4.308083480268372
chr7-g538,Bergmann,0.990449542495755,0.05,Ppfibp2,chr7,7,538,4.308083480268372
chr7-g550,Bergmann,2.4162203148707686,0.13006446390638363,Wee1,chr7,7,550,4.215453258735222
chr7-g557,Bergmann,2.5438960359748855,0.050671151930625026,Galnt18,chr7,7,557,5.649731274810546
chr7-g558,Bergmann,2.5438960359748855,0.050671151930625026,Galnt18,chr7,7,558,5.649731274810546
chr7-g561,"Bergmann,Bergmann",8.214410196250357,0.20470249245444463,"Mical2,Micalcl",chr7,7,561,5.326556417978419
chr7-g562,Bergmann,0.7943175764445379,0.023748645987675336,Micalcl,chr7,7,562,5.063798760557368
chr7-g563,Bergmann,8.351093241311933,0.1170153361486189,Tead1,chr7,7,563,6.157195544716989
chr7-g564,Bergmann,8.351093241311933,0.1170153361486189,Tead1,chr7,7,564,6.157195544716989
chr7-g568,Bergmann,9.023458647849758,0.2948033535015506,Spon1,chr7,7,568,4.9358556766329285
chr7-g569,Bergmann,9.023458647849758,0.2948033535015506,Spon1,chr7,7,569,4.9358556766329285
chr7-g570,Bergmann,9.023458647849758,0.2948033535015506,Spon1,chr7,7,570,4.9358556766329285
chr7-g577,Bergmann,10.575819161113003,0.47000203170873384,Sox6,chr7,7,577,4.491958609661631
chr7-g578,Bergmann,10.575819161113003,0.47000203170873384,Sox6,chr7,7,578,4.491958609661631
chr7-g579,Bergmann,10.575819161113003,0.47000203170873384,Sox6,chr7,7,579,4.491958609661631
chr7-g580,Bergmann,10.575819161113003,0.47000203170873384,Sox6,chr7,7,580,4.491958609661631
chr7-g586,Bergmann,10.46595019210506,0.5519460741807434,Xylt1,chr7,7,586,4.245032167224926
chr7-g587,Bergmann,10.46595019210506,0.5519460741807434,Xylt1,chr7,7,587,4.245032167224926
chr7-g588,Bergmann,10.46595019210506,0.5519460741807434,Xylt1,chr7,7,588,4.245032167224926
chr7-g592,Bergmann,3.5910323886181974,0.0299209287490385,Tmc7,chr7,7,592,6.907099897604233
chr7-g631,Purkinje,0.09852631775906501,2.1472017434577357,Sbk1,chr7,7,631,-4.445804797754555
chr7-g634,Purkinje,0.04187787931510475,1.8616890334622362,Sez6l2,chr7,7,634,-5.47427991634614
chr7-g669,Purkinje,0.020938939657552374,1.7221871895012477,Adam12,chr7,7,669,-6.361909765306767
chr7-g670,Purkinje,0.020938939657552374,1.7221871895012477,Adam12,chr7,7,670,-6.361909765306767
chr7-g671,Purkinje,0.020938939657552374,1.7221871895012477,Adam12,chr7,7,671,-6.361909765306767
chr7-g673,Bergmann,10.012813348721622,0.06001103296051023,Dock1,chr7,7,673,7.382403913859561
chr7-g674,Bergmann,10.012813348721622,0.06001103296051023,Dock1,chr7,7,674,7.382403913859561
chr7-g675,Bergmann,10.012813348721622,0.06001103296051023,Dock1,chr7,7,675,7.382403913859561
chr7-g677,Purkinje,0.05517587023799925,1.9253550098498837,Ptpre,chr7,7,677,-5.124943194902994
chr7-g678,Purkinje,0.05517587023799925,1.9253550098498837,Ptpre,chr7,7,678,-5.124943194902994
chr7-g696,Purkinje,0.8202398424074663,20.378032111535664,Inpp5a,chr7,7,696,-4.63482510525395
chr7-g697,Purkinje,0.8202398424074663,20.378032111535664,Inpp5a,chr7,7,697,-4.63482510525395
chr7-g699,Bergmann,1.71859958203962,0.0040287361288862625,Adgra1,chr7,7,699,8.73669041786899
chr7-g720,Purkinje,0.23310795818127625,28.592622714161152,Shank2,chr7,7,720,-6.938500891687458
chr7-g721,Purkinje,0.23310795818127625,28.592622714161152,Shank2,chr7,7,721,-6.938500891687458
chr7-g722,Purkinje,0.23310795818127625,28.592622714161152,Shank2,chr7,7,722,-6.938500891687458
chr8-g18,"Purkinje,Purkinje",1.7946020973321788,38.38521502965863,"Pcp2,Fcor",chr8,8,18,-4.418814822469691
chr8-g43,Bergmann,1.3948984779404316,0.08271401748564416,Efnb2,chr8,8,43,4.07588447229327
chr8-g67,Bergmann,2.5060430409441574,0.031051867043249175,Rasa3,chr8,8,67,6.33458736733183
chr8-g68,Bergmann,2.5060430409441574,0.031051867043249175,Rasa3,chr8,8,68,6.33458736733183
chr8-g112,Bergmann,6.705069952074183,0.33768456666711244,Slc20a2,chr8,8,112,4.311504233536442
chr8-g114,Purkinje,0.3813572920721155,9.457260434016767,Ank1,chr8,8,114,-4.6322071347679055
chr8-g115,Purkinje,0.3813572920721155,9.457260434016767,Ank1,chr8,8,115,-4.6322071347679055
chr8-g127,Bergmann,5.121685018735896,0.31952488134709134,Fgfr1,chr8,8,127,4.002618347512799
chr8-g143,Purkinje,0.3158364937106884,26.324113620017847,Unc5d,chr8,8,143,-6.381063264943852
chr8-g144,Purkinje,0.3158364937106884,26.324113620017847,Unc5d,chr8,8,144,-6.381063264943852
chr8-g145,Purkinje,0.3158364937106884,26.324113620017847,Unc5d,chr8,8,145,-6.381063264943852
chr8-g146,Purkinje,0.3158364937106884,26.324113620017847,Unc5d,chr8,8,146,-6.381063264943852
chr8-g155,Bergmann,0.7995272140030716,0.016163691975466913,Fut10,chr8,8,155,5.628318471257096
chr8-g156,Bergmann,0.7995272140030716,0.016163691975466913,Fut10,chr8,8,156,5.628318471257096
chr8-g187,Purkinje,0.4701409799017695,13.883884266771162,Sgcz,chr8,8,187,-4.884173995372351
chr8-g188,Purkinje,0.4701409799017695,13.883884266771162,Sgcz,chr8,8,188,-4.884173995372351
chr8-g189,Purkinje,0.4701409799017695,13.883884266771162,Sgcz,chr8,8,189,-4.884173995372351
chr8-g190,Purkinje,0.4701409799017695,13.883884266771162,Sgcz,chr8,8,190,-4.884173995372351
chr8-g191,Purkinje,0.4701409799017695,13.883884266771162,Sgcz,chr8,8,191,-4.884173995372351
chr8-g192,Purkinje,0.4701409799017695,13.883884266771162,Sgcz,chr8,8,192,-4.884173995372351
chr8-g193,Purkinje,0.4701409799017695,13.883884266771162,Sgcz,chr8,8,193,-4.884173995372351
chr8-g204,Bergmann,1.4343402776794791,0.00758495401220845,Slc7a2,chr8,8,204,7.563031175641894
chr8-g241,Purkinje,0.13101017251588362,5.631756429434137,Tenm3,chr8,8,241,-5.425834197681496
chr8-g242,Purkinje,0.13101017251588362,5.631756429434137,Tenm3,chr8,8,242,-5.425834197681496
chr8-g243,Purkinje,0.13101017251588362,5.631756429434137,Tenm3,chr8,8,243,-5.425834197681496
chr8-g270,Bergmann,1.021832299783573,0.05432087883457198,Vegfc,chr8,8,270,4.233507813936788
chr8-g287,Bergmann,2.9095867689704553,0.023655309273195403,Scrg1,chr8,8,287,6.942506437204535
chr8-g323,Bergmann,1.6491554829416513,0.10760626138737071,Msmo1,chr8,8,323,3.9378934900570552
chr8-g341,Bergmann,6.565920945151649,0.13409584220977924,Csgalnact1,chr8,8,341,5.613660969022593
chr8-g342,Bergmann,6.565920945151649,0.13409584220977924,Csgalnact1,chr8,8,342,5.613660969022593
chr8-g343,Bergmann,6.565920945151649,0.13409584220977924,Csgalnact1,chr8,8,343,5.613660969022593
chr8-g351,Purkinje,0.5601120974045986,9.154659631617482,Homer3,chr8,8,351,-4.030718754583102
chr8-g353,Bergmann,0.5189267892730334,0.022987278834688138,Mast3,chr8,8,353,4.496623416681642
chr8-g363,Bergmann,10.36672657558828,0.13987069841445723,Nwd1,chr8,8,363,6.211722843494594
chr8-g403,Bergmann,3.4022701440347873,0.019479808411287824,Gab1,chr8,8,403,7.448374398686333
chr8-g404,Bergmann,3.4022701440347873,0.019479808411287824,Gab1,chr8,8,404,7.448374398686333
chr8-g414,Purkinje,0.05580928351124038,1.6266923629195436,Rnf150,chr8,8,414,-4.8652925017865405
chr8-g415,"Purkinje,Purkinje",0.12044019428214739,3.4026131861111732,"Rnf150,Tbc1d9",chr8,8,415,-4.820254307505887
chr8-g416,Purkinje,0.064630910770907,1.7759208231916297,Tbc1d9,chr8,8,416,-4.78019913042621
chr8-g423,Bergmann,2.482584271363035,0.06494078502461666,Nfix,chr8,8,423,5.256574056185527
chr8-g424,"Bergmann,Purkinje",2.482584271363035,1.2995005784831315,"Nfix,Mast1",chr8,8,424,0.9338854148536717
chr8-g443,Bergmann,2.6240929936615776,0.015642426269980962,Cyld,chr8,8,443,7.390210733481451
chr8-g470,"Bergmann,Bergmann,Bergmann",49.8093196519563,1.2982664347324924,"Mt2,Mt3,Mt1",chr8,8,470,5.261757311594079
chr8-g472,Bergmann,5.749442188181467,0.10665344876224897,Cpne2,chr8,8,472,5.752419469585326
chr8-g475,Bergmann,1.8143827627737839,0.01213495584658065,Kifc3,chr8,8,475,7.224166169953395
chr8-g476,Bergmann,1.8143827627737839,0.01213495584658065,Kifc3,chr8,8,476,7.224166169953395
chr8-g529,"Bergmann,Bergmann",5.119443491134865,0.008578737963258462,"Lcat,Slc12a4",chr8,8,529,9.221005849974553
chr8-g543,Bergmann,0.6511421735932846,0.017495198254612515,Zfhx3,chr8,8,543,5.217941664612765
chr8-g544,Bergmann,0.6511421735932846,0.017495198254612515,Zfhx3,chr8,8,544,5.217941664612765
chr8-g545,Bergmann,1.7007017754804625,0.08376443647328197,D030068K23Rik,chr8,8,545,4.343648516157078
chr8-g546,Bergmann,1.7007017754804625,0.08376443647328197,D030068K23Rik,chr8,8,546,4.343648516157078
chr8-g568,Bergmann,1.5860863900720539,0.02919909505861764,Adamts18,chr8,8,568,5.763403885224643
chr8-g569,Bergmann,1.5860863900720539,0.02919909505861764,Adamts18,chr8,8,569,5.763403885224643
chr8-g578,Bergmann,3.063074143641311,0.03815718685910501,Maf,chr8,8,578,6.3268816659921026
chr8-g599,Bergmann,2.222687655283305,0.0931516152305285,Cotl1,chr8,8,599,4.576580631237212
chr8-g625,Bergmann,3.7298710811819493,0.031044751092460625,Disc1,chr8,8,625,6.90863259133297
chr8-g626,Bergmann,3.7298710811819493,0.031044751092460625,Disc1,chr8,8,626,6.90863259133297
chr8-g627,Bergmann,0.4873543713174764,0.016163691975466913,Sipa1l2,chr8,8,627,4.914142515488307
chr9-g22,Bergmann,245.55268963251416,1.1650691214458477,Gria4,chr9,9,22,7.7194732648762985
chr9-g23,Bergmann,245.55268963251416,1.1650691214458477,Gria4,chr9,9,23,7.7194732648762985
chr9-g30,Bergmann,19.437308365935625,0.06896895245485281,Pdgfd,chr9,9,30,8.138665681966822
chr9-g31,Bergmann,19.437308365935625,0.06896895245485281,Pdgfd,chr9,9,31,8.138665681966822
chr9-g67,Bergmann,1.2327621197843857,0.05,Phxr4,chr9,9,67,4.623822531516196
chr9-g68,Bergmann,5.2605443873686895,0.01346646212572625,Maml2,chr9,9,68,8.609697414844858
chr9-g72,Bergmann,0.5295465187014874,0.00758495401220845,Amotl1,chr9,9,72,6.125473181580485
chr9-g73,Bergmann,0.5295465187014874,0.00758495401220845,Amotl1,chr9,9,73,6.125473181580485
chr9-g79,Bergmann,22.16724888201455,0.36119700947706374,Fat3,chr9,9,79,5.939499973960392
chr9-g80,Bergmann,22.16724888201455,0.36119700947706374,Fat3,chr9,9,80,5.939499973960392
chr9-g81,Bergmann,22.16724888201455,0.36119700947706374,Fat3,chr9,9,81,5.939499973960392
chr9-g82,Bergmann,22.16724888201455,0.36119700947706374,Fat3,chr9,9,82,5.939499973960392
chr9-g103,Bergmann,0.5781223381937425,0.023508544540174085,Olfm2,chr9,9,103,4.6201176912309805
chr9-g175,Bergmann,29.025786801769637,0.026073936217870963,St3gal4,chr9,9,175,10.12051106551063
chr9-g184,Bergmann,2.9896783706412107,0.04762557065354864,Pknox2,chr9,9,184,5.9721100983279545
chr9-g185,Bergmann,2.9896783706412107,0.04762557065354864,Pknox2,chr9,9,185,5.9721100983279545
chr9-g186,Bergmann,13.817165599030288,0.05,Hepacam,chr9,9,186,8.110317886860283
chr9-g205,Purkinje,0.38009662387440574,7.882121583732714,Ubash3b,chr9,9,205,-4.374145887641293
chr9-g243,Bergmann,14.561589172327036,0.30486868518903987,Zbtb16,chr9,9,243,5.577836031285436
chr9-g244,Bergmann,14.561589172327036,0.30486868518903987,Zbtb16,chr9,9,244,5.577836031285436
chr9-g258,Purkinje,0.21025570401580473,11.884453767268823,Arhgap20,chr9,9,258,-5.820786845685779
chr9-g259,"Purkinje,Purkinje",0.21025570401580473,13.845266383438174,"Arhgap20,Arhgap20os",chr9,9,259,-6.041104061444324
chr9-g269,Purkinje,0.11946525741661738,4.68334141771034,Elmod1,chr9,9,269,-5.292875191593285
chr9-g273,Bergmann,9.579103408266237,0.15553774245686633,Acsbg1,chr9,9,273,5.944554018631919
chr9-g280,Bergmann,1.3580989532008436,0.024269911693161277,Rcn2,chr9,9,280,5.806275930983129
chr9-g318,Bergmann,7.230011918555228,0.12597278506992143,Smad3,chr9,9,318,5.842814030135133
chr9-g325,Bergmann,3.263143171408405,0.016163691975466913,Igdcc3,chr9,9,325,7.657361713204542
chr9-g362,Bergmann,0.5948428231185763,0.028058546374546287,Mns1,chr9,9,362,4.405996337183136
chr9-g433,Purkinje,0.13799983413970152,2.1050217470947126,Snap91,chr9,9,433,-3.931096699770226
chr9-g434,Purkinje,0.13799983413970152,2.1050217470947126,Snap91,chr9,9,434,-3.931096699770226
chr9-g449,Bergmann,1.7435923201777679,0.0040287361288862625,Rasgrf1,chr9,9,449,8.757519722958186
chr9-g450,Bergmann,1.7435923201777679,0.0040287361288862625,Rasgrf1,chr9,9,450,8.757519722958186
chr9-g456,"Bergmann,Bergmann",12.92414436089073,0.05575944650281146,"Zic4,Zic1",chr9,9,456,7.85663681483237
chr9-g462,"Bergmann,Bergmann",10.555459355602121,0.10647483521609977,"Plscr4,Plod2",chr9,9,462,6.631333056326982
chr9-g463,Bergmann,2.152880149956766,0.07727574015748213,Plod2,chr9,9,463,4.8001086297372115
chr9-g480,Bergmann,0.7732088741037316,0.029108888395707216,Gk5,chr9,9,480,4.731326543146786
chr9-g487,Purkinje,0.44372814102830205,7.627934094349062,Clstn2,chr9,9,487,-4.10354442255496
chr9-g488,Purkinje,0.44372814102830205,7.627934094349062,Clstn2,chr9,9,488,-4.10354442255496
chr9-g489,Purkinje,0.44372814102830205,7.627934094349062,Clstn2,chr9,9,489,-4.10354442255496
chr9-g490,Purkinje,0.44372814102830205,7.627934094349062,Clstn2,chr9,9,490,-4.10354442255496
chr9-g517,Purkinje,0.05,1.5714301475761263,Bfsp2,chr9,9,517,-4.974006238493769
chr9-g530,Bergmann,0.5105980685042393,0.05,Ppm1m,chr9,9,530,3.3521880803133315
chr9-g536,Purkinje,0.30418345681409775,9.18061624600137,Cacna2d2,chr9,9,536,-4.915577398804849
chr9-g537,Purkinje,0.30418345681409775,9.18061624600137,Cacna2d2,chr9,9,537,-4.915577398804849
chr9-g538,Bergmann,0.9041721090311967,0.05,Slc38a3,chr9,9,538,4.176597415574406
chr9-g545,Bergmann,2.2622623714148826,0.023508544540174085,Plxnb1,chr9,9,545,6.588437227200834
chr9-g551,Bergmann,1.9286451296229854,0.0229107968463917,Cspg5,chr9,9,551,6.395416264929867
chr9-g556,Purkinje,0.05,1.076193886995651,Trank1,chr9,9,556,-4.427866112009091
chr9-g557,Purkinje,0.05517587023799925,9.80735700562563,Stac,chr9,9,557,-7.473683106299716
chr9-g558,Purkinje,0.05517587023799925,9.80735700562563,Stac,chr9,9,558,-7.473683106299716
chr9-g560,Bergmann,6.062459862129977,0.04394107409202855,Arpp21,chr9,9,560,7.10818934499659
chr9-g561,Bergmann,6.062459862129977,0.04394107409202855,Arpp21,chr9,9,561,7.10818934499659
chr9-g594,Bergmann,2.676784922926682,0.01496046437451925,Ctdspl,chr9,9,594,7.483202456923301
chr9-g595,Bergmann,2.676784922926682,0.01496046437451925,Ctdspl,chr9,9,595,7.483202456923301
chr10-g16,Bergmann,3.038933662535156,0.12854941424984778,Ppp1r14c,chr10,10,16,4.56317024084389
chr10-g17,Bergmann,3.038933662535156,0.12854941424984778,Ppp1r14c,chr10,10,17,4.56317024084389
chr10-g18,Bergmann,8.356192825253277,0.04468082513862285,Plekhg1,chr10,10,18,7.547046144913643
chr10-g19,Bergmann,8.356192825253277,0.04468082513862285,Plekhg1,chr10,10,19,7.547046144913643
chr10-g29,Bergmann,2.6899775792663103,0.013035403083150727,Rgs17,chr10,10,29,7.689015143019888
chr10-g35,Bergmann,2.6233107047631785,0.027460798680763898,Cnksr3,chr10,10,35,6.577871294201794
chr10-g36,Bergmann,2.6233107047631785,0.027460798680763898,Cnksr3,chr10,10,36,6.577871294201794
chr10-g41,Bergmann,36.687197243662574,0.11358303438057435,Ust,chr10,10,41,8.335385523279935
chr10-g42,Bergmann,36.687197243662574,0.11358303438057435,Ust,chr10,10,42,8.335385523279935
chr10-g43,Bergmann,4.864952046890971,0.2708617260527691,Sash1,chr10,10,43,4.166797130714414
chr10-g44,Bergmann,4.864952046890971,0.2708617260527691,Sash1,chr10,10,44,4.166797130714414
chr10-g53,Purkinje,0.21934375827890187,42.30054709708731,Grm1,chr10,10,53,-7.591338859320799
chr10-g54,Purkinje,0.21934375827890187,42.30054709708731,Grm1,chr10,10,54,-7.591338859320799
chr10-g55,Purkinje,0.21934375827890187,42.30054709708731,Grm1,chr10,10,55,-7.591338859320799
chr10-g61,Bergmann,7.910751262927323,0.18928850129957875,Utrn,chr10,10,61,5.385156030617832
