200kb name,category,Bergmann_mean,MLI1_mean,gene,chrom,chrom_id,group,log2FC_B2M
chr5-g445,Bergmann,115.70746863335592,0.32493547026339914,Slc4a4,chr5,5,445,8.47611303632059
chr5-g446,Bergmann,115.70746863335592,0.32493547026339914,Slc4a4,chr5,5,446,8.47611303632059
chr5-g448,MLI1,0.098200615561954,1.548226755508174,Adamts3,chr5,5,448,-3.978740907938482
chr5-g449,MLI1,0.098200615561954,1.548226755508174,Adamts3,chr5,5,449,-3.978740907938482
chr5-g457,MLI1,0.05,8.083695025485687,Parm1,chr5,5,457,-7.336942988905978
chr5-g458,MLI1,0.05,8.083695025485687,Parm1,chr5,5,458,-7.336942988905978
chr5-g465,MLI1,0.34225861293497273,4.153612196959047,Sept11,chr5,5,465,-3.6012077724265166
chr5-g490,MLI1,0.05,2.1630163002574747,Prdm8,chr5,5,490,-5.434972632222397
chr5-g496,MLI1,0.4003006867891359,4.138933829377611,A930011G23Rik,chr5,5,496,-3.370103187820789
chr5-g497,MLI1,0.4003006867891359,4.138933829377611,A930011G23Rik,chr5,5,497,-3.370103187820789
chr5-g498,MLI1,0.4003006867891359,4.138933829377611,A930011G23Rik,chr5,5,498,-3.370103187820789
chr5-g508,MLI1,0.022687290631621875,0.8863288523190674,Cds1,chr5,5,508,-5.287885843091595
chr5-g509,MLI1,0.022687290631621875,0.8863288523190674,Cds1,chr5,5,509,-5.287885843091595
chr5-g519,MLI1,0.039165805304506376,0.8083151486977415,Klhl8,chr5,5,519,-4.367251357929059
chr5-g520,Bergmann,40.68147190963757,1.398177632671297,Sparcl1,chr5,5,520,4.862752312867334
chr5-g542,MLI1,0.14390089902230888,2.162441489475562,Cplx1,chr5,5,542,-3.909513586909641
chr5-g552,MLI1,0.10722767719937212,1.3084504612289547,Galnt9,chr5,5,552,-3.6091100621420815
chr5-g553,MLI1,0.10722767719937212,1.3084504612289547,Galnt9,chr5,5,553,-3.6091100621420815
chr5-g554,Bergmann,7.546979862771661,0.5831541819295616,Ttc28,chr5,5,554,3.693950147186385
chr5-g555,Bergmann,7.546979862771661,0.5831541819295616,Ttc28,chr5,5,555,3.693950147186385
chr5-g556,Bergmann,7.546979862771661,0.5831541819295616,Ttc28,chr5,5,556,3.693950147186385
chr5-g561,MLI1,0.0967779667849955,1.0561713371747423,Asphd2,chr5,5,561,-3.4480214545055707
chr5-g567,MLI1,0.4964226416137327,4.366628384771219,Wscd2,chr5,5,567,-3.1368789352334296
chr5-g569,MLI1,0.05,2.0114168324555557,Coro1c,chr5,5,569,-5.330140181901633
chr5-g570,"Bergmann,MLI1",8.476932616157551,2.6238743149592967,"Dao,Svop",chr5,5,570,1.6918437033172733
chr5-g572,MLI1,0.020938939657552374,0.9137238984575892,Fam222a,chr5,5,572,-5.447497997930343
chr5-g573,"MLI1,MLI1",0.2633162370099236,5.59306141115996,"Fam222a,Ankrd13a",chr5,5,573,-4.4087697801179075
chr5-g574,MLI1,0.24237729735237123,4.679337512702371,Ankrd13a,chr5,5,574,-4.270977813634615
chr5-g575,MLI1,0.08279203559368063,22.59501379296996,Cabp1,chr5,5,575,-8.092296731950524
chr5-g582,"MLI1,MLI1",0.15954025876247338,16.131315232342224,"Srrm4os,Srrm4",chr5,5,582,-6.65979973714766
chr5-g587,MLI1,0.10825714106008125,7.518367342638711,Ksr2,chr5,5,587,-6.117885307310618
chr5-g588,MLI1,0.10825714106008125,7.518367342638711,Ksr2,chr5,5,588,-6.117885307310618
chr5-g589,MLI1,0.05517587023799925,6.869463226254449,Nos1,chr5,5,589,-6.960016083335465
chr5-g602,MLI1,0.05,0.6699175842174911,Lhx5,chr5,5,602,-3.743983620713349
chr5-g604,MLI1,0.05,8.719966130615095,Rph3a,chr5,5,604,-7.446250626301429
chr5-g605,MLI1,0.05,8.719966130615095,Rph3a,chr5,5,605,-7.446250626301429
chr5-g607,Bergmann,2.2056135736242766,0.15928695818126312,Aldh2,chr5,5,607,3.791479996663281
chr5-g609,MLI1,0.6395230913033225,7.970198371974675,Cux2,chr5,5,609,-3.639547275561541
chr5-g610,"MLI1,MLI1",1.4180165360440458,15.94682498087046,"Cux2,Ppp1cc",chr5,5,610,-3.4913229498129708
chr5-g613,Bergmann,1.6775941019678973,0.05515294903302262,P2rx7,chr5,5,613,4.926811855239861
chr5-g620,Bergmann,7.471233956924116,0.6639467954083424,Pitpnm2,chr5,5,620,3.4922069970819085
chr5-g621,Bergmann,7.471233956924116,0.6639467954083424,Pitpnm2,chr5,5,621,3.4922069970819085
chr5-g636,MLI1,0.0890665523765985,1.7520123266213972,Tmem132c,chr5,5,636,-4.297985364394141
chr5-g637,MLI1,0.0890665523765985,1.7520123266213972,Tmem132c,chr5,5,637,-4.297985364394141
chr5-g638,MLI1,0.060104744962058754,2.701519032661441,Glt1d1,chr5,5,638,-5.490148146984459
chr5-g643,MLI1,0.07583902712744313,3.1006222458599586,Rimbp2,chr5,5,643,-5.353473503131788
chr5-g644,MLI1,0.07583902712744313,3.1006222458599586,Rimbp2,chr5,5,644,-5.353473503131788
chr5-g649,Bergmann,15.832093098486732,0.30610396121116634,Phkg1,chr5,5,649,5.6926864763469505
chr5-g651,MLI1,0.29707164316278334,12.298643384956465,Caln1,chr5,5,651,-5.371544476139194
chr5-g652,MLI1,0.29707164316278334,12.298643384956465,Caln1,chr5,5,652,-5.371544476139194
chr5-g653,MLI1,0.29707164316278334,12.298643384956465,Caln1,chr5,5,653,-5.371544476139194
chr5-g654,MLI1,0.29707164316278334,12.298643384956465,Caln1,chr5,5,654,-5.371544476139194
chr5-g677,Bergmann,14.260059019553077,0.44985575593896454,Hip1,chr5,5,677,4.986373660157411
chr5-g679,MLI1,0.21145237217027524,7.676739587203415,Srrm3,chr5,5,679,-5.182089058980768
chr5-g680,MLI1,0.11098515374923962,3.103098902182456,Rasa4,chr5,5,680,-4.805271070964329
chr5-g687,MLI1,0.12473565573296574,1.3017258360172856,Actl6b,chr5,5,687,-3.3834798020377383
chr5-g689,Bergmann,13.256435854167751,0.017583604751994875,Gjc3,chr5,5,689,9.558246364470033
chr5-g695,MLI1,0.04187787931510475,0.8108274943686482,Prkar1b,chr5,5,695,-4.275134718484252
chr5-g696,MLI1,0.022687290631621875,0.7200583616682192,Adap1,chr5,5,696,-4.988157609153509
chr5-g703,Bergmann,3.291049059192231,0.019329460525564,Lfng,chr5,5,703,7.411602349144497
chr5-g712,Bergmann,3.9019740117042128,0.1259627258667291,Mmd2,chr5,5,712,4.953135380866223
chr5-g713,Bergmann,3.9019740117042128,0.1259627258667291,Mmd2,chr5,5,713,4.953135380866223
chr5-g723,MLI1,0.039165805304506376,2.199386001135676,Tmem130,chr5,5,723,-5.811362392468529
chr5-g734,Bergmann,2.6043255981775766,0.204220232092133,Rasl11a,chr5,5,734,3.672712122337883
chr5-g735,MLI1,0.09434167554250562,1.752635502580395,Lnx2,chr5,5,735,-4.215486954402336
chr5-g736,MLI1,0.06396368498150712,3.041711375189271,Flt3,chr5,5,736,-5.5714863978763525
chr5-g737,MLI1,0.06396368498150712,3.041711375189271,Flt3,chr5,5,737,-5.5714863978763525
chr5-g739,MLI1,0.08725246057834862,15.865382494345686,Mtus2,chr5,5,739,-7.506470771022275
chr5-g740,MLI1,0.08725246057834862,15.865382494345686,Mtus2,chr5,5,740,-7.506470771022275
chr5-g741,"MLI1,MLI1",0.08725246057834862,18.70853045214517,"Mtus2,Slc7a1",chr5,5,741,-7.744284707680978
chr6-g28,MLI1,0.33026317120396115,21.097740603570674,Dync1i1,chr6,6,28,-5.997328597428013
chr6-g29,MLI1,0.33026317120396115,21.097740603570674,Dync1i1,chr6,6,29,-5.997328597428013
chr6-g30,MLI1,0.33026317120396115,21.097740603570674,Dync1i1,chr6,6,30,-5.997328597428013
chr6-g38,MLI1,0.022687290631621875,3.2691823236192064,Asns,chr6,6,38,-7.170901699468767
chr6-g43,MLI1,0.08671671643730938,2.518635056494739,Ica1,chr6,6,43,-4.860188154815996
chr6-g44,MLI1,0.07786316086962113,2.4722760584458507,Nxph1,chr6,6,44,-4.988755123383382
chr6-g45,MLI1,0.07786316086962113,2.4722760584458507,Nxph1,chr6,6,45,-4.988755123383382
chr6-g46,MLI1,0.07786316086962113,2.4722760584458507,Nxph1,chr6,6,46,-4.988755123383382
chr6-g91,MLI1,0.6149082373152612,14.427671055082962,Cttnbp2,chr6,6,91,-4.552323492237943
chr6-g92,MLI1,0.6149082373152612,14.427671055082962,Cttnbp2,chr6,6,92,-4.552323492237943
chr6-g136,MLI1,0.18212832668442624,27.410803575625476,Grm8,chr6,6,136,-7.233645488401926
chr6-g137,MLI1,0.18212832668442624,27.410803575625476,Grm8,chr6,6,137,-7.233645488401926
chr6-g138,MLI1,0.18212832668442624,27.410803575625476,Grm8,chr6,6,138,-7.233645488401926
chr6-g139,MLI1,0.18212832668442624,27.410803575625476,Grm8,chr6,6,139,-7.233645488401926
chr6-g140,MLI1,0.18212832668442624,27.410803575625476,Grm8,chr6,6,140,-7.233645488401926
chr6-g160,MLI1,0.193143776069679,32.46414163079972,Plxna4,chr6,6,160,-7.393028065592346
chr6-g161,MLI1,0.193143776069679,32.46414163079972,Plxna4,chr6,6,161,-7.393028065592346
chr6-g162,MLI1,0.193143776069679,32.46414163079972,Plxna4,chr6,6,162,-7.393028065592346
chr6-g184,MLI1,0.7367748747117456,24.70603101035685,Dgki,chr6,6,184,-5.067495588206844
chr6-g185,MLI1,0.7367748747117456,24.70603101035685,Dgki,chr6,6,185,-5.067495588206844
chr6-g186,MLI1,0.7367748747117456,24.70603101035685,Dgki,chr6,6,186,-5.067495588206844
chr6-g190,MLI1,0.2078241365088565,2.5090010477551075,D630045J12Rik,chr6,6,190,-3.593677950820882
chr6-g191,MLI1,0.2078241365088565,2.5090010477551075,D630045J12Rik,chr6,6,191,-3.593677950820882
chr6-g193,MLI1,0.10722767719937212,1.5450218574868353,Clec2l,chr6,6,193,-3.8488780062180576
chr6-g194,MLI1,0.21924229480932086,3.080238086366362,Tbxas1,chr6,6,194,-3.812443822363824
chr6-g195,MLI1,0.21924229480932086,3.080238086366362,Tbxas1,chr6,6,195,-3.812443822363824
chr6-g225,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,225,-3.8236951465637308
chr6-g226,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,226,-3.8236951465637308
chr6-g227,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,227,-3.8236951465637308
chr6-g228,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,228,-3.8236951465637308
chr6-g229,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,229,-3.8236951465637308
chr6-g230,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,230,-3.8236951465637308
chr6-g231,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,231,-3.8236951465637308
chr6-g232,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,232,-3.8236951465637308
chr6-g233,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,233,-3.8236951465637308
chr6-g234,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,234,-3.8236951465637308
chr6-g235,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,235,-3.8236951465637308
chr6-g236,MLI1,1.458504004835876,20.651640644391026,Cntnap2,chr6,6,236,-3.8236951465637308
chr6-g250,Bergmann,27.631220286868377,1.7336453788885298,Mpp6,chr6,6,250,3.994418550489765
chr6-g251,MLI1,0.14910555651447688,1.938402939552185,Osbpl3,chr6,6,251,-3.7004625710293886
chr6-g252,MLI1,0.14910555651447688,1.938402939552185,Osbpl3,chr6,6,252,-3.7004625710293886
chr6-g259,Bergmann,1.7512111789672105,0.08626988433064237,Skap2,chr6,6,259,4.3433522373353375
chr6-g260,Bergmann,1.7512111789672105,0.08626988433064237,Skap2,chr6,6,260,4.3433522373353375
chr6-g269,Bergmann,1.9747846058078316,0.05,Tril,chr6,6,269,5.303623398769883
chr6-g272,Bergmann,1.8200863083694792,0.08102817646964874,Wipf3,chr6,6,272,4.489439381084489
chr6-g305,MLI1,1.6747410678938455,47.00337341469742,Ccser1,chr6,6,305,-4.810754339685996
chr6-g306,MLI1,1.6747410678938455,47.00337341469742,Ccser1,chr6,6,306,-4.810754339685996
chr6-g307,MLI1,1.6747410678938455,47.00337341469742,Ccser1,chr6,6,307,-4.810754339685996
chr6-g308,MLI1,1.6747410678938455,47.00337341469742,Ccser1,chr6,6,308,-4.810754339685996
chr6-g309,MLI1,1.6747410678938455,47.00337341469742,Ccser1,chr6,6,309,-4.810754339685996
chr6-g310,MLI1,1.6747410678938455,47.00337341469742,Ccser1,chr6,6,310,-4.810754339685996
chr6-g311,MLI1,1.6747410678938455,47.00337341469742,Ccser1,chr6,6,311,-4.810754339685996
chr6-g328,Bergmann,2.0497277563442835,0.0519326515372045,Ndnf,chr6,6,328,5.302646606993121
chr6-g358,MLI1,0.22793244042062688,3.7887176424927276,Reep1,chr6,6,358,-4.055031450242866
chr6-g359,MLI1,0.22793244042062688,3.7887176424927276,Reep1,chr6,6,359,-4.055031450242866
chr6-g363,Bergmann,6.138928365074653,0.06032968729153275,Tcf7l1,chr6,6,363,6.6689749205344
chr6-g384,MLI1,0.8190065210954155,11.992620011529615,Ctnna2,chr6,6,384,-3.872128127660337
chr6-g385,MLI1,0.8190065210954155,11.992620011529615,Ctnna2,chr6,6,385,-3.872128127660337
chr6-g386,MLI1,0.8190065210954155,11.992620011529615,Ctnna2,chr6,6,386,-3.872128127660337
chr6-g387,MLI1,0.8190065210954155,11.992620011529615,Ctnna2,chr6,6,387,-3.872128127660337
chr6-g388,MLI1,0.8190065210954155,11.992620011529615,Ctnna2,chr6,6,388,-3.872128127660337
chr6-g389,MLI1,0.8190065210954155,11.992620011529615,Ctnna2,chr6,6,389,-3.872128127660337
chr6-g400,MLI1,0.36774636635857827,25.283519260234062,Lrrtm4,chr6,6,400,-6.10334239216415
chr6-g401,MLI1,0.36774636635857827,25.283519260234062,Lrrtm4,chr6,6,401,-6.10334239216415
chr6-g402,MLI1,0.36774636635857827,25.283519260234062,Lrrtm4,chr6,6,402,-6.10334239216415
chr6-g403,MLI1,0.36774636635857827,25.283519260234062,Lrrtm4,chr6,6,403,-6.10334239216415
chr6-g404,MLI1,0.36774636635857827,25.283519260234062,Lrrtm4,chr6,6,404,-6.10334239216415
chr6-g430,MLI1,0.11007123285833126,2.778529238305489,Add2,chr6,6,430,-4.657812047165205
chr6-g433,MLI1,0.9394973057221837,8.311602225110592,Gmcl1,chr6,6,433,-3.1451656822798197
chr6-g435,Bergmann,1.9679403407844904,0.021359976905022626,Antxr1,chr6,6,435,6.5256325878593335
chr6-g436,Bergmann,1.9679403407844904,0.021359976905022626,Antxr1,chr6,6,436,6.5256325878593335
chr6-g444,MLI1,0.11766237944736864,1.817789214706651,Podxl2,chr6,6,444,-3.9494598967976198
chr6-g452,Bergmann,3.01954792152348,0.090876233194222,Aldh1l1,chr6,6,452,5.054285722531163
chr6-g458,MLI1,0.12155513198297575,1.3545759080554602,Slc6a6,chr6,6,458,-3.4781585324390094
chr6-g473,Bergmann,19.231751124853297,0.5175831709891826,Lrig1,chr6,6,473,5.215555611923709
chr6-g486,MLI1,0.12756513189170499,3.6020652085885234,Frmd4b,chr6,6,486,-4.8195183507511645
chr6-g487,MLI1,0.12756513189170499,3.6020652085885234,Frmd4b,chr6,6,487,-4.8195183507511645
chr6-g488,MLI1,0.12756513189170499,3.6020652085885234,Frmd4b,chr6,6,488,-4.8195183507511645
chr6-g510,MLI1,0.31485079689830886,10.761349051771692,Cntn3,chr6,6,510,-5.095046817603505
chr6-g511,MLI1,0.31485079689830886,10.761349051771692,Cntn3,chr6,6,511,-5.095046817603505
chr6-g512,MLI1,0.31485079689830886,10.761349051771692,Cntn3,chr6,6,512,-5.095046817603505
chr6-g522,MLI1,0.10825714106008125,9.03021333902014,Cntn6,chr6,6,522,-6.382225972862831
chr6-g523,MLI1,0.10825714106008125,9.03021333902014,Cntn6,chr6,6,523,-6.382225972862831
chr6-g524,MLI1,0.10825714106008125,9.03021333902014,Cntn6,chr6,6,524,-6.382225972862831
chr6-g528,MLI1,1.021725463204183,111.12903889699854,Cntn4,chr6,6,528,-6.765084446022366
chr6-g529,MLI1,1.021725463204183,111.12903889699854,Cntn4,chr6,6,529,-6.765084446022366
chr6-g530,MLI1,1.021725463204183,111.12903889699854,Cntn4,chr6,6,530,-6.765084446022366
chr6-g531,MLI1,1.021725463204183,111.12903889699854,Cntn4,chr6,6,531,-6.765084446022366
chr6-g532,MLI1,1.021725463204183,111.12903889699854,Cntn4,chr6,6,532,-6.765084446022366
chr6-g533,MLI1,1.021725463204183,111.12903889699854,Cntn4,chr6,6,533,-6.765084446022366
chr6-g537,MLI1,0.2674801647474626,2.7563718537374586,Lrrn1,chr6,6,537,-3.365266714633867
chr6-g553,MLI1,0.6777294217908305,5.274955834770768,Grm7,chr6,6,553,-2.960377706095584
chr6-g554,MLI1,0.6777294217908305,5.274955834770768,Grm7,chr6,6,554,-2.960377706095584
chr6-g555,MLI1,0.6777294217908305,5.274955834770768,Grm7,chr6,6,555,-2.960377706095584
chr6-g556,MLI1,0.6777294217908305,5.274955834770768,Grm7,chr6,6,556,-2.960377706095584
chr6-g557,MLI1,0.6777294217908305,5.274955834770768,Grm7,chr6,6,557,-2.960377706095584
chr6-g566,"Bergmann,Bergmann",20.49446600620851,0.5040066910980258,"Camk1,Ttll3",chr6,6,566,5.3456477032798055
chr6-g568,Bergmann,3.48117951580568,0.127798404486064,Irak2,chr6,6,568,4.767634482172794
chr6-g585,MLI1,0.020938939657552374,1.0115226627134923,Cxcl12,chr6,6,585,-5.59419644655351
chr6-g592,MLI1,0.41190678721132473,5.890406487929055,Cacna1c,chr6,6,592,-3.837977392083409
chr6-g593,MLI1,0.41190678721132473,5.890406487929055,Cacna1c,chr6,6,593,-3.837977392083409
chr6-g594,MLI1,0.41190678721132473,5.890406487929055,Cacna1c,chr6,6,594,-3.837977392083409
chr6-g595,MLI1,0.41190678721132473,5.890406487929055,Cacna1c,chr6,6,595,-3.837977392083409
chr6-g603,Bergmann,4.808700440046145,0.2794613845961259,Slc25a18,chr6,6,603,4.104926202441515
chr6-g604,MLI1,0.478265311128338,5.6726229534034305,Mical3,chr6,6,604,-3.5681329137842863
chr6-g605,MLI1,0.478265311128338,5.6726229534034305,Mical3,chr6,6,605,-3.5681329137842863
chr6-g606,MLI1,0.05,1.8285218157794718,Iqsec3,chr6,6,606,-5.192605934215866
chr6-g607,MLI1,0.05,1.8285218157794718,Iqsec3,chr6,6,607,-5.192605934215866
chr6-g608,Bergmann,11.2380915246056,0.0357323901754825,A2m,chr6,6,608,8.296948919165162
chr6-g622,MLI1,0.045374581263243875,8.996440068757101,Clstn3,chr6,6,622,-7.631326093969639
chr6-g624,MLI1,0.022687290631621875,0.9249733246862686,Pianp,chr6,6,624,-5.34945552588119
chr6-g625,MLI1,0.022687290631621875,0.9249733246862686,Pianp,chr6,6,625,-5.34945552588119
chr6-g626,Bergmann,1.993187941264965,0.09465260534724976,Cd27,chr6,6,626,4.39629172348873
chr6-g627,Bergmann,3.0218895738026683,0.09677610260230875,Cd9,chr6,6,627,4.9646562924157704
chr6-g633,MLI1,0.23983971087458453,10.085125686058396,Kcna1,chr6,6,633,-5.394014704211522
chr6-g638,MLI1,0.08454038656775026,4.9186872093607885,Prmt8,chr6,6,638,-5.862488794231713
chr6-g687,Bergmann,8.430652050908217,0.5986069890422481,Eps8,chr6,6,687,3.8159631894235284
chr6-g688,Bergmann,8.430652050908217,0.5986069890422481,Eps8,chr6,6,688,3.8159631894235284
chr6-g714,MLI1,0.15467712486259425,3.3183950042118724,St8sia1,chr6,6,714,-4.423153869223126
chr6-g719,Bergmann,22.563289785837977,0.551651772808251,Sox5,chr6,6,719,5.354075760612831
chr6-g720,Bergmann,22.563289785837977,0.551651772808251,Sox5,chr6,6,720,5.354075760612831
chr6-g721,Bergmann,22.563289785837977,0.551651772808251,Sox5,chr6,6,721,5.354075760612831
chr6-g744,MLI1,0.14221828887241963,1.2925861965106085,Caprin2,chr6,6,744,-3.1840815817840693
chr7-g16,MLI1,0.21716363407196362,8.953949993522436,Prkcg,chr7,7,16,-5.365669824303556
chr7-g20,Bergmann,5.238945505325948,0.177414823598696,D030047H15Rik,chr7,7,20,4.884077993644083
chr7-g33,MLI1,0.252570029348418,4.595743571541728,Usp29,chr7,7,33,-4.1855429420029155
chr7-g34,MLI1,0.252570029348418,4.595743571541728,Usp29,chr7,7,34,-4.1855429420029155
chr7-g84,MLI1,0.04187787931510475,2.90648279293374,Pnmal2,chr7,7,84,-6.116942170856036
chr7-g85,"Bergmann,MLI1",8.79668607287826,1.0378978691145964,"Hif3a,Psg16",chr7,7,85,3.083295640461342
chr7-g98,Bergmann,20.371754665178713,1.6581020592353992,Apoe,chr7,7,98,3.6189655330175055
chr7-g124,MLI1,0.5943362605785765,17.50464994107259,Atp1a3,chr7,7,124,-4.880314997979409
chr7-g125,MLI1,0.5943362605785765,17.50464994107259,Atp1a3,chr7,7,125,-4.880314997979409
chr7-g126,MLI1,0.04362623028917425,2.1346949116498375,Tmem145,chr7,7,126,-5.6126902690252765
chr7-g136,MLI1,0.4121760289350719,5.538215122634417,Sptbn4,chr7,7,136,-3.748088584739789
chr7-g137,"MLI1,Bergmann",3.8693254199035576,5.972514412124025,"Sptbn4,Akt2",chr7,7,137,-0.6262563618875163
chr7-g138,Bergmann,3.457149390968486,0.43429928948960755,Akt2,chr7,7,138,2.992821449279845
chr7-g142,MLI1,0.16616102398723875,1.050808712264494,Lrfn1,chr7,7,142,-2.660846149814892
chr7-g146,MLI1,0.08454038656775026,1.2411189163859953,Yif1b,chr7,7,146,-3.875856832813388
chr7-g155,"Bergmann,Bergmann",7.694925609888962,0.04732630267362488,"Lgi4,Fxyd1",chr7,7,155,7.345121352071363
chr7-g173,Bergmann,1.409447305780347,0.02596632576860225,Chst8,chr7,7,173,5.762343844141995
chr7-g174,Bergmann,1.409447305780347,0.02596632576860225,Chst8,chr7,7,174,5.762343844141995
chr7-g175,Bergmann,4.1605815557628905,0.05,Slc7a10,chr7,7,175,6.378713293680458
chr7-g176,Bergmann,4.1605815557628905,0.05,Slc7a10,chr7,7,176,6.378713293680458
chr7-g221,MLI1,0.3364639279547317,5.859261073766447,Shank1,chr7,7,221,-4.122194986212799
chr7-g223,Bergmann,2.9132371480171626,0.28157389329327753,Myh14,chr7,7,223,3.3710376640116833
chr7-g231,MLI1,0.07611480989555162,1.7431486620035699,Kcnc1,chr7,7,231,-4.5173746120128335
chr7-g232,MLI1,0.07611480989555162,1.7431486620035699,Kcnc1,chr7,7,232,-4.5173746120128335
chr7-g235,MLI1,0.05,2.075709668011789,Ptpn5,chr7,7,235,-5.375532761217309
chr7-g259,MLI1,0.022687290631621875,0.7699079612317075,Gas2,chr7,7,259,-5.084729754457112
chr7-g283,Bergmann,2.545685622477751,0.28424082410937485,Gabrg3,chr7,7,283,3.1628685839489132
chr7-g284,Bergmann,2.545685622477751,0.28424082410937485,Gabrg3,chr7,7,284,3.1628685839489132
chr7-g285,Bergmann,2.545685622477751,0.28424082410937485,Gabrg3,chr7,7,285,3.1628685839489132
chr7-g286,Bergmann,2.545685622477751,0.28424082410937485,Gabrg3,chr7,7,286,3.1628685839489132
chr7-g287,MLI1,1.2721518302384267,12.85740723736525,Gabrb3,chr7,7,287,-3.3372569746462304
chr7-g288,MLI1,1.2721518302384267,12.85740723736525,Gabrb3,chr7,7,288,-3.3372569746462304
chr7-g289,MLI1,1.2721518302384267,12.85740723736525,Gabrb3,chr7,7,289,-3.3372569746462304
chr7-g296,MLI1,3.5309695168420525,53.22290063976679,Ube3a,chr7,7,296,-3.913910867801212
chr7-g315,MLI1,0.097053749553104,1.0886486451629769,Chrna7,chr7,7,315,-3.4876106469816732
chr7-g316,MLI1,0.097053749553104,1.0886486451629769,Chrna7,chr7,7,316,-3.4876106469816732
chr7-g317,MLI1,1.0364688422235184,12.551347525777608,Otud7a,chr7,7,317,-3.598093609058491
chr7-g318,MLI1,1.0364688422235184,12.551347525777608,Otud7a,chr7,7,318,-3.598093609058491
chr7-g323,MLI1,0.2611201741244256,5.86246067284209,Fam189a1,chr7,7,323,-4.488720510049629
chr7-g324,MLI1,0.2611201741244256,5.86246067284209,Fam189a1,chr7,7,324,-4.488720510049629
chr7-g325,MLI1,0.2611201741244256,5.86246067284209,Fam189a1,chr7,7,325,-4.488720510049629
chr7-g338,Bergmann,2.436835160933631,0.172349364417206,Ttc23,chr7,7,338,3.821600780122446
chr7-g366,Bergmann,7.045419983483327,0.24143104745356386,Rgma,chr7,7,366,4.867002589120589
chr7-g367,Bergmann,7.045419983483327,0.24143104745356386,Rgma,chr7,7,367,4.867002589120589
chr7-g375,Bergmann,2.8057980931700266,0.090876233194222,Sv2b,chr7,7,375,4.948364348714203
chr7-g376,Bergmann,2.8057980931700266,0.090876233194222,Sv2b,chr7,7,376,4.948364348714203
chr7-g377,Bergmann,4.8044162073639445,0.27353719816995675,Akap13,chr7,7,377,4.134552194605382
chr7-g378,Bergmann,4.8044162073639445,0.27353719816995675,Akap13,chr7,7,378,4.134552194605382
chr7-g391,Bergmann,9.572927966465857,0.3139931642704876,Ntrk3,chr7,7,391,4.930155196864704
chr7-g392,Bergmann,9.572927966465857,0.3139931642704876,Ntrk3,chr7,7,392,4.930155196864704
chr7-g395,Bergmann,1.5182142805550582,0.0389435816570175,Mfge8,chr7,7,395,5.2848460412701375
chr7-g410,MLI1,0.05,1.0121092978021093,Sh3gl3,chr7,7,410,-4.339293190139598
chr7-g411,MLI1,0.05,1.0121092978021093,Sh3gl3,chr7,7,411,-4.339293190139598
chr7-g418,MLI1,0.5544957812770723,5.291002707349143,Stard5,chr7,7,418,-3.254292766749138
chr7-g421,Bergmann,4.483878309343117,0.28094764031014674,Arnt2,chr7,7,421,3.996373936295083
chr7-g422,"Bergmann,Bergmann",6.191071025120009,0.28094764031014674,"Arnt2,Gm2115",chr7,7,422,4.46181582202681
chr7-g433,Bergmann,3.5155906225758717,0.05,Folh1,chr7,7,433,6.135695178689133
chr7-g448,MLI1,0.6558896879954845,10.796663481819806,Me3,chr7,7,448,-4.040988538667689
chr7-g449,MLI1,0.6558896879954845,10.796663481819806,Me3,chr7,7,449,-4.040988538667689
chr7-g465,Bergmann,1.0851533563594833,0.05,Fam181b,chr7,7,465,4.439827036935044
chr7-g488,MLI1,0.3412320640155295,17.054989635593103,Pak1,chr7,7,488,-5.643296851516187
chr7-g489,MLI1,0.3412320640155295,17.054989635593103,Pak1,chr7,7,489,-5.643296851516187
chr7-g496,MLI1,0.10993975120997049,5.288360902505393,Gdpd5,chr7,7,496,-5.588035611635499
chr7-g497,MLI1,0.10993975120997049,5.288360902505393,Gdpd5,chr7,7,497,-5.588035611635499
chr7-g501,MLI1,0.082857776417861,1.7125838948130538,Pgm2l1,chr7,7,501,-4.369393748789805
chr7-g506,Bergmann,0.964076765849496,0.07651292593804525,Arap1,chr7,7,506,3.655372628000209
chr7-g507,Bergmann,0.964076765849496,0.07651292593804525,Arap1,chr7,7,507,3.655372628000209
chr7-g536,MLI1,0.05,4.374968752535245,Syt9,chr7,7,536,-6.4512008076669725
chr7-g537,MLI1,0.05,4.374968752535245,Syt9,chr7,7,537,-6.4512008076669725
chr7-g548,MLI1,0.060104744962058754,1.7205063731589352,Nrip3,chr7,7,548,-4.839210537116597
chr7-g553,Bergmann,1.0484099761445367,0.08950199581823225,Ampd3,chr7,7,553,3.5501393229773317
