200kb name,category,Granule_mean,Purkinje_mean,gene,chrom,chrom_id,group,log2FC_G2P
chr8-g599,Granule,0.45963382432179745,0.0931516152305285,Cotl1,chr8,8,599,2.3028322788642197
chr8-g601,Purkinje,0.03942033761155074,0.3590164369088414,A330074K22Rik,chr8,8,601,-3.187037859341013
chr8-g609,Granule,0.6285921781486994,0.0045500018343722,Slc7a5,chr8,8,609,7.110113382982433
chr8-g612,Granule,0.6826622466194875,0.08295707667857025,Galns,chr8,8,612,3.0407350074062784
chr8-g613,"Granule,Granule",2.705765935638004,0.3085586514469514,"Galns,Cbfa2t3",chr8,8,613,3.1324203923498333
chr8-g619,"Granule,Granule",1.3703463570701235,0.24680765472675126,"Ccsap,Nup133",chr8,8,619,2.4730815371761286
chr8-g624,"Granule,Granule",3.0110628013865446,0.7011073918741693,"Exoc8,Egln1",chr8,8,624,2.102565447926896
chr8-g625,Granule,0.24908027326467908,0.031044751092460625,Disc1,chr8,8,625,3.0041894973441874
chr8-g626,Granule,0.24908027326467908,0.031044751092460625,Disc1,chr8,8,626,3.0041894973441874
chr8-g627,Granule,0.5826430969227825,0.016163691975466913,Sipa1l2,chr8,8,627,5.171783749448837
chr8-g629,Granule,7.138586769265453,0.49908473064709885,Kcnk1,chr8,8,629,3.8382818204425035
chr8-g630,"Granule,Granule",12.968965531310221,0.6026089193715969,"Kcnk1,Slc35f3",chr8,8,630,4.4276975706822475
chr8-g631,Granule,5.830378762044769,0.10352418872449803,Slc35f3,chr8,8,631,5.815549806976577
chr8-g635,Granule,2.6577436890122947,0.4113675237242036,Pard3,chr8,8,635,2.6917021719255465
chr8-g636,Granule,2.6577436890122947,0.4113675237242036,Pard3,chr8,8,636,2.6917021719255465
chr8-g637,Granule,2.6577436890122947,0.4113675237242036,Pard3,chr8,8,637,2.6917021719255465
chr8-g638,Granule,2.6577436890122947,0.4113675237242036,Pard3,chr8,8,638,2.6917021719255465
chr9-g22,Granule,66.37907304552814,1.1650691214458477,Gria4,chr9,9,22,5.8322410279357495
chr9-g23,Granule,66.37907304552814,1.1650691214458477,Gria4,chr9,9,23,5.8322410279357495
chr9-g39,Purkinje,0.05373275763758022,0.5249995230100054,Yap1,chr9,9,39,-3.288442325901526
chr9-g40,"Purkinje,Purkinje",1.1017208087178463,8.148461600682932,"Yap1,Cep126",chr9,9,40,-2.8867690382220794
chr9-g44,"Purkinje,Purkinje",0.07571191273340798,1.5171774072862327,"Pgr,Arhgap42",chr9,9,44,-4.324725667182336
chr9-g45,Purkinje,0.024898994578641448,0.9601285653823131,Arhgap42,chr9,9,45,-5.269068209338062
chr9-g46,"Purkinje,Purkinje",0.031524624349124175,1.2067586613293952,"Arhgap42,Gm16833",chr9,9,46,-5.25851419197796
chr9-g66,Granule,0.9314084950066274,0.07571477482569854,Ccdc82,chr9,9,66,3.6207672831228583
chr9-g67,Granule,0.5090208484269024,0.05,Phxr4,chr9,9,67,3.347724747275685
chr9-g68,Granule,2.1967387191095025,0.01346646212572625,Maml2,chr9,9,68,7.349848595623831
chr9-g69,Granule,1.2130923922475974,0.23356745673022442,Fam76b,chr9,9,69,2.3767782533400506
chr9-g71,Granule,0.46461474969942723,0.008057472257772513,Endod1,chr9,9,71,5.849563828536536
chr9-g78,Granule,0.25654784504546163,0.04266555718434389,Slc36a4,chr9,9,78,2.588084113300729
chr9-g101,Granule,1.4807736503050086,0.286190262845582,Zfp560,chr9,9,101,2.371304635767023
chr9-g102,Granule,1.2818497498292825,0.22158269611285739,Zfp426,chr9,9,102,2.532310040822988
chr9-g104,Granule,0.6211544202322284,0.05332692257737705,Dnmt1,chr9,9,104,3.5420159903004973
chr9-g105,Granule,1.0863281199158916,0.06072365265357567,Pde4a,chr9,9,105,4.161057543021457
chr9-g106,"Granule,Granule",2.646310494753454,0.44985550235060473,"Pde4a,Atg4d",chr9,9,106,2.556448770380508
chr9-g107,"Granule,Granule",6.457796019713763,1.5696709116016987,"Dnm2,Carm1",chr9,9,107,2.040579748266428
chr9-g108,"Granule,Granule",6.934912355519295,0.13572625174265862,"Ldlr,Kank2",chr9,9,108,5.675105955290173
chr9-g109,Granule,1.7568518138935474,0.018958542705801888,Rgl3,chr9,9,109,6.534000626235773
chr9-g110,"Granule,Granule",1.554119696273823,0.3619568367859659,"Gm16845,Zfp653",chr9,9,110,2.1022080506692316
chr9-g112,Granule,3.5823607511284408,0.8414875361246215,Bbs9,chr9,9,112,2.089896818975344
chr9-g113,Granule,3.5823607511284408,0.8414875361246215,Bbs9,chr9,9,113,2.089896818975344
chr9-g114,Granule,3.5823607511284408,0.8414875361246215,Bbs9,chr9,9,114,2.089896818975344
chr9-g122,Granule,0.2822075391219363,0.04403869497262284,Dpy19l1,chr9,9,122,2.679912907454714
chr9-g133,Purkinje,0.007602853856495425,0.4326011981028867,B3gat1,chr9,9,133,-5.830352791090561
chr9-g155,"Granule,Granule",11.702488870249487,1.767468116410241,"Zbtb44,Aplp2",chr9,9,155,2.727059297546763
chr9-g156,"Granule,Granule",13.431187577803538,2.1712388787328663,"Aplp2,Prdm10",chr9,9,156,2.628996508200073
chr9-g160,Purkinje,0.08744250476848121,14.741497539488325,Arhgap32,chr9,9,160,-7.397332647872322
chr9-g161,Purkinje,0.08744250476848121,14.741497539488325,Arhgap32,chr9,9,161,-7.397332647872322
chr9-g172,Granule,93.45235900199405,6.146346450389864,Kirrel3,chr9,9,172,3.9264300875777427
chr9-g173,Granule,93.45235900199405,6.146346450389864,Kirrel3,chr9,9,173,3.9264300875777427
chr9-g174,Granule,93.45235900199405,6.146346450389864,Kirrel3,chr9,9,174,3.9264300875777427
chr9-g175,"Granule,Granule,Granule",95.1822408495895,6.378460980977402,"Kirrel3,St3gal4,Dcps",chr9,9,175,3.8994121476617076
chr9-g184,"Granule,Granule",6.960654199486699,0.28989848020111686,"Fez1,Pknox2",chr9,9,184,4.585603229464799
chr9-g185,Granule,2.7648856938853514,0.04762557065354864,Pknox2,chr9,9,185,5.859339648257973
chr9-g201,Granule,15.893318024048222,3.1272706682683973,Gramd1b,chr9,9,201,2.345444348983693
chr9-g202,Granule,15.893318024048222,3.1272706682683973,Gramd1b,chr9,9,202,2.345444348983693
chr9-g203,Granule,2.3534327246930236,0.07964601603474113,Clmp,chr9,9,203,4.885020603808754
chr9-g204,Granule,6.365267159583657,0.11097399154398313,Crtam,chr9,9,204,5.841927563815131
chr9-g205,Granule,6.365267159583657,0.11097399154398313,Crtam,chr9,9,205,5.841927563815131
chr9-g211,Granule,1.0185540589479982,0.20167230165681765,Sc5d,chr9,9,211,2.3364376940851703
chr9-g212,Purkinje,0.07179028858660699,4.940050002766354,Grik4,chr9,9,212,-6.104593137459962
chr9-g213,Purkinje,0.07179028858660699,4.940050002766354,Grik4,chr9,9,213,-6.104593137459962
chr9-g214,Purkinje,0.07179028858660699,4.940050002766354,Grik4,chr9,9,214,-6.104593137459962
chr9-g220,"Purkinje,Granule,Granule",6.285091232819656,2.192331830419996,"Thy1,Usp2,Rnf26",chr9,9,220,1.5194675060617364
chr9-g221,"Granule,Granule",1.7357838620982613,0.39681398484965325,"Hmbs,Vps11",chr9,9,221,2.12905253976641
chr9-g222,"Granule,Granule,Granule",1.8184973890373082,0.25045252634115023,"Rps25,Ccdc84,Bcl9l",chr9,9,222,2.8601377850024514
chr9-g223,"Granule,Granule",4.893901695214318,0.8619664113886994,"Ddx6,Phldb1",chr9,9,223,2.5052815645916566
chr9-g225,"Granule,Granule",10.434909579707348,2.3573668934846017,"Scn2b,Gm10684",chr9,9,225,2.146169881462921
chr9-g226,Granule,1.7575977196237025,0.03991233796314229,Fxyd6,chr9,9,226,5.460626302113678
chr9-g227,Granule,3.558424866817105,0.16673250137755546,Dscaml1,chr9,9,227,4.415631511761816
chr9-g228,Granule,3.558424866817105,0.16673250137755546,Dscaml1,chr9,9,228,4.415631511761816
chr9-g237,Granule,15.961924588040286,0.3390837679546915,Cadm1,chr9,9,237,5.556849079121233
chr9-g238,Granule,15.961924588040286,0.3390837679546915,Cadm1,chr9,9,238,5.556849079121233
chr9-g239,Granule,15.961924588040286,0.3390837679546915,Cadm1,chr9,9,239,5.556849079121233
chr9-g241,Purkinje,0.029626680151320525,0.1837931580661281,Nxpe2,chr9,9,241,-2.6331141837055885
chr9-g242,Granule,0.792800178393625,0.16644631195256623,Rbm7,chr9,9,242,2.251900382953666
chr9-g253,"Granule,Granule",8.262268270315575,0.28133101360416424,"Dixdc1,Cryab",chr9,9,253,4.876197396738293
chr9-g254,Granule,1.0338629125521486,0.09156664474557716,Ppp2r1b,chr9,9,254,3.497078931419967
chr9-g258,Purkinje,0.8162873309349434,11.884453767268823,Arhgap20,chr9,9,258,-3.8638547191435286
chr9-g259,"Purkinje,Purkinje",0.9624065373396924,13.845266383438174,"Arhgap20,Arhgap20os",chr9,9,259,-3.8466025589095505
chr9-g260,Granule,1.9358251513916387,0.10905386008385579,Rdx,chr9,9,260,4.1498359088371926
chr9-g266,Granule,12.162924963526862,1.1410314492498872,Exph5,chr9,9,266,3.414079751549402
chr9-g271,Granule,5.120968215631461,1.2689701401563627,Dmxl2,chr9,9,271,2.0127584828695384
chr9-g272,Granule,5.120968215631461,1.2689701401563627,Dmxl2,chr9,9,272,2.0127584828695384
chr9-g276,"Granule,Granule",13.02132250675899,0.15544625308600257,"Nrg4,Tmem266",chr9,9,276,6.388316330585101
chr9-g277,Granule,12.11227115292866,0.05254095094758486,Tmem266,chr9,9,277,7.848811380249334
chr9-g280,Granule,1.6086845508353587,0.024269911693161277,Rcn2,chr9,9,280,6.050568784308884
chr9-g281,Granule,10.643830660937711,0.8953955833741953,Peak1,chr9,9,281,3.5713484507071818
chr9-g282,"Granule,Granule",15.358603630157939,1.5648879274848309,"Peak1,Hmg20a",chr9,9,282,3.2949158108816383
chr9-g283,Granule,0.5985056165283542,0.05,Lingo1,chr9,9,283,3.581364785848115
chr9-g287,Granule,0.4026705888752422,0.0592054729454702,Fam219b,chr9,9,287,2.7657976517983442
chr9-g288,Granule,0.32295684884509784,0.024221164233239424,Csk,chr9,9,288,3.7370012978254246
chr9-g294,Granule,3.6734438288676587,0.5453489963259335,Neo1,chr9,9,294,2.751881530482872
chr9-g295,Granule,3.6734438288676587,0.5453489963259335,Neo1,chr9,9,295,2.751881530482872
chr9-g296,Granule,0.35348225025779256,0.050201763736630434,Adpgk,chr9,9,296,2.8158278170996067
chr9-g298,Granule,8.907380501330872,2.0558006119272827,Myo9a,chr9,9,298,2.115300876584777
chr9-g299,"Granule,Granule",9.770828970585946,2.2179462374903336,"Myo9a,Thsd4",chr9,9,299,2.1392565722948254
chr9-g300,Granule,0.8634484692550739,0.16214562556305093,Thsd4,chr9,9,300,2.412819977399946
chr9-g301,Granule,0.8634484692550739,0.16214562556305093,Thsd4,chr9,9,301,2.412819977399946
chr9-g302,Granule,0.8634484692550739,0.16214562556305093,Thsd4,chr9,9,302,2.412819977399946
chr9-g303,Granule,0.4534774296408673,0.1015153096239552,Larp6,chr9,9,303,2.15933342902302
chr9-g314,Granule,5.388695902230034,1.1411843064077574,Pias1,chr9,9,314,2.2394043618924013
chr9-g321,"Granule,Granule,Granule",23.19337877940347,0.33588688850585746,"Tipin,Dis3l,Megf11",chr9,9,321,6.10959371446204
chr9-g322,Granule,21.14342595650593,0.0718667502895284,Megf11,chr9,9,322,8.200668995199408
chr9-g323,Granule,21.14342595650593,0.0718667502895284,Megf11,chr9,9,323,8.200668995199408
chr9-g324,Granule,4.784350404849942,0.30145242801162714,Dennd4a,chr9,9,324,3.9883208015512777
chr9-g325,Purkinje,0.060265284954463864,0.5421667764117228,Igdcc4,chr9,9,325,-3.169337608072524
chr9-g326,"Granule,Granule,Granule",1.2803249450172178,0.25149313201169987,"Parp16,Pdcd7,Ubap1l",chr9,9,326,2.3479191037226417
chr9-g329,Granule,10.63279826633527,1.9451728286249064,Csnk1g1,chr9,9,329,2.4505510758572715
chr9-g330,Granule,10.63279826633527,1.9451728286249064,Csnk1g1,chr9,9,330,2.4505510758572715
chr9-g332,Granule,16.263828171477876,1.197278854980559,Usp3,chr9,9,332,3.763835767467243
chr9-g334,Granule,0.2423443898927786,0.06837120476107056,Rps27l,chr9,9,334,1.8255979332623427
chr9-g339,Granule,5.343210324938337,0.978932486170198,Vps13c,chr9,9,339,2.44842553679527
chr9-g351,Purkinje,0.11741589027388104,0.4891723585627426,Myo1e,chr9,9,351,-2.0587152181965047
chr9-g352,Purkinje,0.11741589027388104,0.4891723585627426,Myo1e,chr9,9,352,-2.0587152181965047
chr9-g353,Granule,8.356845627786566,2.0343734953323422,Adam10,chr9,9,353,2.0383739146277944
chr9-g358,Granule,1.8842127971216622,0.018016463960098452,Cgnl1,chr9,9,358,6.708502212107511
chr9-g359,Granule,17.023770866992248,1.552096942682261,Tcf12,chr9,9,359,3.4552600630135157
chr9-g360,Granule,17.023770866992248,1.552096942682261,Tcf12,chr9,9,360,3.4552600630135157
chr9-g361,Granule,8.383034243696864,1.732746850814995,Zfp280d,chr9,9,361,2.274411626267171
chr9-g364,Purkinje,0.10468446055654228,0.5707467762853508,Prtg,chr9,9,364,-2.4468035024074313
chr9-g365,"Granule,Granule",4.6983751659969775,0.5115103414702795,"Pigb,Rab27a",chr9,9,365,3.1993266042827835
chr9-g367,Granule,44.12756114559931,0.4972443218433737,Unc13c,chr9,9,367,6.4715813073591635
chr9-g368,Granule,44.12756114559931,0.4972443218433737,Unc13c,chr9,9,368,6.4715813073591635
chr9-g369,Granule,44.12756114559931,0.4972443218433737,Unc13c,chr9,9,369,6.4715813073591635
chr9-g376,Granule,1.9124229715909737,0.250935465320001,Mapk6,chr9,9,376,2.9300133503569064
chr9-g377,"Granule,Granule",4.381924109583883,0.8333738580233602,"Mapk6,Tmod3",chr9,9,377,2.3945287483674838
chr9-g378,"Granule,Granule",3.740934027704887,0.6163720410201531,"Lysmd2,Scg3",chr9,9,378,2.601525196832732
chr9-g380,Granule,6.006190489952971,0.9981045350265294,Hmgcll1,chr9,9,380,2.5891874044091137
chr9-g392,Granule,2.241137035220795,0.3783244815092851,Slc17a5,chr9,9,392,2.5665348238904806
chr9-g398,Granule,2.719656427403474,0.6882644674906104,Cox7a2,chr9,9,398,1.9823894721094641
chr9-g409,Purkinje,0.3716093779067642,3.9089789222583713,Mei4,chr9,9,409,-3.3949329904040075
chr9-g410,Purkinje,0.3716093779067642,3.9089789222583713,Mei4,chr9,9,410,-3.3949329904040075
chr9-g414,Granule,8.160609585749171,0.757130317071473,Phip,chr9,9,414,3.430063380469797
chr9-g416,Granule,0.41076563910313646,0.04309661622691941,Lca5,chr9,9,416,3.252668999771968
chr9-g417,"Granule,Granule,Granule",1.449139022353107,0.10171642173683257,"Lca5,Gm2087,Sh3bgrl2",chr9,9,417,3.8325714848431796
chr9-g418,Granule,0.6706958260171658,0.022045200088984716,Sh3bgrl2,chr9,9,418,4.927122147199733
chr9-g432,Purkinje,0.11167200015900153,0.9238445781806826,Me1,chr9,9,432,-3.048382661991341
chr9-g433,"Purkinje,Granule",10.626933139859782,3.028866325275395,"Me1,Snap91",chr9,9,433,1.8108754916761498
chr9-g434,Granule,10.51526113970078,2.1050217470947126,Snap91,chr9,9,434,2.3205776358690335
chr9-g449,Granule,1.1278421739606699,0.0040287361288862625,Rasgrf1,chr9,9,449,8.129022165112854
chr9-g450,Granule,1.1278421739606699,0.0040287361288862625,Rasgrf1,chr9,9,450,8.129022165112854
chr9-g451,Granule,0.701344398516063,0.07169684010219725,Tbc1d2b,chr9,9,451,3.290141619041396
chr9-g456,"Granule,Granule",14.395938978054016,0.05575944650281146,"Zic4,Zic1",chr9,9,456,8.012229936372398
chr9-g482,Granule,2.7469408922281406,0.60202732048481,Rasa2,chr9,9,482,2.189925003063295
chr9-g483,Granule,2.7469408922281406,0.60202732048481,Rasa2,chr9,9,483,2.189925003063295
chr9-g484,Granule,3.6024737455275484,0.012607474092144712,Pxylp1,chr9,9,484,8.15856484537661
chr9-g495,Granule,1.6110573357092488,0.3519259455283532,Pik3cb,chr9,9,495,2.194664053899624
chr9-g498,Granule,0.3705719304124417,0.0776559536935689,Dzip1l,chr9,9,498,2.2545851642728816
chr9-g502,"Granule,Granule,Granule",8.407680193391267,0.9669713524766886,"Il20rb,Nck1,Slc35g2",chr9,9,502,3.120162739801696
chr9-g503,Granule,21.530378358893294,2.591622876043584,Stag1,chr9,9,503,3.0544459699415394
chr9-g504,Granule,21.530378358893294,2.591622876043584,Stag1,chr9,9,504,3.0544459699415394
chr9-g505,Granule,1.3422954762922248,0.33261309620002716,Msl2,chr9,9,505,2.0127854044430284
chr9-g509,Granule,14.817790446698762,0.036453740960414385,Ephb1,chr9,9,509,8.667047746438298
chr9-g510,Granule,14.817790446698762,0.036453740960414385,Ephb1,chr9,9,510,8.667047746438298
chr9-g511,Granule,14.817790446698762,0.036453740960414385,Ephb1,chr9,9,511,8.667047746438298
chr9-g514,Granule,2.7041183529326163,0.4770022585979587,Ryk,chr9,9,514,2.503090293890742
chr9-g515,Granule,3.607179700309733,0.10420186645384538,Rab6b,chr9,9,515,5.113418271854183
chr9-g517,"Purkinje,Granule",32.93744887708835,1.7184684525470815,"Bfsp2,Tmem108",chr9,9,517,4.260533545283397
chr9-g518,Granule,32.64367240559979,0.14703830497095524,Tmem108,chr9,9,518,7.7944675183459555
chr9-g520,Granule,2.2703920340153885,0.4166246864221846,Dnajc13,chr9,9,520,2.4461212010388174
chr9-g521,Granule,2.2703920340153885,0.4166246864221846,Dnajc13,chr9,9,521,2.4461212010388174
chr9-g530,"Granule,Granule",2.1012393237521367,0.4414699586850726,"Wdr82,Ppm1m",chr9,9,530,2.2508533159809465
chr9-g531,Granule,0.8425183269135195,0.1044522445286919,Twf2,chr9,9,531,3.0118645747351107
chr9-g532,"Granule,Granule",3.1455056082900246,0.30904326304239416,"Abhd14a,Pcbp4",chr9,9,532,3.3474112138024172
chr9-g536,Purkinje,2.128436148691636,9.18061624600137,Cacna2d2,chr9,9,536,-2.1087971862225228
chr9-g537,Purkinje,2.128436148691636,9.18061624600137,Cacna2d2,chr9,9,537,-2.1087971862225228
chr9-g538,Granule,0.6119959495674979,0.05270763959879174,Gnai2,chr9,9,538,3.537438114068194
chr9-g540,"Granule,Granule",17.35102368431217,1.1315039240532874,"Rnf123,Bsn",chr9,9,540,3.9387072891634487
chr9-g541,"Granule,Granule,Granule",4.394053501486017,1.011669746142924,"Nicn1,Amt,Rhoa",chr9,9,541,2.1188140286917436
chr9-g543,Granule,2.143310536109626,0.248990726958285,Prkar2a,chr9,9,543,3.105676972944419
chr9-g549,"Granule,Granule",0.8478707239790952,0.10040039742169142,"Nme6,Cdc25a",chr9,9,549,3.0780793318324027
chr9-g551,Granule,1.2369625092849141,0.0229107968463917,Cspg5,chr9,9,551,5.754630327544983
chr9-g553,Granule,3.471529397436994,0.575259447719566,Ccdc12,chr9,9,553,2.5932867107272983
chr9-g557,Purkinje,0.1862405139063696,9.80735700562563,Stac,chr9,9,557,-5.718625546099172
chr9-g558,Purkinje,0.1862405139063696,9.80735700562563,Stac,chr9,9,558,-5.718625546099172
chr9-g560,Granule,21.942281627234987,0.04394107409202855,Arpp21,chr9,9,560,8.963927698844623
chr9-g561,Granule,21.942281627234987,0.04394107409202855,Arpp21,chr9,9,561,8.963927698844623
chr9-g568,Granule,13.6409993444351,2.7611045075171936,Clasp2,chr9,9,568,2.304631940653944
chr9-g569,Granule,13.6409993444351,2.7611045075171936,Clasp2,chr9,9,569,2.304631940653944
chr9-g574,Granule,0.502875417094506,0.10438969399735012,Gpd1l,chr9,9,574,2.2682217423781625
chr9-g582,Purkinje,0.9200700818532432,6.18066246021091,Rbms3,chr9,9,582,-2.7479458176656624
chr9-g583,Purkinje,0.9200700818532432,6.18066246021091,Rbms3,chr9,9,583,-2.7479458176656624
chr9-g584,Purkinje,0.9200700818532432,6.18066246021091,Rbms3,chr9,9,584,-2.7479458176656624
chr9-g585,Purkinje,0.9200700818532432,6.18066246021091,Rbms3,chr9,9,585,-2.7479458176656624
chr9-g586,Purkinje,0.9200700818532432,6.18066246021091,Rbms3,chr9,9,586,-2.7479458176656624
chr9-g587,Purkinje,0.9200700818532432,6.18066246021091,Rbms3,chr9,9,587,-2.7479458176656624
chr9-g588,Purkinje,0.9200700818532432,6.18066246021091,Rbms3,chr9,9,588,-2.7479458176656624
chr9-g594,Granule,0.7825033723162812,0.01496046437451925,Ctdspl,chr9,9,594,5.708870107118778
chr9-g595,Granule,0.7825033723162812,0.01496046437451925,Ctdspl,chr9,9,595,5.708870107118778
chr9-g601,Granule,1.0650298826512443,0.2388731101348014,Myrip,chr9,9,601,2.156577545860075
chr9-g602,Granule,1.0650298826512443,0.2388731101348014,Myrip,chr9,9,602,2.156577545860075
chr9-g610,Granule,9.161836937106338,0.20083651085776186,Snrk,chr9,9,610,5.5115434144768916
chr10-g16,Granule,0.6320323376641263,0.12854941424984778,Ppp1r14c,chr10,10,16,2.2976753387841735
chr10-g17,Granule,0.6320323376641263,0.12854941424984778,Ppp1r14c,chr10,10,17,2.2976753387841735
chr10-g19,Granule,3.8515866896511186,0.06939727783836418,Mthfd1l,chr10,10,19,5.794430013847692
chr10-g20,Granule,3.8515866896511186,0.06939727783836418,Mthfd1l,chr10,10,20,5.794430013847692
chr10-g21,Granule,2.8942383547638526,0.7134513968088116,Akap12,chr10,10,21,2.0202966838476906
chr10-g26,Granule,34.647877974964,3.6261345627155714,Syne1,chr10,10,26,3.2562626282020375
chr10-g27,Granule,34.647877974964,3.6261345627155714,Syne1,chr10,10,27,3.2562626282020375
chr10-g29,Granule,2.20308208699759,0.013035403083150727,Rgs17,chr10,10,29,7.400944245889632
chr10-g33,Granule,7.10664639624592,0.15839457501989335,Oprm1,chr10,10,33,5.4875740878614065
chr10-g34,"Granule,Granule",11.690745496779508,0.17555205094641027,"Oprm1,Ipcef1",chr10,10,34,6.0573242694265
chr10-g35,"Granule,Granule,Granule",23.232343245186716,0.20301284962717417,"Oprm1,Ipcef1,Cnksr3",chr10,10,35,6.838419818232526
chr10-g36,Granule,11.541597748407208,0.027460798680763898,Cnksr3,chr10,10,36,8.715253654363803
chr10-g38,"Granule,Granule",6.476149696596164,1.4307092323779362,"Pcmt1,Lats1",chr10,10,38,2.178405835691421
chr10-g41,Granule,12.983983416692256,0.11358303438057435,Ust,chr10,10,41,6.836841893033205
chr10-g42,Granule,12.983983416692256,0.11358303438057435,Ust,chr10,10,42,6.836841893033205
chr10-g43,Purkinje,0.050265147519896296,0.2708617260527691,Sash1,chr10,10,43,-2.429926222365116
chr10-g44,Purkinje,0.050265147519896296,0.2708617260527691,Sash1,chr10,10,44,-2.429926222365116
chr10-g48,"Purkinje,Granule",4.995310289805616,0.3765163989507041,"Samd5,Stxbp5",chr10,10,48,3.7297896884535215
chr10-g49,Granule,4.993299731286453,0.1152659745746806,Stxbp5,chr10,10,49,5.436954898466677
chr10-g55,Granule,3.2689087042816563,0.9191001671118695,Shprh,chr10,10,55,1.830515079645098
chr10-g56,Granule,3.2689087042816563,0.9191001671118695,Shprh,chr10,10,56,1.830515079645098
chr10-g61,Granule,3.0211729399840985,0.18928850129957875,Utrn,chr10,10,61,3.996450090652802
chr10-g62,Granule,3.0211729399840985,0.18928850129957875,Utrn,chr10,10,62,3.996450090652802
chr10-g63,Granule,3.0211729399840985,0.18928850129957875,Utrn,chr10,10,63,3.996450090652802
chr10-g64,Granule,3.0211729399840985,0.18928850129957875,Utrn,chr10,10,64,3.996450090652802
chr10-g66,Purkinje,0.13703195889175135,7.006755757656381,Phactr2,chr10,10,66,-5.6761623014504785
chr10-g67,Purkinje,0.13703195889175135,7.006755757656381,Phactr2,chr10,10,67,-5.6761623014504785
chr10-g68,Granule,18.631043959269526,1.6241836961582,Aig1,chr10,10,68,3.5199217989937632
chr10-g69,"Granule,Granule",53.663333158196615,7.4064171922840005,"Aig1,Hivep2",chr10,10,69,2.857088944885344
chr10-g70,Granule,35.03228919892709,5.782233496125801,Hivep2,chr10,10,70,2.5989864911945832
chr10-g89,Granule,1.175534641779587,0.03114520375772914,Heca,chr10,10,89,5.238163233274838
chr10-g92,Granule,0.38359531582631035,0.06632086645753929,Nhsl1,chr10,10,92,2.5320503430257113
chr10-g97,Granule,0.3642992144377521,0.01213495584658065,Ifngr1,chr10,10,97,4.907883119786422
chr10-g98,Granule,0.3642992144377521,0.01213495584658065,Ifngr1,chr10,10,98,4.907883119786422
chr10-g100,Granule,4.333110873402354,0.10742090371223047,Map7,chr10,10,100,5.334056483120618
chr10-g101,"Granule,Purkinje",4.538301591677778,2.5299126795489317,"Map7,Pde7b",chr10,10,101,0.843064895262039
chr10-g102,Purkinje,0.20519071827542412,2.422491775836701,Pde7b,chr10,10,102,-3.561454390047152
chr10-g103,Purkinje,0.20519071827542412,2.422491775836701,Pde7b,chr10,10,103,-3.561454390047152
chr10-g109,Granule,7.404782898054774,1.4416824476103145,Sgk1,chr10,10,109,2.3607040133986286
chr10-g124,Granule,1.3412021995272008,0.26151762777452153,Med23,chr10,10,124,2.3585466535101904
chr10-g125,Granule,5.937591477648312,0.48950317528497855,Akap7,chr10,10,125,3.6004877120438272
chr10-g126,Granule,5.937591477648312,0.48950317528497855,Akap7,chr10,10,126,3.6004877120438272
chr10-g153,Granule,0.9811678952204437,0.27725409850613186,Hint3,chr10,10,153,1.823291241095014
chr10-g157,Granule,1.4782726662211036,0.017495198254612515,Rnf217,chr10,10,157,6.400809574549191
chr10-g158,Granule,1.4782726662211036,0.017495198254612515,Rnf217,chr10,10,158,6.400809574549191
chr10-g165,Granule,1.337897773198255,0.15535418578385282,Trdn,chr10,10,165,3.1063348676491316
chr10-g166,Granule,1.337897773198255,0.15535418578385282,Trdn,chr10,10,166,3.1063348676491316
chr10-g167,"Granule,Purkinje",1.456912245909491,0.7974856006661695,"Trdn,Clvs2",chr10,10,167,0.8693836072293827
chr10-g168,Purkinje,0.11901447271123579,0.6421314148823166,Clvs2,chr10,10,168,-2.4317315585424137
chr10-g185,Granule,1.3234030211335708,0.12168732593306276,Marcks,chr10,10,185,3.4430016577658846
chr10-g198,Granule,11.725801158622538,2.437720315185732,Rev3l,chr10,10,198,2.266081980309284
chr10-g199,Granule,11.725801158622538,2.437720315185732,Rev3l,chr10,10,199,2.266081980309284
chr10-g200,Granule,1.9936097339315078,0.09702749882939905,Slc16a10,chr10,10,200,4.36084552391315
chr10-g201,"Granule,Granule",8.692321490927332,1.2517563772739493,"Amd1,Cdk19",chr10,10,201,2.795787728999107
chr10-g202,Granule,5.900350427322426,0.6087548946477933,Cdk19,chr10,10,202,3.276867267789978
chr10-g203,Granule,0.16478621872809587,0.0040287361288862625,Ddo,chr10,10,203,5.3541244669681785
chr10-g204,"Granule,Granule",6.40062766193544,0.9975267227277171,"Cdc40,Wasf1",chr10,10,204,2.6817859911189537
chr10-g205,Granule,1.1078465686301113,0.20109915843984053,Fig4,chr10,10,205,2.4617791395892494
chr10-g206,Granule,1.1078465686301113,0.20109915843984053,Fig4,chr10,10,206,2.4617791395892494
chr10-g207,Purkinje,0.15137601234998083,0.7471286092474634,Ppil6,chr10,10,207,-2.303219998881607
chr10-g209,Granule,9.262464250323074,0.9890141133257311,Sesn1,chr10,10,209,3.22733305552164
chr10-g210,Granule,5.646629652959085,0.6911491089707461,Foxo3,chr10,10,210,3.0303211146906204
chr10-g211,Granule,5.646629652959085,0.6911491089707461,Foxo3,chr10,10,211,3.0303211146906204
chr10-g215,Granule,8.686439070650767,2.013267909807529,Sobp,chr10,10,215,2.1092257105721375
chr10-g226,Purkinje,0.11284982311050547,0.9627890125424408,Lin28b,chr10,10,226,-3.0928155205663703
