sep=;
"Cluster";"MLI1";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"SF3A66";"SF3A66";"GO:0035418";"protein localization to synapse";"23/2581";"102/23328";0.000649538131428575;0.0342607918868188;0.030116787237176;"Baiap2/Bsn/Cacng7/Cacng8/Cnih2/Dlg4/Git1/Grin1/Hras/Kif17/Kif5a/Mapk8ip3/Nlgn2/Nphs1/Nptx1/Nrxn2/Prkcz/Scrib/Shank1/Stx1b/Stx4a/Tyrobp/Vamp2";23
"SF3A66";"SF3A66";"GO:0090559";"regulation of membrane permeability";"17/2581";"66/23328";0.000654555098893471;0.0342607918868188;0.030116787237176;"Bad/Bak1/Bax/Bbc3/Cnp/Gsk3a/Hip1r/Ier3/Mtor/Mul1/Naif1/Rasip1/Rhot2/Stat3/Tmem102/Tmigd1/Trp53";17
"SF3A66";"SF3A66";"GO:0030098";"lymphocyte differentiation";"67/2581";"409/23328";0.000670004121438015;0.0347644747184403;0.0305595472505779;"Abl1/Ap3d1/Axl/Bad/Bak1/Bax/Bcl3/Btnl1/Btnl6/Carmil2/Cd19/Cd79a/Clcf1/Clptm1/Erbb2/Flt3l/Foxj1/Foxn1/Fut7/Gon4l/Gps2/H2-Aa/H2-Ab1/H2-DMa/H2-Oa/Hdac5/Hsp90aa1/Ikzf3/Il23a/Il27/Il6ra/Jak3/Jmjd6/Kdelr1/Lmbr1l/Ly6d/Lyl1/Mink1/Mir150/Ncaph2/Nfkbid/Ntrk1/Pglyrp1/Pla2g2d/Pou2f2/Prdx2/Prkcz/Rara/Relb/Rnf41/Rpl22/Sart1/Sema4a/Spn/Srf/Stat3/Stat5a/Stat5b/Stk11/Syvn1/Tbx21/Tcf3/Tcirg1/Tgfb1/Trp53/Wnt1/Zbtb7a";67
"SF3A66";"SF3A66";"GO:0050687";"negative regulation of defense response to virus";"9/2581";"24/23328";0.000677644629792545;0.0348578060859665;0.0306415897482418;"Ilrun/Irf3/Mill2/Mul1/Nlrx1/Nploc4/Pcbp2/Sec14l1/Tarbp2";9
"SF3A66";"SF3A66";"GO:0007173";"epidermal growth factor receptor signaling pathway";"23/2581";"103/23328";0.000750140049852575;0.038154666101626;0.033539678968432;"Abl1/Adgre4/Cbl/Cblc/Chmp6/Dusp3/Erbb3/Errfi1/Grb2/Hip1r/Iqgap1/Mmp9/Mvb12a/Mvp/Nup62/Pde6g/Rhbdf2/Rnf126/Shc1/Shkbp1/Tgfb1/Vps25/Zgpat";23
"SF3A66";"SF3A66";"GO:0034655";"nucleobase-containing compound catabolic process";"59/2581";"352/23328";0.000767821038609215;0.0385007406502621;0.0338438941653226;"Acot7/Aspdh/Bax/Cacng7/Casc3/Cda/Cirbp/Cnot3/Cnp/Dctpp1/Ddx49/Dhx34/Dnase1l2/Dnase2a/Dnph1/Dxo/Eif4a3/Endog/Entpd2/Exosc10/Exosc2/Exosc4/Exosc5/Fus/Fxr2/Gtpbp2/Helz2/Hnrnpm/Hsf1/Lsm2/Lsm7/Meioc/Mex3d/Mrto4/Mtor/Mus81/Nanos2/Nanos3/Nt5c/Nudt1/Nudt3/Pan2/Pkp3/Ptbp1/Pycrl/Pym1/Rexo4/Rnaseh2a/Rnaseh2c/Rnps1/Samd4b/Skiv2l/Smg5/Trir/Upf1/Vegfa/Ybx2/Ythdf1/Zfp36";59
"SF3A66";"SF3A66";"GO:0006836";"neurotransmitter transport";"44/2581";"245/23328";0.000829768361511956;0.0402538846596897;0.0353849871237833;"Asic1/Atp2a2/Baiap3/Cacna1a/Chrna4/Cyth1/Doc2a/Doc2g/Dvl1/Fbxl20/Flot1/Gfap/Git1/Grik5/Htr6/Kcnc3/Lin7b/Napa/Ncs1/Nrxn2/Park7/Ppfia3/Prkaca/Prkcg/Prrt2/Scrib/Slc17a7/Slc29a1/Slc29a2/Slc4a8/Slc6a4/Sphk1/Sptbn2/Stx1b/Stx4a/Stxbp1/Sv2a/Syngr3/Syt12/Syt3/Syt5/Tor1a/Unc13a/Vamp2";44
"SF3A66";"SF3A66";"GO:0022411";"cellular component disassembly";"63/2581";"383/23328";0.000855319966066116;0.04046849516517;0.0355736394746618;"Abcc8/Apc2/Aqp2/Arhgef2/Atg2a/Bax/Becn1/Camsap1/Capzb/Carmil2/Cdk5rap3/Cfl1/Cln3/Ddr1/Dedd2/Denr/Dhx8/Dnase2a/Dusp3/Eif5a/Endog/Eng/Flot1/Gabarap/Gle1/Golga2/Grwd1/Gsk3a/Hsf1/Itgam/Kif18b/Klk4/Klk5/Lima1/Mrpl58/Mul1/Napa/Nckap5l/Ndel1/Nes/Noxo1/Padi2/Phf23/Pink1/Plk5/Pym1/Rnf41/Rsph6a/Setx/Sh3gl1/Sharpin/Smarcc2/Smarcd1/Smarce1/Sptan1/Stmn3/Taok1/Tnf/Top2a/Trp53/Ubqln4/Upf1/Vps33a";63
"SF3A66";"SF3A66";"GO:0042181";"ketone biosynthetic process";"13/2581";"45/23328";0.000868102460389099;0.04046849516517;0.0355736394746618;"Aldoa/Cacna1h/Coq10a/Coq4/Coq5/Coq8b/Cyp11b1/Cyp11b2/Dkkl1/Hsd17b1/Pptc7/Stard3/Ubiad1";13
"SF3A66";"SF3A66";"GO:0090199";"regulation of release of cytochrome c from mitochondria";"13/2581";"45/23328";0.000868102460389099;0.04046849516517;0.0355736394746618;"Arrb2/Bad/Bak1/Bax/Bbc3/Lmna/Mmp9/Pink1/Pla2g6/Plscr3/Pycard/Triap1/Trp53";13
"SF3A66";"SF3A66";"GO:0001818";"negative regulation of cytokine production";"46/2581";"260/23328";0.000890452906797515;0.0411886239911688;0.0362066653167851;"Ager/Arrb2/Axl/Bcl3/C5ar2/Cactin/Cptp/Cryba1/Ddit3/Elane/Errfi1/Foxj1/Gstp1/Homer3/Hsf1/Hsp90ab1/Il23a/Il27ra/Ilrun/Irf3/Jak3/Kat5/Lgals7/Lilra5/Mc1r/Mul1/Nfkbil1/Nlrp12/Nlrx1/Nploc4/Otud7b/Peli3/Pglyrp1/Ptprs/Pycard/Rara/Relb/Slc37a4/Syt11/Tbx21/Tgfb1/Tnf/Tnfrsf4/Tnfrsf9/Tyrobp/Zfp36";46
"SF3A66";"SF3A66";"GO:0002832";"negative regulation of response to biotic stimulus";"21/2581";"92/23328";0.000924785962810416;0.0416619221675553;0.0366227158425601;"Arrb2/Cactin/Gfer/Grn/H2-T23/Ilrun/Irf3/Mill2/Mul1/Nfkbil1/Nlrx1/Nploc4/Pcbp2/Prdx2/Rps19/Sec14l1/Sirt2/Tap1/Tap2/Tarbp2/Trafd1";21
"SF3A66";"SF3A66";"GO:0008637";"apoptotic mitochondrial changes";"24/2581";"111/23328";0.000946839412547079;0.0416619221675553;0.0366227158425601;"Arrb2/Atp2a1/Bad/Bak1/Bax/Bbc3/Dap3/Gsk3a/Hip1r/Ier3/Lmna/Mmp9/Mul1/Naif1/Nptx1/Pink1/Pla2g6/Plscr3/Pycard/Rhot2/Timm50/Tmem102/Triap1/Trp53";24
"SF3A66";"SF3A66";"GO:0003073";"regulation of systemic arterial blood pressure";"26/2581";"124/23328";0.000965092017507264;0.0416619221675553;0.0366227158425601;"Camk2n1/Cyp11b1/Cyp11b2/Ece1/Eng/Gsk3a/Ier3/Kcnk6/Klk1/Klk1b1/Klk1b11/Klk1b16/Klk1b21/Klk1b22/Klk1b24/Klk1b26/Klk1b27/Klk1b3/Klk1b4/Klk1b5/Klk1b8/Klk1b9/Plcb3/Tnf/Tnni3/Uts2";26
"SF3A66";"SF3A66";"GO:0042987";"amyloid precursor protein catabolic process";"14/2581";"51/23328";0.0009741091584533;0.0416619221675553;0.0366227158425601;"Abca2/Abca7/Ager/Aph1a/Apoe/Cln3/Flot2/Gga3/Gsk3a/Psenen/Rela/Sp1/Tnf/Unc13a";14
"SF3A66";"SF3A66";"GO:0048147";"negative regulation of fibroblast proliferation";"11/2581";"35/23328";0.000991451809584859;0.0416619221675553;0.0366227158425601;"Bax/C1ql4/Gstp1/Lta/Med25/Mmp9/Nupr1/Parp10/Ski/Trp53/Tsc2";11
"SF3A66";"SF3A66";"GO:0097106";"postsynaptic density organization";"11/2581";"35/23328";0.000991451809584859;0.0416619221675553;0.0366227158425601;"Cfl1/Lrfn1/Lrfn4/Lrrc4b/Nlgn2/Nptx1/Nrxn2/Ptprs/Shank1/Shank3/Syngap1";11
"SF3A66";"SF3A66";"GO:0042098";"T cell proliferation";"39/2581";"213/23328";0.00109260912627152;0.0449627493549112;0.0395242923862865;"Abl1/Ager/Aif1/Bax/Btnl2/Carmil2/Ccdc88b/Coro1a/Crip3/Dhps/Ebi3/Erbb2/Foxj1/H2-Aa/H2-Ab1/H2-T23/Il23a/Il27/Il27ra/Itgad/Itgal/Itgam/Jak3/Lgals7/Lmbr1l/Mad1l1/Pla2g2d/Pla2g2f/Prdx2/Pycard/Scrib/Slc4a1/Spn/Stat5a/Stat5b/Tgfb1/Tnfrsf4/Trp53/Zbtb32";39
"SF3A66";"SF3A66";"GO:0043523";"regulation of neuron apoptotic process";"47/2581";"270/23328";0.00112391326380947;0.0456217037085109;0.0401035430974764;"Ager/Agrn/Akt1s1/Apoe/Arrb2/Axl/Bax/Bbc3/C5ar1/Cacna1a/Cdc34/Clcf1/Cln3/Coro1a/Crlf1/Ddit3/Egln2/Erbb3/Faim2/Grik5/Grin1/Grn/Gsk3a/Hras/Hsp90ab1/Hyou1/Itgam/Kdm2b/Lrp1/Map3k11/Map3k12/Nes/Nrbp2/Ntf5/Ntrk1/Park7/Pink1/Prdx2/Prkcg/Set/Stxbp1/Syngap1/Tnf/Trp53/Tyrobp/Vegfa/Vegfb";47
"SF3A66";"SF3A66";"GO:0010498";"proteasomal protein catabolic process";"74/2581";"470/23328";0.00114408498173107;0.0458171482281162;0.0402753476790247;"Anapc5/Anapc7/Apoe/Arih2/Arrb2/Axin1/Bag6/Ccnf/Cdc34/Csnk1d/Dda1/Ddit3/Dmac2/Dvl1/Fbxl16/Fbxl19/Fbxl20/Fbxl6/Fbxo17/Fbxo27/Fbxw5/Fzr1/Gsk3a/Hsp90ab1/Hspa1a/Hspa1b/Kat5/Kctd13/Kctd2/Man1b1/Nccrp1/Nfe2l1/Nploc4/Nr1d1/Nupr1/Osbpl7/Park7/Pcbp2/Pkd1/Prkaca/Prkcg/Psmb6/Psmb8/Psmb9/Psmd8/Psme3/Rad23a/Rcn3/Rnf126/Rnf186/Rnf34/Rnf40/Rnf41/Rnf5/Sdf2/Sgta/Sharpin/Sirt2/Spsb3/Stub1/Sumo2/Syvn1/Tbx21/Tmem259/Tmub2/Tor1a/Trim39/Trim72/Ube2i/Ube2j2/Ubqln4/Ubxn6/Wnt10b/Zer1";74
"SF3A66";"SF3A66";"GO:0034976";"response to endoplasmic reticulum stress";"44/2581";"249/23328";0.00116523228990159;0.0461552660965266;0.0405725685937555;"Alox15/Atf6b/Atp2a1/Bag6/Bak1/Bax/Bbc3/Calr/Cdk5rap3/Creb3l3/Crebrf/Ddit3/Erp29/Fbxo17/Fbxo27/Flot1/Grina/Hyou1/Man1b1/Nccrp1/Nfe2l1/Nploc4/Nr1h2/Nupr1/P4hb/Park7/Pdia2/Pla2g6/Ppp1r15a/Rcn3/Rnf186/Rnf5/Sdf2/Sec16a/Sgta/Stub1/Syvn1/Tmbim6/Tmem259/Tmub2/Tor1a/Trp53/Ube2j2/Ubxn6";44
"SF3A66";"SF3A66";"GO:0045787";"positive regulation of cell cycle";"59/2581";"358/23328";0.00116799818678993;0.0461552660965266;0.0405725685937555;"Abl1/Aif1/Anapc11/Anapc5/Anapc7/Aurkb/Becn1/Brca1/Calr/Cdc6/Cdca5/Cdk9/Cks1b/Cks1brt/Ddx39b/Dusp3/Dync1h1/Eif4g3/Flt3l/Fosl1/Gli1/Hsf1/Hsp90ab1/Lrp5/Mapk15/Med1/Med25/Meioc/Mir124a-3/Nup62/Nupr1/Ovol1/Paf1/Pagr1a/Pkd1/Ppp1r10/Ppp2r5b/Prkaca/Racgap1/Rad23a/Rara/Rcc2/Rpl26/Rptor/Sh2b1/Sirt2/Slc6a4/Sox15/Spag5/Sphk1/Sstr5/Stat5a/Stat5b/Tas1r2/Tcf3/Tgfb1/Tnf/Trp53/Wnt10b";59
"SF3A66";"SF3A66";"GO:0042326";"negative regulation of phosphorylation";"74/2581";"471/23328";0.00121358042302147;0.0467189315107683;0.0410680560130117;"Abl1/Acp4/Actn3/Ager/Akt1s1/Apoe/Arrb2/Ash1l/Bak1/Bax/C1ql4/Cactin/Camk2n1/Cbl/Cblc/Cdk5rap3/Chmp6/Cryba1/Dbndd1/Dusp1/Dusp3/Dvl1/Dynll1/Eng/Errfi1/Fem1a/Fkbp8/Gadd45b/Gps2/Grk2/Gstp1/Hexim1/Hexim2/Ier3/Inca1/Kirrel2/Lemd2/Lrp5/Men1/Midn/Mtor/Mvp/Myadm/Nlrp12/Nup62/Nupr1/Pard6a/Park7/Per1/Pip5kl1/Ppp1r15a/Ppp2r5d/Prkar2a/Prkcz/Prpsap1/Psca/Ptk6/Ptprh/Pycard/Rapgef1/Rasip1/Sh2b3/Sirt2/Slc4a1/Spred3/Srcin1/Stat3/Tbc1d10c/Tgfb1/Tnf/Tsc2/Vps25/Vrk3/Zgpat";74
