100kb name,n_per_dist(um),chrom,PT_0h
chr11-g997,2.214150649321621,chr11,0.254290879957465
chr11-g998,2.210162953940899,chr11,0.00529624494299462
chr11-g999,2.309551238689145,chr11,-0.021667899361441884
chr11-g1000,2.270295628837914,chr11,-0.5263906634043078
chr11-g1001,2.24271856947554,chr11,-0.5775771238409451
chr11-g1002,2.340066271797212,chr11,-0.8092197617038807
chr11-g1003,2.3760120595921563,chr11,-1.10168870246276
chr11-g1004,2.3464237475535,chr11,-1.8076926787850898
chr11-g1005,2.3597650391501404,chr11,-1.4622798372827763
chr11-g1006,2.364612816499153,chr11,-1.4903994421057827
chr11-g1007,2.3365795341216327,chr11,-1.4175101841468756
chr11-g1008,2.3362113870285084,chr11,-1.7849329405342502
chr11-g1009,2.467038803209205,chr11,-1.4490039372776866
chr11-g1010,2.4836962414876966,chr11,-1.7673949392882644
chr11-g1011,2.41727639578432,chr11,-1.569165754310896
chr11-g1012,2.4837797129562933,chr11,-1.545506551781308
chr11-g1013,2.532354688256043,chr11,-1.6067976493446992
chr11-g1014,2.4870330039924493,chr11,-1.4001153055902222
chr11-g1015,2.4623369012544565,chr11,-1.4856763697817024
chr11-g1016,2.4191280407985163,chr11,-1.043854970730225
chr11-g1017,2.427047921338157,chr11,-1.5208758316803217
chr11-g1018,2.441578611133191,chr11,-1.6566839368977866
chr11-g1019,2.5123863172255074,chr11,-1.504170268156061
chr11-g1020,2.476520642917569,chr11,-1.791856834190898
chr11-g1021,2.4198435056882186,chr11,-1.4485309511276487
chr11-g1022,2.4423348133940097,chr11,-1.3127040278648938
chr11-g1023,2.419605523436249,chr11,-1.3528711449762962
chr11-g1024,2.4310728752876587,chr11,-1.589987401718789
chr11-g1025,2.416643096445341,chr11,-1.4163793112568492
chr11-g1026,2.4157582060463514,chr11,-1.4065915451653852
chr11-g1027,2.4365702949513497,chr11,-1.6507668955594883
chr11-g1028,2.3512940408349428,chr11,-1.5419413571028617
chr11-g1029,2.317363241460777,chr11,-1.6029366487057097
chr11-g1030,2.326131817891918,chr11,-1.3824900568911174
chr11-g1031,2.2854655547256897,chr11,-1.152399420980844
chr11-g1032,2.2656136400060145,chr11,-1.4487038225944577
chr11-g1033,2.2700230566700537,chr11,-1.2683933749985905
chr11-g1034,2.1683563821111846,chr11,-0.9252553614064414
chr11-g1035,2.1514126075476114,chr11,-0.7516549968991912
chr11-g1036,2.1461823180420456,chr11,-1.1977891987855322
chr11-g1037,2.1677868362206216,chr11,-1.1151395235243384
chr11-g1038,2.0363205900504155,chr11,-1.1097396499963863
chr11-g1039,1.8084987377725263,chr11,-1.1871272665731467
chr11-g1040,1.845675700596333,chr11,-0.9508852404165491
chr11-g1041,1.7970831386711694,chr11,-1.0179146111144077
chr11-g1042,1.7616272043228411,chr11,-1.1044715723389544
chr11-g1043,1.6892920580987196,chr11,-1.0550579173680597
chr11-g1044,1.6402069748463235,chr11,-1.1189988935930866
chr11-g1045,1.6126919372041408,chr11,-0.5279826302859909
chr11-g1046,1.5105918657355943,chr11,0.08775590767949293
chr11-g1047,1.463791986132157,chr11,1.0080979304930888
chr11-g1048,1.311753308762175,chr11,1.2494926659792656
chr11-g1049,1.4704972317385274,chr11,0.9878905798962105
chr11-g1050,1.4198855355841182,chr11,1.1398598433393452
chr11-g1051,1.4823861303926438,chr11,-0.27132404098268603
chr11-g1052,1.454847421822194,chr11,-0.5094880262927235
chr11-g1053,1.4945264441948238,chr11,0.3102871188996771
chr11-g1054,1.408403224365717,chr11,0.9928738691822783
chr11-g1055,1.4040853012165764,chr11,0.8279045689181734
chr11-g1056,1.3291959574324812,chr11,1.1946254069742777
chr11-g1057,1.3597888100581867,chr11,1.2980837197404704
chr11-g1058,1.3368487107236169,chr11,1.2468985777912052
chr11-g1059,1.5549645942102277,chr11,-0.2374509104359447
chr11-g1060,1.561073711811857,chr11,-0.5507499745284006
chr11-g1061,1.5382526468515323,chr11,-0.7139329954700397
chr11-g1062,1.7236036086912725,chr11,-1.2947850129691196
chr11-g1063,1.6628114363457618,chr11,-1.0689262871158023
chr11-g1064,1.8067155357138869,chr11,-1.2383941440373651
chr11-g1065,1.7231617567875808,chr11,-1.4839042963532822
chr11-g1066,1.7371462216314053,chr11,-1.3957555662720358
chr11-g1067,1.7953142531632835,chr11,-1.420749424681813
chr11-g1068,1.7996494332748636,chr11,-1.178252598764372
chr11-g1069,1.7013564662285638,chr11,-1.3152231825407452
chr11-g1070,1.770084411043192,chr11,-1.4139747642534812
chr11-g1071,1.7523598322398328,chr11,-1.4009562696890887
chr11-g1072,1.6969498028927572,chr11,-1.5613349795503502
chr11-g1073,1.675164398553224,chr11,-1.4324861931768118
chr11-g1074,1.7148383232041962,chr11,-1.2727863605581125
chr11-g1075,1.6176040632296582,chr11,-1.159488976475799
chr11-g1076,1.573588546670794,chr11,-1.1884714466979087
chr11-g1077,1.5708785832022905,chr11,-0.8117506277942796
chr11-g1078,1.4814760403401244,chr11,-0.6026120905336753
chr11-g1079,1.5035068080401226,chr11,-0.37837110378185856
chr11-g1080,1.4054316532090017,chr11,0.027377138654797007
chr11-g1081,1.3944310361176226,chr11,0.44721697410069156
chr11-g1082,1.4047566303440964,chr11,0.3899078962445103
chr11-g1083,1.4038460080922943,chr11,0.21123572222767956
chr11-g1084,1.2586561194656447,chr11,0.2252729660551828
chr11-g1085,1.1534027749674824,chr11,1.0840465318559978
chr11-g1086,1.1269868876905562,chr11,1.0971463577257528
chr11-g1087,1.1533363540936623,chr11,1.2229767213165597
chr11-g1088,1.153393351625951,chr11,0.5651854306967776
chr11-g1089,1.309209646321429,chr11,0.12289169390732532
chr11-g1090,1.198355699004075,chr11,0.7257832003798829
chr11-g1091,1.2040302078423282,chr11,0.5740265267979645
chr11-g1092,1.3318857319707225,chr11,0.22840906775687636
chr11-g1093,1.251792049933723,chr11,-0.34260432688648257
chr11-g1094,1.31583315413976,chr11,-0.40396321789775086
chr11-g1095,1.3166159624520295,chr11,0.19806453380750785
chr11-g1096,1.2469035113212514,chr11,-0.06754602088359761
chr11-g1097,1.1538782041318614,chr11,0.8178500208765198
chr11-g1098,1.2054167917464356,chr11,0.7727434349753202
chr11-g1099,1.0757848043321756,chr11,1.2792475917178252
chr11-g1100,1.0136915422022788,chr11,1.5957819789099015
chr11-g1101,1.0207712196304408,chr11,1.5168985288246124
chr11-g1102,1.0354027015845189,chr11,1.1353698785475028
chr11-g1103,1.1044711356466186,chr11,0.35559440074356036
chr11-g1104,1.1442089723563482,chr11,0.43861261065383833
chr11-g1105,1.030143478031516,chr11,0.9067792511924523
chr11-g1106,0.9450680985855512,chr11,1.5271909364155332
chr11-g1107,1.027172281825738,chr11,1.3437954358898554
chr11-g1108,0.9603388640448492,chr11,1.5381192154522434
chr11-g1109,1.02932115565031,chr11,1.5654250015058067
chr11-g1110,1.0701781121609593,chr11,0.9670616925630331
chr11-g1111,0.9848469997883468,chr11,1.3046288328402287
chr11-g1112,0.979787819322654,chr11,1.4543934118067725
chr11-g1113,1.0429660839050507,chr11,1.5338299341074693
chr11-g1114,1.0075456683137065,chr11,1.4743886732654832
chr11-g1115,1.0803739622276467,chr11,1.2354679687108894
chr11-g1116,1.0678849958563674,chr11,1.3352411237080717
chr11-g1117,0.9980054631858026,chr11,1.388768156906945
chr11-g1118,1.0023197243193676,chr11,1.0910276599923485
chr11-g1119,1.1291225202579307,chr11,1.464531011353594
chr11-g1120,1.0273413322325893,chr11,1.3572449433055043
chr11-g1121,1.0083321121455104,chr11,1.1442790630548978
chr11-g1122,1.0839202613082557,chr11,1.3325243536616989
chr11-g1123,1.0065561551417757,chr11,1.1504499115792357
chr11-g1124,1.081825363117258,chr11,1.1305101216303826
chr11-g1125,1.1311021419016216,chr11,0.9104780218697524
chr11-g1126,1.085708820757584,chr11,0.7931933313197588
chr11-g1127,1.2151622686253902,chr11,0.06766129495646882
chr11-g1128,1.320718877536322,chr11,-0.1557470489430347
chr11-g1129,1.3994178971279942,chr11,0.2106549145847904
chr11-g1130,1.3798012774374464,chr11,-0.041520718714995124
chr11-g1131,1.412412162022961,chr11,-0.427793936587319
chr11-g1132,1.4744727741824448,chr11,-0.36194981710280316
chr11-g1133,1.4610758776936903,chr11,-0.5425135582396221
chr11-g1134,1.5584263290748708,chr11,-0.7420610540300033
chr11-g1135,1.5174101637391368,chr11,-0.7503385816930147
chr11-g1136,1.5810399082317552,chr11,-1.150898209279076
chr11-g1137,1.7018128326154898,chr11,-0.9119363073107278
chr11-g1138,1.6638619295986536,chr11,-0.9673750760875313
chr11-g1139,1.6177930425158398,chr11,-0.508706604995153
chr11-g1140,1.6484036418077077,chr11,-0.7326936612976418
chr11-g1141,1.6053010885977377,chr11,-0.8217478412019912
chr11-g1142,1.612242967480333,chr11,-0.8114006942868357
chr11-g1143,1.6645247118850393,chr11,-0.6772460181968826
chr11-g1144,1.945210616246868,chr11,-0.8585789060600499
chr11-g1145,1.9087762063025595,chr11,-1.0231340031440754
chr11-g1146,1.9664728433095573,chr11,-1.1059231495895436
chr11-g1147,2.000359157273599,chr11,-1.4445370635401518
chr11-g1148,2.053394593238808,chr11,-1.2590849305477625
chr11-g1149,2.048003321345366,chr11,-0.9482672436746782
chr11-g1150,2.0499338849587865,chr11,-1.1451061520806332
chr11-g1151,2.1131864037318824,chr11,-1.3640325346450726
chr11-g1152,2.149206236055404,chr11,-1.2180119581087858
chr11-g1153,2.186022511097301,chr11,-1.5422733083585702
chr11-g1154,2.182869653512832,chr11,-1.4681115714188429
chr11-g1155,2.239547379397125,chr11,-1.477865855132772
chr11-g1156,2.2210648601744616,chr11,-1.1570205752669587
chr11-g1157,2.2514065931506355,chr11,-1.4002802996281
chr11-g1158,2.2757950989715328,chr11,-1.3020161048990073
chr11-g1159,2.4615896338447456,chr11,-1.5006503792289902
chr11-g1160,2.4259754152114064,chr11,-1.2478746411630002
chr11-g1161,2.526199874404549,chr11,-1.5211587837545248
chr11-g1162,2.5165051747016527,chr11,-1.5291130693004722
chr11-g1163,2.537028621951013,chr11,-1.4165256967827407
chr11-g1164,2.5861630206810977,chr11,-1.3404728500512428
chr11-g1165,2.561965133042146,chr11,-1.374145531191712
chr11-g1166,2.526298561998781,chr11,-1.3823213825042426
chr11-g1167,2.5942406246901566,chr11,-1.4956400946200978
chr11-g1168,2.5344068638723534,chr11,-1.2300827448140317
chr11-g1169,2.5466038703041063,chr11,-1.2469976449748537
chr11-g1170,2.572073416694427,chr11,-1.1952755909110426
chr11-g1171,2.5561935757717573,chr11,-1.5613609821869707
chr11-g1172,2.6316917054269857,chr11,-1.5141660108836232
chr11-g1173,2.533413955939391,chr11,-1.2720279963160277
chr11-g1174,2.547527504881333,chr11,-1.1127337212269979
chr11-g1175,2.4670197732767947,chr11,-1.4652440802804165
chr11-g1176,2.496299891387318,chr11,-1.2744140992608983
chr11-g1177,2.46048574336727,chr11,-1.5669161303550863
chr11-g1178,2.600985834774342,chr11,-1.14945617254613
chr11-g1179,2.6115642467627467,chr11,-1.1339671120111516
chr11-g1180,2.5353865261584403,chr11,-1.5412129496011537
chr11-g1181,2.558516324538965,chr11,-1.5039244000618868
chr11-g1182,2.5055331287429645,chr11,-1.4786390970417604
chr11-g1183,2.4773210262102783,chr11,-1.4241054436315632
chr11-g1184,2.5502388121336645,chr11,-1.4087950363370454
chr11-g1185,2.491585312525268,chr11,-1.4902852144618366
chr11-g1186,2.46116150244714,chr11,-1.6167146204183453
chr11-g1187,2.5330099008303097,chr11,-1.1040833551065976
chr11-g1188,2.5244148116093608,chr11,-1.099394007046817
chr11-g1189,2.5212597037227544,chr11,-1.5281271760605937
chr11-g1190,2.5053935635048084,chr11,-1.3644495250722595
chr11-g1191,2.5378038509996115,chr11,-1.4950814527345864
chr11-g1192,2.4932347128533188,chr11,-1.4192408181296656
chr11-g1193,2.5468596175279297,chr11,-1.4448057648487354
chr11-g1194,2.506982350814927,chr11,-1.6898149589001945
chr11-g1195,2.503566942992336,chr11,-1.5114390079446163
chr11-g1196,2.455069368410149,chr11,-1.4262322289403788
chr11-g1197,2.508526589895483,chr11,-1.4818032929624554
chr11-g1198,2.496223743228879,chr11,-1.5850409456960375
chr11-g1199,2.553905508567289,chr11,-1.4940243235425996
chr11-g1200,2.492343244413364,chr11,-1.3559696632667688
chr11-g1201,2.475764789154736,chr11,-1.421431904397331
chr11-g1202,2.5139260753391106,chr11,-1.4317444005673754
chr11-g1203,2.503176248994086,chr11,-1.2579520455838995
chr11-g1204,2.462452710614829,chr11,-1.448558534075895
chr11-g1205,2.510732241060812,chr11,-1.5922892337453907
chr11-g1206,2.5124758259410487,chr11,-1.406048124052155
chr11-g1207,2.442728425492428,chr11,-1.4588983957912676
chr11-g1208,2.486012481290836,chr11,-1.3669414443230476
chr11-g1209,2.4769492834976043,chr11,-1.4949309385062113
chr11-g1210,2.440987465161741,chr11,-1.5870156891273859
chr11-g1211,2.344643194514136,chr11,-1.488942729720656
chr11-g1212,2.399128444244023,chr11,-1.3215039069200274
chr11-g1213,2.3260082527204204,chr11,-1.1997338550176104
chr11-g1214,2.2510357613312206,chr11,-0.9335725951603895
chr11-g1215,2.1792672769567334,chr11,-0.7136701303370351
chr11-g1216,2.2735775113102634,chr11,-0.8355932902085008
chr11-g1217,2.186564752487468,chr11,-0.3836296270419818
chr11-g1218,2.202746735817614,chr11,-0.24824616302419375
chr12-g30,2.2090170229562665,chr12,0.17916093331279892
chr12-g31,2.0715087477152183,chr12,-0.05564955540494241
chr12-g32,2.101863093222629,chr12,-0.7792413658103051
chr12-g33,2.210308679549634,chr12,-0.8824250676122688
chr12-g34,2.144950331074913,chr12,-0.9508949458061803
chr12-g35,2.2192918109041493,chr12,-1.3743251904513258
chr12-g36,2.260481487650609,chr12,-1.0680744674655427
chr12-g37,2.149187107055723,chr12,-1.3570840628031695
chr12-g38,2.210204732900828,chr12,-1.435342888568496
chr12-g39,2.1787257664155755,chr12,-1.5060471781168463
chr12-g40,2.1234864342615563,chr12,-1.5877497504488018
chr12-g41,2.2205112878176845,chr12,-1.3637120904730515
chr12-g42,2.0653967197510283,chr12,-1.1591280253434169
chr12-g43,2.1166825038330885,chr12,-1.089815460344154
chr12-g44,2.221538292099204,chr12,-1.2725432333840523
chr12-g45,2.058453628106724,chr12,-1.207252885822618
chr12-g46,2.0499125647897323,chr12,-1.0744284882611101
chr12-g47,2.024853100170332,chr12,-1.2604721916510315
chr12-g48,1.999250926756498,chr12,-1.2215482755171099
chr12-g49,1.9233155947870733,chr12,-0.9741248677262904
chr12-g50,2.0072657463433883,chr12,-1.0415912007544725
chr12-g51,2.0521756737661354,chr12,-1.0671927663064267
chr12-g52,1.896193249724834,chr12,-0.6800383408169999
chr12-g53,1.9042326769293327,chr12,-0.685428397440585
chr12-g54,1.9037878076226529,chr12,-0.30013579550752306
chr12-g55,1.7760737574836538,chr12,0.08454097599370643
chr12-g56,1.874363911685944,chr12,0.14013228991380652
chr12-g57,1.7803902910894358,chr12,0.0926026865788538
chr12-g58,1.6895925255041808,chr12,0.3032082466689938
chr12-g59,1.872632513228244,chr12,0.36302896704267174
chr12-g60,1.7968098050980448,chr12,0.42567165669900026
chr12-g61,1.7496418388044734,chr12,0.4669395792320488
chr12-g62,1.7204311894096014,chr12,0.413267334383234
chr12-g63,1.8042532427092053,chr12,0.6645332075514075
chr12-g64,1.6038114163458117,chr12,0.6333470855023278
chr12-g65,1.7810265190430736,chr12,0.4772161310042956
chr12-g66,1.8139579744005785,chr12,0.5230026580930841
chr12-g67,1.6257273941293633,chr12,0.7139071834561603
chr12-g68,1.7093004633813038,chr12,0.6856849918975537
chr12-g69,1.7105083237363958,chr12,0.6829443096114673
chr12-g70,1.6428293106442498,chr12,0.5364080680655733
chr12-g71,1.7410223471104955,chr12,0.4953208098584789
chr12-g72,1.693444713143834,chr12,0.5996100610768647
chr12-g73,1.659003791755226,chr12,0.6258104817326207
chr12-g74,1.7931737467639337,chr12,0.46624392136976844
chr12-g75,1.7783110444087802,chr12,0.36305896244979974
chr12-g76,1.7123835223081771,chr12,0.5790573478104306
chr12-g77,1.7098530591142596,chr12,0.3520067470525118
chr12-g78,1.8127776296215623,chr12,0.21319813207838073
chr12-g79,1.7326968503376463,chr12,0.05749895795758938
chr12-g80,1.7937421088315617,chr12,-0.16780379840642373
chr12-g81,1.8460047370225248,chr12,-0.05402640093930597
chr12-g82,1.737464766147326,chr12,-0.45199582745429634
chr12-g83,1.9449267976643208,chr12,-1.0620197989613662
chr12-g84,1.8409431360770483,chr12,-0.8023318963583976
chr12-g85,1.8743829250643875,chr12,-0.8183035029173947
chr12-g86,1.9218829098676764,chr12,-0.8788199041409095
chr12-g87,1.855784988214816,chr12,-0.9757497562567472
chr12-g88,1.7636587280054363,chr12,-0.9726789507175211
chr12-g89,1.9338084516397405,chr12,-1.0568898291966327
chr12-g90,1.8416333644603389,chr12,-0.6042038172467149
chr12-g91,1.7958126717699008,chr12,-0.14463759607811671
chr12-g92,1.9104765495764684,chr12,0.08626523729924217
chr12-g93,1.82859935089886,chr12,0.14248279575787867
chr12-g94,1.6745746643382318,chr12,-0.04993490994197882
chr12-g95,1.7961133407097625,chr12,-0.012467464097738811
chr12-g96,1.821348611779463,chr12,0.3815365745952103
chr12-g97,1.700273453646025,chr12,0.3499654177019076
chr12-g98,1.7754759170595134,chr12,0.4298499315208117
chr12-g99,1.7292651785909912,chr12,0.517432854443123
chr12-g100,1.6070258136820774,chr12,0.3673335205688231
chr12-g101,1.7709662366831749,chr12,0.5391232793743936
chr12-g102,1.6561779611150391,chr12,0.4083520214149468
chr12-g103,1.6466999548077623,chr12,0.434158001741467
chr12-g104,1.8234513884625,chr12,0.2559562303302661
chr12-g105,1.791793257160681,chr12,-0.17835686566431747
chr12-g106,1.714436319792508,chr12,0.296316440528167
chr12-g107,1.743706597714323,chr12,0.239078933581062
chr12-g108,1.8279107616518333,chr12,0.19145838395509188
chr12-g109,1.7676834972597173,chr12,0.1300730878375734
chr12-g110,1.8290789833723409,chr12,-0.18240382363878413
chr12-g111,1.886020112479752,chr12,-0.360122993203472
chr12-g112,1.77101476850066,chr12,-0.7575847829175959
chr12-g113,1.795833717440794,chr12,-0.3045738491039414
chr12-g114,1.7670773195006284,chr12,0.09534780218581858
chr12-g115,1.707906509682709,chr12,0.316117007074416
chr12-g116,1.811316467810608,chr12,0.5818496289871419
chr12-g117,1.7391430941015569,chr12,0.5456239148561222
chr12-g118,1.6897669509130733,chr12,0.40759519272523664
chr12-g119,1.7884776974896084,chr12,0.24863499880963918
chr12-g120,1.83619407503592,chr12,0.33497774526300744
chr12-g121,1.82834313510952,chr12,-0.11687925131080608
chr12-g122,1.8690959316494944,chr12,-0.2431605763449689
chr12-g123,1.90024372639966,chr12,-0.7083427178136105
chr12-g124,1.866557805015278,chr12,-0.5934839697871838
chr12-g125,1.9464138511805809,chr12,-0.5075091308926587
chr12-g126,1.9830292606503968,chr12,-0.9752452644528441
chr12-g127,1.8757186391195595,chr12,-0.9784647628388949
chr12-g128,1.913617025960136,chr12,-1.0556433274134986
chr12-g129,1.8845703737466768,chr12,-1.0884803261868032
chr12-g130,1.8678400391377057,chr12,-0.9503339537785152
chr12-g131,1.962217302470711,chr12,-0.7209599377863549
chr12-g132,1.8873003101636685,chr12,-0.905990670670357
chr12-g133,1.8309949086984147,chr12,-0.5217393664056119
chr12-g134,1.928149523193588,chr12,-0.2668405674108558
chr12-g135,1.8051309960129,chr12,-0.08513363223172887
chr12-g136,1.7328010982666675,chr12,-0.011126794114561989
chr12-g137,1.7234874390427048,chr12,0.21628777307705974
chr12-g138,1.6991999086693603,chr12,0.17044365835830783
chr12-g139,1.6789645889955036,chr12,0.3112231355929664
chr12-g140,1.7467720317951765,chr12,0.2192362503794464
chr12-g141,1.740923447489238,chr12,0.13508243500787226
chr12-g142,1.5974083757118502,chr12,0.4690957433429609
chr12-g143,1.7184367228583457,chr12,0.579797641157507
chr12-g144,1.6437944869990635,chr12,0.5318649993240268
chr12-g145,1.5272313877584396,chr12,0.5753421454881359
chr12-g146,1.7286577022064271,chr12,0.7165291148102717
chr12-g147,1.626531321494452,chr12,0.5403311109461122
chr12-g148,1.562555573759621,chr12,0.3264184526485416
chr12-g149,1.7732011084611363,chr12,0.28774086807499877
chr12-g150,1.781242638025499,chr12,0.2687512893291896
chr12-g151,1.7155704220817405,chr12,0.36572755144248864
chr12-g152,1.7285541039413577,chr12,0.4572761244888513
chr12-g153,1.7864674859489311,chr12,0.4387088718074983
chr12-g154,1.6872737594740697,chr12,0.03129953127800736
chr12-g155,1.850762014884664,chr12,0.15399764841698
chr12-g156,1.8720723909623904,chr12,0.2639950361873433
chr12-g157,1.7573485646177414,chr12,-0.04653113097495411
chr12-g158,1.933083048239204,chr12,-0.2909570445153272
chr12-g159,1.8463997174808693,chr12,-0.07274552939258336
chr12-g160,1.769835476568086,chr12,-0.3335960558591996
chr12-g161,1.9178551964517343,chr12,-0.14572933921700312
chr12-g162,1.818607914426561,chr12,-0.17541805344198097
chr12-g163,1.8393561358068948,chr12,-0.28085444662691833
chr12-g164,1.9552561751588389,chr12,-0.3568130815235778
chr12-g165,2.0071476071348706,chr12,-0.9869965827942048
chr12-g166,2.084238083464694,chr12,-1.2380005315456915
chr12-g167,2.09662776789665,chr12,-1.1531301625965913
chr12-g168,2.108826580173959,chr12,-1.346332587123028
chr12-g169,2.101292296834325,chr12,-0.9972969109427906
chr12-g170,2.164414717074032,chr12,-1.1912257721377686
chr12-g171,2.1184497769915303,chr12,-1.1038425982529372
chr12-g172,2.159104702648115,chr12,-1.3865428516393679
chr12-g173,2.1439684447696283,chr12,-1.4472483555464577
chr12-g174,2.131598586074994,chr12,-1.2121673876533543
chr12-g175,2.1817664992497114,chr12,-1.5162077887320224
chr12-g176,2.22735100799048,chr12,-1.6202609499878087
chr12-g177,2.1565610116807044,chr12,-1.3106702163405135
chr12-g178,2.1254421134367933,chr12,-0.8484449503199132
chr12-g179,2.261347359157612,chr12,-0.8290467887851742
chr12-g181,2.1329120997988094,chr12,-0.7307845018883532
chr12-g206,2.1336264559685656,chr12,-0.8434627130475454
chr12-g207,2.0968922830325707,chr12,-0.8184700247479
chr12-g208,2.110361362384432,chr12,-0.8062921761229018
chr12-g209,2.112940067207824,chr12,-0.8975242437584117
chr12-g210,2.1967703531651006,chr12,-1.0621027218817278
chr12-g211,2.115552377338659,chr12,-1.3719806011157905
chr12-g212,2.140671811969136,chr12,-1.5342764851932775
chr12-g213,2.14300121075551,chr12,-1.1652331693123597
chr12-g214,2.0808151795285603,chr12,-1.2229604204609776
chr12-g215,2.1425384154729232,chr12,-1.1598577090176205
chr12-g216,2.184595534456357,chr12,-0.7654667548391307
chr12-g217,2.1920551195135127,chr12,-0.5080010532395537
chr12-g218,2.1571326652909306,chr12,-0.36213561779679126
chr12-g220,2.198322690815978,chr12,-0.7083650735702948
chr12-g221,2.2184264273282444,chr12,-0.7279530716890454
chr12-g222,2.1065092428863377,chr12,
chr12-g242,1.9604308039539624,chr12,-0.1872090621927722
chr12-g243,1.935622229052281,chr12,-0.6590885894723574
chr12-g244,1.9268114304014268,chr12,-1.104578277493931
chr12-g245,2.0104979985703464,chr12,-1.3539727057992572
chr12-g246,1.979027658877864,chr12,-1.245399911535723
chr12-g247,1.910683130979293,chr12,-1.1457860212385649
chr12-g248,1.9959789537964927,chr12,-1.110222569168564
chr12-g249,2.002719662027623,chr12,-1.2555980679109093
chr12-g250,1.919664103853728,chr12,-1.1331223652763256
chr12-g251,1.9387216599761248,chr12,-1.1673152959576338
chr12-g252,1.925504411404776,chr12,-0.7737550422555312
chr12-g253,1.9671486686597912,chr12,-0.6774337321173736
chr12-g254,1.9837896472992649,chr12,-0.5904664150286776
chr12-g255,1.823257143581248,chr12,-0.36232124550135436
chr12-g256,1.8970217724645173,chr12,-0.4232309456438941
chr12-g257,1.9487655485129336,chr12,-0.3508840914655765
chr12-g258,1.860129788261606,chr12,-0.33013321397552875
chr12-g259,1.8392294819175288,chr12,-0.27293634309722187
chr12-g260,1.805343310858058,chr12,-0.32003175289440633
chr12-g261,1.881680734441364,chr12,-0.2952611665059865
chr12-g262,1.8115932926140133,chr12,-0.49760047652386225
chr12-g263,1.8660397552018264,chr12,-0.6158068531108059
chr12-g264,1.8311239110827733,chr12,-0.5920598480131231
chr12-g265,1.788331481495887,chr12,-0.2304641658527013
chr12-g266,1.83030976786314,chr12,-0.13600181846441078
chr12-g267,1.7822687035360665,chr12,-0.19083455879761754
chr12-g268,1.759124559452503,chr12,-0.3402651925445489
chr12-g269,1.8152219078865648,chr12,-0.2139421600749082
chr12-g270,1.7398749953752757,chr12,-0.46344381687784875
chr12-g271,1.6982348334135722,chr12,-0.38369308373278077
chr12-g272,1.816338006197573,chr12,-0.3855333551952981
chr12-g273,1.7626860610740849,chr12,-0.6062451852837766
chr12-g274,1.7598705964148025,chr12,-0.24106527756065022
chr12-g275,1.7352418062903436,chr12,-0.2048279545862947
chr12-g276,1.805767848577351,chr12,-0.13675917495636947
chr12-g277,1.6534108951922906,chr12,0.14040680126762745
chr12-g278,1.785040494094987,chr12,-0.03127187569780156
chr12-g279,1.7977423475188452,chr12,0.02709968956597374
chr12-g280,1.6806001273315276,chr12,0.1427294924109006
chr12-g281,1.7693934113018557,chr12,0.1655031185888092
chr12-g282,1.7390794254763096,chr12,0.10223762654907571
chr12-g283,1.6450527443051168,chr12,0.10934843466642248
chr12-g284,1.8471774619978245,chr12,-0.3114696359341682
chr12-g285,1.7519909299656904,chr12,-0.8840947207624039
chr12-g286,1.6953503868820414,chr12,-1.209599689317884
chr12-g287,1.88369027820705,chr12,-1.344613913536521
chr12-g288,1.8577119247726417,chr12,-1.1130727966567178
chr12-g289,1.8989171659191948,chr12,-0.9967143120726517
chr12-g290,1.9206955715527168,chr12,-0.9642321296231836
chr12-g291,1.8894829305375056,chr12,-1.0048811178098003
chr12-g292,1.8491445232057968,chr12,-0.9278718664597279
chr12-g293,1.9046076518967068,chr12,-0.622646231468469
chr12-g294,1.9105358668612256,chr12,-0.42256633372359176
chr12-g295,1.780458509105029,chr12,-0.4635253440256113
chr12-g296,1.8668274857269955,chr12,-0.6519156255813281
chr12-g297,1.918303510538092,chr12,-0.5236242403508721
chr12-g298,1.7542390216170296,chr12,-0.6223083364489282
chr12-g299,1.8411645158289087,chr12,-0.7199813199398138
chr12-g300,1.767287574058522,chr12,-0.6252358464270549
chr12-g301,1.715022546244037,chr12,-0.4128652470052125
chr12-g302,1.8448699203574173,chr12,-0.19517477137734357
chr12-g303,1.8136760906700933,chr12,-0.27532075230630615
chr12-g304,1.6881715631782286,chr12,-0.06541360598405517
chr12-g305,1.7879156739871744,chr12,-0.39138359973715586
chr12-g306,1.8510809985417973,chr12,-0.18915168323757903
chr12-g307,1.8563470887173008,chr12,0.18298400461329709
chr12-g308,1.8436484004147908,chr12,-0.13594871055136012
chr12-g309,1.8402445438147896,chr12,-0.20940492858518067
chr12-g310,1.726570063992776,chr12,-0.42367941058346936
chr12-g311,1.836513711736108,chr12,-0.5926968506694419
chr12-g312,1.8247395817010204,chr12,-0.8288540649863437
chr12-g313,1.7993205564380983,chr12,-0.7493265339779784
chr12-g314,1.885517176926153,chr12,-0.6598555641958221
chr12-g315,1.8009260726662513,chr12,-0.8644508226008971
chr12-g316,1.7891432666820395,chr12,-0.9049562253505783
chr12-g317,1.819464537621057,chr12,-0.8263832340583163
chr12-g318,1.721043435168797,chr12,-0.6512155711925708
chr12-g319,1.6681586705668834,chr12,-0.9099348672025183
chr12-g320,1.7324621668918958,chr12,-0.36367340991532615
chr12-g321,1.7391130694708823,chr12,-0.24959669852597904
chr12-g322,1.6685062033506377,chr12,-0.1291750507746172
